placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Solar+Pool+Service+LLC/data=!4m7!3m6!1s0x89e7ce28f5d8b0ad:0x3c8c249e4e3ea0ad!8m2!3d41.4136854!4d-72.8419091!16s%2Fg%2F1vd963t5!19sChIJrbDY9SjO54kRraA-Tp4kjDw,Solar Pool Service LLC,4.6,20,Swimming pool repair service,"473 Washington Ave, North Haven, CT 06473, United States","C575+F6 North Haven, Connecticut, USA",http://solarpoolservice.com/,+1 203-234-2277,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNaoSUD2rdXDMlb639xg7xqSrou9icxybrB0_eu=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:28.275Z,,,,
https://www.google.com/maps/place/Fiore+Custom+Pools+%26+Spa+LLC/data=!4m7!3m6!1s0x89e7da79248a73df:0x776f0edd26e04611!8m2!3d41.3693257!4d-72.8754555!16s%2Fg%2F1tm1rh69!19sChIJ33OKJHna54kREUbgJt0Ob3c,Fiore Custom Pools & Spa LLC,3.7,29,Swimming pool contractor,"110 Republic Dr, North Haven, CT 06473, United States","949F+PR North Haven, Connecticut, USA",http://fiorecustompools.com/,+1 203-230-4848,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3N1T2cx7N49Vf1pHtmQbRqvY6VSs8C6hZqPMFfBAOO76WN8t_BDHZRjY52lVz8CdUXMyzaXDvFAkLQOY3ygQl86bdpRpYZ3Cat2FHaTpbRrnobnSHoh2ZVbXILvVhkmVbfF7q=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:34.560Z,,,,
"https://www.google.com/maps/place/Freedom+Pool+%26+Spa,+LLC/data=!4m7!3m6!1s0x89e7d1d13dce86b7:0x66df080cd81baf83!8m2!3d41.4049388!4d-72.8437654!16s%2Fg%2F1tgm3x2x!19sChIJt4bOPdHR54kRg68b2AwI32Y","Freedom Pool & Spa, LLC",5.0,6,Swimming pool contractor,"30 Park Rd, North Haven, CT 06473, United States","C534+XF North Haven, Connecticut, USA",https://www.freedompoolsct.com/,+1 203-239-6344,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPihhUvRlC-31PpqfSzJlJNnB-a1J0CIbBQWC1Y=w408-h271-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:39.525Z,,,,
"https://www.google.com/maps/place/Connecticut+Custom+Aquatics,+LLC/data=!4m7!3m6!1s0x89e7d13f16c347e5:0x91a4b8070aca9603!8m2!3d41.3696286!4d-72.8802523!16s%2Fg%2F1tf76j_n!19sChIJ5UfDFj_R54kRA5bKCge4pJE","Connecticut Custom Aquatics, LLC",4.7,6,Swimming pool repair service,"8 Massimo Dr, North Haven, CT 06473, United States","9499+VV North Haven, Connecticut, USA",http://www.ctcustomaquatics.com/,+1 877-772-4126,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOaQKMN0fGCoogt9yFmotBqabjZeKOYG2VCxsLp=w443-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:45.696Z,,,,
https://www.google.com/maps/place/Wholesome+Pool+and+Spa/data=!4m7!3m6!1s0x89e7cf20359b9b17:0xbd1c4f050f0192!8m2!3d41.3804324!4d-72.8776!16s%2Fg%2F11mw7h6dsm!19sChIJF5ubNSDP54kRkgEPBU8cvQA,Wholesome Pool and Spa,3.7,42,Swimming pool contractor,"178 State St, North Haven, CT 06473, United States","94JC+5X North Haven, Connecticut, USA",http://www.wholesomepoolandspa.com/,+1 203-741-9691,"Closed ⋅ Opens 10 am Tue

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMNMh1qxk-rNtaGaF7n64ETHcOnofWMvA9NcQ=w408-h272-k-no,true,Closed,10 am–5:30 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:52.006Z,,,,
https://www.google.com/maps/place/K%27s+pools/data=!4m7!3m6!1s0x89e7d1de31185719:0x54da45910b5722ff!8m2!3d41.3505889!4d-72.8540958!16s%2Fg%2F11x68t7tnt!19sChIJGVcYMd7R54kR_yJXC5FF2lQ,K's pools,4.8,22,Swimming pool repair service,"Sherman Terrace, North Haven, CT 06473, United States","942W+69 North Haven, Connecticut, USA",,+1 203-600-7138,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipMraCh6ZHB1RUkgLhXe_MI5keqN-JqHC0rXIODp=w408-h544-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:30:58.291Z,,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x89e7d0cbb51c88a5:0x860141c1b1579c65!8m2!3d41.356649!4d-72.870057!16s%2Fg%2F1tgdv4zq!19sChIJpYgctcvQ54kRZZxXscFBAYY,Leslie's Pool Supplies,4.3,51,Swimming pool supply store,"355 Universal Dr N, North Haven, CT 06473, United States","944H+MX North Haven, Connecticut, USA",https://lesliespool.com/location/north-haven-connecticut-north-haven-298.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_298,+1 203-234-9066,"Open ⋅ Closes 6 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1Zb8i5hhaSZWjebOR1FkaHPSx5JA9Uc2vuoqNwOAPof1Aqu_Ljk8E09v0N7HN-Aucb_S-74bADtL8FFQvC-e7ECRe6gwiz3E5UO0mE_TuQ4F_eqcpJNPBmizKdvG-j-42uA4_=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:31:04.013Z,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup",LGBTQ+ friendly,,
"https://www.google.com/maps/place/Aquatic+Pool+%26+Spa+Services,+Inc./data=!4m7!3m6!1s0x89e7d20efa639d63:0xc50fb99dfd95c90c!8m2!3d41.3943578!4d-72.7895258!16s%2Fg%2F1thssdvz!19sChIJY51j-g7S54kRDMmV_Z25D8U","Aquatic Pool & Spa Services, Inc.",4.6,177,Swimming pool contractor,"1437 Middletown Ave, Northford, CT 06472, United States","96V6+P5 Northford, Connecticut, USA",http://www.aquaticpool.com/,+1 203-239-7946,"Open ⋅ Closes 4 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOP5WCuG3L9h0lBAW9iUYyWxn0FCx5DLS4Trbx1=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:31:09.174Z,,,,
https://www.google.com/maps/place/Tano+Pools/data=!4m7!3m6!1s0x89e7da0bfbfb2b6d:0xa92082efc03ffb91!8m2!3d41.3569145!4d-72.9042344!16s%2Fg%2F1tgnn33n!19sChIJbSv7-wva54kRkfs_wO-CIKk,Tano Pools,5.0,9,Swimming pool contractor,"12 Orchard Ct, Hamden, CT 06517, United States","934W+Q8 Hamden, Connecticut, USA",http://www.tanopools.com/,+1 203-410-1277,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzu2PwG7CCg0ePxtyvV3PS_pn57MG264iFTtZNWH9p-2y1O7ff7Mix9hpguII_j7YivPYZUFPJxONwV6z9QOvDNRYqFn3iZF5N6IOzUACihFtqzqaatmBGnSQhDLccv9kVkiXkLtA=w464-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:31:14.059Z,,,,
https://www.google.com/maps/place/Zack%27s+Pool+Installations/data=!4m7!3m6!1s0x89e7da245b532185:0xa4ea1a88c0aae77f!8m2!3d41.3485331!4d-72.9481302!16s%2Fg%2F1263zpv9_!19sChIJhSFTWyTa54kRf-eqwIga6qQ,Zack's Pool Installations,4.5,30,Swimming pool contractor,"31 Wilmot Rd, Hamden, CT 06517, United States","83X2+CP Hamden, Connecticut, USA",,+1 203-430-0012,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR63hI0e1QrbGN-9c-rii1QkzoQ9Czldolb7lpbrGPUI-oxyqj7dsRbq234v787du2H9ukunIQt4nMDrJYxx-ECIgSy7tVTnsU12aSa-bZQ755iHfDyyaxj9MR4gHMhqax8Eacf1lmCFYj=w408-h307-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+North+Haven+New+Haven+CT/@41.3909139,-72.8595447,14z",2025-10-27T18:31:19.225Z,,,,
