placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Peoria+Plaza+Tire/data=!4m7!3m6!1s0x880a5921b97ab65f:0x8663b6e228e63e11!8m2!3d40.6779819!4d-89.607725!16s%2Fg%2F1tf1cb10!19sChIJX7Z6uSFZCogRET7mKOK2Y4Y,Peoria Plaza Tire,4.7,860,Tire shop,· In-store shopping · In-store pick-up,"1800 SW Washington St, Peoria, IL 61602, United States","M9HR+5W Peoria, Illinois, USA",https://plazatire.com/,+1 309-673-8261,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMx_wDNtJ6JG3t8Tf47Ovfp1X77r9L3dg_RiU0EZHWBXb5CejCYkHdt6YjZvJgrziBRCiNIPXndewJVrxEYl-2ehXjBC25a6Fk3jQ3PRL5C-rO88HiRzN4ha4JfqXt3Ivs-iCak2pJUIk=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:06.687Z,,,
https://www.google.com/maps/place/Jaylan%27s+Tire+Service+LLC/data=!4m7!3m6!1s0x880a590a63e37979:0x9420d7d6fa00ce8f!8m2!3d40.6852638!4d-89.6103342!16s%2Fg%2F11qbjl4rn1!19sChIJeXnjYwpZCogRj84A-tbXIJQ,Jaylan's Tire Service LLC,4.8,92,Tire shop,,"1014 W McBean St, Peoria, IL 61605, United States","M9PQ+4V Peoria, Illinois, USA",,+1 309-621-2324,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHpDYOLPGoCFKvMJ_QB4tJxm68UV2rNyrqyBDMtYSL0XfyGLCyeMFkbBzneGEqfecCk81Y9ek-J7NqbZFs71bbst0IGbu1dMO-rProee3zIjjtRtK9oceNflm_y8-LaXhznSk=w408-h306-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:11.522Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x880a5d0069341fa1:0xf257ca4b1af88763!8m2!3d40.7409315!4d-89.6311557!16s%2Fg%2F11y9xp2by1!19sChIJoR80aQBdCogRY4f4GkvKV_I,Discount Tire,4.8,134,Tire shop,· Kerbside pickup,"4400 N Sterling Ave, Peoria, IL 61615, United States","P9R9+9G Peoria, Illinois, USA",https://www.discounttire.com/store/il/peoria/s/2415,+1 309-573-0515,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkhrle0AcTNNiO17JlRG2BTSAAvovrdihuQNJtWNaXLcrjpEvg3JzN7EY36FqLNCovA0GlqU8ilePLAH5HxAwbAn-QPagR1yEtQkQE8oKl3ztm5PnpNw2f1V0c0mEzdr0uSnskgFwZiSQ3=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:16.470Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x880a597a5ff1acf1:0x7f653e69445d6e14!8m2!3d40.7063952!4d-89.5944449!16s%2Fg%2F1tgwbh1j!19sChIJ8azxX3pZCogRFG5dRGk-ZX8,Firestone Complete Auto Care,3.6,377,Tire shop,· In-store shopping · Kerbside pickup,"1601 Knoxville Ave, Peoria, IL 61603, United States","PC44+H6 Peoria, Illinois, USA",https://www.firestonecompleteautocare.com/illinois/peoria/1601-n-knoxville-ave/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 309-740-3209,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoq6rT1xMn6xJ2mHHcLYZSt7YDrdLgPDhDqNs0J6mtbEBh_Psmhmf-KDP42OUnYF5NgXrk0g-M7T5GZqWSYr08VzJh1DpdVWtS0DR8DqIGk-uwg7hsxXmtQB77CTpE3n5UEsRZG=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:20.894Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x880a595891cc9d77:0xedba3b9820e5d78!8m2!3d40.7144334!4d-89.6127092!16s%2Fg%2F1td6h1gr!19sChIJd53MkVhZCogReF0Ogrmj2w4,Midas,4.4,424,Auto repair shop,,"2200 N University St, Peoria, IL 61604, United States","P97P+QW Peoria, Illinois, USA",https://www.midas.com/store/il/peoria/2200-north-university-61604?shopnum=2161&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTE1ODYxMjctNzE1LWxvY2F0aW9uLndlYnNpdGU=,+1 309-740-9141,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqbxd__3Yy18fRT8PLpPVzJlLD3XjuwQrfdQEVkOq1jtazfcbngFL5oI_WxUnCJ7soN6qjfoocALRG5LJMSnrMHDvP2DYlipVzlgicO6un_Abw4RAXCBLI7Zfaoy35yBGw0TDiG=w427-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:25.294Z,,,
https://www.google.com/maps/place/Big+Ray%27s+Western/data=!4m7!3m6!1s0x880a59df6ea2e101:0xcbfff44e3cc7b29a!8m2!3d40.69625!4d-89.62327!16s%2Fg%2F11g1tmsc_9!19sChIJAeGibt9ZCogRmrLHPE70_8s,Big Ray's Western,4.9,944,Oil change service,,"705 N Western Ave, Peoria, IL 61604, United States","M9WG+FM Peoria, Illinois, USA",http://bigraysoilchange.com/,+1 309-839-1374,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertZMxl7DzLzPfSVjINXJ_uWXJ8kSaPOejf8O-iFvHjGE_6aKbHUMaDyc3rtdlSNiiS-U-W_65wnR7VWcC9q9SU8-7TOX4oJV3BnfbY__4zrF_z2pDie6R75yIdAOSeJvG_m2id0Z-m04lP=w424-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,10 am–3 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:29.705Z,,,
https://www.google.com/maps/place/Medina%27s+Tire+Shop/data=!4m7!3m6!1s0x880a59921b3d8e83:0x1a1883fa53532290!8m2!3d40.7042311!4d-89.5729477!16s%2Fg%2F11g8f__zzy!19sChIJg449G5JZCogRkCJTU_qDGBo,Medina's Tire Shop,4.6,59,Tire shop,,"1531 NE Jefferson Ave, Peoria, IL 61603, United States","PC3G+MR Peoria, Illinois, USA",,+1 309-303-4106,Closed · Opens 1 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1WIr0hp5D2rCNhS-3Qt_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.37402&pitch=0&thumbfov=100,false,1–4 pm,1–4 pm,1–4 pm,1–4 pm,1–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:34.149Z,,,
https://www.google.com/maps/place/Hiller+Automotive+-+Peoria+Auto+Repair/data=!4m7!3m6!1s0x880a5ca7817e0f1d:0xf38d64f2529a293e!8m2!3d40.783922!4d-89.6254909!16s%2Fg%2F1tzgps_s!19sChIJHQ9-gadcCogRPimaUvJkjfM,Hiller Automotive - Peoria Auto Repair,4.9,832,Auto repair shop,,"2119 W Pioneer Pkwy, Peoria, IL 61615, United States","Q9MF+HR Peoria, Illinois, USA",https://kingdomautocare.com/hiller-automotive-auto-repair-peoria/,+1 309-650-6414,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweodDn0YeZj31uucLkoMR7SC3Ahcuk7aEHJmPCVe6a-VLgvx0Dl1b-X_tQSW6OblNH-rpizJRo8sh9pu0ZY1PNF4JEjlRhTdmJlIzHTzpK_nJ6Xphj8k4lhXvv6stBQac9UX5u4_Wvs207bF=w704-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:38.965Z,,,
https://www.google.com/maps/place/Big+Brand+Tire+%26+Service/data=!4m7!3m6!1s0x872b4226fe6f83e5:0xa01c5ab76025047d!8m2!3d33.5800108!4d-112.2707856!16s%2Fg%2F1tdftm0p!19sChIJ5YNv_iZCK4cRfQQlYLdaHKA,Big Brand Tire & Service,4.8,951,Tire shop,· In-store shopping · Kerbside pickup,"9835 W Peoria Ave, Peoria, AZ 85345, United States","HPJH+2M Peoria, Arizona, USA",https://www.bigbrandtire.com/locations/peoria-az?store_number=3015&utm_source=organic&utm_medium=gbp&utm_campaign=3015,+1 623-267-9099,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5-3d69MiFUBbDfeQ1EXrXXNArn4CMnl-AMOA_WWOPzTRNqgW5-_oqoTaKWFWD5AAkZExtHEjMETS7ePijcQAY-fKHSyrx2Oh5cJ_3to054OtssUSq_pKrHxeP8eV1IFlFTqK6FGQ8SM6N=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:43.935Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x872b41ffe9eecdc7:0x6dc22887589e05dc!8m2!3d33.5819743!4d-112.239395!16s%2Fg%2F1tfcz8kh!19sChIJx83u6f9BK4cR3AWeWIcowm0,Firestone Complete Auto Care,4.4,634,Tire shop,· In-store shopping · Kerbside pickup,"10661 N 84th Ave, Peoria, AZ 85345, United States","HQJ6+Q6 Peoria, Arizona, USA",https://www.firestonecompleteautocare.com/arizona/peoria/10661-n-84th-ave/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 623-207-7946,"Open · Closes 6 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqS6dUinrnfIq6Pp3jRqVvV30j1jUwW6RDftUwO11qQhGNainApRzY9t4mJTGtfho4tP1JRUDFtVIoV7J_6oK3TAOOkqXskbhU2du_m8cPk0qRdFBXom6sT9fksrxXIYkO33fyaaA=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:48.718Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Peoria+Tire+%26+Vulcanizing+Company/data=!4m7!3m6!1s0x880a5b36f9390155:0x975081128e97304!8m2!3d40.7890233!4d-89.6035077!16s%2Fg%2F1tdbrfy7!19sChIJVQE5-TZbCogRBHPpKBEIdQk,Peoria Tire & Vulcanizing Company,4.8,372,Tire shop,· In-store pick-up,"8321 Knoxville Ave, Peoria, IL 61615, United States","Q9QW+JH Peoria, Illinois, USA",http://peoriatire.net/,+1 309-693-8473,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoV_oLb3nH_PbGKpRIbKnQHCte7x1xv2fnBr0iZvRU3ZcZcUB99AIhhioHVilWO-VKPtZh5tcgzgmmD9n4Bo7Jeo5BTQ1VlIMcOnk6cjMKmU7eDiehhQCPqm1Jdo6FGZKJS9A4=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:53.091Z,,,
https://www.google.com/maps/place/Beachlers+Tire+%26+Automotive+Center/data=!4m7!3m6!1s0x880a5bec4988e0df:0x463e67e5035e6271!8m2!3d40.7322518!4d-89.6136361!16s%2Fg%2F1tj2cl0_!19sChIJ3-CISexbCogRcWJeA-VnPkY,Beachlers Tire & Automotive Center,4.7,822,Auto repair shop,,"3623 N University St, Peoria, IL 61604, United States","P9JP+WG Peoria, Illinois, USA",https://beachlers.com/,+1 309-688-2488,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3IYli8uS1CKdv6K-q49-9i-3gX7ryYrV-ei4MN-MuBe4J_kHGAkrpWj0dYRvSog7LX3Dwqd499Sv3HKFX0dDqrv64gtJ3lOQVIPBcfp8FU3BwLNqivBq87BXAEP8R9DEOkaA=w408-h612-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Downtown+Peoria+Peoria+IL/@33.5820771,-112.2384191,14z",2026-03-23T16:16:57.547Z,,,
