placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Amigo+Tire+%26+Auto/data=!4m7!3m6!1s0x8718507beb435d5d:0xb1ce58f913088326!8m2!3d35.664289!4d-105.9746439!16s%2Fg%2F1td13qz0!19sChIJXV1D63tQGIcRJoMIE_lYzrE,Amigo Tire & Auto,4.7,533,Tire shop,· In-store shopping · In-store pick-up,"1901 Cerrillos Rd, Santa Fe, NM 87505, United States","M27G+P4 Santa Fe, New Mexico, USA",https://amigotireandauto.com/amigo-tire-and-auto,+1 505-984-0900,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLe8P9F6Ix8ZboUrBCn8EstTlgHKAKHLQNChRqgSFJl7P__eG_aLXYfeAZTLnUar0FaB80D9Tcb0q2VEPQyjzRAYSRt9cUIBCefcYZL-Oe3M8PyFRysS-NRuaB_DHJZcEax7mNxYcwsPOf=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:16.324Z,,,
https://www.google.com/maps/place/Llantera+California/data=!4m7!3m6!1s0x87185a8045999669:0xfc0fcef7264e86a0!8m2!3d35.6656921!4d-105.9719386!16s%2Fg%2F1tj96wn4!19sChIJaZaZRYBaGIcRoIZOJvfOD_w,Llantera California,4.7,140,Tire shop,· In-store pick-up,"1803 Cerrillos Rd, Santa Fe, NM 87505, United States","M28H+76 Santa Fe, New Mexico, USA",,+1 505-820-6768,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcItV8AfXMdnvuq9ZJi0OEVzjOvSspb3MSVdT7Y9C2pQPSCY-noldQhy3qjKDzj1ImHBVzE86Db-RM14X6qddJBIjW78N-7dYOGQtAPIASBUUA3Re6hyYp8CDFXcmwC2NjYv9Q=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:22.658Z,,,
https://www.google.com/maps/place/Chihuahua+Tires/data=!4m7!3m6!1s0x87185a7d76b677ef:0xa4efa25419f6f5c8!8m2!3d35.662012!4d-105.9791694!16s%2Fg%2F1vhlyn35!19sChIJ73e2dn1aGIcRyPX2GVSi76Q,Chihuahua Tires,4.4,88,Tire shop,,"2045 Cerrillos Rd, Santa Fe, NM 87505, United States","M26C+R8 Santa Fe, New Mexico, USA",,+1 505-989-3388,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEYFdb-GXJWt5xI5Yx62AXIUVSyO_WcJI7_DedkGfU31ddqa3_AKyqbQpqFB-kc-990wpfM_MPsbPUl8A1o1KAAuzktEHlagF0mOrBLz3F-hX_D25xNe3ocS5MqDzUTlyqXRrK=w426-h240-k-no,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:29.038Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87185065c31b46cd:0x12a33de436383ec4!8m2!3d35.6756236!4d-105.9531425!16s%2Fg%2F1261n8skh!19sChIJzUYbw2VQGIcRxD44NuQ9oxI,Firestone Complete Auto Care,4.1,399,Tire shop,· In-store shopping · Kerbside pickup,"1015 S St Francis Dr, Santa Fe, NM 87505, United States","M2GW+6P Santa Fe, New Mexico, USA",https://www.firestonecompleteautocare.com/new-mexico/santa-fe/1015-s-st-francis-dr/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 505-570-3610,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweq19sQcm4zrKhb4IPjDQBDoY77UrV6n4mfY7R1x14I0YyMXILf8TWsPnnGVtRv--oQK9VVTtJWZYxeU4uepIhIvNByYGV_xkjVzoOJI08kHZYY5kPqNN_w7EGnPjXT7cdZq4mJqoQ=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:36.157Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x8718507bfdf4aa71:0x51412151bdc34180!8m2!3d35.6706815!4d-105.9634502!16s%2Fg%2F1tz9662q!19sChIJcar0_XtQGIcRgEHDvVEhQVE,Discount Tire,4.4,720,Tire shop,· In-store shopping · In-store pick-up,"1372 Cerrillos Rd, Santa Fe, NM 87505, United States","M2CP+7J Santa Fe, New Mexico, USA",https://www.discounttire.com/store/nm/santa-fe/s/2197,+1 505-428-4514,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-XP_o1CZcB47HBrXqFMjgyL5G6phdaiJY45byCsbP4z-9hbcoCkGMmt5GoUcMn_8461Mqx3xfuhx-F4mYogbDITn8KHkMOQPIyZEaGxoJ2XWyvVAVH3qrqcQrVA7ULtm93FEy=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:42.677Z,,,
https://www.google.com/maps/place/Cutting+Edge+Automotive/data=!4m7!3m6!1s0x8718507d5d1c9515:0x1514bc0320aa0c60!8m2!3d35.6662348!4d-105.9584572!16s%2Fg%2F1tcwrlnz!19sChIJFZUcXX1QGIcRYAyqIAO8FBU,Cutting Edge Automotive,4.8,721,Auto repair shop,,"827 Cam De Monte Rey, Santa Fe, NM 87505, United States","M28R+FJ Santa Fe, New Mexico, USA",http://cuttingedge505.com/,+1 505-983-7636,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqauQW6rrLh7kp0fgYsVr67jNF90IUU6gP8huJKD9q0wg12QOsfe4_iLTKhJdZTvEVrzziAn3FGhexkpZHeI6wzwXonKCBIZJPrLWsz42W_OVKo5Cj-CWS0L4vp2T1OjKHOmdXS=w408-h381-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:48.950Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x87185a5c54025dd1:0x1bdbee0588a93551!8m2!3d35.652798!4d-105.9968705!16s%2Fg%2F11b5wdbsl1!19sChIJ0V0CVFxaGIcRUTWpiAXu2xs,Big O Tires,4.7,1357,Auto repair shop,,"3153 Cerrillos Rd, Santa Fe, NM 87507, United States","M233+47 Santa Fe, New Mexico, USA",https://www.bigotires.com/location/nm/santa-fe/3153-cerrillos-rd-87507/031077?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_OTkyNzQ5Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 505-428-9800,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq-tsxdaHIQ_Anv_jBoveoHgJvGVi7NNY3MEux5gKScz7tHzClAxXrJJ8bPJzRSCRHn89PQ4TYMImQccbMIkcWRYGYWZN_2h7Wc4ncWkFBvcL_a6Khvg9smn2a7dSsvOQpkj5NL=w420-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:52:55.390Z,,,
https://www.google.com/maps/place/New+Old+Trail+Garage/data=!4m7!3m6!1s0x87185044d996a105:0x9405ef050c88db01!8m2!3d35.6798979!4d-105.9378681!16s%2Fg%2F1tgcsbj9!19sChIJBaGW2URQGIcRAduIDAXvBZQ,New Old Trail Garage,4.7,65,Auto repair shop,,"600 Old Santa Fe Trail, Santa Fe, NM 87505, United States","M3H6+XV Santa Fe, New Mexico, USA",,+1 505-982-4929,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovANwZq8G1nZpls7lB3_kNgAjufsulL__SUbxxYaauw-5UFY_JtK3y3zY193CFanSyFsDmaosWdr5OMAiLSQKPtmhKoHRSIn8f2L2fFgiIQ-p2FSPn6g56U3rggTiK4U-dPLdM361cDkIE=w426-h240-k-no,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:53:01.373Z,,,
https://www.google.com/maps/place/Performance+Tire+%26+Wheels/data=!4m7!3m6!1s0x87185a67bacffbad:0x38415fe99458a82!8m2!3d35.6535224!4d-105.9920289!16s%2Fg%2F1td5m4nc!19sChIJrfvPumdaGIcRgopFmf4VhAM,Performance Tire & Wheels,4.9,133,Tire shop,,"1114 Calle La Resolana #1, Santa Fe, NM 87507, United States","M235+C5 Santa Fe, New Mexico, USA",,+1 505-438-0999,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNrtq7koezTJ7CaYLqtkexpLssArbvWm5WTrPYRJO0tl-Blfz3YSHToEOFYHEZA64iu093oXe8R9lAFdnMmHSRXpEERHtKZ7YyHAwNJfC98kx3uwJ36c8yRgRttxyPHouNk8kI9Q=w408-h306-k-no,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:53:07.406Z,,,
"https://www.google.com/maps/place/Kurt%27s+Imported+Auto+Repair,+LLC/data=!4m7!3m6!1s0x87185a5de0b14c77:0xf4f6f9867d267880!8m2!3d35.6660589!4d-105.9683123!16s%2Fg%2F1th7yt49!19sChIJd0yx4F1aGIcRgHgmfYb59vQ","Kurt's Imported Auto Repair, LLC",4.9,50,Auto repair shop,,"1411 1/2 2nd St, Santa Fe, NM 87505, United States","M28J+CM Santa Fe, New Mexico, USA",https://www.kurtsimportedautorepair.com/,+1 505-473-4508,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqc0AxPIbCdfJeIhI0x4A_6EgkblO3vqe6EOnnoyd_3D0LzMdM8QKY7fwpmXLsBFcfkewEPaYJHMrrlX_j9gpeFHihVIBJ8rqTOJulLPz5N8QHAnH9G4jf46LdGS5jSr0vglcp0=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2026-03-23T16:53:13.208Z,,,
