placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Alpine+Garage+Door+Repair+Erie+Co./data=!4m7!3m6!1s0x882d7dc369d48279:0x2c2a03dd12d5cfcf!8m2!3d42.143562!4d-80.0040569!16s%2Fg%2F11s0zn2wmh!19sChIJeYLUacN9LYgRz8_VEt0DKiw,Alpine Garage Door Repair Erie Co.,3.0,2,Garage door supplier,"4265 Buffalo Rd, Erie, PA 16510, United States","4XVW+C9 Erie, Pennsylvania, USA",,+1 217-279-1429,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMqWnt2iY8M2jvOHAmS38gVnYDS36l8DlvmdxBQ=w426-h240-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:01.145Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Greater+Erie/data=!4m7!3m6!1s0x88327fabf08b725b:0xea00327929ab3bb!8m2!3d42.1051996!4d-80.1236293!16s%2Fg%2F1hc3k4r16!19sChIJW3KL8Kt_MogRu7OakicDoA4,Overhead Door Company of Greater Erie,4.3,15,Garage door supplier,"1422 Irwin Dr, Erie, PA 16505, United States","4V4G+3G Erie, Pennsylvania, USA",https://www.overheaddoorerie.com/,+1 814-835-6677,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOqvrjZr4LlVlicRj63wEHjuEcQuhTInTCzNOo3=w463-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:06.814Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Roseto+-+Suter+Overhead+Door/data=!4m7!3m6!1s0x882d7c2688672f93:0xc12d25dc6f280b5a!8m2!3d42.1663287!4d-80.0041846!16s%2Fg%2F1tz720qp!19sChIJky9niCZ8LYgRWgsob9wlLcE,Roseto - Suter Overhead Door,4.4,17,Garage door supplier,"4877 E Lake Rd, Erie, PA 16511, United States","5X8W+G8 Erie, Pennsylvania, USA",,+1 814-898-2424,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPdXTR2G8CzOQ1-C0MUlUazs4ygEQoL3pBHHtmH=w408-h266-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:12.020Z,,,,
https://www.google.com/maps/place/Lucas+Overhead+Doors/data=!4m7!3m6!1s0x882d7f033fa69ef9:0x9ecc8b305c3f32ab!8m2!3d42.136536!4d-80.0158673!16s%2Fg%2F11jjwb6906!19sChIJ-Z6mPwN_LYgRqzI_XDCLzJ4,Lucas Overhead Doors,4.0,4,Garage door supplier,"2214 Eastern Ave, Erie, PA 16510, United States","4XPM+JM Erie, Pennsylvania, USA",https://jrlucas2019.wixsite.com/lucasoverheaddoors,+1 814-722-3095,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipNZJ1x3rEMx1b1n1_bxhSD6uVt6Yg7FYYl9m5xx=w408-h544-k-no,true,9 am–5 pm,9 am–12 pm,9 am–12 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:16.825Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Miller+Overhead+Door/data=!4m7!3m6!1s0x88327963ad378901:0x262e1036176291fa!8m2!3d42.057268!4d-80.217586!16s%2Fg%2F11c6f2298n!19sChIJAYk3rWN5MogR-pFiFzYQLiY,Miller Overhead Door,5.0,20,Garage door supplier,"2540 Manchester Rd, Erie, PA 16506, United States","3Q4J+WX Erie, Pennsylvania, USA",https://www.milleroverheaddoor.com/,+1 814-838-3874,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPZYrKk0q1odfPBZH6ZSRyMXN5XSeq8_haCmMw2=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:21.734Z,,,,
"https://www.google.com/maps/place/DiLuzio+Overhead+Doors,+Inc/data=!4m7!3m6!1s0x88328115c316d5fd:0x8b921c663b3dc97a!8m2!3d42.0749752!4d-80.0560603!16s%2Fg%2F11ghrr27x_!19sChIJ_dUWwxWBMogResk9O2Yckos","DiLuzio Overhead Doors, Inc",4.4,7,General contractor,"6262 Cobblestone Dr, Erie, PA 16509, United States","3WFV+XH Erie, Pennsylvania, USA",http://www.diluzioconstruction.com/,+1 814-602-4751,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPdMtp2gwsHHUYbM9MjdoiJQuloibncupws4vky=w543-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:26.507Z,,,,
"https://www.google.com/maps/place/American+Overhead+Doors+and+Services,+LLC/data=!4m7!3m6!1s0x88328009027bdf47:0xbd4ea45743ac0ec3!8m2!3d41.9033324!4d-80.1777853!16s%2Fg%2F11ggptbf_b!19sChIJR997AgmAMogRww6sQ1ekTr0","American Overhead Doors and Services, LLC",4.9,74,Garage door supplier,"6050 Crane Rd, Edinboro, PA 16412, United States","WR3C+8V Edinboro, Pennsylvania, USA",https://americanoverheaddoorspa.com/,+1 814-866-3141,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMT8QhA1R_8wfvnGt7C7rP9opzZFYfKRq87t2bL=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:31.639Z,,,,
https://www.google.com/maps/place/Denning+Overhead+Door+Company+Inc/data=!4m7!3m6!1s0x882d7da637f42bfb:0x2bf17568cbb08e3b!8m2!3d42.178539!4d-79.9801437!16s%2Fg%2F11twz7yt6f!19sChIJ-yv0N6Z9LYgRO46wy2h18Ss,Denning Overhead Door Company Inc,,,Garage door supplier,"5863 E Lake Rd, Erie, PA 16511, United States","52H9+CW Erie, Pennsylvania, USA",,+1 814-636-7599,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOGLSjAAFhTPfGmWuP0pz-eEWNiC5EDR6zZp-6x=w408-h309-k-no,true,7:30 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4:30 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:36.600Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Window+World+of+Erie/data=!4m7!3m6!1s0x8832800dc3fd8867:0xa39c4c9feee30ec8!8m2!3d42.1067339!4d-80.0886208!16s%2Fg%2F1tt1hwdq!19sChIJZ4j9ww2AMogRyA7j7p9MnKM,Window World of Erie,4.6,276,Window installation service,"642 W 26th St, Erie, PA 16508, United States","4W46+MH Erie, Pennsylvania, USA",https://www.windowworlderie.com/,+1 814-250-8277,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZkpucp6mxMo3LZPbXluXbQHAPM1CE1Me-d4nIAeK8_9lWrLR5dFYrRbqfCVMkGvGkMj-Ek1RrEBvv5m4ZMjWjljS03f-kvvLbmDzlLgwEdJ4tVcKwGuunQ9mDrm10qsEYjDxLYw=w408-h306-k-no,true,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:42.033Z,,,,
https://www.google.com/maps/place/Plyler+Entry+Systems/data=!4m7!3m6!1s0x88327ceb35ce8c53:0xe8e04ae9b8232e2f!8m2!3d41.9946669!4d-80.1647827!16s%2Fg%2F11xqsvjjr!19sChIJU4zONet8MogRLy4juOlK4Og,Plyler Entry Systems,5.0,1271,Garage door supplier,"8850 Fry Rd, McKean, PA 16426, United States","XRVP+V3 McKean, Pennsylvania, USA",https://www.plylerentry.com/,+1 814-476-7717,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPcRV4oGvWOp21JxwrNH-zkzEzcaDAJglym20Ny=w408-h271-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Erie+PA/@42.1290386,-80.0849716,14z",2025-11-07T23:19:47.388Z,,,,
