placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/Beacon+Electrical+Services,+LLC/data=!4m7!3m6!1s0xa30a665ab9610a9d:0xdbc068062ceb0f25!8m2!3d35.1049528!4d-85.2733906!16s%2Fg%2F11v64xgl9n!19sChIJnQphuVpmCqMRJQ_rLAZowNs","Beacon Electrical Services, LLC",5.0,64,Electrician,"3511 Hixson Pike Suite B, Chattanooga, TN 37415, United States","4P3G+XJ Chattanooga, Tennessee, USA",https://www.beaconelectrical.services/,+1 423-355-0191,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO1pwSuHJvogKTwMvhagPJyQEyQmpdykhCeIX9t=w408-h540-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:02.527Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Chattanooga/data=!4m7!3m6!1s0x88606406e8ade2dd:0x676274ef2ad030ce!8m2!3d35.0661444!4d-85.1969041!16s%2Fg%2F11bbtc25f2!19sChIJ3eKt6AZkYIgRzjDQKu90Ymc,Mr. Electric of Chattanooga,4.7,1367,Electrician,"4295 Cromwell Rd, Chattanooga, TN 37421, United States","3R83+F6 Chattanooga, Tennessee, USA",https://mrelectric.com/chattanooga?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,+1 423-800-8586,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNjSI4ImCpijVa9TDc68uPZbJD-DzJpIpUEeINe=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:08.269Z,,,
https://www.google.com/maps/place/Foster+Electric/data=!4m7!3m6!1s0x88605e89b4775f29:0x8de1cb85a54d163e!8m2!3d35.055002!4d-85.133416!16s%2Fg%2F1tdlcfsw!19sChIJKV93tIleYIgRPhZNpYXL4Y0,Foster Electric,4.9,813,Electrician,"2626 Walker Rd, Chattanooga, TN 37421, United States","3V48+2J Chattanooga, Tennessee, USA",https://chattanoogaelectrician.net/,+1 423-892-6759,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMpCTCEzeFKF-mjK5_PeXG1IVJa5yBxXprYbrTp=w408-h271-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:13.183Z,,,
"https://www.google.com/maps/place/Hiller+Plumbing,+Heating,+Cooling+%26+Electrical/data=!4m7!3m6!1s0x88606351e46ff093:0x6ca391c23e427f02!8m2!3d35.0542298!4d-85.1471191!16s%2Fg%2F11rcwhm95w!19sChIJk_Bv5FFjYIgRAn9CPsKRo2w","Hiller Plumbing, Heating, Cooling & Electrical",4.9,1199,Plumber,"7339 Lee Hwy, Chattanooga, TN 37421, United States","3V33+M5 Chattanooga, Tennessee, USA",https://happyhiller.com/locations/chattanooga/?utm_source=gmb&utm_medium=localseo&utm_campaign=local&se_campaign=Internet-LocalSEO,+1 423-922-7668,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPKefMmbDdK8YtJIJQEROkFbOo6COhSOmH7dtg-=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:18.245Z,,,
https://www.google.com/maps/place/Lee+Company/data=!4m7!3m6!1s0x8860631020c1d909:0xbf796273f25df2a7!8m2!3d35.041167!4d-85.152998!16s%2Fg%2F11r97rd7mq!19sChIJCdnBIBBjYIgRp_Jd8nNieb8,Lee Company,4.7,677,HVAC contractor,"7308 Shallowford Rd, Chattanooga, TN 37421, United States","2RRW+FR Chattanooga, Tennessee, USA",https://www.leecompany.com/,+1 423-567-8877,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6cRP1IbkIR2yelg_Ug9w_mb437kVrQcld57IS=w408-h338-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:23.255Z,,,
https://www.google.com/maps/place/Tri+State+Electrical+Contractors/data=!4m7!3m6!1s0x88605da855555555:0x758154053f4c7f4f!8m2!3d35.0340643!4d-85.31733!16s%2Fg%2F11g1gry2j8!19sChIJVVVVVahdYIgRT39MPwVUgXU,Tri State Electrical Contractors,5.0,14,Electrician,"2101 Fort St, Chattanooga, TN 37408, United States","2MMM+J3 Chattanooga, Tennessee, USA",https://www.tristateec.com/,+1 423-800-2134,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qMXO3-sEM3S8f8V3NkvOdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.1042&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:28.636Z,,,
"https://www.google.com/maps/place/Reliable+Heating+%26+Air+Conditioning+Co.,+Inc./data=!4m7!3m6!1s0x88605e5911d64d4b:0xcfa35d90ddaadce4!8m2!3d35.0660555!4d-85.3101823!16s%2Fg%2F1tdvw0rk!19sChIJS03WEVleYIgR5Nyq3ZBdo88","Reliable Heating & Air Conditioning Co., Inc.",4.9,867,Air conditioning contractor,"404 Spears Ave, Chattanooga, TN 37405, United States","3M8Q+CW Chattanooga, Tennessee, USA",http://reliable-online.com/,+1 423-266-2424,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxihRBVEwsxOkXvBnQao94a15rxIjsq57LwoUjeqyqvkTzH5HXc1ioKoqlx_3cweoPUmxrVNXjpWb4ThwUCFMBKbuywMSK2IYOmi6PyzSlsHIqr4Yf8jJA-emiP3z6x63UM6u9D=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:33.573Z,,,
https://www.google.com/maps/place/Scenic+City+Solar/data=!4m7!3m6!1s0x886067563dd153ef:0xaeebfd247c85f756!8m2!3d35.0279853!4d-85.271273!16s%2Fg%2F11s6b2cy30!19sChIJ71PRPVZnYIgRVveFfCT9664,Scenic City Solar,4.7,23,Solar energy company,"951 S Watkins St, Chattanooga, TN 37404, United States","2PHH+5F Chattanooga, Tennessee, USA",https://www.sceniccitysolar.com/,+1 423-600-9500,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM1FsTj2KBHpMhVsoYfLXmEinSQ855LnX0LMjKu=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:38.527Z,,,
https://www.google.com/maps/place/David+Jones+Electric/data=!4m7!3m6!1s0x885a643a6b188679:0x3624650baf71832f!8m2!3d35.0986115!4d-85.2146004!16s%2Fg%2F11bxf_3mkn!19sChIJeYYYazpkWogRL4NxrwtlJDY,David Jones Electric,5.0,34,Electrician,,,https://davidjoneselectric.com/,+1 423-322-9436,Closes soon · 5 pm · Opens 8 am Sun,https://lh3.googleusercontent.com/p/AF1QipNG-4qDy4AUQwBzDj9jNFt1L8GZU8TYLXvMYbs=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:43.208Z,,,
https://www.google.com/maps/place/Bluff+City+Electrical+Contractors/data=!4m7!3m6!1s0x88605f6c693fc1d9:0xefa2277345673c28!8m2!3d35.0484975!4d-85.3121057!16s%2Fg%2F11ylsywt6l!19sChIJ2cE_aWxfYIgRKDxnRXMnou8,Bluff City Electrical Contractors,,,Electrical installation service,"633 Chestnut St Suite 600, Chattanooga, TN 37450, United States","2MXQ+95 Chattanooga, Tennessee, USA",https://www.bluffcityelectrical.com/,+1 423-709-5900,"Open 24 hours

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOU_ia7VI7dG2J2ot2HZU8VDVZ70GYk72kFGAn4=w408-h421-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-01-10T21:24:47.892Z,,,
