placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/Landmark+Plumbing/data=!4m7!3m6!1s0x808de6b032052559:0xfdadbc8c1bfe1db8!8m2!3d36.6091552!4d-121.9139525!16s%2Fg%2F11fxz994_t!19sChIJWSUFMrDmjYARuB3-G4y8rf0,Landmark Plumbing,5.0,164,Plumber,"741 Parcel St, Monterey, CA 93940, United States","J35P+MC Monterey, California, USA",https://www.landmarkplumbingmontereybay.com/,+1 831-998-1787,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMQAXhBwewdDlx3kXmRLvKCMaei-7ouMtgyZznf=w507-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:18.079Z,,
https://www.google.com/maps/place/GP+Piping.+Monterey+Plumbing+Services%2FSewer+%26+Repipe+Specialist/data=!4m7!3m6!1s0x808e1b7c1899a09f:0x306f02382c8aa058!8m2!3d36.610801!4d-121.8998149!16s%2Fg%2F11ry2b7jpy!19sChIJn6CZGHwbjoARWKCKLDgCbzA,GP Piping. Monterey Plumbing Services/Sewer & Repipe Specialist,4.8,83,Plumber,"327 Lighthouse Ave, Monterey, CA 93940, United States","J462+83 Monterey, California, USA",https://www.gppiping.com/,+1 831-348-0123,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPaYlFC4qjOmnHFKOlkD74t7nxDmDx9__HPURxM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:23.903Z,,
https://www.google.com/maps/place/Mr.+Rooter+Plumbing+Of+Monterey/data=!4m7!3m6!1s0x808df8d139156d4f:0x466a30790efe7294!8m2!3d36.544932!4d-121.6839544!16s%2Fg%2F1thhkr66!19sChIJT20VOdH4jYARlHL-DnkwakY,Mr. Rooter Plumbing Of Monterey,4.8,285,Plumber,,,https://www.mrrooter.com/monterey/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 831-204-1210,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNSecQUFJ7uTsRNJXQpRC-_FsgJpZ9S5ThLaeMv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:29.501Z,Identifies as women-owned,
https://www.google.com/maps/place/After+Hour+Plumbing+%26+Drain/data=!4m7!3m6!1s0x808de57429b23873:0x813f4225eaeabad3!8m2!3d36.5799493!4d-121.8196587!16s%2Fg%2F11f3r16076!19sChIJcziyKXTljYAR07rq6iVCP4E,After Hour Plumbing & Drain,4.8,329,Plumber,"5 Harris Ct Bldg N6, Monterey, CA 93940, United States","H5HJ+X4 Monterey, California, USA",http://www.afterhourplumbingmontereyca.com/,+1 831-717-7329,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPO5zHBWpNU1b2GG24iDIxT-XpTJ1JQ1NM9UPks=w424-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:34.607Z,,
https://www.google.com/maps/place/1-800-Plumber+%2BAir/data=!4m7!3m6!1s0x688370e68a1b489b:0x82d4ab690b9c5ae5!8m2!3d36.5795628!4d-121.817441!16s%2Fg%2F11vbkkt5s5!19sChIJm0gbiuZwg2gR5VqcC2mr1II,1-800-Plumber +Air,4.9,182,Plumber,"2 Harris Ct Unit A-6, Monterey, CA 93940, United States","H5HM+R2 Monterey, California, USA",https://1800plumber.com/locations/monterey-ca,+1 831-610-3051,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN7E1UDE0exvvd3Y5W0YDxL7EhLq1gKjxwhATHb=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:39.829Z,Identifies as Latino-owned,
https://www.google.com/maps/place/AllStar+Plumber+Monterey/data=!4m7!3m6!1s0x2d3497d5634c194b:0x441f67c2c540adba!8m2!3d36.5946026!4d-121.8964298!16s%2Fg%2F11s04303s_!19sChIJSxlMY9WXNC0Ruq1AxcJnH0Q,AllStar Plumber Monterey,5.0,23,Plumber,"22 Dormody Ct, Monterey, CA 93940, United States","H4V3+RC Monterey, California, USA",http://plumbermontereyca.com/,+1 831-241-5794,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdWo0uElp9ztKl1u2fUUzsx0ysicda596xKZ1EdWVVYEp-BjfD_ZqMqNt6u-4AaUz8RbuJgGAw7IVvpAtYeUnkQP6qcWg5sjuyRhubsP-VbT9BobY2zNe0XA2w3FKn0n3s5ZS19leq11P1=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:45.036Z,,
https://www.google.com/maps/place/Family+Home+Plumbing+Services/data=!4m7!3m6!1s0x808de5dc42c31989:0x83aec6fe9e4b3997!8m2!3d36.622492!4d-121.826852!16s%2Fg%2F11ts9nm58d!19sChIJiRnDQtzljYARlzlLnv7GroM,Family Home Plumbing Services,5.0,303,Plumber,"5100 Coe Ave SPC 162, Seaside, CA 93955, United States","J5CF+X7 Seaside, California, USA",https://familyhomeplumbing.com/,+1 831-998-3858,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPutj8nhXZdZ7CXwmT5f0TMTgnVi1qpBvDiMxfi=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:50.415Z,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x808de5f87806d2eb:0xb96f6579b826568a!8m2!3d36.600169!4d-121.8832!16s%2Fg%2F11wqd90jjm!19sChIJ69IGePjljYARilYmuHllb7k,Roto-Rooter Plumbing & Water Cleanup,5.0,52,Plumber,"1009 Del Monte Ave, Monterey, CA 93940, United States","J428+3P Monterey, California, USA",https://rotorooterca.com/plumber/monterey-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_monterey,+1 831-246-6583,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO7ZskrRM8HHiRJcHbg4j57GtFLc2W-hVUBsqyX=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:54:55.929Z,,
"https://www.google.com/maps/place/Mark's+Sewer+%26+Drain+Cleaning/@36.6014115,-121.8639792,17z/data=!3m1!4b1!4m6!3m5!1s0x808de45092feda73:0x8812d83ebe0875a9!8m2!3d36.6014115!4d-121.8639792!16s%2Fg%2F1thzp3n5",Mark's Sewer & Drain Cleaning,5.0,10,Plumber,"243 Dela Vina Ave, Monterey, CA 93940, United States","J42P+HC Monterey, California, USA",https://www.marksseweranddrain.com/,+1 831-373-2798,Open 24 hours,,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:03.202Z,,
https://www.google.com/maps/place/Roto-Rooter/data=!4m7!3m6!1s0x808de439112068cd:0x25a0da0d11529d9c!8m2!3d36.6002345!4d-121.8826788!16s%2Fg%2F1tczf3mg!19sChIJzWggETnkjYARnJ1SEQ3aoCU,Roto-Rooter,3.9,46,Plumber,"1099 Del Monte Ave, Monterey, CA 93940, United States","J428+3W Monterey, California, USA",https://www.rotorooter.com/montereyca/,+1 831-372-8303,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM9oA7jPdlzkZm2ucf4qMDlVxhv6cwxfy5qfB3g=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:08.020Z,,
https://www.google.com/maps/place/Poe%E2%80%99s+Plumbing+%26+Backflow/data=!4m7!3m6!1s0x808e019a4e1c483f:0xcce524195176c9ab!8m2!3d36.6120848!4d-121.8538868!16s%2Fg%2F11cn69fz69!19sChIJP0gcTpoBjoARq8l2URkk5cw,Poe’s Plumbing & Backflow,4.0,50,Plumber,"325 Elder Ave suite 3, Sand City, CA 93955, United States","J46W+RC Sand City, California, USA",http://www.poesplumbingandbackflow.com/,+1 831-710-2204,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP6cRkdRYo78mqgmKDX5_WKL-gxykz2gNs36j7S=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:12.937Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Chris+Wilson+Plumbing+%26+Heating+Repairs+Inc/data=!4m7!3m6!1s0x808de4ee6e0e4d8d:0x1b6204a9bc8111a0!8m2!3d36.6129833!4d-121.8429959!16s%2Fg%2F1wt3nn5g!19sChIJjU0Obu7kjYARoBGBvKkEYhs,Chris Wilson Plumbing & Heating Repairs Inc,4.8,645,Plumber,"1112 Phoenix Ave B, Seaside, CA 93955, United States","J574+5R Seaside, California, USA",http://chriswilsonplumbing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-seaside,+1 831-275-7700,,https://lh3.googleusercontent.com/p/AF1QipMJy7Z6Tp0lVjlB4DPcrBFiwdOf4-DOcSz02wtb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:17.992Z,,
https://www.google.com/maps/place/All+Service+Plumbing/data=!4m7!3m6!1s0x808de13bffffffff:0xb3ae06e65022ecdf!8m2!3d36.6518335!4d-121.7766674!16s%2Fg%2F1tdbfnj9!19sChIJ_____zvhjYAR3-wiUOYGrrM,All Service Plumbing,4.7,23,Plumber,,,,+1 831-901-4062,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGRMYZaKbXaqchpQS4XxcW5jgbpVIbbN5TWfL-hOeED0qXnI2WT-AtMJ3NuetSP4cfcW3tEk4E1FhzkrwUczSx766Oflr01TVKY-FTcdcV2YUkmxKB_voeRAvQ8MIQRzJAAmtL=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:22.906Z,,
https://www.google.com/maps/place/George+Wilson%27s+Plumbing+Inc./data=!4m7!3m6!1s0x25833b9c6faa7657:0xe4e48c495dbc740c!8m2!3d36.5812443!4d-121.8190281!16s%2Fg%2F11sg38sc44!19sChIJV3aqb5w7gyURDHS8XUmM5OQ,George Wilson's Plumbing Inc.,5.0,3,Plumber,"8 Harris Ct STE C-4, Monterey, CA 93940, United States","H5JJ+F9 Monterey, California, USA",https://www.georgewilsonsplumbing.com/,+1 831-346-0799,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOkZw4w86cbICkiVWLfsl8ucWb0ik5tprd-YYZv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:27.988Z,,
https://www.google.com/maps/place/Reliable+Plumbing+%26+Heating+Services/data=!4m7!3m6!1s0x808de4f459c963e9:0x7bfee66e9b79d0a0!8m2!3d36.6130157!4d-121.852667!16s%2Fg%2F1tjz3lrr!19sChIJ6WPJWfTkjYARoNB5m27m_ns,Reliable Plumbing & Heating Services,4.8,772,Plumber,"449 Redwood Ave, Sand City, CA 93955, United States","J47W+6W Sand City, California, USA",https://reliableforyou.com/,+1 831-375-3475,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPJ8StvH2z3sMEa76clwpr29QlgZCw5IBtxmUwb=w408-h570-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:33.199Z,,
https://www.google.com/maps/place/Monterey+Plumbing+service+%26+Rooter/data=!4m7!3m6!1s0x40652ff46f14d2a1:0xe8dc42ea783372bb!8m2!3d36.6145306!4d-121.8352693!16s%2Fg%2F11wp4tfq7x!19sChIJodIUb_QvZUARu3IzeOpC3Og,Monterey Plumbing service & Rooter,5.0,6,Plumber,"1787 Judson St, Seaside, CA 93955, United States","J577+RV Seaside, California, USA",https://emergencyplumbermonterey.com/,+1 831-220-4706,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPIkl8d0mI3FnH-gRxZ8Wmeb9kXWK8My1--DuiH=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:38.543Z,,
https://www.google.com/maps/place/1st+Plumber+Monterey/data=!4m7!3m6!1s0xbc83c8b7f637c1b:0x2f8592b662eac4b0!8m2!3d36.613042!4d-121.8669439!16s%2Fg%2F11q7d_ntdx!19sChIJG3xjf4s8yAsRsMTqYraShS8,1st Plumber Monterey,5.0,28,Plumber,,,http://plumbersmontereyca.com/,+1 831-200-0847,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMMUgtx0K_C2yNpF3AjfZzZsnFZZEZ_RkQW2NAZ=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:43.433Z,,
https://www.google.com/maps/place/Wilson%27s+Plumbing+%26+Heating/data=!4m7!3m6!1s0x808de14c1314ef8b:0xb05df402bdd6d3a!8m2!3d36.619194!4d-121.9177106!16s%2Fg%2F1tgs14wc!19sChIJi-8UE0zhjYAROm3dK0DfBQs,Wilson's Plumbing & Heating,4.3,35,Plumber,"307 Grand Ave, Pacific Grove, CA 93950, United States","J39J+MW Pacific Grove, California, USA",http://www.wilsonsplumbing.com/,+1 831-375-4591,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyM3MxMt5JAwbFlZWfE2pqIJKB9JyKc2XkQq8ujFBVxMYoR4ON5zHo167xV5hlt_OcG1zpHXyoZaPFN5EmuOBdFyGMV1HE9l6qa-uCD_Qxw5O-sWKmAkdgINUnuL7Q_O19aGnsr=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:48.473Z,,
https://www.google.com/maps/place/Walton%27s+Plumbing+Inc./data=!4m7!3m6!1s0x808de4c92ff076f3:0x1f2295bffc0b173a!8m2!3d36.6130831!4d-121.8510127!16s%2Fg%2F1txfpct9!19sChIJ83bwL8nkjYAROhcL_L-VIh8,Walton's Plumbing Inc.,4.7,10,Plumber,"550 California Ave, Seaside, CA 93955, United States","J47X+6H Seaside, California, USA",https://waltonsplumbing.com/,+1 831-394-0707,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPETkctJqH1eibDSQKaiGBehJyyIa6KfdmUWBsB=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:54.072Z,,
https://www.google.com/maps/place/A+%26+R+Plumbing+Inc/data=!4m7!3m6!1s0x808de4f414e8235b:0xcb3f2c7e93ba3c37!8m2!3d36.6120978!4d-121.8517791!16s%2Fg%2F1v27vqt5!19sChIJWyPoFPTkjYARNzy6k34sP8s,A & R Plumbing Inc,4.5,43,Plumber,"1720 Contra Costa St, Seaside, CA 93955, United States","J46X+R7 Seaside, California, USA",http://www.aandrplumbinginc.com/,+1 831-394-7221,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMw-ZUCDmg_q9FL1u4mulnnBDWI8ygFNyotOcyK6rR859adID933E3KGKzaPoQsqp1wJqN-TmvlpJ8X2YihJJvs6UHsWDsjiC6yRBWA5dhuLHdpa1s6Dh9v0VmwPK_zlfBA9t9=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:55:57.491Z,,
https://www.google.com/maps/place/Precision+Plumbing+%26+Heating/data=!4m7!3m6!1s0x808de61549a5ff6f:0xb5e89bda9619a996!8m2!3d36.612624!4d-121.8503233!16s%2Fg%2F1tjtjhpc!19sChIJb_-lSRXmjYARlqkZltqb6LU,Precision Plumbing & Heating,4.9,85,Plumber,"1738 Hickory St suite c, Sand City, CA 93955, United States","J47X+2V Sand City, California, USA",http://www.preplumb.com/,+1 831-649-1990,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPNoAGUl4lYRzwsNNZAldwmRuu1gRK30_uL1AB4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:56:03.154Z,,
https://www.google.com/maps/place/AG%27S+PLUMBING+INC./data=!4m7!3m6!1s0x61cd70bc78ac0ea5:0x586d49a7ef07b458!8m2!3d33.8934126!4d-104.1205502!16s%2Fg%2F11ycz93dx9!19sChIJpQ6seLxwzWERWLQH76dJbVg,AG'S PLUMBING INC.,5.0,2,Plumber,,,https://www.agsplumbing.net/,+1 831-917-2601,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFc3svH5UKwi1jBedpkRSq_ljyN6GuOtWUX66G=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:56:07.935Z,,
https://www.google.com/maps/place/Local+Plumbing+Services/data=!4m7!3m6!1s0x80ea6f0a6bb9b6d1:0x73fa1c5e729f53b5!8m2!3d36.35433!4d-121.1329285!16s%2Fg%2F11gy3hfzt7!19sChIJ0ba5awpv6oARtVOfcl4c-nM,Local Plumbing Services,4.9,35,Plumber,,,https://localplumbingsv.com/,+1 831-794-2809,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_pQRBNIK1M9Ds-_BOyq3pXqgSwapHAkejtOb1=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2025-11-11T04:56:13.024Z,,
