placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/BISHOP+Electrical+%26+GENERATORS/data=!4m7!3m6!1s0x4edfa4b2e22bbaf5:0xcf42f096cdfeb19!8m2!3d33.8233189!4d-78.6758362!16s%2Fg%2F11ryggn2xr!19sChIJ9bor4rKk304RGevfbAkv9Aw,BISHOP Electrical & GENERATORS,5.0,103,Electrician,"429 Pine Ave, North Myrtle Beach, SC 29582, United States","R8FF+8M North Myrtle Beach, South Carolina, USA",http://bishopelectricalllc.production.townsquareinteractive.com/,+1 854-894-9069,"Closed · Opens 8 am Mon

Confirmed by phone call 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOfxemg_ZM2bwhf2riEMn1fLTw5ey2CwwZ1iiIN=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:31.923Z,,,
https://www.google.com/maps/place/Generator+Supercenter+of+Myrtle+Beach/data=!4m7!3m6!1s0x8900651a3c9240d3:0xf834b05384ce5998!8m2!3d33.7412088!4d-78.8241342!16s%2Fg%2F11t5t48m9h!19sChIJ00CSPBplAIkRmFnOhFOwNPg,Generator Supercenter of Myrtle Beach,4.9,60,Electric generator shop,"6902 N Kings Hwy, Myrtle Beach, SC 29572, United States","P5RG+F8 Myrtle Beach, South Carolina, USA",http://www.generatorsupercenterofmyrtlebeach.com/,+1 843-790-7340,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw14lf-GJ8yJi-bEhqSFtNEwHbkxcgjEZeabHezfJif-7SWv4CIWLz2mwMNUUoC-JDBknXHELWUVuI3r9XvE3HAn2GXTSYMvPvRdi9BEtp_YWLtVfF_6Ch3DCi9htMZmykS0TlnHw=w408-h240-k-no-pi-0-ya274.1798-ro0-fo100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:36.575Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+North+Myrtle+Beach/data=!4m7!3m6!1s0x890064c68ef43267:0x8f2ddb37cf82a3e2!8m2!3d33.8614356!4d-78.6615801!16s%2Fg%2F11f57kc9c1!19sChIJZzL0jsZkAIkR4qOCzzfbLY8,Mr. Electric of North Myrtle Beach,4.9,397,Electrician,"375 Strand Industrial Ave, Little River, SC 29566, United States","V86Q+H9 Little River, South Carolina, USA",https://mrelectric.com/north-myrtle-beach?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 843-213-6672,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMRtB2r92eOLzfkVriUnYE5pBDBjvKeEwOwFqsw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:41.577Z,,,
https://www.google.com/maps/place/Electric+Solutions/data=!4m7!3m6!1s0x8365a1b6ace6737b:0x42cb51713a266b1a!8m2!3d33.8278804!4d-78.6916045!16s%2Fg%2F11t7jj8x4f!19sChIJe3PmrLahZYMRGmsmOnFRy0I,Electric Solutions,5.0,83,Electrician,"1303 Belle Dr, North Myrtle Beach, SC 29582, United States","R8H5+59 North Myrtle Beach, South Carolina, USA",http://electricsolutions-nmb.com/,+1 843-742-7540,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWr_ZIotx31Bwf2bP9pxELXBSX5m405NigWnSG=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:46.192Z,,,
https://www.google.com/maps/place/Myrtle+Beach+Generators/data=!4m7!3m6!1s0x890069cea5bd9d29:0xba0ee06cadc66bda!8m2!3d33.7094956!4d-78.9031951!16s%2Fg%2F11y5bgkxv_!19sChIJKZ29pc5pAIkR2mvGrWzgDro,Myrtle Beach Generators,5.0,18,Electric generator shop,"805 Seaboard St Unit A, Myrtle Beach, SC 29577, United States","P35W+QP Myrtle Beach, South Carolina, USA",http://www.myrtlebeach-generators.com/?utm_campaign=gmb,+1 843-417-9478,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZtsWJkISIC0rQ3YlmKmA-XPrWmTtZM6nSyPeqP2DcvjWnPcUT-uIuEtDRsG_Nz_ZttGMgEZcFVQZCKpbkLDay8k0PGhciwxIdAI7r6PBjRPdz2nUyVcmVGgdroj8VFGidtyoyzA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:50.823Z,· In-store shopping · Kerbside pickup · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Brogdon+Electric/data=!4m7!3m6!1s0x89007d3c0ea96695:0x32e00295de0e64d2!8m2!3d33.8261777!4d-78.6861141!16s%2Fg%2F1td8zz_q!19sChIJlWapDjx9AIkR0mQO3pUC4DI,Brogdon Electric,4.7,40,Electrician,"1010 6th Ave S, North Myrtle Beach, SC 29582, United States","R8G7+FH North Myrtle Beach, South Carolina, USA",http://www.brogdonelectric.com/,+1 843-249-7796,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNTbhbSqIf4WMIpuL7uEOvXNGttky2HBUE0C1H2=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:44:55.434Z,,,
https://www.google.com/maps/place/Cooper+Electrical+Services/data=!4m7!3m6!1s0x89006912d9790e1d:0xb3ef94ea80393bbc!8m2!3d33.7103672!4d-78.9052691!16s%2Fg%2F11f0_gcmb1!19sChIJHQ552RJpAIkRvDs5gOqU77M,Cooper Electrical Services,4.8,22,Electric generator shop,"908A Frontage Rd E, Myrtle Beach, SC 29577, United States","P36V+4V Myrtle Beach, South Carolina, USA",http://coopergeneratorservices.com/,+1 843-945-1627,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVt9EMhqvLubtXOnuP-tkZ4TDU9zmecUzEjjlJ=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:00.017Z,· Delivery,,
https://www.google.com/maps/place/Advantage+Electric+LLC/data=!4m7!3m6!1s0x89007fef7c3f4155:0x648bd84cfeec434f!8m2!3d33.788801!4d-78.7318054!16s%2Fg%2F11fmz_mtdp!19sChIJVUE_fO9_AIkRT0Ps_kzYi2Q,Advantage Electric LLC,4.9,22,Electrician,,,http://advantageelectricsc.com/,+1 843-399-2125,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOU2KeB-75VQnMN4yZ2Et-caMjhPYy9idivN1u4=w408-h725-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:04.366Z,,,
https://www.google.com/maps/place/Wired+LLC/data=!4m7!3m6!1s0x89006bda6f5bd615:0xe22d0e7e51c39c66!8m2!3d33.7114399!4d-78.9213714!16s%2Fg%2F11n8pgsyvq!19sChIJFdZbb9prAIkRZpzDUX4OLeI,Wired LLC,4.9,906,Electrician,"2228B State Hwy 643 Unit N, Myrtle Beach, SC 29579, United States","P36H+HF Myrtle Beach, South Carolina, USA",https://wiredsc.com/myrtle-beach-electrical-services/,+1 843-492-5000,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7KHfIBfQzvUDZgp3I56yJzOU_Y_uf9dpki3Hh=w408-h306-k-no,true,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:08.872Z,,,
https://www.google.com/maps/place/Loftis+Lighting+and+Electrical+LLC/data=!4m7!3m6!1s0x8856bf2f02cb5ecb:0x3d22cf7542a12b1a!8m2!3d33.8363564!4d-78.6471122!16s%2Fg%2F11g69xxp_k!19sChIJy17LAi-_VogRGiuhQnXPIj0,Loftis Lighting and Electrical LLC,5.0,102,Electrician,"2211 Gazebo Ct, North Myrtle Beach, SC 29582, United States","R9P3+G5 North Myrtle Beach, South Carolina, USA",https://loftislighting.com/,+1 854-846-9130,"Open 24 hours

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfPvHajEvcNH69BC3IBSk0YrtT_TBt_0BzI_dIOsb0t1Ackhw7s8eIIz90lEQf0UoA2Ou80qj2WfPzqERCct7_ZFfzb2cjBUhqAASk-IgFbLfBucMX6HLCnitOXBdBjKKYWg0N1CRlILI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:13.192Z,,,
https://www.google.com/maps/place/Carolina+Current+Solutions/data=!4m7!3m6!1s0x4538ef224702a17b:0x495bb9e50c181885!8m2!3d33.9344714!4d-78.910204!16s%2Fg%2F11zk7vqy7f!19sChIJe6ECRyLvOEURhRgYDOW5W0k,Carolina Current Solutions,4.8,19,Electrician,,,https://carolinacurrentsolutions.com/,+1 704-778-8393,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNcUu8LGHpyzPVcIjhcSXAyxJnnSBKghmZcR5LE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:17.574Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Martin+Heat+and+Air/data=!4m7!3m6!1s0x89007dc50dd11bfd:0x24d46d8e3635077a!8m2!3d33.8233707!4d-78.6760722!16s%2Fg%2F12622l8vp!19sChIJ_RvRDcV9AIkRegc1No5t1CQ,Martin Heat and Air,4.9,825,Air conditioning repair service,"429 Pine Ave, North Myrtle Beach, SC 29582, United States","R8FF+8H North Myrtle Beach, South Carolina, USA",http://martinheatandair.com/,+1 843-663-3504,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzz9K6ngv5PvWI4PTrf912EBtjvwSHkWWdsq84yf05Yf53jLkSNgLz_mrsyAMThIYea4E5oulUjSG_83vPf-sSyxgG399UiqpAuhd1k3ccNUuKbyZfExLi9nNipoI7bqTfayhdlhw=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-01-10T21:45:22.152Z,,,
