placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes,info
https://www.google.com/maps/place/Eugene+City+of+Parking+Services/data=!4m7!3m6!1s0x54c11e146fce8fb5:0xfba205b95fd073f5!8m2!3d44.0512702!4d-123.0893197!16s%2Fg%2F1tmqr2b6!19sChIJtY_ObxQewVQR9XPQX7kFovs,Eugene City of Parking Services,1.3,15,City government office,"777 Pearl St # 102, Eugene, OR 97401, United States","3W26+G7 Eugene, Oregon, USA","https://lots.impark.com/imp?utm_source=google&utm_medium=maps&utm_content=0610301&utm_campaign=local_canada#details=61,301",+1 541-682-5294,Opens soon ⋅ 12 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8I_1YtWDWWWKsUp8MBOIjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.90045&pitch=0&thumbfov=100,true,12–4 pm,12–4 pm,12–4 pm,12–4 pm,Closed,Closed,12–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-28T18:56:49.251Z,,,
https://www.google.com/maps/place/City+of+Eugene+Parking+Services+Epark/data=!4m7!3m6!1s0x54c11e6b3c2ad7a1:0xc1e3853d56b82218!8m2!3d44.0491193!4d-123.0939892!16s%2Fg%2F1thd6dfd!19sChIJodcqPGsewVQRGCK4Vj2F48E,City of Eugene Parking Services Epark,1.5,57,Parking garage,"99 W 10th Ave, Eugene, OR 97401, United States","2WX4+JC Eugene, Oregon, USA",http://www.eugene-or.gov/parking,+1 541-682-5729,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaHtofvsXvBWKLFdmPQq9Nr0_O9_ZxWTHc_fv67FwxNN60YUjFfa6XfMHvs7KgtiClezCiqvJAqaNpd2Cy72mWntywzxsYrZ3LmA6YRysauotoq28wYfFXR88eWNbVbwOZTn64=w408-h725-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Eugene+OR/@44.052121,-123.0896705,14z",2025-10-28T18:56:54.850Z,,,
https://www.google.com/maps/place/Diamond+Parking+Services/data=!4m7!3m6!1s0x54b8c89d59ae1c1b:0x257bc53a915db13!8m2!3d44.0581522!4d-121.313628!16s%2Fg%2F12616nnhm!19sChIJGxyuWZ3IuFQRE9sVqVO8VwI,Diamond Parking Services,1.1,28,Public parking space,"841 NW Bond St #7, Bend, OR 97701, United States","3M5P+7G Bend, Oregon, USA",http://www.diamondparking.com/,+1 541-317-2805,,https://lh3.googleusercontent.com/p/AF1QipN6qVVU1JyWSE_ujOjg5xIYnTEYEQtAxOBr8FpF=w408-h249-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bend+OR/@44.0581728,-121.3153096,14z",2025-10-28T18:57:06.081Z,,,
https://www.google.com/maps/place/Centennial+Parking+Plaza/data=!4m7!3m6!1s0x54b8c62785421669:0xbbed9a344def78c6!8m2!3d44.0579248!4d-121.3113676!16s%2Fg%2F11bv3mn3tz!19sChIJaRZChSfGuFQRxnjvTTSa7bs,Centennial Parking Plaza,2.5,25,Parking garage,"750 NW Lava Rd, Bend, OR 97701, United States","3M5Q+5F Bend, Oregon, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJNeeePXJ1-t2q2cTqi80DyYCSipyP9kvttBy8T6dE7DDopMOawh-p9xMbxvxJZUb-R_Alu_4vApBJgjhBe3ulcy0DZICb9vMWA2jMFT8tzkPvxLt-3c0__PcxoBHJ-7nDbGYr=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bend+OR/@44.0581728,-121.3153096,14z",2025-10-28T18:57:10.710Z,,,
https://www.google.com/maps/place/Premiere+Valet/data=!4m7!3m6!1s0x5495097e3bddf0f3:0x2fe7624f4ed1dfa5!8m2!3d45.471728!4d-122.784818!16s%2Fg%2F1tyywv02!19sChIJ8_DdO34JlVQRpd_RTk9i5y8,Premiere Valet,4.5,15,Valet parking service,"6700 SW 105th Ave #104, Beaverton, OR 97008, United States","F6C8+M3 Beaverton, Oregon, USA",http://premierevalet.com/,+1 503-244-7758,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMwfcXYzTRZ1vwSMCUMKq1tusWsyK-3MmBStDNp=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaverton+OR/@45.4869283,-122.804032,14z",2025-10-28T18:57:23.554Z,,,
https://www.google.com/maps/place/Beaverton+Central+Parking/data=!4m7!3m6!1s0x54950f3718048a91:0x123665dd455053f4!8m2!3d45.4911274!4d-122.8082285!16s%2Fg%2F11tspd4bg0!19sChIJkYoEGDcPlVQR9FNQRd1lNhI,Beaverton Central Parking,4.4,7,Parking lot,"3923 SW Rose Biggi Ave, Beaverton, OR 97005, United States","F5RR+FP Beaverton, Oregon, USA",https://www.beavertonoregon.gov/1000/Beaverton-Central-DistrictGarage,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWFYnX4di2lFjSgNvf7cva__nSCSggIgjXf97sREsQ_Cy1yquuJZf0ETLiyCyr-TigshPdvWL8jayD6Lq3AYgd3Ajezt8qH3xdm-m-vWNtO-phugaAZknuQcyaRvOd3SukdHXMBQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaverton+OR/@45.4869283,-122.804032,14z",2025-10-28T18:57:28.340Z,,,
https://www.google.com/maps/place/Parking+-+The+Round/data=!4m7!3m6!1s0x54950f76234719e1:0xeda0c4770a85f1d5!8m2!3d45.4899772!4d-122.8071136!16s%2Fg%2F11q8jskc4t!19sChIJ4RlHI3YPlVQR1fGFCnfEoO0,Parking - The Round,2.6,5,Parking garage,"12655 SW Millikan Way, Beaverton, OR 97005, United States","F5QV+X5 Beaverton, Oregon, USA",http://theroundbeaverton.com/transit-parking/parking/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cit8SlrpI3bc2aqGJjy-9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.83247&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Beaverton+OR/@45.4869283,-122.804032,14z",2025-10-28T18:57:30.932Z,,,
https://www.google.com/maps/place/Diamond+Parking+Services/data=!4m7!3m6!1s0x54cf7a3af001edb9:0xe91ae6cb53f7ed06!8m2!3d42.3277762!4d-122.8719926!16s%2Fg%2F11c31q2vw1!19sChIJue0B8Dp6z1QRBu33U8vmGuk,Diamond Parking Services,2.0,26,Parking garage,"301 Middleford Alley, Medford, OR 97501, United States","84HH+46 Medford, Oregon, USA",http://diamondparking.com/,+1 541-772-2516,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMTC6zx25iM0KsmU2sfKJknRCUV-1TUhoDF-abY=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Medford+OR/@42.3230112,-122.8767396,14z",2025-10-28T18:57:43.686Z,,,
https://www.google.com/maps/place/Dustin%27+Curbs+Parking+Lot+Maintenance+INC/data=!4m7!3m6!1s0x54cf798114f80635:0xbd8919fc458a1fe3!8m2!3d42.3422484!4d-122.8944261!16s%2Fg%2F11h_szfwpx!19sChIJNQb4FIF5z1QR4x-KRfwZib0,Dustin' Curbs Parking Lot Maintenance INC,3.4,7,Property maintenance,"1679 Sage Rd # 101, Medford, OR 97501, United States","84R4+V6 Medford, Oregon, USA",http://dustincurbs.com/?utm_source=gmb&utm_medium=referral,+1 541-613-4189,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FT7xZ8_snzGHpDPC8fVRsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.86665&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,10 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Medford+OR/@42.3230112,-122.8767396,14z",2025-10-28T18:57:48.251Z,,,
https://www.google.com/maps/place/Parking+garage/data=!4m7!3m6!1s0x54cf7b0cc03d9b5b:0x972307e59a0bad0e!8m2!3d42.3277176!4d-122.8719287!16s%2Fg%2F11jk541nhn!19sChIJW5s9wAx7z1QRDq0LmuUHI5c,Parking garage,3.0,2,Parking garage,"34 N Bartlett St, Medford, OR 97501, United States","84HH+36 Medford, Oregon, USA",https://www.medfordoregon.gov/Government/Departments/Downtown-Parking,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwFjkZ6eFPd9IyACUwGTdV9Wv2Apw6a2baKgjtzYKU7BHyN0Mal6OG3uF5mbM46IZ53fKY1Q9j_RpGSNAYbBxES_t67qx0-mo5v5hqVTq1K1lbY2vYehKdcbAamTXZ_9RRrVQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Medford+OR/@42.3230112,-122.8767396,14z",2025-10-28T18:57:50.716Z,,,
