placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/SunLife+Sunrooms+Spas+%26+More/data=!4m7!3m6!1s0x8850fa77c76c6207:0x104c31e5af3d0a7b!8m2!3d36.2037185!4d-81.6903051!16s%2Fg%2F1th6fjt7!19sChIJB2Jsx3f6UIgRewo9r-UxTBA,SunLife Sunrooms Spas & More,4.5,26,Hot tub store,· In-store shopping · Delivery,"2191 NC-105, Boone, NC 28607, United States","6835+FV Boone, North Carolina, USA",http://www.sunlifespas.com/,+1 828-264-8827,"Open ⋅ Closes 4:30 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipNZMZaWu1whsxLgUWNGSlxW-3yFZJIlCJImdi7V=w408-h251-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:38:39.088Z,,
https://www.google.com/maps/place/Blue+Ridge+Backyards/data=!4m7!3m6!1s0x8850fbc6469f83f1:0x65e0a4d4d3f98082!8m2!3d36.2221216!4d-81.6352252!16s%2Fg%2F11fm35ghn8!19sChIJ8YOfRsb7UIgRgoD509Sk4GU,Blue Ridge Backyards,4.9,63,Hot tub store,· Delivery,"2464 U.S. Hwy 421 S, Boone, NC 28607, United States","69C7+RW Boone, North Carolina, USA",https://www.blueridgebackyards.com/,+1 828-295-8915,"Open ⋅ Closes 5 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhPh-H4fO9i3gDjBt-jv_kDwW_HcLU436D3cdR2Gmzdf7yPTpy6wQ1ySWLBTKsUdexX0FB00KCK6jBh-SUdIQz2G0cqIF5FC190eDElIgSzAER5mTQAL6V7eEuScjgmeufLWFEqQ=w426-h240-k-no,true,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:38:45.282Z,,
https://www.google.com/maps/place/high+country+spa+maintenance/data=!4m7!3m6!1s0x8850fa77d7650001:0xf72212fb26b8048e!8m2!3d36.2039696!4d-81.6909291!16s%2Fg%2F11c72kfw24!19sChIJAQBl13f6UIgRjgS4JvsSIvc,high country spa maintenance,,,Spa,,"2237 NC-105, Boone, NC 28607, United States","6835+HJ Boone, North Carolina, USA",,+1 828-265-8666,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q_j7uEap7WWHEEOa3hRtiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.09523&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:38:47.920Z,,
"https://www.google.com/maps/place/Kenny+Johnson+Services/@36.2471608,-81.669747,17z/data=!3m1!4b1!4m6!3m5!1s0x8850f9eccbf81ead:0xf458043a7d9235af!8m2!3d36.2471608!4d-81.669747!16s%2Fg%2F1tfwqny6",Kenny Johnson Services,4.0,4,Hot tub repair service,,"561 Howards Creek Church Rd, Boone, NC 28607, United States","68WJ+V4 Boone, North Carolina, USA",,+1 828-264-1756,,,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:38:52.715Z,,
https://www.google.com/maps/place/Superior+Spas/data=!4m7!3m6!1s0x8850f0efd0a6cb81:0xd7091269e07ea87c!8m2!3d36.2046043!4d-81.7219337!16s%2Fg%2F1wbg02_n!19sChIJgcum0O_wUIgRfKh-4GkSCdc,Superior Spas,3.9,29,Hot tub store,· In-store shopping · Delivery,"4090 NC-105, Boone, NC 28607, United States","673H+R6 Boone, North Carolina, USA",https://superiorspasboone.com/,+1 828-963-6624,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_LTXMlUfb_B4Tp8HzE7tMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.18314&pitch=0&thumbfov=100,true,9:30 am–4 pm,9:30 am–4 pm,Closed,9:30 am–4 pm,9:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:38:57.733Z,,
https://www.google.com/maps/place/Country+Retreat+Family+Billiards+%26+Grill/data=!4m7!3m6!1s0x8850f1fc303eb36f:0x6610871a712bffdc!8m2!3d36.1565362!4d-81.7724217!16s%2Fg%2F1tf9nz6c!19sChIJb7M-MPzxUIgR3P8rcRqHEGY,Country Retreat Family Billiards & Grill,4.6,232,Pool hall,,"9021 NC-105 S, Boone, NC 28607, United States","564H+J2 Boone, North Carolina, USA",https://m.facebook.com/Country-Retreat-Family-Billiards-346414148804709/,+1 828-963-6260,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHTy1Dxx5DQ_eVvjUcd4JM9Th1ir5tSK376yHsEspDWKtoPsblR0VUmgatP7S8KwWDhHUDqBY5GruoOO_QUBxJvNO_LTZxV3Rj5YPF0axLLNrPdv5KpG3ZoTs-ofXBbetKAyI-=w408-h306-k-no,true,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:02.704Z,,
"https://www.google.com/maps/place/High+Country+Resort+Care,+LLC/@36.3147069,-81.5271201,17z/data=!3m1!4b1!4m6!3m5!1s0x8850fa1401aceb7d:0x15a47a0244235dfa!8m2!3d36.3147069!4d-81.5271201!16s%2Fg%2F11b7lmqzt0","High Country Resort Care, LLC",5.0,11,Janitorial service,,"187 Olde Flds Dr, Fleetwood, NC 28626, United States","8F7F+V5 Fleetwood, North Carolina, USA",http://highcountryresortcare.com/,+1 828-434-0268,Open ⋅ Closes 5 pm,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:09.857Z,Identifies as women-owned,
https://www.google.com/maps/place/Blue+Ridge+Mountain+Rentals/data=!4m7!3m6!1s0x8850e540deec8427:0xfa9ea0eca41d5162!8m2!3d36.2222785!4d-81.6355209!16s%2Fg%2F1td435kj!19sChIJJ4Ts3kDlUIgRYlEdpOygnvo,Blue Ridge Mountain Rentals,4.2,426,Cabin rental agency,,"2464 U.S. Hwy 421 S, Boone, NC 28607, United States","69C7+WQ Boone, North Carolina, USA",https://www.blueridgerentals.com/?utm_source=google&utm_medium=organic&utm_campaign=my-business-listing,+1 800-237-7975,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPLBF4nfTCKv4wV1tgvXJdSwgpSK57siAnnTRKG=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:14.856Z,,
https://www.google.com/maps/place/Watauga+Community+Recreation+Center/data=!4m7!3m6!1s0x8850fba002b205f7:0xcddacdad8d8d297b!8m2!3d36.2038411!4d-81.6537419!16s%2Fg%2F11my9cgn3_!19sChIJ9wWyAqD7UIgReymNja3N2s0,Watauga Community Recreation Center,4.4,108,Recreation center,,"231 Complex Dr, Boone, NC 28607, United States","683W+GG Boone, North Carolina, USA",http://www.wataugacounty.org/App_Pages/Dept/ParksRec/home.aspx,+1 828-264-9511,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPDLZim3Bu3TQYjLwhNrRxraScOkm9nWPppOGewIFRLpefvy2dJq6Ab0wp9TDgbYRTj4nMDOkS8AxgBSrZvC-TcPaPxeCWwjLLfa2ZfVMDSzRmke3-v3XYILSXFxqOMOEiP8U=w408-h271-k-no,false,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,8 am–8 pm,12–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:19.804Z,,
https://www.google.com/maps/place/Boone+Cabin+Rentals/data=!4m7!3m6!1s0x8850f08727470239:0x12141d4b84fd476a!8m2!3d36.194239!4d-81.6976549!16s%2Fg%2F1tdvv_ss!19sChIJOQJHJ4fwUIgRakf9hEsdFBI,Boone Cabin Rentals,4.7,58,Cabin rental agency,,"1460 Snaggy Mountain Blvd, Boone, NC 28607, United States","58V2+MW Boone, North Carolina, USA",http://boonecabins.com/,+1 828-262-0978,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaHTc-wKJGUk47VBJjDO2vlvp0cM6Ih46vfZdFpeQDfwyVFAmKymeV9KWvK6rqb4pP_VYs57z0gtiOU96bbxQPOtvjTDdwwHqbAhpcaGnz0t20agw2Y3rJ5GAbdZQFbg_GW648=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:22.641Z,,
https://www.google.com/maps/place/180+Float+Spa/data=!4m7!3m6!1s0x8850fb7a61473979:0x3dda217a83fd03eb!8m2!3d36.199616!4d-81.652525!16s%2Fg%2F11qn0dy5rn!19sChIJeTlHYXr7UIgR6wP9g3oh2j0,180 Float Spa,5.0,71,Health spa,,"249 Kimberly Dr, Boone, NC 28607, United States","58XW+RX Boone, North Carolina, USA",https://www.180floatspa.com/,+1 828-832-8180,Closed ⋅ Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipN1kWuZNQ1vF6Toc_w97BzOaHRFp39Pwel_-ppd=w408-h271-k-no,true,Closed,Closed,10 am–7:30 pm,10 am–7:30 pm,10 am–7:30 pm,10 am–7:30 pm,10 am–7:30 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:27.581Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Carolina+Cabin+Rentals/data=!4m7!3m6!1s0x8850fad196746239:0xe3bef3ed8c15d7fe!8m2!3d36.2219786!4d-81.7138448!16s%2Fg%2F1hhhg_37k!19sChIJOWJ0ltH6UIgR_tcVjO3zvuM,Carolina Cabin Rentals,4.5,1430,Cabin rental agency,,"491 George Wilson Rd, Boone, NC 28607, United States","67CP+QF Boone, North Carolina, USA",https://www.carolinacabinrentals.com/,+1 828-295-6000,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipN86vEaDywyB1AkfxjuzmnnS-_YaISLvUyQIYS8=w408-h272-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:32.697Z,,
https://www.google.com/maps/place/Holiday+Inn+Boone+-+University+Area+by+IHG/data=!4m7!3m6!1s0x8850fb415e46e021:0xb38af79c71d46209!8m2!3d36.2035502!4d-81.6712749!16s%2Fg%2F11gnpy6lbq!19sChIJIeBGXkH7UIgRCWLUcZz3irM,Holiday Inn Boone - University Area by IHG,3.6,376,,,"1075 NC-105, Boone, NC 28607, United States","683H+CF Boone, North Carolina, USA",https://www.ihg.com/holidayinn/hotels/us/en/boone/hkybo/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-HKYBO,+1 828-264-0077,,https://lh3.googleusercontent.com/p/AF1QipO2NZaQPAHq9d2D0v_zXTykMgTQg-q7DGyrbaDB=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:35.724Z,,
https://www.google.com/maps/place/Echota+Resort/data=!4m7!3m6!1s0x8850f1e5fe27f4f7:0x62fd08bc8bcc3b56!8m2!3d36.1647453!4d-81.762535!16s%2Fg%2F1tds7d46!19sChIJ9_Qn_uXxUIgRVjvMi7wI_WI,Echota Resort,4.8,84,Real estate agency,,"133 Echota Pkwy, Boone, NC 28607, United States","567P+VX Boone, North Carolina, USA",https://www.echotanc.com/,+1 800-333-7601,,https://lh3.googleusercontent.com/p/AF1QipN0Ovgwy_cvobqU9XfYAqzaAoi63NKH3VoEFR_8=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:38.487Z,,
https://www.google.com/maps/place/High+Country+Blasting/data=!4m7!3m6!1s0x8850f05785725a8d:0x53bded4893a4e60e!8m2!3d36.1916322!4d-81.7245751!16s%2Fg%2F11g86y0p8b!19sChIJjVpyhVfwUIgRDuakk0jtvVM,High Country Blasting,5.0,6,Sandblasting service,,"308 Pine Hill Rd, Boone, NC 28607, United States","57RG+M5 Boone, North Carolina, USA",http://highcountryblasting.com/,+1 828-964-8936,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMjLT69p24CFJoaTutrUW-XMrVbdkFl28J2L3jf=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:43.479Z,,
https://www.google.com/maps/place/At+Your+Wits+End+Vacation+Rentals/data=!4m7!3m6!1s0x8850fa43645f7679:0xab4a8df2439c2c02!8m2!3d36.1990178!4d-81.6668508!16s%2Fg%2F11cm4rh081!19sChIJeXZfZEP6UIgRAiycQ_KNSqs,At Your Wits End Vacation Rentals,5.0,23,Vacation home rental agency,,"719 Greenway Rd A, Boone, NC 28607, United States","58XM+J7 Boone, North Carolina, USA",http://www.witsendrentals.com/,+1 828-264-3535,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMZq0XXcqYdlmXkU9vM1aQT0FIby879c_BSPOs9=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:48.390Z,,
https://www.google.com/maps/place/Holiday+Inn+Express+Boone+by+IHG/data=!4m7!3m6!1s0x8850fa5045fa2d31:0xbc8f342250c6b570!8m2!3d36.1983115!4d-81.6557332!16s%2Fg%2F1tmg77lt!19sChIJMS36RVD6UIgRcLXGUCI0j7w,Holiday Inn Express Boone by IHG,4.2,763,,,"1943 Blowing Rock Rd, Boone, NC 28607, United States","58XV+8P Boone, North Carolina, USA",https://www.ihg.com/holidayinnexpress/hotels/us/en/boone/boopr/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-BOOPR,+1 828-264-2451,,https://lh3.googleusercontent.com/p/AF1QipPyNv-D2iRp8H76udzx93ZI010z2kkjiCfgx3Ch=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:51.578Z,,
https://www.google.com/maps/place/Blue+Ridge+Mountain+Lodge/data=!4m7!3m6!1s0x8850f2000140072f:0x2e3f582d1a63169d!8m2!3d36.1542598!4d-81.7789622!16s%2Fg%2F11c57565fq!19sChIJLwdAAQDyUIgRnRZjGi1YPy4,Blue Ridge Mountain Lodge,4.8,17,Vacation home rental agency,,"314 Clubhouse Dr, Banner Elk, NC 28604, United States","563C+PC Banner Elk, North Carolina, USA",https://www.blueridgemtnlodge.com/,+1 828-882-2583,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN5yhowcHfu2qaVbEHBgpPVGrb8lq9dCKsLAn_T=w408-h298-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:56.608Z,,
"https://www.google.com/maps/place/Master+Hosts+Resorts+-+Highland+Hills+Cabins,+NC/data=!4m7!3m6!1s0x8850f09bcded8225:0x16004cdeb2380fd9!8m2!3d36.2069498!4d-81.6992921!16s%2Fg%2F1tf9z3bk!19sChIJJYLtzZvwUIgR2Q84st5MABY","Master Hosts Resorts - Highland Hills Cabins, NC",3.5,312,,,"2748 NC-105, Boone, NC 28607, United States","6842+Q7 Boone, North Carolina, USA",https://www.stayhihotels.com/property/master-hosts-resorts-highland-hills-cabins-boone-nc/?utm_source=Google&utm_medium=referral&utm_campaign=MyBusiness,+1 828-264-2457,,https://lh3.googleusercontent.com/p/AF1QipOaZ3dABwDfQf1T7RHstvBejv6xI5KUHB0L_ELC=w408-h270-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:39:59.973Z,,
https://www.google.com/maps/place/Boone+NC+28607/data=!4m7!3m6!1s0x8850fb191f101dcf:0xc07daaea2ef8206b!8m2!3d36.2168392!4d-81.6745297!16s%2Fg%2F11sjcyqx68!19sChIJzx0QHxn7UIgRayD4LuqqfcA,Boone NC 28607,4.5,31,Housing development,,"Boone, NC 28607, United States","688G+P5 Boone, North Carolina, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQTC2sXp78qSNxm_c2rbbD3Z0dg_Sckf0-4BtLvlmzVfHT13p1jllWzhzrnranItK14YWQWUn_lweVF2A7Gvky15ZcaKz4wTYmbiZhhM1fJUkx4GTvwFCY3HVCBoVKpXauotou=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:40:03.229Z,,
https://www.google.com/maps/place/Sugar+Ski+%26+Country+Club/data=!4m7!3m6!1s0x885092d41bc55391:0xb9660099d16e95b0!8m2!3d36.124085!4d-81.872017!16s%2Fg%2F1tr7dhbl!19sChIJkVPFG9SSUIgRsJVu0ZkAZrk,Sugar Ski & Country Club,4.6,155,Ski resort,,"100 Sugar Ski Dr, Sugar Mountain, NC 28604, United States","44FH+J5 Sugar Mountain, North Carolina, USA",http://www.sugarmountain.com/,+1 800-634-1320,,https://lh3.googleusercontent.com/p/AF1QipMApSYCCTBcBhdm5i8Z2G6HfC_z-433nTiuGwkC=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:40:06.268Z,,
https://www.google.com/maps/place/Blue+Ridge+Vacation+Cabins+and+Realty/data=!4m7!3m6!1s0x8850f08b0de0e70b:0xda65fb0ae42191af!8m2!3d36.1959524!4d-81.7106508!16s%2Fg%2F1tnjk83j!19sChIJC-fgDYvwUIgRr5Eh5Ar7Zdo,Blue Ridge Vacation Cabins and Realty,4.5,51,Cabin rental agency,,"120 Honey Bear Campground Rd, Boone, NC 28607, United States","57WQ+9P Boone, North Carolina, USA",,+1 855-626-6868,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPiLVmHgdKpLisVlk7Wt8qFom4mYeuiOkVfF8RG=w427-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-27T17:40:11.336Z,,
