placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,isBlackOwned
"https://www.google.com/maps/place/Pfeifer+Landscaping/@38.9889356,-94.7043157,17z/data=!3m1!4b1!4m6!3m5!1s0x87c0ec9707cace17:0x36142fce357c5c44!8m2!3d38.9889356!4d-94.7043157!16s%2Fg%2F11sghq4nnv",Pfeifer Landscaping,5.0,25,Contractor,"7700 Wedd St, Overland Park, KS 66204, United States","X7QW+H7 Overland Park, Kansas, USA",https://landscapekc.com/contact/,+1 913-328-2508,,,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:18:49.160Z,,,,,,,,,,
https://www.google.com/maps/place/All+By+Design+KC/data=!4m7!3m6!1s0x87c0eb13fd4550e5:0x9b40d1413dd83611!8m2!3d38.9583574!4d-94.6807526!16s%2Fg%2F11h3pn30cm!19sChIJ5VBF_RPrwIcRETbYPUHRQJs,All By Design KC,5.0,17,Landscape designer,"9407 Hardy St, Overland Park, KS 66212, United States","X859+8M Overland Park, Kansas, USA",http://www.allbydesignkc.com/,+1 913-325-5003,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxZrzLBqbyHCaTgutQFLnlzd78XYupS-BSwLNqXdjLWvpa2sSKvWLq_FhMPBcqzfZkX-y_0Ipww30w0ts7VnPevmWA8j3nC1VOeExUiuRH2CNmd_xcdDHUJTuq-V2v2NczlxsY=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:18:54.799Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/GD+Services/data=!4m7!3m6!1s0x4a5dc091623b0743:0xbe3bad6e90cb8e4e!8m2!3d38.9705613!4d-94.7044285!16s%2Fg%2F11ln270vnx!19sChIJQwc7YpHAXUoRTo7LkG6tO74,GD Services,4.8,24,Landscaper,"10261 W 87th St Suite 101, Overland Park, KS 66212, United States","X7CW+66 Overland Park, Kansas, USA",https://gdservicesks.com/,+1 913-242-1000,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFZ-4QdfwCcUnqBxZabERMw8d6nP3mWXoBdsCHl9Ooni0OOs4_20qQ3v0pQ4XGdVYSvQZjLuzW0Z8CQtzPmTyRugObYsLjEPGuahiOB9isQbEkteQU-opMWXNlK6NwW8hUXHk=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:18:59.477Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,,,
https://www.google.com/maps/place/Ryan+Lawn+%26+Tree/data=!4m7!3m6!1s0x87c0eb45976d543f:0x68e31c84ed3e6646!8m2!3d38.9622904!4d-94.7163916!16s%2Fg%2F1tg3bmk9!19sChIJP1Rtl0XrwIcRRmY-7YQc42g,Ryan Lawn & Tree,4.7,279,Lawn care service,"9120 Barton St, Overland Park, KS 66214, United States","X76M+WC Overland Park, Kansas, USA",https://ryanlawn.com/?utm_source=websitelink&utm_medium=overlandpark&utm_campaign=yext,+1 913-674-8654,"Open · Closes 5 pm

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIqd9X73-sUf-Rpvp-N7i34KGv9yy1JXnt8_1PoogzKVCbU796N3P8fy6Y9oEA3Vr4JJdoxsh1_E_SfbOy5Bb6_N6NG3XZcLAz7WP08z4lH0a4lpsLKDsy1TABEzNbVZk9qVho=w637-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:04.560Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,,,
https://www.google.com/maps/place/Bryght+Lawn+Limited+Company/data=!4m7!3m6!1s0x87c0ed8f77136473:0x2f9184a3b191ee75!8m2!3d38.9881921!4d-94.6974055!16s%2Fg%2F1w8wbjy1!19sChIJc2QTd4_twIcRde6RsaOEkS8,Bryght Lawn Limited Company,4.8,19,Lawn care service,"9023 W 78th Cir, Overland Park, KS 66212, United States","X8Q3+72 Overland Park, Kansas, USA",http://bryghtlawn.com/,+1 913-407-5255,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVL8gsaGMqrFYvIZ5fkA0j9BAZOCAj8meGjT9qZlIJHSrqKYaVKir_bn18zi3KpksmEltIoGkDrI5cGLp1AKDi_voT9VZeEWI5ds4CbJfhMwch_2xrG-t5f4tz63-WT1TXxMD9=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:09.521Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,,,
https://www.google.com/maps/place/Lorax+Design+Group/data=!4m7!3m6!1s0x87c0ec71360b10ef:0xd0dfcbaffe319bb8!8m2!3d38.98333!4d-94.672237!16s%2Fg%2F1ptw9cl_9!19sChIJ7xALNnHswIcRuJsx_q_L39A,Lorax Design Group,4.8,20,Landscape architect,"8021 Santa Fe Dr #200, Overland Park, KS 66204, United States","X8MH+84 Overland Park, Kansas, USA",http://loraxdesigngroup.com/,+1 913-972-7244,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXERXslrPQeJET4LxOIKfWWWHgA6FnSkro0vi_gg0L1d9b8xWmRBoB3RUdK4_mOU9ILAci-1ZzzXZu0C922ZMxC2o9ha-tqNFxBtX0_9-BZooelwbt56auOicecBE4QKA2gkTX=w408-h272-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:14.464Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Mears+Lawn+%26+Landscape/data=!4m7!3m6!1s0x87c0ed061d1cfc09:0x7516bb62169ff6a8!8m2!3d39.0130002!4d-94.6997688!16s%2Fg%2F11h18z_9v5!19sChIJCfwcHQbtwIcRqPafFmK7FnU,Mears Lawn & Landscape,4.9,330,Landscaper,"6370 Carter Ave, Merriam, KS 66203, United States","2872+63 Merriam, Kansas, USA",http://www.mearslawn.com/?utm_source=gmb&utm_medium=organic,+1 913-284-4976,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG35rps86fA0o8UxSx6Ixu1OFQfT-O57Ujs7GaqYVEM57XhwNxBduLOZbOKIRN49QAH3oQ_y82vHfHCQU0Gpkr6sgYk-Rk4TVdFGqMvfikdT5hAmQ4PAU5sIZ5UoguTHyLRcMJMXQ=w408-h272-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:19.472Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,Identifies as women-owned,,
https://www.google.com/maps/place/Willow+Outdoor/data=!4m7!3m6!1s0x43f13157ba9fd4ed:0x1fca9902a28c1752!8m2!3d39.1232085!4d-94.748428!16s%2Fg%2F11y56h0dfz!19sChIJ7dSfulcx8UMRUheMogKZyh8,Willow Outdoor,5.0,47,Deck builder,,,https://www.willow-outdoor.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,+1 913-634-9331,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3nctYs9ILsWFipa_dIbSP1oH_PD89fdgwlj2cV0IPVhREa_j_9mg3qkMlVBw6wFuXWqZkoahULGeK2fWgu1jidj0ROxKfH4cysAQ38YDCvFV0_xHsejlGZtDdtsh-3GVpQDYOVJm8eaDt=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:24.355Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Malachy+Connor+Design+%26+Landscaping/data=!4m7!3m6!1s0x87c0eb80edfc3099:0x86b40268fe076696!8m2!3d38.9747194!4d-94.6496967!16s%2Fg%2F11vbv6lrhg!19sChIJmTD87YDrwIcRlmYH_mgCtIY,Malachy Connor Design & Landscaping,5.0,10,Landscaper,"5511 W 85th St, Overland Park, KS 66207, United States","X9F2+V4 Overland Park, Kansas, USA",https://connorlandscaping.com/,+1 913-515-4166,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6cWeem6KD0fEcRUNMSD08Io4drE1D1TbxkVWBNNuAYzTbSfQrD6c6eDU1Yie_Akg8V08jYESczYZVqCIzJmMUTQCdgZXyJNx1fiOZWmU6bvIM3Hsr1zdAv9iB4Br_sHcTer1wrneW8tBY=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:29.634Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,,,
https://www.google.com/maps/place/High+Prairie+Outdoors+%26+Pools/data=!4m7!3m6!1s0x87c0c6fa74d25261:0x2e7ff576b733a711!8m2!3d39.0223633!4d-94.6568187!16s%2Fg%2F1hhhk3g8j!19sChIJYVLSdPrGwIcREaczt3b1fy4,High Prairie Outdoors & Pools,4.8,65,Landscape designer,"6116 Johnson Dr, Mission, KS 66202, United States","28CV+W7 Mission, Kansas, USA",https://highprairieoutdoors.com/,+1 816-398-2901,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrVk1rGU5YpaYM-4UyHkBqgoBMFB9jfJCFO_mAzS4zE0NuLUt8qi-Ac1l0tMmN7e1tD-1nZFyxZzhoZB5umdc7NLej4Cc019Ux5nfUQkh7KHFmB4b_fMFfsUP6l2X6eJaMnZsR5A=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2026-04-29T20:19:35.011Z,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,Identifies as women-owned,,
