placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Hensley+%26+Throneberry,+CPAs/data=!4m7!3m6!1s0x8865ef36f44522fd:0xe8c4d9568368fcce!8m2!3d36.9935532!4d-86.443231!16s%2Fg%2F12qgqm1ln!19sChIJ_SJF9DbvZYgRzvxog1bZxOg","Hensley & Throneberry, CPAs",4.6,14,Certified public accountant,"324 E 10th Ave, Bowling Green, KY 42101, United States","XHV4+CP Bowling Green, Kentucky, USA",http://www.hensleyandthroneberry.com/,+1 270-904-2545,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6HcVxtmfNTV3Ba9vqpfm_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.604836&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:18.215Z,,,
"https://www.google.com/maps/place/Shelton+CPAs,+LLP/data=!4m7!3m6!1s0x8865e8bf66a5b841:0x769c7494db6150e6!8m2!3d36.9688988!4d-86.4392605!16s%2Fg%2F1td2n6rp!19sChIJQbilZr_oZYgR5lBh25R0nHY","Shelton CPAs, LLP",3.9,11,Tax preparation service,"181 W Professional Park Ct, Bowling Green, KY 42104, United States","XH96+H7 Bowling Green, Kentucky, USA",http://www.sheltoncpas.com/,+1 270-842-9620,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHg-tWN7vpHxNy4-qYoKgZ8eipUI68vWPA1ksY=w427-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:24.735Z,,,
https://www.google.com/maps/place/Joe+W.+Taylor:+Certified+Public+Accountants/data=!4m7!3m6!1s0x8865e8d12b878e85:0xde0e7adb27f9d7b6!8m2!3d36.9796818!4d-86.4538719!16s%2Fg%2F11f089jxj_!19sChIJhY6HK9HoZYgRttf5J9t6Dt4,Joe W. Taylor: Certified Public Accountants,5.0,1,Certified public accountant,"1733 Campus Plaza Ct STE 4, Bowling Green, KY 42101, United States","XGHW+VF Bowling Green, Kentucky, USA",,+1 270-781-0324,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zjeuGCcz1rHcZxq86mymbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.73697&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:27.445Z,,,
https://www.google.com/maps/place/Montgomery+%26+Webb/data=!4m7!3m6!1s0x8865ef36704ac011:0x1ef856ef8d8fec7f!8m2!3d36.9924465!4d-86.4407127!16s%2Fg%2F1tg68vnp!19sChIJEcBKcDbvZYgRf-yPje9W-B4,Montgomery & Webb,5.0,2,Tax preparation service,"910 State St, Bowling Green, KY 42101, United States","XHR5+XP Bowling Green, Kentucky, USA",,+1 270-842-4239,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qJGuh22VuhcX1cmtwabzxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.74263&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:33.041Z,,,
https://www.google.com/maps/place/Hilliard+CPA+Group/data=!4m7!3m6!1s0x8865e78caa852537:0x607e5cdd41a592f7!8m2!3d36.995779!4d-86.4389744!16s%2Fg%2F11j21bf2cv!19sChIJNyWFqoznZYgR95KlQd1cfmA,Hilliard CPA Group,5.0,5,Accountant,"635 College St Suite 201, Bowling Green, KY 42101, United States","XHW6+8C Bowling Green, Kentucky, USA",https://www.hilliardaccounting.com/,+1 270-791-2789,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uTdiXmq_Bv4qX_mvF6i19A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.6319&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:38.150Z,,,
https://www.google.com/maps/place/Professional+Tax+Service/data=!4m7!3m6!1s0x8865ef521278a80d:0xf30b0618099534f2!8m2!3d36.9888206!4d-86.4264461!16s%2Fg%2F1tyzzqxk!19sChIJDah4ElLvZYgR8jSVCRgGC_M,Professional Tax Service,4.2,49,Tax preparation service,"600 U.S. 31 W Bypass, Bowling Green, KY 42101, United States","XHQF+GC Bowling Green, Kentucky, USA",http://protaxbg.com/,+1 270-781-4141,Closed ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ek17vlSxWHHqr9oq9TeM2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.61246&pitch=0&thumbfov=100,false,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:43.126Z,,,
https://www.google.com/maps/place/Accounting+Integrity+Made+Easy+%28AIME%29/data=!4m7!3m6!1s0x8865e984878dfcef:0xaabb72a56799d106!8m2!3d36.9495417!4d-86.4712025!16s%2Fg%2F11h0fnhjg3!19sChIJ7_yNh4TpZYgRBtGZZ6Vyu6o,Accounting Integrity Made Easy (AIME),5.0,1,Accounting firm,"701 Dishman Ln #2, Bowling Green, KY 42104, United States","WGXH+RG Bowling Green, Kentucky, USA",http://www.aimeadvisors.com/,+1 270-715-0525,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gK6DOlH6oeDkejYctSfbCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.42029&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:48.301Z,,,
https://www.google.com/maps/place/Partners+Tax/data=!4m7!3m6!1s0x8865ef324a9082df:0x88c9c1927459c121!8m2!3d36.9902339!4d-86.4401204!16s%2Fg%2F11x7dgy2p6!19sChIJ34KQSjLvZYgRIcFZdJLByYg,Partners Tax,5.0,15,Tax preparation service,"948 Elm St, Bowling Green, KY 42101, United States","XHR5+3X Bowling Green, Kentucky, USA",https://kentuckytaxattorney.net/bowling-green-ky/,+1 270-533-7381,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aG1Jp2JsTigeXKPZQ0d3_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.9292&pitch=0&thumbfov=100,false,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:53.207Z,,,
https://www.google.com/maps/place/Welch+Roger+D+CPA/data=!4m7!3m6!1s0x8865ef49526d46b3:0x3263c9b9fb735fd2!8m2!3d36.9924859!4d-86.433941!16s%2Fg%2F1v0llj57!19sChIJs0ZtUknvZYgR0l9z-7nJYzI,Welch Roger D CPA,5.0,4,Accountant,"730 Fairview Ave STE A6, Bowling Green, KY 42101, United States","XHR8+XC Bowling Green, Kentucky, USA",,+1 270-842-4896,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vzVox5daMTdzmZRDpmMYMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.317127&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:07:56.077Z,,,
https://www.google.com/maps/place/Big+Red+Tax+Service/data=!4m7!3m6!1s0x8865e8d1aba974c1:0xc63f35f3887f26bc!8m2!3d36.9892031!4d-86.4317935!16s%2Fg%2F1hc5zskp1!19sChIJwXSpq9HoZYgRvCZ_iPM1P8Y,Big Red Tax Service,4.9,123,Tax preparation service,"901 Lehman Ave, Bowling Green, KY 42101, United States","XHQ9+M7 Bowling Green, Kentucky, USA",https://www.bigredtaxservice.com/,+1 270-904-3677,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPovOdfsD4y_sT67wf8xC9saJDwhvQv7dm_EtcR=w408-h544-k-no,true,Closed,Closed,10 am–4 pm,9 am–4 pm,10 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Bowling+Green+KY/@36.9685219,-86.4808043,14z",2025-10-19T17:08:01.217Z,LGBTQ+ friendly,,
