placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x8769357e2da67c2f:0x746ef399925ed142!8m2!3d40.607571!4d-105.0760987!16s%2Fg%2F1thgbynq!19sChIJL3ymLX41aYcRQtFekpnzbnQ,Big O Tires,4.8,1761,Auto repair shop,"1506 N College Ave, Fort Collins, CO 80524, United States","JW5F+2H Fort Collins, Colorado, USA",https://www.bigotires.com/location/co/fort-collins/1506-n-college-ave-80524/006150?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTY5MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 970-305-4781,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1MlA4crxleEKZL-snTuIuH6evlmuLJ_M6Zs6BVMKdVUqZXAqsjG6FnIQaUCmiEl_qFvJC1cYSOCyGbYdDeDAbvX_rPeXuQpa8EmSweRAqXQW40K53cBNlhg2nNd6fHO4WOsfqicEkOP1P=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:33:35.869Z,,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x87694b31eb9a85c7:0x4c3ba6182c05ab23!8m2!3d40.560906!4d-105.0398207!16s%2Fg%2F11bx45_cjp!19sChIJx4Wa6zFLaYcRI6sFLBimO0w,Big O Tires,4.7,1172,Auto repair shop,"2007 S Timberline Rd, Fort Collins, CO 80525, United States","HX66+93 Fort Collins, Colorado, USA",https://www.bigotires.com/location/co/fort-collins/2007-timberline-rd-80525/006252?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTcxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 970-305-5553,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-qn00OdMQIGkeP9fhIub70Limh1dRmCA29fYODnsKmnxXAqOgpAxxsNfBSd0enCffGYDxcpCW04ECV97e9CEUZfOmD4wpB9bWKungLC4Wa_G_j7Qwoz1vm1zFhzJHQ_DhVkFlh25D3i8y=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:33:41.651Z,,
https://www.google.com/maps/place/Big+Deal+Tire+%26+Wheel/data=!4m7!3m6!1s0x87694a805f117365:0x4520c8b33d45e9a7!8m2!3d40.604558!4d-105.077224!16s%2Fg%2F1td0tch0!19sChIJZXMRX4BKaYcRp-lFPbPIIEU,Big Deal Tire & Wheel,4.9,693,Used tire shop,"1295 N College Ave, Fort Collins, CO 80524, United States","JW3F+R4 Fort Collins, Colorado, USA",https://www.bigdealtires.com/,+1 970-224-0977,"Open · Closes 5:30 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRRr64oWzvYrFIOPXoip5N1hTSLQleAV6ezMzerN9eHpa-p7xofUWAdBIMfnXtmNd7gm2zP30lFCb_vFAIGlCj3jDZPCG56UaExHGBJKllmb8jkfv6hOQfs28JHgDNXZ6HkPirQw=w408-h544-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:33:46.985Z,· In-store pick-up,
https://www.google.com/maps/place/Alpine+Tire+%26+Service/data=!4m7!3m6!1s0x87694af3437e37cf:0x39b62aa531d19b5a!8m2!3d40.5845711!4d-105.0436771!16s%2Fg%2F1vd71tgz!19sChIJzzd-Q_NKaYcRWpvRMaUqtjk,Alpine Tire & Service,4.7,81,Auto repair shop,"1817 Heath Pkwy, Fort Collins, CO 80524, United States","HXM4+RG Fort Collins, Colorado, USA",http://www.focoauto.com/,+1 970-221-3555,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweorR3zn86S1VjVyplbcG0g3rYVVR0SCdKZt4YJ2pi1mDSdMuVHISp11sa3Hn5b2Osf0hVd9cTme2Y4fOXBxjml12um57rAc9iJoiFt9FGIlSXrahzF2C6gDPeJbvGyoD2BbAzQ=w426-h240-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–2:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:33:51.861Z,,
https://www.google.com/maps/place/Scott%27s+Automotive+%26+Tire+of+Fort+Collins+-+Laporte+Ave/data=!4m7!3m6!1s0x876949f79e98d02b:0xddd740a7d10c2be9!8m2!3d40.5889639!4d-105.1287507!16s%2Fg%2F1tdn94mj!19sChIJK9CYnvdJaYcR6SsM0adA190,Scott's Automotive & Tire of Fort Collins - Laporte Ave,4.7,232,Auto repair shop,"2829 Laporte Ave, Fort Collins, CO 80521, United States","HVQC+HF Fort Collins, Colorado, USA",https://scottsauto.com/locations/laporte-avenue/,+1 970-482-5774,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-IJfZbaBOQDhiX9RPUpXr44RZAGbXwqb8DSj8J4Nf3tYWvY0g4EFYBOr8Pw1WZxoMvrjSOj1TcGYmzVkcCUuFAxk0112VjbUe8c-alICMCZkHPu0psTJpl0Sz7Qeurue3kNEFQ0GmlOZ5=w408-h293-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:33:57.360Z,,
https://www.google.com/maps/place/Christian+Brothers+Automotive+Fort+Collins/data=!4m7!3m6!1s0x87694b41790ea84f:0xb1c839f3c1abc31f!8m2!3d40.5673769!4d-105.0417278!16s%2Fg%2F11h0t4bc0b!19sChIJT6gOeUFLaYcRH8OrwfM5yLE,Christian Brothers Automotive Fort Collins,4.8,851,Auto repair shop,"1500 Academy Ct, Fort Collins, CO 80524, United States","HX85+X8 Fort Collins, Colorado, USA",https://www.cbac.com/fort-collins/?utm_source=GMB&utm_medium=organic&utm_campaign=fort-collins&utm_content=website-cta,+1 970-540-4050,"Open · Closes 6 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiXESoUG_sVLD60E3VsGVtRFyaBjelu6651EjcugNidOG49c_sRZdD6KbJEbmw1qlQJGbdPFklLo2Ee8AtbQ7VRJBrp4LjqT175TC6dKG0F0le-slL0U9uasv_RwAkmejvQz4L=w408-h272-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:34:02.501Z,,
https://www.google.com/maps/place/C+%26+T+Tire+%26+Automotive/data=!4m7!3m6!1s0x87694ac40a5d0f6f:0xf4badede90b63406!8m2!3d40.5847392!4d-105.0497309!16s%2Fg%2F1tplqt81!19sChIJbw9dCsRKaYcRBjS2kN7euvQ,C & T Tire & Automotive,4.8,140,Tire shop,"228 S Link Ln, Fort Collins, CO 80524, United States","HXM2+V4 Fort Collins, Colorado, USA",https://www.candttireautomotive.com/,+1 970-224-0700,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweotcU8HQKmr6MTp7MiUHKqU4ukFt3v9DYCmm7c6x7gbfYEwBdnsWGhoqW3cY-WLGDarmGtGRtLw5SqvMMom7hqYvw-LOjrqUBgNLqVtuSKb_So22KvbofbrIWfiIpRa4WszKiOjjw=w408-h306-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:34:07.435Z,,
https://www.google.com/maps/place/Scott%27s+Automotive+%26+Tire+Centers+of+Fort+Collins/data=!4m7!3m6!1s0x87694ac7263d3f37:0x828a2a1b072c8d46!8m2!3d40.583137!4d-105.0421465!16s%2Fg%2F1th28w_8!19sChIJNz89JsdKaYcRRo0sBxsqioI,Scott's Automotive & Tire Centers of Fort Collins,4.8,1516,Auto repair shop,"1900 E Lincoln Ave, Fort Collins, CO 80524, United States","HXM5+74 Fort Collins, Colorado, USA",https://scottsauto.com/locations/fort-collins/,+1 970-682-4202,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerImjKgmY6AMYtaUPM4O6Pl_36PrI9C0QuJzTnet9zEOPCBOUk-0iwEcki8hJDiWPgB5G6gSsN9sEFVoP2u5wOkEhG1USVdOhyVKa3BW_nel_Tm3LwUWZB4NPrgL7PezQgmRIZrxg=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:34:12.659Z,,
https://www.google.com/maps/place/Fort+Collins+Muffler+%26+Automotive/data=!4m7!3m6!1s0x87694b07372a1a09:0xf8695ca9c29b7342!8m2!3d40.5617878!4d-105.0773545!16s%2Fg%2F1w0j4p2q!19sChIJCRoqNwdLaYcRQnObwqlcafg,Fort Collins Muffler & Automotive,4.7,834,Auto repair shop,"2001 S College Ave, Fort Collins, CO 80525, United States","HW6F+P3 Fort Collins, Colorado, USA",https://www.fcmuffler.com/,+1 970-484-0866,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3x4dHnj0YrhmGj41cfy3tLo62LnrKOv0kNS7qBLYy8RECiC-gGUa8k5f_hqof7ZjqImZIqL9KuuL2oCk0Zvt5KKFeaJnGM0HjTGCxwl5hVSWkKxaloY761h4WZMOQiOGnrjQHjJ39sp2i=w458-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:34:17.960Z,,
https://www.google.com/maps/place/King%27s+Auto+Center/data=!4m7!3m6!1s0x87694ac31451ba2b:0xe9abdeaadf5510fb!8m2!3d40.5818326!4d-105.0514193!16s%2Fg%2F1tdj4ptl!19sChIJK7pRFMNKaYcR-xBV36req-k,King's Auto Center,4.8,781,Auto repair shop,"1412 E Mulberry St, Fort Collins, CO 80524, United States","HWJX+PC Fort Collins, Colorado, USA",https://kingsautocenter.net/,+1 970-490-2000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep4ekXeA4_RYR-fze034laVRvsP81ibnhLIGN0q-t7kFe0KSHWVdaYpiUxTUtVB3VMH9JZZ0LzZW9zd2A4NytLpTLHpdBfXAfhVzCkEX0oWXjfUbDAAj7DJL7-FzjF6hFXgkTuk=w408-h433-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2026-03-23T15:34:22.825Z,,LGBTQ+ friendly
