placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Generator+Supercenter+of+Greenville/data=!4m7!3m6!1s0x88582b977af03541:0x9187494861780da3!8m2!3d34.940723!4d-82.2608472!16s%2Fg%2F11tr_7tght!19sChIJQTXwepcrWIgRow14YUhJh5E,Generator Supercenter of Greenville,5.0,388,Electric generator shop,· Delivery,"1321 W Wade Hampton Blvd, Greer, SC 29650, United States","WPRQ+7M Greer, South Carolina, USA",https://generatorsupercenterofgreenville.com/,+1 864-469-6986,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxS8wLvuUU7CULhvSTszVNgo0G_fREymyN2PA3FYEdQqQhnByXuqdCoLgLUYpi8KPFDsnPTXJWNti-uztyOR4Lw-_3hIoShIz36yvaBc1VplAKB70-I19FdJuUso_ex155BjEWVY5kLePg=w408-h306-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:10.769Z,,,
https://www.google.com/maps/place/Priority+Electrical+Service/data=!4m7!3m6!1s0x885834f4947af61b:0x62e02e7cf1b49216!8m2!3d34.8348821!4d-82.3412488!16s%2Fg%2F11bvvzxlmf!19sChIJG_Z6lPQ0WIgRFpK08Xwu4GI,Priority Electrical Service,4.9,653,Electrician,,"355 Woodruff Rd Suite 107, Greenville, SC 29607, United States","RMM5+XG Greenville, South Carolina, USA",https://upstateelectric.com/?utm_source=gbp&utm_medium=social&utm_campaign=1seo_gbp,+1 864-834-9955,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOw1Fy-aNn1WGhos7uZ3AG7MZIcrOi7R87E6NSa=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:15.371Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Touchstone+Electric/data=!4m7!3m6!1s0x88582b4b7b09bd8b:0x9e09cb5ca7a45b35!8m2!3d34.9480989!4d-82.3002402!16s%2Fg%2F11vhzhkw4p!19sChIJi70Je0srWIgRNVukp1zLCZ4,Touchstone Electric,5.0,106,Electrical installation service,,"828 St Mark Rd, Taylors, SC 29687, United States","WMXX+6W Taylors, South Carolina, USA",https://touchstoneelectric.com/?utm_source=google&utm_medium=business-profile&utm_campaign=taylors,+1 864-302-3118,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPSdcgFkk21WntzDNk0tJH-e6ycKGbMf9UpLjVE=w408-h245-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:20.172Z,,,
https://www.google.com/maps/place/Roby+Services/data=!4m7!3m6!1s0x8858293506cbf9e9:0x53d2dafaea3d327c!8m2!3d34.8577859!4d-82.2558255!16s%2Fg%2F11vdlymnls!19sChIJ6fnLBjUpWIgRfDI96vra0lM,Roby Services,5.0,55,Air conditioning contractor,,"32 Boland Ct, Greenville, SC 29615, United States","VP5V+4M Greenville, South Carolina, USA",https://www.robyservicesnow.com/greenville/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Greenville-SC,+1 864-326-9537,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZnhIuU1lO7RQKRKQs0xfoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.91437&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:24.543Z,,,
https://www.google.com/maps/place/Anderson+Power+Services/data=!4m7!3m6!1s0x885831355f74cfc7:0x4efd0f8020044359!8m2!3d34.7851421!4d-82.4273159!16s%2Fg%2F11nnzl7qp5!19sChIJx890XzUxWIgRWUMEIIAP_U4,Anderson Power Services,4.8,145,Electric generator shop,· Delivery,"1735 Piedmont Hwy, Piedmont, SC 29673, United States","QHPF+33 Piedmont, South Carolina, USA",https://andersonpowerservices.com/,+1 864-380-5516,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyV0biuQbZsY7WMpFWHiEBvzcozTCSK3wuwJH12haqJyHWeRJsq7EXReY_6TQMiW9z-7F4aTFQAwvowQNI9xauP3tfG9JN0Xeazo2sy2IAvkXruyzWkTTof1Cfxgxm9bSvCZC6fuQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:28.890Z,,,
https://www.google.com/maps/place/National+Electric+%26+Emergency+Services/data=!4m7!3m6!1s0x88583128272893fd:0x97f11f399d2b6aa0!8m2!3d34.8789988!4d-82.4067268!16s%2Fg%2F11j6ttxr8_!19sChIJ_ZMoJygxWIgRoGornTkf8Zc,National Electric & Emergency Services,4.8,132,Electrician,,"206A Kerns Ave, Greenville, SC 29609, United States","VHHV+H8 Greenville, South Carolina, USA",http://tristatesc.com/,+1 864-918-3321,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMUoa2yX6lmRqtK6AgzBhMOFN0NX5_8tCAH5YIV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:33.327Z,,,
https://www.google.com/maps/place/Viper+Services/data=!4m7!3m6!1s0x88578770995cdda3:0x54aade33b5bd1be9!8m2!3d34.9143527!4d-82.3233303!16s%2Fg%2F1tqtbcxx!19sChIJo91cmXCHV4gR6Ru9tTPeqlQ,Viper Services,4.9,920,HVAC contractor,,"3501 Rutherford Rd Extension, Taylors, SC 29687, United States","WM7G+PM Taylors, South Carolina, USA",https://viperservices.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Taylors-SC,+1 864-304-1734,"Closed · Opens 7:30 am Mon

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNWhxDWY3Q1fPTeWQS7w4qRXK9Yn4dcOdbnGsGg=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:37.738Z,,,
https://www.google.com/maps/place/Key+Electric/data=!4m7!3m6!1s0x21c456a40eae5ff7:0xbf94896cd6234b5c!8m2!3d34.8967421!4d-82.4220891!16s%2Fg%2F11vcqn2_w3!19sChIJ91-uDqRWxCERXEsj1myJlL8,Key Electric,4.9,99,Electrician,,"22 Kimbell Ct, Greenville, SC 29617, United States","VHWH+M5 Greenville, South Carolina, USA",https://www.keyelectricupstate.com/,+1 864-863-8009,"Open 24 hours

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMHhRi7lRF0Y0qaNtKRTTfQKvTp_DN20PgHQRi8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:42.130Z,,,
https://www.google.com/maps/place/Quality+Electrical+Contractors/data=!4m7!3m6!1s0x88582f1f6f81de4d:0xee07e584365a1a00!8m2!3d34.8388492!4d-82.3241772!16s%2Fg%2F1tdy558c!19sChIJTd6Bbx8vWIgRABpaNoTlB-4,Quality Electrical Contractors,4.9,114,Electrician,,"775 Woodruff Rd STE J1, Greenville, SC 29607, United States","RMQG+G8 Greenville, South Carolina, USA",https://qualityelectricalcontractors.org/,+1 864-477-5507,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPTwRESMz028WtBKiXWeZCJk-VhMrMznugqPqUo=w408-h305-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:46.549Z,,,
"https://www.google.com/maps/place/Dipple+Plumbing,+Electrical,+Heating+%26+Air/data=!4m7!3m6!1s0x88582e4ea3cdf459:0xa3f9a49715894be8!8m2!3d34.8486704!4d-82.3606512!16s%2Fg%2F1tf7yfjl!19sChIJWfTNo04uWIgR6EuJFZek-aM","Dipple Plumbing, Electrical, Heating & Air",4.8,2274,Plumber,,"211 N Pleasantburg Dr, Greenville, SC 29607, United States","RJXQ+FP Greenville, South Carolina, USA",https://www.dippleplumbing.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*504*dipple-Greenville,+1 864-660-0197,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaRishQ2uQo4O54q0RVAgGoEZGWVl3zw9ykU1ZDxx8QJdtRFFxaRA-4OGZX7Z9JKrKlouO9_sDllEe6YV05Qh8fT5gnRI60YIfhgdPHwzARKPUqBUHO36_D_wS79GabGohiFtP3A=w408-h544-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Taylor+Greenville+SC/@34.8484984,-82.4000158,14z",2026-01-10T23:18:50.974Z,,,
