placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/St.+Croix+Hospice/data=!4m7!3m6!1s0x87f89628f84a4c77:0x2092116ea671ded3!8m2!3d44.7954739!4d-91.5234503!16s%2Fg%2F11b69dr9hv!19sChIJd0xK-CiW-IcR095xpm4RkiA,St. Croix Hospice,5.0,6,Hospice,"1280 W Clairemont Ave #4, Eau Claire, WI 54701, United States","QFWG+5J Eau Claire, Wisconsin, USA",https://www.stcroixhospice.com/eau-claire-wi/?utm_source=google&utm_medium=organic&utm_content=gmb%20listing&utm_campaign=eau%20claire,+1 715-598-2635,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP9qcPeaU9YIfPP3ZTtHPZ5hA0dp3A7aQug2JQ8=w408-h839-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:27:39.241Z,,
https://www.google.com/maps/place/Mayo+Clinic+Eau+Claire/data=!4m7!3m6!1s0x87f8bd007df3c2ed:0x6955316ea556a357!8m2!3d44.8121337!4d-91.5120474!16s%2Fg%2F11vsp87y2s!19sChIJ7cLzfQC9-IcRV6NWpW4xVWk,Mayo Clinic Eau Claire,5.0,5,Hospice,"1221 Whipple St, Eau Claire, WI 54703, United States","RF6Q+V5 Eau Claire, Wisconsin, USA",https://www.mayoclinichealthsystem.org/locations/eau-claire/services-and-treatments/hospice,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrd6hDwnqYMAO94OvJlknagYsXgJg12LKPro-iLjLEuiDBa8ZaogZBN0cybSNZQ3Iqu9R-VRBZOmSQfCRlvhlWLQNdrSvEnvasblnK5t3GgS_Sa9pWyDwPj5hKtHHv-LD2mjtKWYxHKDHJ8=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:27:43.476Z,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x87f8bc0a3beb21b5:0x3026b2fba8e591a3!8m2!3d44.7810984!4d-91.4447372!16s%2Fg%2F11cm03d5fx!19sChIJtSHrOwq8-IcRo5HlqPuyJjA,Heartland Hospice,4.2,11,Hospice,"3410 Oakwood Mall Dr #400, Eau Claire, WI 54701, United States","QHJ4+C4 Eau Claire, Wisconsin, USA",http://heartlandhospice.com/,+1 715-214-2485,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNq8SYH9u7rZqtE9OOp_-oki1JVj7u9b0helJUA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:27:49.366Z,,
"https://www.google.com/maps/place/Lily+Home+and+Hospice+LLC/@44.7711596,-91.4571252,17z/data=!3m1!4b1!4m6!3m5!1s0x87f8bd5c41d14ee1:0x638c65df49bc0e07!8m2!3d44.7711596!4d-91.4571252!16s%2Fg%2F11wg43jc27",Lily Home and Hospice LLC,3.0,1,Hospice,"4423 Golf Terrace Ste A, Eau Claire, WI 54701, United States","QGCV+F4 Eau Claire, Wisconsin, USA",https://lilyhealthcare.org/,+1 715-201-2233,Closed ⋅ Opens 8:30 am Thu,,,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Open 24 hours,Open 24 hours,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:27:56.794Z,,
https://www.google.com/maps/place/Interim+HealthCare+of+Eau+Claire/data=!4m7!3m6!1s0x87f8bc18eafcf023:0xbbcc18645344dfd6!8m2!3d44.7719679!4d-91.4586959!16s%2Fg%2F1tflsl5j!19sChIJI_D86hi8-IcR1t9EU2QYzLs,Interim HealthCare of Eau Claire,5.0,1,Home health care service,"4410 Golf Terrace Ste 202 Suite 202, Eau Claire, WI 54701, United States","QGCR+QG Eau Claire, Wisconsin, USA",https://www.interimhealthcare.com/location/eau-claire-wi,+1 715-834-1313,"Open 24 hours

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNMzgkkadGMQ1gg7GtvTGGb-Ph37IkrsZ-TqaU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:01.820Z,,
https://www.google.com/maps/place/Mayo+Clinic+Health+System+-+Eau+Claire/data=!4m7!3m6!1s0x87f8bd7ad78e347f:0x450b03c833235191!8m2!3d44.8121511!4d-91.5129161!16s%2Fg%2F1tf6ms5k!19sChIJfzSO13q9-IcRkVEjM8gDC0U,Mayo Clinic Health System - Eau Claire,3.1,199,Hospital,"1221 Whipple St, Eau Claire, WI 54703, United States","RF6P+VR Eau Claire, Wisconsin, USA",http://mayoclinichealthsystem.org/locations/eau-claire?mc_id=&utm_source=yext&utm_medium=l&utm_content=eauclaireluthergeneral&utm_campaign=mchsmarketing&geo=eauclaire&placementsite=nwwi&invsrc=mchsnwwi&cauid=110704&y_source=1_MzkxODExMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 715-838-3311,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmhs9twcTXq-o4ZKsPCKAmNE06I0VFRex1AA7dtCKmW51Ko0z8aJ_TRCC8CCUpycpmz4hb-60ubQzg2RluRE6HGwsyFbgCPwdBxokoNltObNBAx6wxhXZ3iLhT2byIU0-mlhU=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:07.246Z,,
https://www.google.com/maps/place/Mayo+Clinic+Health+System+-+Eau+Claire+Clairemont+Campus/data=!4m7!3m6!1s0x87f8bd90c190c4c9:0xba5355cd67d4e407!8m2!3d44.7925035!4d-91.5076681!16s%2Fg%2F1tld0r9r!19sChIJycSQwZC9-IcRB-TUZ81VU7o,Mayo Clinic Health System - Eau Claire Clairemont Campus,3.3,75,Medical clinic,"Clairemont Campus, 733 W Clairemont Ave, Eau Claire, WI 54701, United States","QFVR+2W Eau Claire, Wisconsin, USA",http://mayoclinichealthsystem.org/locations/eau-claire?mc_id=&utm_source=yext&utm_medium=l&utm_content=eauclaireclairemontgeneral&utm_campaign=mchsmarketing&geo=eauclaire&placementsite=nwwi&invsrc=mchsnwwi&cauid=110703&y_source=1_MzkxODEwOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 715-838-5222,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrzVNlEjiGBgDUU7Tzg5feAfpzSqG6BWB1Hj_Hx9IbPJLHzD3VtUjhTcwTDdf9V13pwO5jMUevpxMonM-nKJUFSoH50d9CsxUTO8PBpklxGuS2JN3IE0AbwODUP_s9TYDVvRHuRWg=w408-h306-k-no,true,8 am–5:15 pm,8 am–5:15 pm,8 am–5:15 pm,Closed,Closed,8 am–5:15 pm,8 am–5:15 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:12.718Z,,
https://www.google.com/maps/place/Marshfield+Medical+Center+-+Eau+Claire+%28medical+offices%29/data=!4m7!3m6!1s0x87f8bd87651c8bb7:0xf3657bb600a25382!8m2!3d44.7942527!4d-91.5199138!16s%2Fg%2F1263sx6vv!19sChIJt4scZYe9-IcRglOiALZ7ZfM,Marshfield Medical Center - Eau Claire (medical offices),4.0,485,Medical clinic,"2310 Craig Rd, Eau Claire, WI 54701, United States","QFVJ+P2 Eau Claire, Wisconsin, USA",https://www.marshfieldclinic.org/locations/eau-claire-marshfield-medical-center/eau-claire-outpatient-services,+1 715-858-4500,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEujsZCQlfoNqEvuaz_cT06-syZbUtg0DEzkeTK_Hx7g6VeeRK3Gsn6R6yqAiqBCF2WIam7xAVONvMnTxggumYqKWBjxI7Yysf3rujhYVNqRwM0AgT1nxxwMvgTcchABZaeE0R=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:18.017Z,,
https://www.google.com/maps/place/Mayo+Clinic+Health+System+-+Mayo+Clinic+Store+Midelfort/data=!4m7!3m6!1s0x87f8bd6562232db1:0x84db81cb3d4a66ce!8m2!3d44.8129769!4d-91.5119478!16s%2Fg%2F1tgd72lm!19sChIJsS0jYmW9-IcRzmZKPcuB24Q,Mayo Clinic Health System - Mayo Clinic Store Midelfort,3.0,32,Medical clinic,"Midelfort Building, 1400 Bellinger St Suite 3, Eau Claire, WI 54703, United States","RF7Q+56 Eau Claire, Wisconsin, USA",http://mayoclinichealthsystem.org/locations/eau-claire?mc_id=&utm_source=yext&utm_medium=l&utm_content=eauclairemiddlefortgeneral&utm_campaign=mchsmarketing&geo=eauclaire&placementsite=nwwi&invsrc=mchsnwwi&cauid=110702&y_source=1_MzkxODEwOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 715-838-1815,Closed ⋅ Opens 8 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrduYy7GgTlkCT6inSPi_uu-rlokZZyhX5K42ezX2VWo5VvvIHS8LxXOi2AOM556c7t9bjQwf7CoTqeiT_8Z2ZApBo-vP2T3CJDPV1qfolMMhYca0OacmlXyts0zFwITcpmbyr4gQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:23.581Z,,
https://www.google.com/maps/place/Mayo+Clinic+-+Luther+Campus+%28Midelfort+Bldg%29/data=!4m7!3m6!1s0x87f8bdbc6ee5bbb5:0x77e705ae228cb185!8m2!3d44.8139273!4d-91.5127843!16s%2Fg%2F11j2lsqsms!19sChIJtbvlbry9-IcRhbGMIq4F53c,Mayo Clinic - Luther Campus (Midelfort Bldg),3.9,21,Medical clinic,"1400 Bellinger St, Eau Claire, WI 54703, United States","RF7P+HV Eau Claire, Wisconsin, USA",https://www.mayoclinichealthsystem.org/locations/eau-claire,+1 715-838-5222,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKxeNXWqPwjh1QCLKEDyHtWCxDZCnjHqvM5Qec7Ogj3DQp8JvHWc7hYJFHOIGOmcBXUGV2cEb6NQe3AthBFoT8VYoxUxF4jNAHAotgG6_Qr9ebbibBWRTr46Cs4ZNsInUGS1GTeg=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-17T23:28:26.483Z,,
