placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Gregory+Lee+Electric/data=!4m7!3m6!1s0x9700ce62c90c2a9:0x893583be80a39694!8m2!3d40.5964506!4d-75.462233!16s%2Fg%2F11vw_f3b3v!19sChIJqcKQLOYMcAkRlJajgL6DNYk,Gregory Lee Electric,5.0,72,Electrician,"391 Auburn St #105A, Allentown, PA 18103, United States","HGWQ+H4 Allentown, Pennsylvania, USA",,+1 484-957-6205,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNzoHAd_97uljq_Yh5blmeza4V1S7Tc7iimzsV6=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:03.031Z,,,
https://www.google.com/maps/place/ElectroPower+Solutions/data=!4m7!3m6!1s0x275d605c53324e89:0x1e2b1f4314300365!8m2!3d40.6081495!4d-75.4850541!16s%2Fg%2F11vymg_p3_!19sChIJiU4yU1xgXScRZQMwFEMfKx4,ElectroPower Solutions,5.0,73,Electrician,"1131 W Allen St, Allentown, PA 18102, United States","JG57+7X Allentown, Pennsylvania, USA",https://www.electropowersolutionselectricians.com/,+1 610-818-5347,Open · Closes 12 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPlFd5qDnxheb4Gu_figdhrC1Ni1_ufgvpcaqiY=w408-h544-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:08.871Z,,,
https://www.google.com/maps/place/GB+Electric+LLC/data=!4m7!3m6!1s0x89c43b020ce91fb1:0x68c4c7cd46fa56e6!8m2!3d40.6146094!4d-75.4846482!16s%2Fg%2F11fkf2t6c_!19sChIJsR_pDAI7xIkR5lb6Rs3HxGg,GB Electric LLC,5.0,242,Electrician,"984 Livingston St, Whitehall Township, PA 18052, United States","JG78+R4 Fullerton, Pennsylvania, USA",https://gbelectricpa.com/?utm_source=google&utm_medium=organic&utm_campaign=seolocale,+1 610-508-9525,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMyts52gfgQdh489lT0vdCx-wUh3sdjeguSkL2Q=w408-h611-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:13.802Z,,,
https://www.google.com/maps/place/GC+Electric+Co+Inc/data=!4m7!3m6!1s0x89c43c760a92b6e9:0x29e19c41202de52c!8m2!3d40.5691739!4d-75.4330786!16s%2Fg%2F1tx1v3wc!19sChIJ6baSCnY8xIkRLOUtIEGc4Sk,GC Electric Co Inc,4.9,22,Electrician,"705 E Rock Rd, Allentown, PA 18103, United States","HH98+MQ Allentown, Pennsylvania, USA",http://gcelectric.com/,+1 610-797-3500,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO5ctdVaC5uUcDP8W2rTxep8xtLHzeK0WbjkqQP=w426-h240-k-no,true,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:18.862Z,,,
https://www.google.com/maps/place/All+Wired+Up+Electrical+Services/data=!4m7!3m6!1s0x89c4395989394823:0x47d5f0fa9d4a14ba!8m2!3d40.6328759!4d-75.4660404!16s%2Fg%2F11n64bf_4k!19sChIJI0g5iVk5xIkRuhRKnfrw1Uc,All Wired Up Electrical Services,4.9,78,Electrician,"1044 7th St, Catasauqua, PA 18032, United States","JGMM+5H Catasauqua, Pennsylvania, USA",https://www.awuservices.com/,+1 610-714-5111,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNQe8goz07QoE7MPX7oOZL6Bj6ZMpYZQQTTIZl0=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:23.744Z,,,
https://www.google.com/maps/place/Thomas+Edison+Electric+Inc./data=!4m7!3m6!1s0x89c43afaaca9f25d:0x9b4d63f4e39b8a8b!8m2!3d40.552053!4d-75.491995!16s%2Fg%2F12lty53cn!19sChIJXfKprPo6xIkRi4qb4_RjTZs,Thomas Edison Electric Inc.,4.9,318,Electrician,"3440 Lehigh St, Allentown, PA 18103, United States","HG25+R6 Allentown, Pennsylvania, USA",https://www.thomasedisonelectric.com/,+1 800-380-6800,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiUoeRnAZ-_H53HcDa99JpLN028keYcWPXIPuewbz3vCdvRqgH8Q4_7oOfIzx9bFzJARCEehJWgnzQ38BQDY6YAuX0pj3pDayXvjExQ9b_WHVpuEb0_6SlYk0FT2AonMfbb0FFIK9D26PY=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:29.000Z,,,
https://www.google.com/maps/place/Shafnisky+Electric+Inc./data=!4m7!3m6!1s0x89c4394f9b173d25:0x2122bf77839ce550!8m2!3d40.6644374!4d-75.4250057!16s%2Fg%2F1tr18j0l!19sChIJJT0Xm085xIkRUOWcg3e_IiE,Shafnisky Electric Inc.,4.9,158,Electrical installation service,"3605 Old Airport Rd, Allentown, PA 18109, United States","MH7F+QX Allentown, Pennsylvania, USA",https://shafniskyelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite,+1 610-403-9376,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOsG5Y0fkeNfrPOppzwCoeS-w8so5KdY7t_Lrip=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:34.013Z,,,
https://www.google.com/maps/place/Curtis+Total+Service/data=!4m7!3m6!1s0x89c46c50419982a1:0x727a40a6f5565a53!8m2!3d40.6293404!4d-75.4344012!16s%2Fg%2F1tfrswdk!19sChIJoYKZQVBsxIkRU1pW9aZAenI,Curtis Total Service,4.6,848,HVAC contractor,"1415 E Pennsylvania St, Allentown, PA 18109, United States","JHH8+P6 Allentown, Pennsylvania, USA",https://www.curtistotalservice.com/?utm_source=GMB&amp;utm_medium=organic&amp;utm_campaign=1SEO_SM_GMB,+1 610-686-3656,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNXGuuIU5cKzMwQdVznIXGlzFGGKiA2Ddox9_Ly=w408-h277-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:39.155Z,,,
https://www.google.com/maps/place/Estevez+Electric+LLC/data=!4m7!3m6!1s0x89c439046362f229:0x2e8ab02e05063b22!8m2!3d40.6681388!4d-75.4696587!16s%2Fg%2F11fncqr4ky!19sChIJKfJiYwQ5xIkRIjsGBS6wii4,Estevez Electric LLC,5.0,452,Electrician,"833 Hendon Ln, Catasauqua, PA 18032, United States","MG9J+74 Catasauqua, Pennsylvania, USA",https://www.estevezelectricllc.com/,+1 484-838-2763,"Open 24 hours

Updated by this business 3 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMjMyRobTvPuAD_Bp5R8TFkrMOg8bVE4HpyUNDC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:44.114Z,,,
https://www.google.com/maps/place/Maitz+Home+Services/data=!4m7!3m6!1s0x89c43a28ceca116d:0x7ecb26e0997b6162!8m2!3d40.5784164!4d-75.523935!16s%2Fg%2F1tgs1wpf!19sChIJbRHKzig6xIkRYmF7meAmy34,Maitz Home Services,4.7,2959,HVAC contractor,"3320 Hamilton Blvd, Allentown, PA 18103, United States","HFHG+9C Allentown, Pennsylvania, USA",https://www.maitzhomeservices.com/?utm_source=google&utm_medium=gbp&utm_campaign=MTZ0100-WEB009-GBP&utm_crid=MTZ0100_WEB009_136529189,+1 484-673-6132,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNgXJ-0KiwhTKpdD_YLU3x5MUA1mtFmunW8SB69=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2026-01-10T21:23:49.279Z,,,
