placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Mr.+Electric+of+Lansing/data=!4m7!3m6!1s0xa304d08baedd201d:0x96b1de456212ae1b!8m2!3d42.6995071!4d-84.5384086!16s%2Fg%2F11rdcv2vgc!19sChIJHSDdrovQBKMRG64SYkXesZY,Mr. Electric of Lansing,4.7,128,Electrician,"3206 S Pennsylvania Ave, Lansing, MI 48910, United States","MFX6+RJ Lansing, Michigan, USA",https://mrelectric.com/lansing?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 517-858-9111,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPae1Kui82lu70DX_9_eszPPk2P2fdJRLf9AYva=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:17.209Z,,,
https://www.google.com/maps/place/FD+Hayes+Electric+Company/data=!4m7!3m6!1s0x8822c1b3a8fae56d:0xcb5a456782c214e7!8m2!3d42.7086914!4d-84.5614321!16s%2Fg%2F1tj33rht!19sChIJbeX6qLPBIogR5xTCgmdFWss,FD Hayes Electric Company,4.5,95,Electrician,"2301 Beal Ave, Lansing, MI 48910, United States","PC5Q+FC Lansing, Michigan, USA",http://fdhayes.com/,+1 517-482-0608,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLlgwlBmNIRShNd56nX95_V1ICwzNGrIaboAIU7PdHlbDzrzSsPuO0SVBri_O98AM4VYx7Q3zyu1qFXiNQh9pCXi-iq6Di6CuGpe5zvyAImLfOwZLWxCxo9dh7XFpB8I4OLjzhUA=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:22.941Z,,,
https://www.google.com/maps/place/Electrician+Guys/data=!4m7!3m6!1s0x8822eb0494a19e91:0x5485336c3b64f57f!8m2!3d42.7368788!4d-84.5392284!16s%2Fg%2F11t6dy3k2s!19sChIJkZ6hlATrIogRf_VkO2wzhVQ,Electrician Guys,4.8,38,Electrician,"840 E Shiawassee St Unit 3, Lansing, MI 48912, United States","PFP6+Q8 Lansing, Michigan, USA",http://www.electricianproslansing.com/,+1 517-489-2893,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzu2Ywqo4Oy9zX-QgEhMyE-X4XHYw5zRClnIkNQWb_C1Ri3F_09LL_hFIYtgpWQ84rSQ_4cr0w58Onx7iwFo_yya1HopjrOfm84XdIQf9eS59ZQNnhX5YWN2RSMh-9RWYidj1ivog=w408-h251-k-no,true,8 am–9 pm,11 am–6 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:27.787Z,,,
"https://www.google.com/maps/place/Superior+Electric+of+Lansing,+Inc./data=!4m7!3m6!1s0x8822ea52125325c9:0xa8a2b175e687cd79!8m2!3d42.7700726!4d-84.5542029!16s%2Fg%2F1tdylv03!19sChIJySVTElLqIogRec2H5nWxoqg","Superior Electric of Lansing, Inc.",4.9,16,Electrical installation service,"212 W Sheridan Rd, Lansing, MI 48906, United States","QCCW+28 Lansing, Michigan, USA",http://superiorelectricinc.com/,+1 517-485-7125,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IaDPnzMO6G2kLt_7u1USTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.4778&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:32.804Z,,,
https://www.google.com/maps/place/Vredevoogd+Heating+%26+Cooling/data=!4m7!3m6!1s0x8822c00165eabc59:0xeb8878ae6c324f2a!8m2!3d42.7402099!4d-84.5431048!16s%2Fg%2F11cn9k10f9!19sChIJWbzqZQHAIogRKk8ybK54iOs,Vredevoogd Heating & Cooling,4.9,2384,Heating contractor,"624 Truck Ct, Lansing, MI 48912, United States","PFR4+3Q Lansing, Michigan, USA",https://www.vredevoogd.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB%20Listing%20Lansing,+1 517-580-0989,,https://lh3.googleusercontent.com/p/AF1QipNfusnk0sG30FlcoYzyfPyPJ2Kv37AONUo5Z1hs=w412-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:37.748Z,,,
https://www.google.com/maps/place/Wire+Works/data=!4m7!3m6!1s0x8822e83552390a5b:0x81fe99a03da03c88!8m2!3d42.7601798!4d-84.4929985!16s%2Fg%2F1tk68961!19sChIJWwo5UjXoIogRiDygPaCZ_oE,Wire Works,4.9,111,Electrician,"740 W Lake Lansing Rd Suite 100, East Lansing, MI 48823, United States","QG64+3R East Lansing, Michigan, USA",https://www.wireworksinc.com/,+1 517-333-9473,Closed · Opens 12 am Mon,https://lh3.googleusercontent.com/p/AF1QipMe3X4Aue_L9qRqZQLUBZtxVmH9S2p8nmiWgbuc=w533-h240-k-no,true,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:42.838Z,Identifies as women-owned,,
https://www.google.com/maps/place/Wire+Works/data=!4m7!3m6!1s0x88229507de14971b:0x5c5de3897851ee94!8m2!3d42.7789291!4d-84.6209224!16s%2Fg%2F11hf29w0lq!19sChIJG5cU3geVIogRlO5ReInjXVw,Wire Works,5.0,261,Electrician,"16350 Felton Rd, Lansing, MI 48906, United States","Q9HH+HJ Lansing, Michigan, USA",https://www.wireworksinc.com/,+1 517-333-9473,Closed · Opens 12 am Mon,https://lh3.googleusercontent.com/p/AF1QipPKOiu4oAmJecJBLSIW14texaI4NM0bQXgP0fZN=w408-h544-k-no,true,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:47.782Z,Identifies as women-owned,,
https://www.google.com/maps/place/J+D+Wisner+Electric/data=!4m7!3m6!1s0x8822c1802692920d:0x8205c46a06a9c15b!8m2!3d42.6945072!4d-84.5237959!16s%2Fg%2F1wbryd80!19sChIJDZKSJoDBIogRW8GpBmrEBYI,J D Wisner Electric,4.3,18,Electrician,"3704 N Aurelius Rd # 2, Lansing, MI 48910, United States","MFVG+RF Lansing, Michigan, USA",https://www.wisnerelectric.com/,+1 517-393-3202,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bzMqP7SZLyyBe9E3jB1FDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.08&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:50.566Z,,,
https://www.google.com/maps/place/E.+H.+Ward+Company/data=!4m7!3m6!1s0x8822c1b695c31571:0x71b9db96b1460246!8m2!3d42.711716!4d-84.557863!16s%2Fg%2F1vd71ynb!19sChIJcRXDlbbBIogRRgJGsZbbuXE,E. H. Ward Company,4.9,297,HVAC contractor,"415 W Mt Hope Ave, Lansing, MI 48910, United States","PC6R+MV Lansing, Michigan, USA",http://www.ehwardheatingcooling.com/,+1 517-484-5489,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTY4QM-LsrdzbpJwS70dMDCyWeItrUUyj8uGFJDbtDNSftMGf42lF3lFNyhg4bEASXu9bcQRfjnRSv6TclSFg0XFLApOGgWImlJrUdsB0pDvdF2bvYCAuD2_aOQpLswwDnZvvuBA=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:02:55.459Z,,,
https://www.google.com/maps/place/The+Meridian+Company/data=!4m7!3m6!1s0x8822e634c3285a5d:0x24f4b47766376ea3!8m2!3d42.7679945!4d-84.4216613!16s%2Fg%2F1tdjrrvj!19sChIJXVoowzTmIogRo243Zne09CQ,The Meridian Company,4.8,1439,HVAC contractor,"1999 Saginaw Hwy, East Lansing, MI 48823, United States","QH9H+58 East Lansing, Michigan, USA",https://www.themeridianadvantage.net/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*481*meridian-east-lansing,+1 517-234-2885,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNzfsUhQUdhypts9eL1aHDJViPGN9LIFEU1_weo=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-01-10T23:03:00.536Z,,,
