placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/DPS+Health+and+Wellness+of+Savannah/data=!4m7!3m6!1s0x88fb75fd07848897:0x760fa9b7dfc576e0!8m2!3d32.0649557!4d-81.1651549!16s%2Fg%2F11shlx_gv9!19sChIJl4iEB_11-4gR4HbF37epD3Y,DPS Health and Wellness of Savannah,4.8,83,Psychiatrist,"49 Park of Commerce Way #204, Savannah, GA 31405, United States","3R7M+XW Savannah, Georgia, USA",http://www.dpshealthandwellness.com/,+1 912-662-6501,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP8BxyZ2Bju7AjNo6obXOUzEkgwdP8uM__CF48k=w408-h544-k-no,true,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:26.309Z,,,
https://www.google.com/maps/place/Shrink+Savannah/data=!4m7!3m6!1s0x88fb75a4454d7987:0x5ba8abcf02e19068!8m2!3d32.0602422!4d-81.0967641!16s%2Fg%2F11clfkj122!19sChIJh3lNRaR1-4gRaJDhAs-rqFs,Shrink Savannah,4.0,98,Mental health service,"1601 Abercorn St, Savannah, GA 31401, United States","3W63+37 Savannah, Georgia, USA",http://www.shrinksavannah.com/,+1 912-712-2550,Closed · Opens 8:30 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO6hUT8usSUE0GZ10NResK1OYO3ZH8pxRpOTdoT=w408-h612-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:30.840Z,,,
https://www.google.com/maps/place/Thriveworks+Counseling+%26+Psychiatry+Savannah/data=!4m7!3m6!1s0x88fba704db1e4369:0x900216e300d1a5fb!8m2!3d32.0763372!4d-81.0854317!16s%2Fg%2F11h4wp6r03!19sChIJaUMe2wSn-4gR-6XRAOMWApA,Thriveworks Counseling & Psychiatry Savannah,4.6,105,Counselor,"125 E Broad St #1C, Savannah, GA 31401, United States","3WG7+GR Savannah, Georgia, USA",https://thriveworks.com/savannah-counseling-therapy/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,+1 912-623-4320,,,https://lh3.googleusercontent.com/p/AF1QipOKA293mgBzQI7MlC7xi90IvEPaTwpcxRD2QROJ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:35.696Z,,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Savannah/data=!4m7!3m6!1s0x88fb7506a0424231:0x1051dbf78c969d55!8m2!3d32.0313903!4d-81.0962743!16s%2Fg%2F11hd_xxt23!19sChIJMUJCoAZ1-4gRVZ2WjPfbURA,LifeStance Therapists & Psychiatrists Savannah,4.4,260,Mental health clinic,"4849 Paulsen St Suites 102 & 209, Savannah, GA 31405, United States","2WJ3+HF Savannah, Georgia, USA",https://lifestance.com/location/savannah-ga-4849-paulsen-st/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 912-600-8800,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPkFAR0EuuyXsQO_lbg8hJO2QR7gKhvhhBptJt3=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:40.424Z,,,
https://www.google.com/maps/place/Pathway+to+Hope+For+Healing/data=!4m7!3m6!1s0x88fb9fc58e5b26d9:0xe8c32dd835a7de9a!8m2!3d32.0791792!4d-81.0923686!16s%2Fg%2F11m5qhz90t!19sChIJ2SZbjsWf-4gRmt6nNdgtw-g,Pathway to Hope For Healing,5.0,6,Mental health clinic,"16 W Broughton St, Savannah, GA 31401, United States","3WH5+M3 Savannah, Georgia, USA",http://delightdrugsdetoxteam.store/,+1 912-457-5338,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYL7T4NyrqtTsoEL8LO7YeaKCUyOZMK0SnroxAMMK1BkAFgNXrXs9mY5NI6ywYX4x0DjeAGQQcZm3lkTS-_rcFIs8-qwcb0UbzR20R7HTEVz1nWInNXP19m4oaNEN7FI_FPe8v=w408-h524-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:45.254Z,,,
https://www.google.com/maps/place/Waters+Edge+Counseling/data=!4m7!3m6!1s0x88fb9e3cfe374d7f:0x4fdb43570a017bab!8m2!3d32.0569982!4d-81.1005814!16s%2Fg%2F11c3ss3ylr!19sChIJf003_jye-4gRq3sBCldD208,Waters Edge Counseling,4.9,68,Counselor,"2103 Bull St, Savannah, GA 31401, United States","3V4X+QQ Savannah, Georgia, USA",https://watersedgecounseling.com/,+1 912-319-5552,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM6LZ-ZywV6fGeoJgr2SU4UNLuwMW664XQQmFPh=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:49.669Z,,,
https://www.google.com/maps/place/Chad+Brock/data=!4m7!3m6!1s0x88fb9e15e4bc0001:0xc668eec6cdacf4ed!8m2!3d32.0602452!4d-81.0968072!16s%2Fg%2F11p079v3rh!19sChIJAQC85BWe-4gR7fSszcbuaMY,Chad Brock,5.0,3,Psychiatrist,"1601 Abercorn St, Savannah, GA 31401, United States","3W63+37 Savannah, Georgia, USA",http://shrinksavannah.com/,+1 912-712-2550,Closed · Opens 8:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2yFqrYnv6oDeK-10Wwx3xA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.39067&pitch=0&thumbfov=100,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:53.994Z,,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Savannah/data=!4m7!3m6!1s0x88fb75b9ed7713c7:0x7d73024758cf541a!8m2!3d32.0091684!4d-81.101604!16s%2Fg%2F1w3w3wzd!19sChIJxxN37bl1-4gRGlTPWEcCc30,LifeStance Therapists & Psychiatrists Savannah,4.1,282,Mental health clinic,"635 Stephenson Ave Suite B, Savannah, GA 31405, United States","2V5X+M9 Savannah, Georgia, USA",https://lifestance.com/location/savannah-ga-635-stephenson-ave/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 912-352-2921,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPSftcvnbpxhywJ8uRQh7LU_CI0OWDshWSyNaXe=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:17:58.606Z,,,
"https://www.google.com/maps/place/Georgia+Outreach,+LLC.+Counseling,+Psychology+%26+Psychiatry+Services/data=!4m7!3m6!1s0x88fb9f06a0685413:0xbe99b8eff592d48a!8m2!3d32.0773408!4d-81.0907282!16s%2Fg%2F11h6lw1s2m!19sChIJE1RooAaf-4gRitSS9e-4mb4","Georgia Outreach, LLC. Counseling, Psychology & Psychiatry Services",5.0,1,Counselor,"127 Abercorn St Suite 410, Savannah, GA 31401, United States","3WG5+WP Savannah, Georgia, USA",http://www.georgiaoutreach.com/,+1 912-355-3881,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMJDv8nWFLgNjOA8xMZB7Er7Nvd9gR-EOfK6hkC=w533-h240-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:18:03.060Z,,,
"https://www.google.com/maps/place/Savannah+Counseling+%26+Wellness,+LLC/data=!4m7!3m6!1s0x88fb9df550232dfd:0xa078729a9750536f!8m2!3d32.0528156!4d-81.0832861!16s%2Fg%2F11j__k4p4g!19sChIJ_S0jUPWd-4gRb1NQl5pyeKA","Savannah Counseling & Wellness, LLC",4.6,9,Mental health service,"1104 E 37th St, Savannah, GA 31404, United States","3W38+4M Savannah, Georgia, USA",http://www.livewellsav.com/,+1 912-231-5221,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPnvxrnDTqstLOoQ4N6eZyFXIKhaNrc8Nt12CQ=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-12-16T02:18:07.426Z,,,
