placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Garage+Tec+Automatic+Gates+%26+Garage+Door+Repair/data=!4m7!3m6!1s0x865c593aedf9c65d:0xb96cdb218634a301!8m2!3d29.420935!4d-98.4962238!16s%2Fg%2F11w4gg9g4p!19sChIJXcb57TpZXIYRAaM0hiHbbLk,Garage Tec Automatic Gates & Garage Door Repair,4.9,94,Garage door supplier,"321 S Flores St Suite #7, San Antonio, TX 78204, United States","CGC3+9G San Antonio, Texas, USA",https://garagetec.org/san-antonio-tx/,+1 210-816-1773,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOiSilOwen3yQsMcaODy6a0biKSZZwdGnyvgqJy=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:17.993Z,,,
https://www.google.com/maps/place/San+Antonio+Garage+Doors+4+Less/data=!4m7!3m6!1s0x865c5d631b7aa033:0x4923a548a355298e!8m2!3d29.437574!4d-98.504073!16s%2Fg%2F11j301m3dl!19sChIJM6B6G2NdXIYRjilVo0ilI0k,San Antonio Garage Doors 4 Less,4.7,28,Garage door supplier,,,https://garagedoors4less-sanantonio.com/,+1 210-441-3088,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPwkvlVfcm8s9uO0-MsoO9-MvQ_qsMG8sSDZ8O8=w480-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:24.336Z,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+San+Antonio/data=!4m7!3m6!1s0xac0679504bd710a1:0x8c756fc43b947e80!8m2!3d29.6803734!4d-98.5389409!16s%2Fg%2F11y4nc59b6!19sChIJoRDXS1B5BqwRgH6UO8RvdYw,ProLift Garage Doors of San Antonio,5.0,131,Garage door supplier,,,https://www.proliftdoors.com/san-antonio/,+1 726-202-1083,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPEbpMgJ2CwEV7f2BVm8w0i8OzVrmGRmGhwHlDV=w408-h271-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:29.319Z,,,
https://www.google.com/maps/place/Garage+Door+Repair+Co./data=!4m7!3m6!1s0x865c8b818e5da553:0x5778e793da2212d4!8m2!3d29.563846!4d-98.455441!16s%2Fg%2F1yh4hz6zt!19sChIJU6VdjoGLXIYR1BIi2pPneFc,Garage Door Repair Co.,5.0,532,Garage door supplier,,,http://www.gdrsa.com/,+1 210-656-1043,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPknQO_nM0DqOHn1QvfIcNn3LILT_7Sy_sYc6Ne=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:34.193Z,,,
https://www.google.com/maps/place/Jerry+Garage+Door+Repair/data=!4m7!3m6!1s0x865c8a36fd95ef87:0x85c63a6f4e0167a4!8m2!3d29.4581826!4d-98.518079!16s%2Fg%2F11cssynzq9!19sChIJh--V_TaKXIYRpGcBTm86xoU,Jerry Garage Door Repair,4.9,172,Garage door supplier,,,https://garagedoorcompanysanantonio.com/,+1 210-762-7135,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipPj_dU7Vu4cKAGmv8UYLU5I8KiJdGT0AWADeaKv=w426-h240-k-no,true,7:30 am–10 pm,8 am–6 pm,9 am–7 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:39.108Z,,,
https://www.google.com/maps/place/Garage+Door+Repair+Solutions+INC/data=!4m7!3m6!1s0x865c8d25a76b5c49:0xc0951bff5b15d222!8m2!3d29.4324938!4d-98.5578611!16s%2Fg%2F11wwf_1ck8!19sChIJSVxrpyWNXIYRItIVW_8blcA,Garage Door Repair Solutions INC,5.0,45,Garage door supplier,"4879 W Commerce St, San Antonio, TX 78237, United States","CCJR+XV San Antonio, Texas, USA",http://sanantoniogaragedoorcompany.us/,+1 210-939-6276,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNt0Z9O6v5eso2iUf_RcU_rtwNpU-cKlvJtSAYg=w408-h294-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:44.064Z,,,
https://www.google.com/maps/place/Precision+Overhead+Door+of+San+Antonio/data=!4m7!3m6!1s0x865c8ada84a13641:0x8e932cfa91a53d1b!8m2!3d29.5314971!4d-98.4518207!16s%2Fg%2F1q69z36rr!19sChIJQTahhNqKXIYRGz2lkfosk44,Precision Overhead Door of San Antonio,4.8,1582,Garage door supplier,"2502 Freedom Dr, San Antonio, TX 78217, United States","GGJX+H7 San Antonio, Texas, USA",https://precisiondoorsanantonio.com/?utm_source=GMBlisting&utm_medium=organic,+1 210-667-2481,Open ⋅ Closes 11 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfDH1rTMe4FjhU1ZMSe9gkML-DNTGjPsvE68KuamvXSp2U6oJL41AlTGop0aJyrQh3N5dZ9X6JRTDFj1Y-YrQCTfaw2A8RY7q8ELxU-miyMf7HM-_fQwSJ_X_UfcPu8eWdqX1H=w408-h306-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:49.214Z,,,
https://www.google.com/maps/place/A1+Garage+Door+Service/data=!4m7!3m6!1s0x865c43257855f6fd:0xe32e31ce7618cc7!8m2!3d29.4375571!4d-98.6855132!16s%2Fg%2F11v6f9v_9f!19sChIJ_fZVeCVDXIYRx4xh5xzjMg4,A1 Garage Door Service,4.9,739,Garage door supplier,"114 N Ellison Dr Suite 406, San Antonio, TX 78251, United States","C8Q7+2Q San Antonio, Texas, USA",https://a1garage.com/locations/texas/san-antonio/garage-door-repair-and-installation-78233-p.html?utm_source=google&utm_medium=organic&utm_campaign=gbpwebsite[sanantonio-2],+1 210-239-9744,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMJNGyBPV7bYsdGXP6Q8RvztkbB915JgiaweC2q=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:54.230Z,,,
https://www.google.com/maps/place/S%26L+-+Garage+Door+Repair/data=!4m7!3m6!1s0xa6627a966428213f:0x920ac37075a11c82!8m2!3d29.4581826!4d-98.518079!16s%2Fg%2F11q3cs4ynk!19sChIJPyEoZJZ6YqYRghyhdXDDCpI,S&L - Garage Door Repair,5.0,37,Garage door supplier,,,https://slgaragedoor.com/,+1 210-750-6186,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNCCBZaXFHfC_VIn2z0p-k1SeJXVxGZo-LIdZnN=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:24:59.225Z,,,
https://www.google.com/maps/place/garagedoorssanantoniotx./data=!4m7!3m6!1s0x865c5fa17340ed45:0x758346fdebd42b8e!8m2!3d29.4282607!4d-98.4930147!16s%2Fg%2F11wr9dwnzk!19sChIJRe1Ac6FfXIYRjivU6_1Gg3U,garagedoorssanantoniotx.,5.0,1,Repair service,"112 E Pecan St, San Antonio, TX 78205, United States","CGH4+8Q San Antonio, Texas, USA",https://garagedoorssanantoniotx.com/contact.html,+1 210-628-9701,Open ⋅ Closes 11 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qrHCVd_-gsaYoxVF7MabaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.26001&pitch=0&thumbfov=100,false,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+San+Antonio+San+Antonio+TX/@29.4239862,-98.4916586,14z",2025-11-07T23:25:04.290Z,,,
