placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Black%27s+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x8900632d90b3f673:0x7fee3fc14d52e21f!8m2!3d33.8081916!4d-78.7124319!16s%2Fg%2F1tfff18f!19sChIJc_azkC1jAIkRH-JSTcE_7n8,Black's Tire & Auto Service,4.8,1785,Tire shop,· In-store shopping · In-store pick-up,"2415 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R75Q+72 North Myrtle Beach, South Carolina, USA",https://www.blackstire.com/Contact/Contact-A-Location/Mode/4/2415-Highway-17-South-North-Myrtle-Beach-SC-29582/details,+1 843-272-3875,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGqhMcXiSL8hnJ_uQyOAphHXU_qTasBDpy7YzhXZp9BzDkVC5FRTqB5ByKlHARHtH6WReDL9GxrS5yw9dp93XIHzsAireTcvCE4eJ8JM15RAsNlHl70IzNTqHj-IpuvoK0hYF1rQ=w408-h270-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:32.383Z,,
https://www.google.com/maps/place/Black%27s+Tire+%26+Auto+Service/data=!4m7!3m6!1s0x89007d2e5c4dd0af:0x7948699e3e5cc8d2!8m2!3d33.8169411!4d-78.6933238!16s%2Fg%2F1tgnbgrd!19sChIJr9BNXC59AIkR0shcPp5pSHk,Black's Tire & Auto Service,4.8,1192,Tire shop,· In-store shopping · In-store pick-up,"1201 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R884+QM North Myrtle Beach, South Carolina, USA",https://www.blackstire.com/Contact/Contact-A-Location/Mode/52/1201-Hwy17-S-North-Myrtle-Beach-SC-29582/details,+1 843-272-1738,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerw2zeDAJ5UPFMrpkGUQHvtg0LnPRcwNxwHoiS7m7oxjUmQMMo0Dpm3c7tpDXIaYHAXCLSCF72fwzk1uOvrJejJKBIFMLZWq9JJy1tRfcoksQXZV-picfn2MkRlDbhdcj58jrr-uTSd-18=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:38.606Z,,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x89007d2730e9c4cf:0xe661e11f5981616c!8m2!3d33.8354775!4d-78.6720971!16s%2Fg%2F11fw3kpw__!19sChIJz8TpMCd9AIkRbGGBWR_hYeY,Discount Tire,4.7,491,Tire shop,· In-store shopping · Kerbside pickup,"801 Hwy 17 N, North Myrtle Beach, SC 29582, United States","R8PH+55 North Myrtle Beach, South Carolina, USA",https://www.discounttire.com/store/sc/north-myrtle-beach/s/2214,+1 843-491-7005,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepR8WO8wsdsUGMmE_VKU2QF3YRI00yfcG_MJoUEl2eY8JjiECG0tTn3SP8qXRYx1cd70PLlQPt6RpuQaMWvY902mWenCpXF8efO1OquLPysJK9Xp7X3d5QLa5CK4ndbfkkmcmw=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:43.429Z,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x89007d2c1e3e9069:0xfea4f030e28caf08!8m2!3d33.8156894!4d-78.6953042!16s%2Fg%2F1tghd_n_!19sChIJaZA-Hix9AIkRCK-M4jDwpP4,Firestone Complete Auto Care,4.3,505,Tire shop,· In-store shopping · Kerbside pickup,"1325 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R883+7V North Myrtle Beach, South Carolina, USA",https://www.firestonecompleteautocare.com/south-carolina/north-myrtle-beach/1325-hwy-17-s/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 843-606-1720,"Open · Closes 7 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqyt9uPs_Tz6VavmCzxFyiVY4OwIf1f4Q5WjwPbBhKZF1FE8MSOiS3dEcpvI5LV95SYaZxpcs5nPl8W2pmf5iPmoN0bU8tys9B5yWKDOw_Hjast9_ELtPUTI2BN5mo_NWMULrT4Sg=w408-h271-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:48.703Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Pop%27s+Garage+%26+Alignment/data=!4m7!3m6!1s0x89008791f7d1b747:0x9790cb15ebd4abf8!8m2!3d33.8328215!4d-78.6449491!16s%2Fg%2F11bymx3mkk!19sChIJR7fR95GHAIkR-KvU6xXLkJc,Pop's Garage & Alignment,4.6,205,Auto repair shop,,"513 Sea Mountain Hwy, North Myrtle Beach, SC 29582, United States","R9M4+42 North Myrtle Beach, South Carolina, USA",,+1 843-663-1681,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSD6OD3HhDLY2YMDd9SiVkpW8s2DkX-1zVpM3mptrBZDtmWZTbPvFAniqrmV-g3AGYYfsamVYy2QaW_3b83_6S2L1qXs5PmTSp5T529nGD1gdkW1U2lQdXTvH7yFbfOhzw5ws=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:53.633Z,,
https://www.google.com/maps/place/Cherry+Grove+Automotive/data=!4m7!3m6!1s0x8900879aa4e51ce1:0x2f48c262419f3941!8m2!3d33.8393093!4d-78.6448427!16s%2Fg%2F1vysxczh!19sChIJ4RzlpJqHAIkRQTmfQWLCSC8,Cherry Grove Automotive,4.8,410,Auto repair shop,,"1012 Sea Mountain Hwy, North Myrtle Beach, SC 29582, United States","R9Q4+P3 North Myrtle Beach, South Carolina, USA",http://cherrygroveauto.com/,+1 843-249-6563,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaXmjDyR3w6G1JyhP-KeT5Xgc2VQryhqKwkGjGYjVuRWBJvDPLHLBUAkDznMRWynypzc-es0fQ7ew0Zq23tZnHXNIhaP8JTa507AQaPbIrJQ3EzHw8y721r8-H_NG49krgF1Uh=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:30:58.759Z,,
https://www.google.com/maps/place/Honest+Tom%27s+Auto+Care+N.M.B./data=!4m7!3m6!1s0x890063344bc9821b:0xf15faf53722d02ab!8m2!3d33.8077828!4d-78.723147!16s%2Fg%2F1thx4xwy!19sChIJG4LJSzRjAIkRqwItclOvX_E,Honest Tom's Auto Care N.M.B.,4.9,587,Auto repair shop,,"1200 33rd Ave S, North Myrtle Beach, SC 29582, United States","R75G+4P North Myrtle Beach, South Carolina, USA",https://www.honesttomauto.com/,+1 843-272-7265,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdnz0bnSxS3ltY2XiQ1vBmtD2grS3bX4mvDO6ppMLDY5eekKOfKjlfJQZYQvCxvuTCD-_9H5BndWws-ttKWHVC110Wtt97dFfF6mzcQ1qHahW9hhssE0yNmJUK18tdHT86e_H-Jw=w408-h611-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:31:03.757Z,,
https://www.google.com/maps/place/Allen%27s+Auto+Services/data=!4m7!3m6!1s0x8900877f0944e43b:0x6e7e1525674471ba!8m2!3d33.8125228!4d-78.7040252!16s%2Fg%2F1tl7pl01!19sChIJO-RECX-HAIkRunFEZyUVfm4,Allen's Auto Services,4.3,182,Auto repair shop,,"1630 Hwy 17 S #3948, North Myrtle Beach, SC 29582, United States","R77W+29 North Myrtle Beach, South Carolina, USA",http://allensautoservice.com/,+1 843-272-8031,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqy3agHl_G5jMTWOiaOJR6xYOs1QZef4wvYcznf1gRy2abetPpOQbMxDRdKH2arP3BHJvbb9Xlw1CtCcJ29vhQScyJCKtKfKDQKy67zXRAqXsbLKIZjgxewTounVUAti4ICSMme=w620-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:31:08.677Z,,
https://www.google.com/maps/place/Jiffy+Lube/data=!4m7!3m6!1s0x89007d7c4f807f61:0xc378b8a54268d392!8m2!3d33.8435536!4d-78.660404!16s%2Fg%2F1tcyspms!19sChIJYX-AT3x9AIkRktNoQqW4eMM,Jiffy Lube,4.3,1139,Oil change service,,"1551 Hwy 17 N, North Myrtle Beach, SC 29582, United States","R8VQ+CR North Myrtle Beach, South Carolina, USA",https://jiffylubespecials.com/locations/south-carolina/1551-hwy-17-north-n-myrtle-beach-29582?utm_source=GMB&utm_medium=organic&utm_campaign=Map_Pack_Store_3339,+1 843-249-9944,"Open · Closes 7 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweom6z0AvaUvr8KPIPe1-HvCJNvzVtQM2aKagXsJYOpzkGCXjrCIGlhIW9_vlxeQJ2wIvKyIvhBy2i_UjKx5lfZrZGdhJmBhCb1Dwvp0VO5Fb_Sq7ncA8NDDv_GciYwZAgzw0lX_JQ=w408-h271-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:31:13.739Z,,
https://www.google.com/maps/place/Smith%27s+Service+Center/data=!4m7!3m6!1s0x88ff8d4c41d95a69:0xe40fbe4fedee9540!8m2!3d33.8018862!4d-78.7248079!16s%2Fg%2F125_xw4cw!19sChIJaVrZQUyN_4gRQJXu7U--D-Q,Smith's Service Center,4.9,136,Auto repair shop,,"3700 Poinsett St, North Myrtle Beach, SC 29582, United States","R72G+Q3 North Myrtle Beach, South Carolina, USA",https://www.smithsmb.com/,+1 843-272-6584,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerPmR9rgrBDDJJgujSzqmU0ypPWqMuakw_Y4IZ6l-vSh5crXOpl-7LnxiAzE42XEcq0lQfYUPX2JlAnnedp6kIpB45rTC-o-Gps7atg7jGAoqmaCRqj4Y3Um9ynqjAF9D5YBhUsq_yFtcb_=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–2:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-03-23T17:31:18.643Z,,
