placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Devotion+Home+Health+Care/data=!4m7!3m6!1s0x2763f386d98a0a29:0xb122c45938097e53!8m2!3d33.5946478!4d-111.9793705!16s%2Fg%2F11t4y89723!19sChIJKQqK2YbzYycRU34JOFnEIrE,Devotion Home Health Care,5.0,17,Home health care service,"11201 N Tatum Blvd #300, Phoenix, AZ 85028, United States","H2VC+V7 Phoenix, Arizona, USA",http://www.devotionhomehealth.com/,+1 480-415-4423,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q-cFZUlmIX9cx9L2JhpUgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.57825&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:31.912Z,,
https://www.google.com/maps/place/ameriCARE+Arizona/data=!4m7!3m6!1s0x872b73a17e1cebd3:0xee96f679626f2c57!8m2!3d33.594583!4d-111.9793967!16s%2Fg%2F11gdkry1x_!19sChIJ0-scfqFzK4cRVyxvYnn2lu4,ameriCARE Arizona,5.0,17,Home health care service,"11811 N Tatum Blvd UNIT 3031, Phoenix, AZ 85028, United States","H2VC+R6 Phoenix, Arizona, USA",https://americareinfo.com/arizona/,+1 623-745-7550,Open ⋅ Closes 8 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOUUJf13pJBviW9SU8sjtkK6Egvy0SH-PT3i2_i=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:37.613Z,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x872b75d5a35e88d3:0x5476db3398e87239!8m2!3d33.5805055!4d-111.9321637!16s%2Fg%2F12636rs8w!19sChIJ04heo9V1K4cROXLomDPbdlQ,SYNERGY HomeCare,4.8,57,Home health care service,"10505 N 69th St #201, Paradise Valley, AZ 85253, United States","H3J9+64 Paradise Valley, Arizona, USA",https://synergyhomecare.com/az-paradise-valley-85253/,+1 480-947-1234,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPsC_WdmbLO41wBppWkblaB_0feqpMtJsOvIpcL=w546-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:42.276Z,,
https://www.google.com/maps/place/Connections+In+Homecare+%26+Communities/data=!4m7!3m6!1s0x872b72f893bfffff:0x277bbbac35e1a69b!8m2!3d33.5821575!4d-112.0069754!16s%2Fg%2F11g8vcxrq4!19sChIJ__-_k_hyK4cRm6bhNay7eyc,Connections In Homecare & Communities,5.0,39,Home health care service,"3519 E Shea Blvd Suite 102, Phoenix, AZ 85028, United States","HXJV+V6 Phoenix, Arizona, USA",https://connectionsinhomecare.com/,+1 602-708-8626,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMWbdvKMFqeDCqrzMDKLIkhyvyyukXV9cdkb-Go=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:46.920Z,,
https://www.google.com/maps/place/Homewatch+CareGivers+of+Phoenix/data=!4m7!3m6!1s0x872b730ab878a86f:0xb728977269b066b9!8m2!3d33.5873951!4d-111.9756306!16s%2Fg%2F11bc744_08!19sChIJb6h4uApzK4cRuWawaXKXKLc,Homewatch CareGivers of Phoenix,4.7,51,Home health care service,"11201 N Tatum Blvd #315, Phoenix, AZ 85028, United States","H2PF+XP Phoenix, Arizona, USA",https://www.homewatchcaregivers.com/phoenix/,+1 602-313-3991,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO8yBJ5189q4Qg10zsZRBIJl7h46VJ9srfKjkq7=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:51.749Z,,
https://www.google.com/maps/place/Inclusive+Home+Health+Care/data=!4m7!3m6!1s0x872b73004fbd64fb:0x17fae14d25a672b0!8m2!3d33.6004347!4d-111.9787171!16s%2Fg%2F11vrqtljjh!19sChIJ-2S9TwBzK4cRsHKmJU3h-hc,Inclusive Home Health Care,5.0,2,Group home,"12621 N Tatum Blvd, Phoenix, AZ 85032, United States","J22C+5G Phoenix, Arizona, USA",,+1 602-753-6144,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMs4aXdi-lDFIw47rogpPI6Q7HN2FGVnVw6TUHK=w408-h255-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:11:56.259Z,,
https://www.google.com/maps/place/The+Hills+Premium+Services+Home+Care/data=!4m7!3m6!1s0x8139eb27288979eb:0x46cee5852c4ebceb!8m2!3d33.6262506!4d-111.9422351!16s%2Fg%2F11vq05tpp2!19sChIJ63mJKCfrOYER67xOLIXlzkY,The Hills Premium Services Home Care,5.0,10,Home health care service,"6424 E Greenway Pkwy UNIT 101, Scottsdale, AZ 85254, United States","J3G5+G4 Scottsdale, Arizona, USA",https://thehillsprimeservices.com/,+1 480-234-1301,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rtSAzCWNqX9lIlHjp0ejrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.05205&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5:30 pm,9 am–3 pm,10 am–3 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:12:00.912Z,,
"https://www.google.com/maps/place/Phoenician+Home+Care/@33.674322,-111.978243,17z/data=!3m1!4b1!4m6!3m5!1s0x872b719d2cb0f975:0xf540e6aa2b288756!8m2!3d33.674322!4d-111.978243!16s%2Fg%2F11rhshnbcq",Phoenician Home Care,5.0,25,Home health care service,"20860 N Tatum Blvd #300, Phoenix, AZ 85050, United States","M2FC+PP Phoenix, Arizona, USA",https://phoenicianhomecare.com/,+1 480-714-9883,Open 24 hours,,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:12:07.632Z,,
https://www.google.com/maps/place/Arizona+Care+Providers+LLC/data=!4m7!3m6!1s0x872b719732f04e81:0x591d18372e9a6e35!8m2!3d33.6413826!4d-112.0139135!16s%2Fg%2F11cs4qkdvj!19sChIJgU7wMpdxK4cRNW6aLjcYHVk,Arizona Care Providers LLC,4.4,7,Home health care service,"17020 N 32nd St, Phoenix, AZ 85032, United States","JXRP+HC Phoenix, Arizona, USA",http://www.azcareproviders.com/,+1 602-635-4220,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gsdR934FUteztOup8KPjIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.60675&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:12:11.995Z,,
https://www.google.com/maps/place/Destiny+Hands+Home+Care/data=!4m7!3m6!1s0x872b71e6cafd91e3:0x50ecc5a46cdbebdc!8m2!3d33.6270503!4d-112.0250479!16s%2Fg%2F11vy_29xdg!19sChIJ45H9yuZxK4cR3OvbbKTF7FA,Destiny Hands Home Care,5.0,4,Health consultant,"2625 E Greenway Pkwy #290, Phoenix, AZ 85032, United States","JXGF+RX Phoenix, Arizona, USA",https://sites.google.com/destinyhandshomecare.com/home/home,+1 602-813-0975,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8HnRu_DiAmuR4X4wtmIKSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.93587&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2025-09-10T19:12:16.455Z,,
