placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Santa+Cruz+Parking+Services+Department/data=!4m7!3m6!1s0x808e4028d3581b95:0x4aa28baa1766a12a!8m2!3d36.9743406!4d-122.0296001!16s%2Fg%2F1tdb91lp!19sChIJlRtY0yhAjoARKqFmF6qLoko,Santa Cruz Parking Services Department,,,City government office,"809 Center St, Santa Cruz, CA 95060, United States","XXFC+P5 Santa Cruz, California, USA",https://www.cityofsantacruz.com/government/city-departments/public-works/parking-services/downtown-parking-lot-facilities-map,+1 831-420-5510,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SuIODwwhPWEpz_MgQ7wIwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.56522&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:18:42.174Z,,,,,,,,,,
https://www.google.com/maps/place/UCSC+Transportation+And+Parking+Services/data=!4m7!3m6!1s0x808e41279e23e619:0xf0b8023a0db812cd!8m2!3d36.979712!4d-122.0535782!16s%2Fg%2F11gj_q2db6!19sChIJGeYjnidBjoARzRK4DToCuPA,UCSC Transportation And Parking Services,1.4,46,University,"111 Ox Team Rd, Santa Cruz, CA 95064, United States","XWHW+VH Santa Cruz, California, USA",http://taps.ucsc.edu/,+1 831-459-4543,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTS-1VRYhAvuEqpbZ_WFcS7JvqQ22kiQtb--gzdHcAOb6_eb3YtmX8wNKZqMrn5QOtGhxOKP1QpzAdBf67Usn0sGCbfOF4Vd4xCfs5i6ErZ7yT3XT46hTrYHwqbwKlVEdcaDH-=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:18:47.878Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/100-198+Park+Pl+Parking/data=!4m7!3m6!1s0x808e6aa299e65321:0x1cbca2c2b0b934f5!8m2!3d36.9656167!4d-122.0139696!16s%2Fg%2F11f_p33t_h!19sChIJIVPmmaJqjoAR9TS5sMKivBw,100-198 Park Pl Parking,5.0,4,Parking lot,"100-198 Park Pl, Santa Cruz, CA 95060, United States","XX8P+6C Santa Cruz, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gRnaYH-EKnGNRfpCvaD6jQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.98566&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:18:51.114Z,,,,,,,,,,
https://www.google.com/maps/place/North+Perimeter+Parking+Lot+150/data=!4m7!3m6!1s0x808e4173f05db2c1:0xdfef1b90ec058672!8m2!3d37.002537!4d-122.0658898!16s%2Fg%2F11fz21lw9v!19sChIJwbJd8HNBjoARcoYF7JAb798,North Perimeter Parking Lot 150,5.0,2,Parking lot,"Heller Dr, Santa Cruz, CA 95064, United States","2W3M+2J Santa Cruz, California, USA",https://taps.ucsc.edu/parking/parking-permits/north-perimeter-map.html,+1 831-459-4543,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fmx6H1Jdj--5Sh-ktLQVTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.967113&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:18:54.696Z,,,,,,,,,,
https://www.google.com/maps/place/Lot+27/data=!4m7!3m6!1s0x808e6a9da462c875:0xf6ca5f85f990ebe7!8m2!3d36.969793!4d-122.0235489!16s%2Fg%2F11jz5gqg7x!19sChIJdchipJ1qjoAR5-uQ-YVfyvY,Lot 27,,,Parking lot,"316 Front St, Santa Cruz, CA 95060, United States","XX9G+WH Santa Cruz, California, USA",,+1 831-420-5184,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X6OFHkoV_YuNE5KM891WHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=55.14438&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:18:57.434Z,,,,,,,,,,
https://www.google.com/maps/place/Santa+Cruz+Parking+Office/data=!4m7!3m6!1s0x808e402f5263c52d:0xbebde01f732c9544!8m2!3d36.9752223!4d-122.0274619!16s%2Fg%2F1vm7bpm2!19sChIJLcVjUi9AjoARRJUscx_gvb4,Santa Cruz Parking Office,2.3,43,City government office,"124 Locust St, Santa Cruz, CA 95060, United States","XXGF+32 Santa Cruz, California, USA",https://www.cityofsantacruz.com/government/city-departments/public-works/parking-services,+1 831-420-6100,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3eu9_4DuifkSfxY9BwUV9o39YHepJD7RCpooyUT18xkj8ctVtGxzhWQ1P47V4beywXxLUjUeV9vFTWAFhqgxCiffdNx2JqpffcxyuZ438ieBbKBGa9QIkLzGRuXfeArih0mQ=w520-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:19:03.142Z,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,,,
https://www.google.com/maps/place/Public+Parking+-+Lot+7/data=!4m7!3m6!1s0x808e4027a2849d23:0x5c63b10e12988712!8m2!3d36.9722398!4d-122.0246451!16s%2Fg%2F11f2gshgv9!19sChIJI52EoidAjoAREoeYEg6xY1w,Public Parking - Lot 7,3.9,10,Parking lot,"511 Front St, Santa Cruz, CA 95060, United States","XXCG+V4 Santa Cruz, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZBL00td-CQDB543ZhC4G1Tu5zJHKYCZBSanY0ThCBmmkfKGB5sdOYdb-3k1ZVtnUFiL4ZdNXyprErzgj6Ys9Yf5rRWNOTonRwUoFH-Pcl3fP1zamSYFfiDbKVre9f7uR3xq4=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Santa+Cruz+Santa+Cruz+CA/@36.9741275,-122.028807,14z",2025-10-28T19:19:06.067Z,,,,,,,,,,
https://www.google.com/maps/place/Capitola+Village+Parking+Lot+%231+%28Upper%29/data=!4m7!3m6!1s0x808e15749a3cb8cd:0xf10640fe4c533d81!8m2!3d36.9750751!4d-121.9525256!16s%2Fg%2F11b7hnl7v8!19sChIJzbg8mnQVjoARgT1TTP5ABvE,Capitola Village Parking Lot #1 (Upper),4.5,161,Parking lot,"426 Capitola Ave, Capitola, CA 95010, United States","X2GW+2X Capitola, California, USA",,+1 831-475-7300,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJQns75bM1z6DYFuQYj00UIxNGvFAs_295WL3KJQqO5qkNcUOLEgQ2A9iQ0qXmeJlfAToy2rdv-9LURLT6hdJmhAkv5szbY7QB-44dmeJKyNxQ185vU54-DYHOPWOzVhSytoaj=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-10-28T19:19:18.692Z,,,,,,,,,,
https://www.google.com/maps/place/Capitola+Parking+Lot/data=!4m7!3m6!1s0x808e15004943c6e7:0xeefb82e3652d4474!8m2!3d36.9725159!4d-121.9501888!16s%2Fg%2F11y4hccfb1!19sChIJ58ZDSQAVjoARdEQtZeOC--4,Capitola Parking Lot,1.0,10,Parking lot,"90 El Camino Medio, Capitola, CA 95010, United States","X2FX+2W Capitola, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c9S87Vslzi1Aa6rptThVYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.19331&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2025-10-28T19:19:21.622Z,,,,,,,,,,
https://www.google.com/maps/place/The+Santa+Cruz+Experience/data=!4m7!3m6!1s0x808e402a6bb3be7b:0x470385558e47e57c!8m2!3d37.0407327!4d-122.0250121!16s%2Fg%2F1tx_6lhv!19sChIJe76zaypAjoARfOVHjlWFA0c,The Santa Cruz Experience,4.6,59,Airport shuttle service,"75 Mt Hermon Rd, Scotts Valley, CA 95066, United States","2XRF+7X Scotts Valley, California, USA",http://www.thesantacruzexperience.com/,+1 831-421-9883,,https://lh3.googleusercontent.com/p/AF1QipOEY-eyH0HaAzt-ZYMlYv1BsC3TaeOuhWcESri6=w408-h270-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Scotts+Valley+Santa+Cruz+CA/@37.048345,-122.0168296,14z",2025-10-28T19:19:33.022Z,,,,,,,,,,
