placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes
"https://www.google.com/maps/place/The+Center+for+Integrative+Wellness+-+Nicholas+Morgan,+ND/data=!4m7!3m6!1s0x8822ea6cf895b09f:0x366270eb5d44779d!8m2!3d42.7467428!4d-84.5460528!16s%2Fg%2F1pv2p9nmt!19sChIJn7CV-GzqIogRnXdEXetwYjY","The Center for Integrative Wellness - Nicholas Morgan, ND",4.9,58,Naturopathic practitioner,"1106 N Cedar St UNIT 200, Lansing, MI 48906, United States","PFW3+MH Lansing, Michigan, USA",https://naturopathic.doctor/,+1 517-455-7455,Open · Closes 6 pm,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipO-1Xzp5xo-D7U7dk8YRVbeAyBOQLEOW2dTMEpb=w426-h240-k-no,true,8 am–6 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,8 am–6 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:21.982Z,
https://www.google.com/maps/place/Michigan+Center+for+Holistic+Medicine/data=!4m7!3m6!1s0x8822ebf8d3ebc005:0x6aad9494d2bd6bc5!8m2!3d42.7339044!4d-84.5234067!16s%2Fg%2F11gm853nlb!19sChIJBcDr0_jrIogRxWu90pSUrWo,Michigan Center for Holistic Medicine,4.8,18,Medical office,"1909 E Michigan Ave, Lansing, MI 48912, United States","PFMG+HJ Lansing, Michigan, USA",http://micenterhm.com/,+1 616-264-6556,Open · Closes 3 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/p/AF1QipO9G--Ei4a09mfRnzvJ15Hkl2fy0UwEX3uPiug=w426-h240-k-no,true,9 am–3 pm,Closed,10 am–6 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:28.057Z,
https://www.google.com/maps/place/Michigan+Center+for+Functional+Medicine+Dr.+McSwain/data=!4m7!3m6!1s0x8822c1c704eaaaab:0x53433abdf9290638!8m2!3d42.7339044!4d-84.5234067!16s%2Fg%2F11gfgwbblk!19sChIJq6rqBMfBIogROAYp-b06Q1M,Michigan Center for Functional Medicine Dr. McSwain,5.0,2,Obstetrician-gynecologist,"1909 E Michigan Ave, Lansing, MI 48912, United States","PFMG+HJ Lansing, Michigan, USA",http://www.micenterhm.com/,+1 616-264-6556,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2JwmzaTIhebE224azR5etg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.51077&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:30.741Z,
https://www.google.com/maps/place/The+Center+for+Optimal+Health/data=!4m7!3m6!1s0x8822e996f438e761:0xabedd365122b9e5e!8m2!3d42.75795!4d-84.50396!16s%2Fg%2F1tcx7mq7!19sChIJYec49JbpIogRXp4rEmXT7as,The Center for Optimal Health,4.5,18,Wellness center,"1520 Ramblewood Dr, East Lansing, MI 48823, United States","QF5W+5C East Lansing, Michigan, USA",https://cfohealth.com/,+1 517-324-9400,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipMGIG2WkQo7qV-qr9gadoJ08psZgzAyLuO9VUl_=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:35.500Z,
https://www.google.com/maps/place/Rassel-Daigneault+Holistic+Health+Center/data=!4m7!3m6!1s0x8822e9e44c9382eb:0xea8abfa5b69b7855!8m2!3d42.7396485!4d-84.5086923!16s%2Fg%2F1tfczfc1!19sChIJ64KTTOTpIogRVXibtqW_iuo,Rassel-Daigneault Holistic Health Center,4.8,388,Chiropractor,"537 N Clippert St, Lansing, MI 48912, United States","PFQR+VG Lansing, Michigan, USA",https://lansingchiropracticclinic.com/,+1 517-336-8880,Closed · Opens 3 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipPhi_gUTxmB5TbptnuhKzF0_5P9VcVra9cpaTya=w426-h240-k-no,true,"7–10 am, 3–6 pm",3–6 pm,"7–10 am, 3–6 pm","7–10 am, 3–6 pm",9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:40.789Z,
https://www.google.com/maps/place/True+Health+Solutions+Clinic/data=!4m7!3m6!1s0x2fb0079c72c0bd2b:0x89c763ea3f12926a!8m2!3d42.7664013!4d-84.5075821!16s%2Fg%2F11rtyg08hw!19sChIJK73AcpwHsC8RapISP-pjx4k,True Health Solutions Clinic,4.8,19,Medical clinic,"1675 Watertower Pl #700, East Lansing, MI 48823, United States","QF8R+HX East Lansing, Michigan, USA",https://truehealthsolutionsclinic.com/,+1 517-898-7832,Open · Closes 3 pm,LGBTQ+ friendly,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eorG7ewATRh4ozdGPSfB-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.37833&pitch=0&thumbfov=100,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:45.590Z,
https://www.google.com/maps/place/Cherry+Blossom+Natural+Wellness/data=!4m7!3m6!1s0x8822eb4a76ff54c7:0x9d8bd7651de29473!8m2!3d42.7404944!4d-84.5367494!16s%2Fg%2F11rc4c290m!19sChIJx1T_dkrrIogRc5TiHWXXi50,Cherry Blossom Natural Wellness,5.0,10,Naturopathic practitioner,"1020 E Saginaw St, Lansing, MI 48906, United States","PFR7+58 Lansing, Michigan, USA",http://www.cherryblossomnaturalwellness.com/,+1 248-274-6516,Open · Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bYK-eRb0Dbe_oC_jeJGnEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.62897&pitch=0&thumbfov=100,true,11 am–5 pm,10 am–5 pm,11 am–4 pm,11 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:50.529Z,
https://www.google.com/maps/place/Rachel+Redmond+%7C+Redmond+Functional+Health/data=!4m7!3m6!1s0x8822e996f5c00001:0x15f179fdd1c028ed!8m2!3d42.7582085!4d-84.4860173!16s%2Fg%2F11ghr0cm9h!19sChIJAQDA9ZbpIogR7SjA0f158RU,Rachel Redmond | Redmond Functional Health,5.0,45,Acupuncture clinic,"221 W Lake Lansing Rd, East Lansing, MI 48823, United States","QG57+7H East Lansing, Michigan, USA",http://rachel-redmond.com/,+1 810-692-0157,,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOQR_N9qIvs2z7J-UblWN6j8jyLHJkOA5eqXLDT=w408-h451-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:08:56.016Z,
https://www.google.com/maps/place/Moore+Life+Health+and+Healing/data=!4m7!3m6!1s0x8822ea0e8d827cdf:0xc009f3c8596fbb7d!8m2!3d42.7405521!4d-84.5367815!16s%2Fg%2F11f33w4cpv!19sChIJ33yCjQ7qIogRfbtvWcjzCcA,Moore Life Health and Healing,4.9,122,Chiropractor,"1020 E Saginaw St Suite A, Lansing, MI 48906, United States","PFR7+67 Lansing, Michigan, USA",https://moorelifehealth.com/,+1 517-781-4884,Closed · Opens 2 pm,LGBTQ+ friendly,,https://lh3.googleusercontent.com/p/AF1QipOwnH5cMKP7WStVlTw5TlZ9WwAAH_FQ6BYihaiI=w408-h518-k-no,true,2–6 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:09:00.940Z,
"https://www.google.com/maps/place/David+N+Grimshaw,+DO,+PLC/data=!4m7!3m6!1s0x8822dd6f289a7671:0x6f484791b5123fbf!8m2!3d42.7467367!4d-84.5460745!16s%2Fg%2F1tdy525d!19sChIJcXaaKG_dIogRvz8StZFHSG8","David N Grimshaw, DO, PLC",5.0,9,Osteopath,"1106 N Cedar St Suite 200B, Lansing, MI 48906, United States","PFW3+MH Lansing, Michigan, USA",http://www.oldtowndoc.com/,+1 517-492-4818,Open · Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6JAzTpRinar5aeOetpZWxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.25406&pitch=0&thumbfov=100,true,9 am–5 pm,8:30 am–5 pm,9 am–5 pm,8:30 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-23T18:09:05.839Z,
