placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Prospect+Building/data=!4m7!3m6!1s0x87d2a37659d39493:0x18cc665e656bbc9e!8m2!3d34.7662192!4d-92.3395891!16s%2Fg%2F11bxfjnfpd!19sChIJk5TTWXaj0ocRnrxrZV5mzBg,Prospect Building,4.4,45,Property management company,"1501 N University Ave, Little Rock, AR 72207, United States","QM86+F5 Little Rock, Arkansas, USA",,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiCDdUIHcuWzfIkhocd9nG5wC-oFa_tdYx_iEVuzX2o_Rt-NLX6MzO5z8UfupFRESDkUZnmd1Gkz63KO4M6aGjXZA1dp1X9WzemfZFFOzFL7m06hQY5nNSKoP-wu60pANTUARJ=w426-h240-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:05:54.156Z,,,
https://www.google.com/maps/place/Phillips+Development+Corporation/data=!4m7!3m6!1s0x87d2a376f833933d:0x8825867d4cad686!8m2!3d34.7662336!4d-92.3395413!16s%2Fg%2F1tg5vldh!19sChIJPZMz-Haj0ocRhtbK1GdYggg,Phillips Development Corporation,3.2,6,Property management company,"1501 N University Ave #740, Little Rock, AR 72207, United States","QM86+F5 Little Rock, Arkansas, USA",http://www.pdccompanies.com/,+1 501-666-9629,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNJ2_pKf92BE3E_9HU4_7tesPf4l16QWiEoU7lx=w408-h544-k-no,true,8 am–4:30 pm,8 am–12 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:05:58.991Z,,,
https://www.google.com/maps/place/RPM+Group/data=!4m7!3m6!1s0x87d2a376f833933d:0xb8a4580e44f81e88!8m2!3d34.7651263!4d-92.3397715!16s%2Fg%2F1tl8l7g4!19sChIJPZMz-Haj0ocRiB74RA5YpLg,RPM Group,1.9,25,Property management company,"Prospect Building, 1501 N University Ave, Little Rock, AR 72207, United States","QM86+33 Little Rock, Arkansas, USA",http://www.rpmgroup.com/,+1 501-664-7807,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rfqK6nyxm9cOiKaviDAHaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.81452&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:03.891Z,,,
https://www.google.com/maps/place/Turnkey+Property+Management/data=!4m7!3m6!1s0x87d2a3053dbef767:0x3a2c0a5698e4d118!8m2!3d34.7571479!4d-92.3757896!16s%2Fg%2F11l2y69dh2!19sChIJZ_e-PQWj0ocRGNHkmFYKLDo,Turnkey Property Management,4.7,125,Property management company,"9101 N Rodney Parham Rd Suite D, Little Rock, AR 72205, United States","QJ4F+VM Little Rock, Arkansas, USA",http://turnkeypmg.com/,+1 501-288-9712,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNkXZcX-50f2p1u6gwVB4c_jCKTW-9PPym2ARIi=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:08.340Z,,,
https://www.google.com/maps/place/Fletcher+Property+Management/data=!4m7!3m6!1s0x87d2a1545cf95ccf:0x5ea3befb7c498bf5!8m2!3d34.7533356!4d-92.3847435!16s%2Fg%2F1tffvgmr!19sChIJz1z5XFSh0ocR9YtJfPu-o14,Fletcher Property Management,4.1,27,Property management company,"9911 W Markham St, Little Rock, AR 72205, United States","QJ38+84 Little Rock, Arkansas, USA",http://www.fletcherpm.com/,+1 501-296-9922,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=smBA0NrqvGpdVjnYbLQjlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.12497&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:10.770Z,,,
https://www.google.com/maps/place/BSR/data=!4m7!3m6!1s0x87d2bb5f2ba91ed1:0xf1fb531e85846293!8m2!3d34.750521!4d-92.286544!16s%2Fg%2F1tfx5f7s!19sChIJ0R6pK1-70ocRk2KEhR5T-_E,BSR,4.1,31,Property management company,"1400 W Markham St Ste 202, Little Rock, AR 72201, United States","QP27+69 Little Rock, Arkansas, USA",http://www.bsrreit.com/,+1 501-374-5050,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNjOJIdWZatuefSaexy1FHzTh78rYKxv82Gd1KV=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:15.334Z,,,
"https://www.google.com/maps/place/Solid+Rock+Property+Management,+LLC/data=!4m7!3m6!1s0x87d2bb7b5506ae6d:0x5cb983f8cd56661f!8m2!3d34.747287!4d-92.272751!16s%2Fg%2F11bc969dbv!19sChIJba4GVXu70ocRH2ZWzfiDuVw","Solid Rock Property Management, LLC",4.3,53,Property management company,"221 W 2nd St #501-G, Little Rock, AR 72201, United States","PPWG+WV Little Rock, Arkansas, USA",http://www.solidrockar.com/,+1 501-612-3260,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mmnRKKHQfWR8PF-S9R1ZAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.17062&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:19.793Z,,,
https://www.google.com/maps/place/The+Flats+at+SoMa/data=!4m7!3m6!1s0x87d2bbfbbdad5c29:0xa34f9dcd33ba737a!8m2!3d34.7248158!4d-92.2719023!16s%2Fg%2F11ycycwkpb!19sChIJKVytvfu70ocRenO6M82dT6M,The Flats at SoMa,4.7,13,Property management company,"231 E 25th St, Little Rock, AR 72206, United States","PPFH+W6 Little Rock, Arkansas, USA",https://www.somaflats.com/,+1 501-519-3385,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNl7euwxu3RD0lFHBB5m9-QCT5QNjMSiCd2Iai9=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:24.317Z,,,
https://www.google.com/maps/place/Oak+Tree+Properties/data=!4m7!3m6!1s0x87d2bb59203136eb:0x6edc00d966ad0ee!8m2!3d34.7497284!4d-92.2885458!16s%2Fg%2F11g0k1h0m7!19sChIJ6zYxIFm70ocR7tBqlg3A7QY,Oak Tree Properties,5.0,3,Property management company,"1608 W 2nd St, Little Rock, AR 72201, United States","PPX6+VH Little Rock, Arkansas, USA",https://oaktreepropertiesar.com/about-us/,+1 501-563-5555,Closes soon ⋅ 3 pm ⋅ Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1OHceUoBLdh3hQbsLnTFmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.72653&pitch=0&thumbfov=100,false,9 am–3 pm,Closed,Closed,Closed,Closed,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:28.907Z,,,
https://www.google.com/maps/place/RPM+Group+-+Rental+Division/data=!4m7!3m6!1s0x87d2a376f833933d:0x23a4965b1164ba94!8m2!3d34.7663169!4d-92.3395783!16s%2Fg%2F1wj_ttf8!19sChIJPZMz-Haj0ocRlLpkEVuWpCM,RPM Group - Rental Division,2.1,41,Commercial real estate agency,"1501 N University Ave, Little Rock, AR 72207, United States","QM86+G5 Little Rock, Arkansas, USA",http://www.rpmrealty.com/,+1 501-664-7807,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_MS3ZjuZWKZMOaHgzW4ot__IPkfG1wdS9nV0Szvhy6BBRKjxyy27GTt6p_QoiaVMGVVzKXTKXY97FNdEg4A6ZJ2cdqEbnjx9qA3SsRX-oy_xaYZcUlH5aCQocd9Gv3GHuGkaY2A=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Hillcrest+Little+Rock+AR/@34.7547449,-92.3246274,14z",2025-09-25T19:06:31.443Z,,,
