placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error
https://www.google.com/maps/place/WilsonHaag+-+Amarillo+Office/data=!4m7!3m6!1s0x87014efbe7fe69e9:0x306e22a511bfdad8!8m2!3d35.2089078!4d-101.8369287!16s%2Fg%2F1tdk5mpv!19sChIJ6Wn-5_tOAYcR2Nq_EaUibjA,WilsonHaag - Amarillo Office,4.9,20,Certified public accountant,"418 S Polk St # 200, Amarillo, TX 79101, United States","6557+H6 Amarillo, Texas, USA",https://wilsonhaag.com/locations/amarillo-cpa/,+1 806-372-3331,,https://lh3.googleusercontent.com/p/AF1QipOeQFAoN6NC8BZNPTXOvAHuEMqOSFzSoTuzlZQH=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:30.237Z,,,,,,,,,,
"https://www.google.com/maps/place/L.+Kruckeberg,+CPA+-+Kruckeberg+%26+Company/data=!4m7!3m6!1s0x87014fdc09beec1d:0x88f6dbd8a0ee9944!8m2!3d35.1814875!4d-101.8824444!16s%2Fg%2F12602nn5t!19sChIJHey-CdxPAYcRRJnuoNjb9og","L. Kruckeberg, CPA - Kruckeberg & Company",4.8,31,Accountant,"3221 Commerce St, Amarillo, TX 79109, United States","54J9+H2 Amarillo, Texas, USA",http://www.amarillocpa.com/,+1 806-553-1245,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOuBBG-9mZLNrDSzjoTX4HdcJVwQKgIYdblCd_N=w408-h248-k-no,false,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:36.497Z,LGBTQ+ friendly,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,,
"https://www.google.com/maps/place/Roni+Swindell,+Certified+Public+Accountant/data=!4m7!3m6!1s0x87014fdbc958110f:0x7e9c1d0b307c92fa!8m2!3d35.2074701!4d-101.8386077!16s%2Fg%2F11my4hlvfk!19sChIJDxFYydtPAYcR-pJ8MAsdnH4","Roni Swindell, Certified Public Accountant",5.0,1,Accountant,"600 S Tyler St Suite 2100, Amarillo, TX 79101, United States","6546+XH Amarillo, Texas, USA",,+1 806-350-7394,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MgVI2XII9wQLhUzCXhcx1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.23444&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:39.230Z,,,,,,,,,,
https://www.google.com/maps/place/LPT+CPAs+%2B+Advisors+PLLC/data=!4m7!3m6!1s0x87014efd014692a1:0x409fe3ddb4a4607b!8m2!3d35.2048614!4d-101.8348633!16s%2Fg%2F1tp_6vlj!19sChIJoZJGAf1OAYcRe2CktN3jn0A,LPT CPAs + Advisors PLLC,4.0,4,Certified public accountant,"801 S Fillmore St Suite 420, Amarillo, TX 79101, United States","6538+W3 Amarillo, Texas, USA",http://www.lpt.cpa/,+1 806-373-4884,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXo8g_cLy2u3vW4cgfRe1EesQInBBsmWwYUMny=w408-h432-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:44.070Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,
https://www.google.com/maps/place/Knapp+Business+Solutions/data=!4m7!3m6!1s0x87014e55c4340d9d:0xc9bda61cb385acf5!8m2!3d35.2034778!4d-101.8401053!16s%2Fg%2F1td5xm06!19sChIJnQ00xFVOAYcR9ayFsxymvck,Knapp Business Solutions,4.6,50,Tax preparation service,"1001 S Harrison St, Amarillo, TX 79101, United States","6535+9X Amarillo, Texas, USA",https://kbstax.com/,+1 806-372-9016,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npoMX7JOB4e82WBlk7ZHLJLL74vpev5aMe0VQ3e4CQV9RUjoNm5bNXFnwcQQzizxvDDXk_CLX_z9QZDPDTXHh_cTLkL15w58ySXtdHDhaKtI0s-gqHKV4UYCovBZ9fCHwwOEJ0=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:49.174Z,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,,
https://www.google.com/maps/place/Dodson+Talmadge+PLLC/data=!4m7!3m6!1s0x87014ef94d5242cb:0xbef8552c6b86d0ff!8m2!3d35.2076395!4d-101.8388846!16s%2Fg%2F11b6jgsj4x!19sChIJy0JSTflOAYcR_9CGayxV-L4,Dodson Talmadge PLLC,5.0,1,Accountant,"600 S Tyler St #1804, Amarillo, TX 79101, United States","6556+3C Amarillo, Texas, USA",http://dodsoncpa.net/,+1 806-318-4085,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kQHVq1aSwV-7v9s8XQ8EYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.78925&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:54.232Z,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,
"https://www.google.com/maps/place/Glenda+McCrary,+P.C./data=!4m7!3m6!1s0x8701503609eb3f87:0xecf0370f5d5b8703!8m2!3d35.196469!4d-101.867827!16s%2Fg%2F1tld0mmt!19sChIJhz_rCTZQAYcRA4dbXQ838Ow","Glenda McCrary, P.C.",5.0,2,Certified public accountant,"1619 S Kentucky St # D1800, Amarillo, TX 79102, United States","54WJ+HV Amarillo, Texas, USA",http://www.glendacpa.com/,+1 806-359-5252,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9frHgiHvlKp9Uizpv3lEHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.65344&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:14:59.291Z,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,,
"https://www.google.com/maps/place/Doshier,+Pickens+%26+Francis,+LLC/data=!4m7!3m6!1s0x87014efa4ac062e9:0x7d5775d36befd273!8m2!3d35.2104255!4d-101.8361956!16s%2Fg%2F1vgx162g!19sChIJ6WLASvpOAYcRc9Lva9N1V30","Doshier, Pickens & Francis, LLC",5.0,1,Accountant,"301 S Polk St Ste 800, Amarillo, TX 79101, United States","6567+5G Amarillo, Texas, USA",http://www.dpfcpa.com/,+1 806-373-3011,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OrU78IOsu0y2oPrbCdR2vA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.366875&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:15:04.304Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Stewart+Martin+Dudley+%26+Webb/data=!4m7!3m6!1s0x87014efd014692a1:0x5fc952fead5b2c89!8m2!3d35.2076395!4d-101.8388846!16s%2Fg%2F1vqmjtt_!19sChIJoZJGAf1OAYcRiSxbrf5SyV8,Stewart Martin Dudley & Webb,5.0,2,Certified public accountant,"600 S Tyler St Suite 2500, Amarillo, TX 79101, United States","6556+3C Amarillo, Texas, USA",http://www.smdwcpa.com/,+1 806-374-7576,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kQHVq1aSwV-7v9s8XQ8EYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.78925&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:15:09.096Z,,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,,
https://www.google.com/maps/place/Hallman+%26+Berry/data=!4m7!3m6!1s0x87014e485604c051:0x92cca1119bde3a23!8m2!3d35.2083641!4d-101.8633671!16s%2Fg%2F1tcyxwnn!19sChIJUcAEVkhOAYcRIzremxGhzJI,Hallman & Berry,5.0,2,Accountant,"2310 Line Ave, Amarillo, TX 79106, United States","645P+8M Amarillo, Texas, USA",,+1 806-372-5528,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vASOSEvmr5XbfVek3P3p0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.09058&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2025-10-19T15:15:11.948Z,,,,,,,,,,
