placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/MercyOne+Des+Moines+Pain+Management/data=!4m7!3m6!1s0x87ee990a219cc381:0x27cb2e17cc2b1de7!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F1tgdczlz!19sChIJgcOcIQqZ7ocR5x0rzBcuyyc,MercyOne Des Moines Pain Management,3.4,21,Medical clinic,"1111 6th Ave #3, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/location/mercyone-des-moines-pain-management,+1 515-247-3150,,https://lh3.googleusercontent.com/p/AF1QipNp6_QwAsYy1ztgKVBqAgx6jt_jrEbB6X0Pe3oA=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:37:40.960Z,,,,,,,,,,,
"https://www.google.com/maps/place/Thomas+Klein,+D.O.+-+Iowa+Ortho+Des+Moines/data=!4m7!3m6!1s0x87ee99501de0ff8d:0xc672b2ad5ebe6aed!8m2!3d41.5967822!4d-93.6235217!16s%2Fg%2F11gy6j4d1p!19sChIJjf_gHVCZ7ocR7Wq-Xq2ycsY","Thomas Klein, D.O. - Iowa Ortho Des Moines",4.8,230,Pain management physician,"450 Laurel St A, Des Moines, IA 50314, United States","H9WG+PH Des Moines, Iowa, USA",https://www.iowaortho.com/providers/thomas-g-klein-d-o/,+1 515-247-8400,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNI8yk_RLJ7WB2BfCBSbPmkU4xY0CvomtF6KDPO=w408-h612-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:37:46.974Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
https://www.google.com/maps/place/Metro+Anesthesia+%26+Pain+Management/data=!4m7!3m6!1s0x87ee90ad62f43deb:0xcc294b82734a8c75!8m2!3d41.6273023!4d-93.5713181!16s%2Fg%2F1thtq46_!19sChIJ6z30Yq2Q7ocRdYxKc4JLKcw,Metro Anesthesia & Pain Management,4.7,133,Nurse practitioner,"2459 E Euclid Ave suite b, Des Moines, IA 50317, United States","JCGH+WF Des Moines, Iowa, USA",http://www.metropainmanagement.com/,+1 515-261-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeuFPMBGPJIF_cg-C_DdRkzcpMCO3eQOIByQXKVRPfshfJqZWVhLfgyk3HLFTHIigq7ZLvth-2aemd5UNx5gdrHHSOJxOL21kpElvA2a_WqQHJvHZRvG-vpc7sx-efwDL1wVlQ=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:37:51.931Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5:30 pm,,,,
"https://www.google.com/maps/place/J.+Wesley+Rayburn,+M.D.+-+Iowa+Ortho+Des+Moines/data=!4m7!3m6!1s0x87ee9909b3ed87ff:0x20fa8ce0badd0066!8m2!3d41.596876!4d-93.623403!16s%2Fg%2F11cr_85znx!19sChIJ_4ftswmZ7ocRZgDduuCM-iA","J. Wesley Rayburn, M.D. - Iowa Ortho Des Moines",4.8,193,Pain management physician,"450 Laurel St A, Des Moines, IA 50314, United States","H9WG+QJ Des Moines, Iowa, USA",https://www.iowaortho.com/providers/wesley-j-rayburn-m-d/,+1 515-247-8400,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN0qZSk4WAKdwO5ANZjzuGs4B4jbr6Z6iORjUjR=w408-h612-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:37:56.842Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Jolene+Smith,+DO/data=!4m7!3m6!1s0x87ee99b55188d7d5:0xc10e098bc4791017!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F11qkts059m!19sChIJ1deIUbWZ7ocRFxB5xIsJDsE","Jolene Smith, DO",3.4,12,Pain management physician,"1111 6th Ave #3, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/provider/jolene-smith-do-palliative-care,+1 515-247-3150,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMaDSmEPnu-w5L435CgV-2X6c63zdazIylnACzv=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:01.754Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,,,,
"https://www.google.com/maps/place/Daniel+Moyse,+MD/data=!4m7!3m6!1s0x87ee995adc0314a9:0x246baf5c056b8172!8m2!3d41.5986713!4d-93.6228884!16s%2Fg%2F11l87bqs_p!19sChIJqRQD3FqZ7ocRcoFrBVyvayQ","Daniel Moyse, MD",2.6,5,Pain management physician,"1111 6th Avenue, West Building, Level 3, Des Moines, IA 50314, United States","H9XG+FR Des Moines, Iowa, USA",https://www.mercyone.org/desmoines/provider/daniel-moyse-md-anesthesiology,+1 515-247-3150,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipOe-TYO_ZLLp-vcaKubg2VV3ZHXIpoUrqqEdxhg=w408-h408-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:06.520Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,,,,
"https://www.google.com/maps/place/Clay+E+Ransdell,+DO/data=!4m7!3m6!1s0x87ec211928323e47:0x7e254b278c1ed8d4!8m2!3d41.6273023!4d-93.5712257!16s%2Fg%2F1tdg3s51!19sChIJRz4yKBkh7IcR1NgejCdLJX4","Clay E Ransdell, DO",4.9,26,Pain management physician,"2459 E Euclid Ave suite b, Des Moines, IA 50317, United States","JCGH+WG Des Moines, Iowa, USA",,+1 515-261-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=djCUA95c_5bUgb93SC3wdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.5202&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:11.381Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Jill+Duffy,+ARNP/data=!4m7!3m6!1s0x87ee999943bd5815:0x85a6f777a1b87a5f!8m2!3d41.6156278!4d-93.6402494!16s%2Fg%2F11m9myx9n7!19sChIJFVi9Q5mZ7ocRX3q4oXf3poU","Jill Duffy, ARNP",5.0,1,Nurse practitioner,"1761 Hickman Rd, Des Moines, IA 50314, United States","J985+7W Des Moines, Iowa, USA",http://www.broadlawns.org/clinics-and-services/pain-management,+1 515-282-8270,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPRyrHZ1_4_gcA544Mee6ToJlT0JW67NwahX7Dr=w408-h273-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:16.000Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,,
"https://www.google.com/maps/place/Christopher+F+Stalvey,+DO/data=!4m7!3m6!1s0x87ee90ad62f43deb:0x3001095c6e185ae3!8m2!3d41.6273023!4d-93.5712257!16s%2Fg%2F1hc7sgklq!19sChIJ6z30Yq2Q7ocR41oYblwJATA","Christopher F Stalvey, DO",4.6,32,Pain management physician,"2459 E Euclid Ave suite b, Des Moines, IA 50317, United States","JCGH+WG Des Moines, Iowa, USA",,+1 515-261-7246,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=djCUA95c_5bUgb93SC3wdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.5202&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:20.833Z,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,,
"https://www.google.com/maps/place/Audra+Ramsey,+DO/data=!4m7!3m6!1s0x87ee99cef4ac0593:0xb6e4da2f4540ed1c!8m2!3d41.6156116!4d-93.639941!16s%2Fg%2F11ppg6ltp2!19sChIJkwWs9M6Z7ocRHO1ARS_a5LY","Audra Ramsey, DO",5.0,1,Family practice physician,"1761 Hickman Rd, Des Moines, IA 50314, United States","J986+62 Des Moines, Iowa, USA",https://www.broadlawns.org/clinics-and-services/pain-management,+1 515-282-8270,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPODCGNlIfYDAUXlCX1FQSpsIdB9z9SgaVEJadv=w408-h273-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2026-01-28T18:38:25.538Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,,
