placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Pain+Center+of+Rhode+Island/data=!4m7!3m6!1s0x89e44f506488793f:0xfead34e95ade24a7!8m2!3d41.7689611!4d-71.4547672!16s%2Fg%2F11h58ppkm6!19sChIJP3mIZFBP5IkRpyTeWuk0rf4,Pain Center of Rhode Island,5.0,1185,Pain management physician,"1150 Reservoir Ave STE 200, Cranston, RI 02920, United States","QG9W+H3 Cranston, Rhode Island, USA",https://paincenterofri.com/,+1 401-648-6100,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNBvee0gIPVOWjpLTX0EILb3KrwOR9KqW557Qpa=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:17.514Z,,
https://www.google.com/maps/place/Coastal+Chiropractic+Group+-+Bristol+Upper+Cervical+Chiropractor/data=!4m7!3m6!1s0x89e4547acfbfdcb1:0x7652c58c148986e6!8m2!3d41.6934359!4d-71.2622894!16s%2Fg%2F1vd3wts8!19sChIJsdy_z3pU5IkR5oaJFIzFUnY,Coastal Chiropractic Group - Bristol Upper Cervical Chiropractor,4.9,88,Chiropractor,"576 Metacom Avenue Belltower Plaza, Suite 8, Bristol, RI 02809, United States","MPVQ+93 Bristol, Rhode Island, USA",http://www.coastalchiropracticgroup.com/,+1 401-253-1130,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNBSuhBY7n4mkUF-0njrIMlbilZyflRNTWDkPHf=w408-h307-k-no,true,8 am–2 pm,8 am–5 pm,Closed,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:22.614Z,,
https://www.google.com/maps/place/Dr.+Blanki+Cherubini/data=!4m7!3m6!1s0x89e44f2009df5f6b:0x8edc17a1b1900f86!8m2!3d41.7689611!4d-71.4547672!16s%2Fg%2F11h3mv8frm!19sChIJa1_fCSBP5IkRhg-QsaEX3I4,Dr. Blanki Cherubini,5.0,59,Sports medicine physician,"1150 Reservoir Ave STE 200, Cranston, RI 02920, United States","QG9W+H3 Cranston, Rhode Island, USA",http://paincenterofri.com/,+1 401-648-6100,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOf3Pc3VELILG1mUqsNIVp5jUredtehC6nOZaHg=w426-h240-k-no,true,9 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:27.030Z,,
https://www.google.com/maps/place/Comprehensive+Pain+Management/data=!4m7!3m6!1s0x89e44c07e2077649:0x85d2d81b8881174d!8m2!3d41.7064829!4d-71.4519442!16s%2Fg%2F11bwfhzt6k!19sChIJSXYH4gdM5IkRTReBiBvY0oU,Comprehensive Pain Management,3.5,133,Anesthesiologist,"2870 Post Rd, Warwick, RI 02886, United States","PG4X+H6 Warwick, Rhode Island, USA",http://www.comprehensivepainmd.com/,+1 401-352-0007,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweonFbpFKUMkmVnpDXVesf2LZ4ynSqwUz68yqp8ujepYjAzIqFkQAAAlIWNwSV5OEVaTJR1D_E-GGvgXpGP2aXjWJb0eKQacXCs6tU73wLSrnbRbpImp_yH9vN1tUY7d9CP1zC-c=w408-h544-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:31.341Z,,
https://www.google.com/maps/place/Comprehensive+Pain+Management/data=!4m7!3m6!1s0x89e5bbd0d86c5b2b:0xaf119dc4336d9771!8m2!3d41.4556926!4d-71.4706435!16s%2Fg%2F11c6_w1wm6!19sChIJK1ts2NC75YkRcZdtM8SdEa8,Comprehensive Pain Management,2.9,19,Anesthesiologist,"50 South County Commons Way Bldg 50, 2nd Floor, Ste, #5A, South Kingstown, RI 02879, United States","FG4H+7P South Kingstown, Rhode Island, USA",http://www.comprehensivepainmd.com/,+1 401-234-9677,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipO-xO120FvzASYlvtNCqkHzwf5wrttf0hb_aXJS=w408-h323-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:35.708Z,,
https://www.google.com/maps/place/Precision+Pain+Treatment+Clinic/data=!4m7!3m6!1s0x89e4471be5890db1:0x70f4f982659d54a4!8m2!3d41.8726462!4d-71.5318952!16s%2Fg%2F1yg4fj6zf!19sChIJsQ2J5RtH5IkRpFSdZYL59HA,Precision Pain Treatment Clinic,4.2,27,Pain management physician,"14 Cedar Swamp Rd, Smithfield, RI 02917, United States","VFF9+36 Smithfield, Rhode Island, USA",https://precisionhealthandaesthetics.com/,+1 401-231-0060,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zHI3U8rFHouqG4ed5hcq4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.90529&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:40.047Z,,
https://www.google.com/maps/place/Medical+Associates+of+Rhode+Island/data=!4m7!3m6!1s0x89e4540464282085:0x48b23c15169bf85!8m2!3d41.6952648!4d-71.2788492!16s%2Fg%2F1264d3j86!19sChIJhSAoZARU5IkRhb9pUcEjiwQ,Medical Associates of Rhode Island,2.8,33,Medical clinic,"1180 Hope St, Bristol, RI 02809, United States","MPWC+4F Bristol, Rhode Island, USA",http://www.medassociatesofri.com/,+1 401-253-8900,Open · Closes 4:45 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K7Z9ZhNjDkIdNFOEK2QHiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.953835&pitch=0&thumbfov=100,true,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,8–11:45 am,Closed,8 am–4:45 pm,8 am–4:45 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:44.447Z,,
https://www.google.com/maps/place/Bristol+Medical+Center/data=!4m7!3m6!1s0x89e4540464282085:0xad693433f38c1ed!8m2!3d41.6953974!4d-71.2786989!16s%2Fg%2F1thx51wr!19sChIJhSAoZARU5IkR7cE4P0OT1go,Bristol Medical Center,3.1,54,Medical clinic,"1180 Hope St, Bristol, RI 02809, United States","MPWC+5G Bristol, Rhode Island, USA",http://www.medassociatesofri.com/,+1 401-253-8900,Open · Closes 4:45 pm,,https://lh3.googleusercontent.com/p/AF1QipN5BtYuG78n08r3IK9f99WwXLhAsp2F2KS1KhqQ=w408-h272-k-no,true,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,8–11:45 am,Closed,8 am–4:45 pm,8 am–4:45 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:48.939Z,,
https://www.google.com/maps/place/Waves+Wellness+Center+Bristol+RI+02809/data=!4m7!3m6!1s0x89e455848ba6a7d7:0x53187ef7a2f4cea2!8m2!3d41.6684818!4d-71.2726147!16s%2Fg%2F11n96tv89p!19sChIJ16emi4RV5IkRos70ovd-GFM,Waves Wellness Center Bristol RI 02809,4.8,42,Holistic medicine practitioner,"190 High St, Bristol, RI 02809, United States","MP9G+9X Bristol, Rhode Island, USA",https://www.waveswellnesscenter.com/,+1 401-209-8424,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1Z4OAI0SKyeYdsY9VSbW5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.103935&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:53.346Z,,
"https://www.google.com/maps/place/Pappas+OPT+Physical,+Sports+and+Hand+Therapy/data=!4m7!3m6!1s0x89e4547acf902fcf:0xcf97e4d2149dd929!8m2!3d41.6785469!4d-71.2733802!16s%2Fg%2F11c1nx_gzm!19sChIJzy-Qz3pU5IkRKdmdFNLkl88","Pappas OPT Physical, Sports and Hand Therapy",4.8,39,Physical therapy clinic,"652 Wood St, Bristol, RI 02809, United States","MPHG+CJ Bristol, Rhode Island, USA",https://www.pappaspt.com/location/bristol/?UTM_source=GMB_listing&UTM_medium=organic%EF%BB%BF%EF%BB%BF%EF%BB%BF,+1 401-396-9581,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipPA6v3yG_DVUxy6ovkgffqVGbATXawTFh5QCnIC=w408-h306-k-no,true,7 am–4 pm,7 am–6:30 pm,7 am–12 pm,Closed,Closed,7 am–5:30 pm,7 am–6:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Bristol+Providence+RI/@41.6771101,-71.2662025,14z",2026-01-28T19:19:57.701Z,,
