placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Red+Rock+HOA+Management/data=!4m7!3m6!1s0x88541dabef1a7bcb:0xbaf610fdc013dc0a!8m2!3d35.2279369!4d-80.8461234!16s%2Fg%2F1tjbswhb!19sChIJy3sa76sdVIgRCtwTwP0Q9ro,Red Rock HOA Management,3.8,270,Property management company,"227 W 4th St, Charlotte, NC 28202, United States","65H3+5H Charlotte, North Carolina, USA",https://www.gowithredrock.com/charlotte-hoa-management,+1 888-757-3376,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNhDmc-iSJ9q9GTI2TXdWv_wtGjY7zhgqWW2HLO=w408-h315-k-no,true,9 am–5:30 pm,9 am–4 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:01:41.723Z,,,,
https://www.google.com/maps/place/William+Douglas+Management/data=!4m7!3m6!1s0x88569e569803dee7:0x5128947692f84cc0!8m2!3d35.1696786!4d-80.8501904!16s%2Fg%2F1v3lqnwh!19sChIJ594DmFaeVogRwEz4knaUKFE,William Douglas Management,4.3,926,Property management company,"4523 Park Rd #104a, Charlotte, NC 28209, United States","549X+VW Charlotte, North Carolina, USA",https://wmdouglas.com/charlotte-hoa-management/,+1 704-347-8900,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGhoTnsxTTPmH3P7kRlfPnuqYXFu2OZ7QK7uI_=w408-h251-k-no,true,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:01:47.727Z,,,,
https://www.google.com/maps/place/Bottom+Line+Property+Management/data=!4m7!3m6!1s0x8856a007dc5daaab:0x7065d66724722db1!8m2!3d35.2250064!4d-80.8765441!16s%2Fg%2F1tmz7n08!19sChIJq6pd3AegVogRsS1yJGfWZXA,Bottom Line Property Management,4.1,759,Property management company,"2301 W Morehead St STE C, Charlotte, NC 28208, United States","64GF+29 Charlotte, North Carolina, USA",https://www.rentbottomline.com/,+1 704-379-7492,"Open ⋅ Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMH2Hv7U_UrTtir8FiCrgmHW9Ui8k2J-tjvXXKN=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:01:53.423Z,,,,
https://www.google.com/maps/place/HomeRiver+Group+Charlotte+Property+Management/data=!4m7!3m6!1s0x88569fb8472d8e5f:0x4021e0234a6fcea4!8m2!3d35.2101396!4d-80.8643293!16s%2Fg%2F11j6zzxj_2!19sChIJX44tR7ifVogRpM5vSiPgIUA,HomeRiver Group Charlotte Property Management,3.5,180,Property management company,"307 W Tremont Ave Suite 200, Charlotte, NC 28203, United States","646P+37 Charlotte, North Carolina, USA",https://www.homeriver.com/north-carolina/charlotte-property-management?utm_source=Google&utm_medium=GBP&utm_campaign=charlotte,+1 336-814-8100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM3YjRJapz_8CGhhX0Gu2OiYsYZvdmIFxFYEjW5=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:01:59.363Z,,,,
https://www.google.com/maps/place/Hawthorne+Management+Company/data=!4m7!3m6!1s0x88569e568a3357ed:0x6752084635ef31e!8m2!3d35.16933!4d-80.85145!16s%2Fg%2F1hc6x2nyq!19sChIJ7VczilaeVogRHvNeY4QgdQY,Hawthorne Management Company,4.0,896,Property management company,"4530 Park Rd #201, Charlotte, NC 28209, United States","549X+PC Charlotte, North Carolina, USA",https://hawthornemgmt.com/,+1 704-377-0114,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMofHmguQ8Ww06JO7aWGUAzS_srZT7QO5_-VieN=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:04.644Z,,,,
https://www.google.com/maps/place/Sunnon+Property+Management/data=!4m7!3m6!1s0x8856a03ca06df035:0x9b4450748a9e77b!8m2!3d35.230579!4d-80.837733!16s%2Fg%2F11hczhvcj0!19sChIJNfBtoDygVogRe-epSAdFtAk,Sunnon Property Management,4.9,34,Property management company,"524 N Tryon St #1600, Charlotte, NC 28202, United States","65J6+6W Charlotte, North Carolina, USA",http://charlottepropertymanagementcompany.com/?utm_source=GMBlisting&utm_medium=organic,+1 980-224-5655,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN2WEVxvnJ6XsjAs84asA7Y3VStQf0-wZljIyU9=w408-h395-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:09.853Z,,,,
"https://www.google.com/maps/place/Carolina+Property+Management,+LLC/data=!4m7!3m6!1s0x88569f7dfb935fbd:0x627e9484941f7855!8m2!3d35.2197174!4d-80.8604472!16s%2Fg%2F11cs4g5csb!19sChIJvV-T-32fVogRVXgflISUfmI","Carolina Property Management, LLC",4.3,92,Property management company,"1430 S Mint St STE 106, Charlotte, NC 28203, United States","649Q+VR Charlotte, North Carolina, USA",https://www.carolinaspropertymanagement.com/?utm_campaign=gmb,+1 704-946-5349,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNbsyCHIS3QwWEQoU3y9pWXAtZfFw_CRLzU6wpQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:15.307Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Four+Seasons+Property+Management,+Inc./data=!4m7!3m6!1s0x88541fe16df7b8f5:0x700a1346fdc77b88!8m2!3d35.2334089!4d-80.8065988!16s%2Fg%2F1t_tk_jy!19sChIJ9bj3beEfVIgRiHvH_UYTCnA","Four Seasons Property Management, Inc.",3.9,179,Property management company,"2334 The Plaza, Charlotte, NC 28205, United States","65MV+99 Charlotte, North Carolina, USA",https://www.fourseasonscharlotte.com/,+1 704-335-1431,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOSF7v5JoQa31DXaX-3o0MWqkcCQ-0a96v2FJIp=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:20.881Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Blue+Horizon/data=!4m7!3m6!1s0x88569f7810baaaa9:0x478a6c695d7004ee!8m2!3d35.2095867!4d-80.8553825!16s%2Fg%2F11f6ld96qg!19sChIJqaq6EHifVogR7gRwXWlsikc,Blue Horizon,4.4,159,Property management company,"400 East Blvd, Charlotte, NC 28203, United States","645V+RR Charlotte, North Carolina, USA",http://bluehorizonmc.com/,+1 704-336-5183,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFqd-bMpPOQ_AoZZrSn86ix6jIKKyyoMNT9rBmGDv-Vbrv66HRcbwumQJEilkR64ooIDDY36vChNVVEmzZT_nWLTgqNWyfQDKOkwmCU8ipiP9XWiB5hjRFi_vYU9WqWZwUHYmcRQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:24.109Z,,,,
"https://www.google.com/maps/place/CharMeck+Properties,+LLC/data=!4m7!3m6!1s0x885423fcff4127e7:0xc0ebcda7a4b4abce!8m2!3d35.2278851!4d-80.8462985!16s%2Fg%2F1pxwk8qv3!19sChIJ5ydB__wjVIgRzqu0pKfN68A","CharMeck Properties, LLC",4.7,75,Property management company,"227 W 4th St suite 125, Charlotte, NC 28202, United States","65H3+5F Charlotte, North Carolina, USA",https://charmeckproperties.com/,+1 704-385-1321,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNPDS0bivPdhLB8SHWmXzCfNH6k6T7T-l8471oA=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:29.046Z,,,,
https://www.google.com/maps/place/Ziprent/data=!4m7!3m6!1s0x88569f6daae35aa1:0x5cd2770dfe591074!8m2!3d35.2180275!4d-80.8375626!16s%2Fg%2F11srkhx4sj!19sChIJoVrjqm2fVogRdBBZ_g130lw,Ziprent,4.9,19,Property management company,"301 S McDowell St #125, Charlotte, NC 28204, United States","6596+6X Charlotte, North Carolina, USA",https://www.ziprent.com/?utm_source=google_profile&utm_medium=leads&utm_content=north_carolina&utm_campaign=charlotte&utm_id=gbp6,+1 704-644-3944,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMQsNcoZI1OC4qrGQMckiDO1En4mvPUT8skfpws=w408-h271-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:34.210Z,,,,
https://www.google.com/maps/place/Childress+Klein/data=!4m7!3m6!1s0x8856a028b5c8b583:0x2b9daa42da2cfc83!8m2!3d35.2233939!4d-80.8444067!16s%2Fg%2F1tdry0bc!19sChIJg7XItSigVogRg_ws2kKqnSs,Childress Klein,4.3,57,Property management company,"301 S College St, Charlotte, NC 28202, United States","65F4+96 Charlotte, North Carolina, USA",https://www.childressklein.com/,+1 704-342-9000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohhgPbVwydGC98CLDteky_Owaf6VGVXMWsPmj8pChqw7oEMtD9nivgPxqRVNMHs75Ef5GnRJo9GZiVdUE-sKb27Y6bi7eDMXwQdaAq_wCZ6k6pAEm8Y5dVNxWyhCb_vEs4jik2=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Dilworth+Charlotte+NC/@35.2058551,-80.8516173,14z",2025-09-25T17:02:37.373Z,,,,
