placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Boss+D+Landscape/data=!4m7!3m6!1s0x882d7fc8a6a21b3f:0x2bd6f7fbb0c3f11e!8m2!3d42.1354377!4d-80.0643383!16s%2Fg%2F11gbkw7x90!19sChIJPxuipsh_LYgRHvHDsPv31is,Boss D Landscape,4.7,71,Landscaper,"713 Perry St, Erie, PA 16503, United States","4WPP+57 Erie, Pennsylvania, USA",,+1 814-440-9092,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXWOEDQm_Mlp_Bo9oLhEpoPgwO4bnXjtnp9kVWtK_AFmjdjftpXBE10QbW7hQQ7KrZtyFIfpg_FssX8vHb9s5HLQFkaPR96cSEXRK43QDd6iq1cWbICZ5TmA0mMGtryset5c3d=w408-h306-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:06:36.865Z,,,,
https://www.google.com/maps/place/Jesstone+%26+Sons+Landscape+Services/data=!4m7!3m6!1s0x883280756c418f2b:0x1dea8fe12f3d007d!8m2!3d42.1126207!4d-80.0704659!16s%2Fg%2F1tmcmwzt!19sChIJK49BbHWAMogRfQA9L-GP6h0,Jesstone & Sons Landscape Services,4.9,15,Landscaper,"141 E 26th St, Erie, PA 16504, United States","4W7H+2R Erie, Pennsylvania, USA",http://jesstoneandsonslandscape.com/,+1 814-868-2244,Closes soon · 5:30 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAED1K_IgXmMmOLZi47m6fcm-QYwzgLsHu7KcVPz1AptKrOVyL9-marGNibadpY1kEoHwIIl-zkOs7gUtPvUA9v4OmvKAEqxUlokEnPfWJrz51sIxyxvDvL7woo_EQ5F2n52IUKpxMTSfqg=w408-h406-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,9:30 am–12 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:06:43.056Z,,,,
https://www.google.com/maps/place/Commercial+Turf+Fertilization+Inc./data=!4m7!3m6!1s0x88327fe7f7b344ad:0x8f6cc5c54c61b611!8m2!3d42.104327!4d-80.108804!16s%2Fg%2F11bccd1_gn!19sChIJrUSz9-d_MogREbZhTMXFbI8,Commercial Turf Fertilization Inc.,4.9,76,Lawn care service,"1460 W 21st St, Erie, PA 16502, United States","4V3R+PF Erie, Pennsylvania, USA",https://www.comturf.com/,+1 814-860-6393,Closed · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAET2Ocm7WbK2jPc5unC9m_Qee_t1tN_NECOpz8HbuTXeAuDbsSiD-UP81pAD8LvOprg7h8mzUT_foRCqgr-P7VeJsFeP1oG0zJ58WVU1vfEXpwBoBy5tYXArDdZ5GkoAPNuyiyP8Q=w408-h544-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:06:47.862Z,,,,
https://www.google.com/maps/place/OR+landscaping/data=!4m7!3m6!1s0x8832818651cba6a7:0x84536280ee2dc543!8m2!3d42.1148917!4d-80.0954795!16s%2Fg%2F11fsx5h9pp!19sChIJp6bLUYaBMogRQ8Ut7oBiU4Q,OR landscaping,3.7,18,Landscaper,"1512 Poplar St, Erie, PA 16502, United States","4W73+XR Erie, Pennsylvania, USA",,+1 814-722-7998,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdMf3fbNtpFAW70aDRc18hdYCy35V1ynS7bamUN-eyLHisNTVyGtAn7sYmDoHC-DYXmBboH7SPLal53wX0-2Z_QekQVZdb7ze8pxdvezrFa4pNW0fd8eww9-aMAnsCmmLJ077_=w408-h725-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:06:52.846Z,,,,
"https://www.google.com/maps/place/RB+Landscape+%26+Concrete,+LLC/data=!4m7!3m6!1s0x883281c5a687387b:0xf8eadc12e180edcd!8m2!3d42.1193609!4d-80.0443905!16s%2Fg%2F11hfhgmrzr!19sChIJeziHpsWBMogRze2A4RLc6vg","RB Landscape & Concrete, LLC",4.9,21,Landscape architect,"1209 E 29th St, Erie, PA 16504, United States","4X94+P6 Erie, Pennsylvania, USA",https://rblandscapeconcrete.voolt.com/?_gl=1*1cujeij*_ga*MTkyMzc5Njg1Mi4xNzExNDYyMDc2*_ga_E0ZF1WB0FN*MTcxMTQ2MjA3NS4xLjEuMTcxMTQ3MzM2Ni4wLjEuMTAyMTEwODU0MQ..*_fplc*N1c3Vmo0NnBTMkdUTDhJU2dPNCUyRmh0R3pncVglMkZuZ3RxU1BEVTg5dU9HTWU0Z0txT21WZHBiR0FJZVJ6SVhMV2ZlYmRNMTA3YTVZblhXSHdkTmZpRU9lTlFLc2hISjFTZnFKdWhKRmNUNUl4YnRFWEQyZGJ4OEc4WnNFRXRlUSUzRCUzRA..,+1 814-897-6478,"Closes soon · 5:30 pm · Opens 7 am Thu

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhrc3Vl3HWbGpp--Pj5drqBh3oWx-K6DWJuJ9jd70_sWPTXFHyiqAyuYMjHDHVGatvDFZCejCN4XnlsQk40ToXpzBSorB8__1El-BzpSu2iHrst4Vjqu-mCp3UsefMIZ2kYU4=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–3:30 pm,Closed,7 am–6:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:06:57.633Z,,,,
https://www.google.com/maps/place/Boss+Landscaping/data=!4m7!3m6!1s0x882d7fb76ee3a419:0xff47bc1073bde02e!8m2!3d42.135556!4d-80.0484848!16s%2Fg%2F12333q_zn!19sChIJGaTjbrd_LYgRLuC9cxC8R_8,Boss Landscaping,3.8,21,Landscaper,"1522 E 12th St, Erie, PA 16511, United States","4XP2+6J Erie, Pennsylvania, USA",http://www.bosslandscaping.com/,+1 814-898-2677,"Closes soon · 6 pm · Opens 8 am Thu

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGERR3d09a2nq0uRJe24ijctqwrPwYtgNGrJW3ZRRCcH52-34yVVKCid2hsuBggDMazcP5UYDT8ixMyxuPq5TSmdC2eBXey4JrKocbLPDSVgwB7V1uhqlJds0CyQE2knbmHHbPt0tS8snE=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:07:02.599Z,,,,
https://www.google.com/maps/place/Carlos+landscaping+and+snow+removal/data=!4m7!3m6!1s0x882d7fc619f33951:0x1ade46dc89473a8c!8m2!3d42.1270242!4d-80.0657813!16s%2Fg%2F11j7yxnrnr!19sChIJUTnzGcZ_LYgRjDpHidxG3ho,Carlos landscaping and snow removal,5.0,4,Landscape lighting designer,"735 E 11th St #1419, Erie, PA 16503, United States","4WGM+RM Erie, Pennsylvania, USA",,+1 814-790-7051,Open · Closes 5 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7MtITUgaNG7tgRM6b1A8NW6NN5on4b1B7r1zEuxAt-CBD3R91K091BpZ1c48el70KmHqVA1bfhckq_3s8cajQdSYq5zYadVQk-FEKVqfCwHiOzFSioZfrky2KuGFMUUO4E7s=w427-h240-k-no,true,8 am–5 am,8 am–5 am,8 am–5 am,8 am–5 am,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:07:07.482Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/SiteOne+Landscape+Supply/data=!4m7!3m6!1s0x88327fbe48da20cf:0xad4b5e705bd1a9b7!8m2!3d42.1057257!4d-80.1261009!16s%2Fg%2F1thy0g2p!19sChIJzyDaSL5_MogRt6nRW3BeS60,SiteOne Landscape Supply,4.9,25,Landscaping supply store,"2094 W 16th St, Erie, PA 16505, United States","4V4F+7H Erie, Pennsylvania, USA",https://www.siteone.com/en/store/616,+1 814-455-7850,"Closed · Opens 7:30 am Thu

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFjTShK6F0SvFMkq085cVXwb-2AVs5ULugoe2BhI-TqewHy1R9Y_P0vdumVT62leT0qHOZqFfhmt-T7A2KK3XtSp45DeyK0AKdKP_nOfdkDDROCiZmbGiBHH4Ics_Ue_Z1_cjCGxemC2A=w426-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,8 am–12 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:07:12.381Z,,"Resource for landscaping materials & supplies, including compost, mulches, sand & natural flagstone. · In-store shopping · In-store pick-up · Delivery",,
https://www.google.com/maps/place/Flagship+Outdoor+Services+LLC/data=!4m7!3m6!1s0x883281ef6201cded:0xe31ba4c07010a027!8m2!3d42.0944657!4d-80.0788494!16s%2Fg%2F11ks2ynjdd!19sChIJ7c0BYu-BMogRJ6AQcMCkG-M,Flagship Outdoor Services LLC,4.9,21,Landscaper,"3936 Cherry St, Erie, PA 16509, United States","3WVC+QF Erie, Pennsylvania, USA",https://www.flagship-outdoor.com/,+1 814-440-9709,Closed · Opens 8:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfoW9HPPoYAO7b5apwZK8KEwPrYItBAfcoiaKfE7xtqlHoiOwA6856r-AxKARa_fbDG7WrKHNavl1mQtr7CATMyGzwSuMBYapXtFFYjQcs-9owu5aJGxeMUJbwaXOLSII9OaUI=w408-h544-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:07:17.213Z,,,,
https://www.google.com/maps/place/%EF%B8%8F+%E2%9D%84%EF%B8%8FForinger+Property+Maintenance%F0%9F%8D%81/data=!4m7!3m6!1s0x88327fdaf45e5dbb:0x45f5babd915f5a7e!8m2!3d42.1213424!4d-80.1000561!16s%2Fg%2F11qydqwbgb!19sChIJu11e9Np_MogRflpfkb269UU,️ ❄️Foringer Property Maintenance🍁,4.7,27,Snow removal service,"715 W 8th St, Erie, PA 16502, United States","4VCX+GX Erie, Pennsylvania, USA",https://landscaper.plowzandmowz.com/dillon-foringer-pa,+1 814-460-7282,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PZXKU8oNpyi6WsNMIgu6eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.27455&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Erie+PA/@42.1290386,-80.0849716,14z",2026-04-29T21:07:22.352Z,LGBTQ+ friendly,,,
