placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Max+Electric/data=!4m7!3m6!1s0x808f7f67916dc26d:0x7f8dd42c506e9960!8m2!3d37.7881648!4d-122.404151!16s%2Fg%2F11srzfc_d9!19sChIJbcJtkWd_j4ARYJluUCzUjX8,Max Electric,4.9,515,Electrician,"28 Geary St #650, San Francisco, CA 94108, United States","QHQW+78 Union Square, San Francisco, CA, USA",http://maxelectric.us/,+1 415-867-7006,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOGAhTJQwn6sM6hsHUNrhHGJav6FmVplqK6ZeM=w408-h544-k-no,true,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:20.331Z,,
https://www.google.com/maps/place/Art+Electrical+Services+And+More/data=!4m7!3m6!1s0x8085877507b619d9:0xd55abc616b7942fa!8m2!3d37.7582571!4d-122.4775932!16s%2Fg%2F11fd46rlv3!19sChIJ2Rm2B3WHhYAR-kJ5a2G8WtU,Art Electrical Services And More,5.0,321,Electrician,"1588 20th Ave, San Francisco, CA 94122, United States","QG5C+8X Outer Sunset, San Francisco, CA, USA",http://www.electrosf.com/,+1 415-309-2797,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7PZ5JFGAJVzUzLRGymfGeDmlF9W5ha_GrB1yteCv-yhKVlYuWpZdgIfTEAcYg-KwDCDglWE4WkKsvFGI9EuhgKQv2DjhANcDsskYVIPngxpUtxxHZopxRw9qsl_xn6CeB0gU=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:26.068Z,,
"https://www.google.com/maps/place/Wells+Electrical,+Inc./data=!4m7!3m6!1s0x808f7e205d2fc273:0x1f145232925fe051!8m2!3d37.748668!4d-122.4031672!16s%2Fg%2F1tfbypww!19sChIJc8IvXSB-j4ARUeBfkjJSFB8","Wells Electrical, Inc.",4.9,16,Electrician,"2560 Marin St, San Francisco, CA 94124, United States","PHXW+FP Produce Market, San Francisco, CA, USA",https://www.wellselectricalinc.com/?utm_source=gbp&utm_medium=organic,+1 415-255-7831,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOQMtiaojuyx9SwYVsDHpMoxkGqBJyHCt3SF7iw=w408-h259-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:30.879Z,,
https://www.google.com/maps/place/Zoom+Electricians/data=!4m7!3m6!1s0x80858762824848f3:0x7602b1646a2f96e!8m2!3d37.7874265!4d-122.4544538!16s%2Fg%2F11p01hr5v5!19sChIJ80hIgmKHhYARbvmiRhYrYAc,Zoom Electricians,4.8,65,Electrician,"3746 Sacramento St, San Francisco, CA 94118, United States","QGPW+X6 Presidio Heights, San Francisco, CA, USA",https://zoomelectricians.com/Presidio-Heights,+1 415-599-7350,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipPV1a9-KBwmwzl50V3kbHafRYfsCf6rVg5vdARy=w408-h543-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:35.757Z,,
https://www.google.com/maps/place/Wisdom+Electrical/data=!4m7!3m6!1s0xb1b286e473e36d5:0x11bde1b11f0a72ee!8m2!3d37.7824996!4d-122.4642907!16s%2Fg%2F11v55g76c1!19sChIJ1TY-R24oGwsR7nIKH7HhvRE,Wisdom Electrical,5.0,34,Electrician,"310 6th Ave, San Francisco, CA 94118, United States","QGJP+X7 Inner Richmond, San Francisco, CA, USA",https://wisdomelectrical.net/,+1 628-283-8070,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOgVMLDAKcnBvUqUo6G6UKHRzzX0HenkwsziRPW=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:40.575Z,,
https://www.google.com/maps/place/BV+Electric+Inc./data=!4m7!3m6!1s0x808f7d827fe29b67:0x951d2f58bf2a569f!8m2!3d37.7727026!4d-122.4210914!16s%2Fg%2F11cm09zsd_!19sChIJZ5vif4J9j4ARn1Yqv1gvHZU,BV Electric Inc.,4.8,537,Electrical installation service,"44 Gough St #210, San Francisco, CA 94103, United States","QHFH+3H SoMa, San Francisco, CA, USA",http://www.bvelectricinc.com/,+1 415-666-9990,"Open · Closes 5 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM5_hRGHicc5NnLLokFFnD5Hrjna393_RtPL_7X=w408-h544-k-no,true,9 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:45.619Z,,
https://www.google.com/maps/place/Zoom+Electricians/data=!4m7!3m6!1s0x808f7f131622f631:0x8e53c0e5780c226c!8m2!3d37.756255!4d-122.418469!16s%2Fg%2F11rwqns3n0!19sChIJMfYiFhN_j4ARbCIMeOXAU44,Zoom Electricians,4.9,62,Electrician,"2551 Mission St, San Francisco, CA 94110, United States","QH4J+GJ Mission District, San Francisco, CA, USA",https://zoomelectricians.com/San-Francisco,+1 415-727-8840,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipMPPTS4ZQCeDhkyDSv5Qcwi9cEIi6WFXUium64s=w408-h305-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:50.719Z,,
https://www.google.com/maps/place/A+24+Electric+Co./data=!4m7!3m6!1s0x808f7d85c2a91da3:0xd6f40f37ceafb275!8m2!3d37.7474287!4d-122.4822149!16s%2Fg%2F1tg2dqss!19sChIJox2pwoV9j4ARdbKvzjcP9NY,A 24 Electric Co.,5.0,29,Electrician,"2150 25th Ave, San Francisco, CA 94116, United States","PGW9+X4 Parkside, San Francisco, CA, USA",https://a24electric.com/,+1 415-664-6611,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzx_tBSTYwP4jNSUZfYmzu3wGB_V-4UJqSKglObUryW5u8TMeZ0nDNho-CGmh20fkdr-BWPveQbmEaPeoZl2N3Mrc9HxQ4DVpV-Hcluw8dxFik3W9y0nepxQn7tg0UjDmPGTkOx=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:48:55.779Z,,
https://www.google.com/maps/place/Aguilar+Electric/data=!4m7!3m6!1s0x4659e218656080cb:0x698c54958bd792f4!8m2!3d37.7329949!4d-122.4063865!16s%2Fg%2F11y9b7s39_!19sChIJy4BgZRjiWUYR9JLXi5VUjGk,Aguilar Electric,5.0,61,Electrician,"18 Hale St apt a, San Francisco, CA 94134, United States","PHMV+5C Portola, San Francisco, CA, USA",https://aguilarelectricsf.com/,+1 415-470-7375,"Open 24 hours

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOq6BzMieida1IyH6ThfkFZxQFyCqjam_M_pZIH=w408-h401-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:49:00.719Z,,
https://www.google.com/maps/place/Electrical+Land/data=!4m7!3m6!1s0x808f7f22c2535441:0x7872450ea323c944!8m2!3d37.7431247!4d-122.4440256!16s%2Fg%2F11rwqnn11d!19sChIJQVRTwiJ_j4ARRMkjow5Fcng,Electrical Land,4.8,45,Electrician,"108 Turquoise Way, San Francisco, CA 94131, United States","PHV4+69 Diamond Heights, San Francisco, CA, USA",https://electricalland.com/Diamond-Heights,+1 415-727-5722,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPumCDya8JF0BuQs8ry0KpCU0BXVRXyC2ekIaMb=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-01-10T21:49:05.639Z,,
