placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes,isBlackOwned
https://www.google.com/maps/place/Parking+Management+Services+Inc./data=!4m7!3m6!1s0x8620a60b38beacbd:0xd4fbefdede75061d!8m2!3d29.9525921!4d-90.072943!16s%2Fg%2F1tfvhkv5!19sChIJvay-OAumIIYRHQZ13t7v-9Q,Parking Management Services Inc.,2.5,91,Valet parking service,"918 Gravier St, New Orleans, LA 70112, United States","XW3G+2R New Orleans, Louisiana, USA",http://www.parkingmgmtservices.com/,+1 504-566-1000,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPlK6Vpp_EHRAEf_w5YLGrutX5hNQA8O1chj-G6=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:32.510Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0194/data=!4m7!3m6!1s0x8620a60bf473ea3d:0xeafee1e943a715fb!8m2!3d29.9556846!4d-90.0700352!16s%2Fg%2F1thz206n!19sChIJPepz9AumIIYR-xWnQ-nh_uo,Premium Parking - P0194,3.2,89,Parking garage,"911 Iberville St, New Orleans, LA 70112, United States","XW4H+7X New Orleans, Louisiana, USA",https://www.premiumparking.com/P194,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzT9PXkTQLicQo587GbDqR4QLnV8hQO2lVuupFVIeTenfHBt7ThZFWYcKTjFThRtug2KKLxXyL379E1CwXhTyqYvkJVj7d8-gtu_ztJ5GgHRS6e27eGhJutnE_ZGR1Yc6dtBK5o9A=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:38.382Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0249/data=!4m7!3m6!1s0x8620a61203582681:0x5f267721eb23e6ea!8m2!3d29.9562101!4d-90.0644565!16s%2Fg%2F11ddx4s_g7!19sChIJgSZYAxKmIIYR6uYj6yF3Jl8,Premium Parking - P0249,3.4,102,Parking lot,"520 Chartres St, New Orleans, LA 70130, United States","XW4P+F6 New Orleans, Louisiana, USA",https://www.premiumparking.com/p249,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzw_Yis8x-YHSwaNio6B_xj_0dgGXL-_vzT8Z6EjS5KBCCfebwRQdPNYh1AMJeKNLhbwD0cNqePFAGWuEVJLTGvlRH_xJ0LhuK_EjzZd4ZqxAXnpo9lodeJZj9IMV93MadGDUtHvw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:43.996Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0401/data=!4m7!3m6!1s0x8620a6126a908cf3:0x9a598b9467824812!8m2!3d29.9551754!4d-90.0636437!16s%2Fg%2F11bxdvhg8j!19sChIJ84yQahKmIIYREkiCZ5SLWZo,Premium Parking - P0401,3.4,278,Parking lot,"500 Decatur St, New Orleans, LA 70130, United States","XW4P+3G New Orleans, Louisiana, USA",https://www.premiumparking.com/p401,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzJiHcqyPZtsKaqvM5RYc0Z8pXDj4PdZ0teYgqjnWoxtn8XUb01QfjU_GZ7HvxxsPAvE-p1Rp4Aq8Fs9YTh3s4hDMwg3JM44jPeNa5C61y4eHupftshZeN2j8s3xPZxNdnvrEl=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:49.295Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0402/data=!4m7!3m6!1s0x8620a6128375f659:0xf125c95ac5a402fc!8m2!3d29.9534148!4d-90.0643793!16s%2Fg%2F11bbt28rgc!19sChIJWfZ1gxKmIIYR_AKkxVrJJfE,Premium Parking - P0402,3.5,339,Parking lot,"300 N Peters St, New Orleans, LA 70130, United States","XW3P+96 New Orleans, Louisiana, USA",https://www.premiumparking.com/P402,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCoht1iUeil-Sqe3ymb6VjyYHZRPGnH8W1ewezUrsCIah7allEGAoKnRmf85L-Du_VnkSylr9iR3-p3IdRLjPha1241LPdqDWS6eJ4dmPwZ29rIj63aTp_H4O7NSzNlH4M8mXb6g=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:54.504Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0400/data=!4m7!3m6!1s0x8620a612b5afd959:0xa14656a5b4eb29bd!8m2!3d29.9513145!4d-90.0649658!16s%2Fg%2F1q67h86f8!19sChIJWdmvtRKmIIYRvSnrtKVWRqE,Premium Parking - P0400,3.5,195,Parking garage,"333 Canal St, New Orleans, LA 70130, United States","XW2P+G2 New Orleans, Louisiana, USA",https://www.premiumparking.com/P400,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsbHMA6FC1wc1kz7BNwblvSBNYf27-920YUKVeXLIGzSrXHrxMtOmou6tFiu_23U8-E65Rt5TNWONgzzRlIw3ZvUWe12IVDu3GcKmW5F24djdKFdke8Gzd08WsA07Jk6ERJl0=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:37:59.341Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0149/data=!4m7!3m6!1s0x8620a6120243c381:0x156fb8f8a260e44!8m2!3d29.9564613!4d-90.0649005!16s%2Fg%2F11gd67vf2t!19sChIJgcNDAhKmIIYRRA4mio_7VgE,Premium Parking - P0149,4.0,30,Parking garage,"535 Chartres St, New Orleans, LA 70130, United States","XW4P+H2 New Orleans, Louisiana, USA",https://www.premiumparking.com/P149,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7E-SZgKSoSDj0EZnuuwF6ayUb97TPC4jvlZ_xnpVy7otIExeJLCuV3LkPjQ6BA1FiTk45tvUnx1_gEt0rDedbZ5AtHG_6xaKzgA_Y8N_fWoH-1vuTNmSL2nItUCNWZm9h6MhD=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:04.684Z,,,
https://www.google.com/maps/place/Public+Parking+212+Dauphine+Street+New+Orleans/data=!4m7!3m6!1s0x8620a60c0a347729:0xe9a45feb5b1cd1fe!8m2!3d29.9555673!4d-90.0699425!16s%2Fg%2F11bxc7l1lr!19sChIJKXc0CgymIIYR_tEcW-tfpOk,Public Parking 212 Dauphine Street New Orleans,3.5,30,Parking garage,"211 Dauphine St, New Orleans, LA 70112, United States","XW4J+62 New Orleans, Louisiana, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzF-DP3sZJrZ1UQ-bP1HOURryG7KJeshHmtFdydcHW5cZ2SGEZAamq0I2EzIIcbMos1ME442S_Rzd_C5Uhhwmsg5-jHUk6byqfT1aDOR0Ukof0AjPxuLPJfk8IthSKRmNhClXmy=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:07.519Z,,,
https://www.google.com/maps/place/Rampart+Parking+Garage/data=!4m7!3m6!1s0x8620a73bf58659c1:0xd59b65332d4b36b0!8m2!3d29.9566862!4d-90.0715411!16s%2Fg%2F11vm60mp3f!19sChIJwVmG9TunIIYRsDZLLTNlm9U,Rampart Parking Garage,3.1,105,Parking garage,"200 N Rampart St, New Orleans, LA 70112, United States","XW4H+M9 New Orleans, Louisiana, USA",https://www.parkwhiz.com/p/new-orleans-parking/200-n-rampart-st-2/?venue_id=30855,+1 504-381-4090,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMXNMSDnvBvwojzSm3Rcf8xMgZHmYZwh5f_rfe0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:12.595Z,,,
https://www.google.com/maps/place/Premium+Parking+-+P0338/data=!4m7!3m6!1s0x8620a60ecc3642bb:0x9f437811ff8fedde!8m2!3d29.9584136!4d-90.0699954!16s%2Fg%2F1tf7bg3f!19sChIJu0I2zA6mIIYR3u2P_xF4Q58,Premium Parking - P0338,3.5,124,Parking lot,"420 N Rampart St, New Orleans, LA 70112, United States","XW5J+92 New Orleans, Louisiana, USA",https://www.premiumparking.com/P338,+1 844-236-2011,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8WJ_SS-cTHaQ76vf-WjDXpffk94k1aUIMBtIpOA6tqXf9zxORQGchFNQcoY_kxeN2TNda65YtQRH4xwkYqlAv0rN4MFzd3ODfjJ7ttS3qwV6WtHc3KT3_hF1OoZwPNZkK4nM6Gw=w507-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+French+Quarter+New+Orleans+LA/@29.9584426,-90.0644107,14z",2025-10-28T18:38:18.181Z,,,
