placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,info
"https://www.google.com/maps/place/Pediatric+Associates+of+Hampden+County+of+West+Springfield/@42.1070579,-72.6230371,14z/data=!4m6!3m5!1s0x89e6e1300e4c61b5:0x883bfd61cbea697c!8m2!3d42.1012483!4d-72.6263507!16s%2Fg%2F1vj606_s",Pediatric Associates of Hampden County of West Springfield,3.1,,Medical clinic,"373 Park St, West Springfield, MA 01089, United States","492F+FF West Springfield, Massachusetts, USA",http://pahcpediatrics.com/,+1 413-734-1001,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNjl0zWsFNv8aaQUVLJP_0IroSJDmt_wMVZbUHc=w426-h240-k-no,true,8:30 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2026-02-10T22:25:19.120Z,,,,,,,
https://www.google.com/maps/place/Holyoke+Pediatric+Associates/data=!4m7!3m6!1s0x89e6de476db750c5:0x24f47b14503a717b!8m2!3d42.1737783!4d-72.6472532!16s%2Fg%2F1tdksv3g!19sChIJxVC3bUfe5okRe3E6UBR79CQ,Holyoke Pediatric Associates,3.3,71,Pediatrician,"150 Lower Westfield Rd, Holyoke, MA 01040, United States","59F3+G3 Holyoke, Massachusetts, USA",https://www.holyokepediatrics.com/,+1 413-536-2393,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweql4JFLZjU93nC9-D7Ly43rRFMGo_uhbiDgy0mIdGdWAIlycKFS6HZDgUYQl0t4KVpOUAFdcEMNIfAlHTLPe5tMDGyEh_kV0GKUf4uYfvguZyIud445HVZs3AWD6VxpK-rvK3-p=w408-h306-k-no,true,7:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:31.261Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12:30 pm,8 am–12:30 pm,7:30 am–5 pm,
https://www.google.com/maps/place/Holyoke+Pediatric+Associates/data=!4m7!3m6!1s0x89e6db812302a9f9:0x8069094caae04fcb!8m2!3d42.2211739!4d-72.5719705!16s%2Fg%2F1tp901v8!19sChIJ-akCI4Hb5okRy0_gqkwJaYA,Holyoke Pediatric Associates,3.7,11,Pediatrician,"84 Willimansett St, South Hadley, MA 01075, United States","6CCH+F6 South Hadley, Massachusetts, USA",https://www.holyokepediatrics.com/,+1 413-536-2393,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjR3zzL37kskzquPrABZs0pXY5TkWeFS6wnYZVfW6wx7doG36kRFlVyhqoFxu5c2CI6no03uKZ1VIJfZLhlZr_wzIzxgA18oLs29g45bklm-1knNEpJArSUNoFfpAsmQOh7XGFRQ=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:36.515Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Western+Mass+Pediatrics/data=!4m7!3m6!1s0x89e6de905c47e6f1:0xd679821bfd1e8c3!8m2!3d42.2003027!4d-72.6290724!16s%2Fg%2F1tdmlhnp!19sChIJ8eZHXJDe5okRw-jRvyGYZw0,Western Mass Pediatrics,3.2,9,Pediatrician,"10 Hospital Dr, Holyoke, MA 01040, United States","692C+49 Holyoke, Massachusetts, USA",https://www.holyokehealth.com/services-specialities/primary-care/pediatric-care/,+1 413-534-2800,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1wSkMr9bvmG4IDjoRMnrww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.61072&pitch=0&thumbfov=100,false,8:30 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:40.826Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,
https://www.google.com/maps/place/Holyoke+Medical+Center+Pediatric+Care/data=!4m7!3m6!1s0x89e6df8d72d3733b:0x3570db362082beed!8m2!3d42.2002592!4d-72.6290536!16s%2Fg%2F11fmm1xwh8!19sChIJO3PTco3f5okR7b6CIDbbcDU,Holyoke Medical Center Pediatric Care,3.3,7,Pediatrician,"10 Hospital Dr STE 201, Holyoke, MA 01040, United States","692C+49 Holyoke, Massachusetts, USA",http://www.holyokehealth.com/,+1 413-534-2800,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qMlkHVbgEu_tJ5DJeJmNWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.0728&pitch=0&thumbfov=100,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:45.036Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Beth+Laton+Brown,+MD/data=!4m7!3m6!1s0x89e6de905a8ca619:0x513e325241f94713!8m2!3d42.2002592!4d-72.6290536!16s%2Fg%2F11p07bnxjv!19sChIJGaaMWpDe5okRE0f5QVIyPlE","Beth Laton Brown, MD",4.9,60,Pediatrician,"10 Hospital Dr STE 201, Holyoke, MA 01040, United States","692C+49 Holyoke, Massachusetts, USA",https://www.holyokehealth.com/doctor/beth-laton-brown-md/,+1 413-534-2800,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvHYF91Y3gWaml6l10CaV9Uj1n3bit_8aRJO-tmUFLYRpchE-8EIcwh9bDd7XIM1_-Xv9H_QQECJCQAlqbyzD9bA808tIJgMYpoi-IsbwmdlA5A3s8DWwStpoPf_g6bUEwOeFWCQ=w408-h306-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:49.349Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
"https://www.google.com/maps/place/Dr.+Despina+Lekakis,+DO/data=!4m7!3m6!1s0x89e6dc1928540927:0x4560e6c17bca1b27!8m2!3d42.2072048!4d-72.6083716!16s%2Fg%2F1hc5gxs85!19sChIJJwlUKBnc5okRJxvKe8HmYEU","Dr. Despina Lekakis, DO",5.0,3,Pediatrician,"230 Maple St, Holyoke, MA 01040, United States","694R+VM Holyoke, Massachusetts, USA",http://www.hhcinc.org/,+1 413-420-2200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=09qSsbZJt-KLkz4_uWi5ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.95988&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:51.588Z,,,,,,,
https://www.google.com/maps/place/Carole+Kohen-Diniak/data=!4m7!3m6!1s0x89e6de905aeb96e3:0x245fdd3d46c62e3!8m2!3d42.2002592!4d-72.6290536!16s%2Fg%2F11p07b9289!19sChIJ45brWpDe5okR42Js1NP9RQI,Carole Kohen-Diniak,5.0,1,Pediatrician,"10 Hospital Dr STE 201, Holyoke, MA 01040, United States","692C+49 Holyoke, Massachusetts, USA",,+1 413-533-2452,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I-cWKcPfTGqHq2T4UA0e-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.68777&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:53.926Z,,,,,,,
https://www.google.com/maps/place/Holyoke+Pediatric+Associates+LLC:+Chan-House+Kwan+MD/data=!4m7!3m6!1s0x89e6db812302a9f9:0x6f91b6e5c64b4998!8m2!3d42.2211828!4d-72.5719683!16s%2Fg%2F1tz76_qy!19sChIJ-akCI4Hb5okRmElLxuW2kW8,Holyoke Pediatric Associates LLC: Chan-House Kwan MD,,,Pediatric dermatologist,"84 Willimansett St # 1, South Hadley, MA 01075, United States","6CCH+F6 South Hadley, Massachusetts, USA",https://www.holyokepediatrics.com/,+1 413-532-0300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2FKwMPhWzfKOZkNi7tIVBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.44069&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2026-02-10T22:25:56.255Z,,,,,,,
"https://www.google.com/maps/place/Lydia+Sarro,+MD/data=!4m7!3m6!1s0x89e6ddb9e56c519f:0x9e1ff21d8bad9658!8m2!3d42.1722616!4d-72.5849132!16s%2Fg%2F1tnssz05!19sChIJn1Fs5bnd5okRWJatix3yH54","Lydia Sarro, MD",5.0,2,Pediatrician,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+W2 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/provider/lydia-j-sarro-md-pediatrics,+1 413-594-3111,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tcd1OyO56YCtwM0MDxFmpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.479&pitch=0&thumbfov=100,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Chicopee+Springfield+MA/@42.1487043,-72.6078672,14z",2026-02-10T22:26:08.974Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,
