placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
https://www.google.com/maps/place/eMarie+-+Boutique+Nail+Salon+-+Forsyth+Park/data=!4m7!3m6!1s0x88fb9f99d0cf7643:0x2e732ddbcce9d385!8m2!3d32.06127!4d-81.096365!16s%2Fg%2F11stjcjcdz!19sChIJQ3bP0Jmf-4gRhdPpzNstcy4,eMarie - Boutique Nail Salon - Forsyth Park,4.8,333,Nail salon,"1415 Abercorn St Unit C, Savannah, GA 31401, United States","3W63+GF Savannah, Georgia, USA",http://www.emariesavannah.com/,+1 912-228-8963,Open ⋅ Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNqo5wTJl_irUv9TzjyLKKfb553Zh3TOVktfknh=w408-h544-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:15:30.942Z,,
https://www.google.com/maps/place/Savannah+Pool+Services/data=!4m7!3m6!1s0x88fb74af6c645bbb:0xdc8ba280dccc097a!8m2!3d32.0384362!4d-81.0647497!16s%2Fg%2F11b5wqrh6b!19sChIJu1tkbK90-4gRegnM3ICii9w,Savannah Pool Services,4.2,34,Swimming pool contractor,"2107 Colorado Ave, Savannah, GA 31404, United States","2WQP+94 Savannah, Georgia, USA",http://www.savpools.com/,+1 912-220-0273,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOCqqpMA5XcfVLp_C3aBqciUrT79CyfvUjEIab7=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:15:36.866Z,,
https://www.google.com/maps/place/Moon+River+Pool+Care/data=!4m7!3m6!1s0xaed206b12952c115:0x156bffefcdd2fd27!8m2!3d32.057633!4d-81.122303!16s%2Fg%2F11s9k0b52v!19sChIJFcFSKbEG0q4RJ_3Sze__axU,Moon River Pool Care,4.4,28,Pool cleaning service,"2740 Ogeechee Rd, Savannah, GA 31405, United States","3V5H+33 Savannah, Georgia, USA",https://m.moonriverpools.com/,+1 912-244-3692,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP8BaPEGyHnY9nFunSYsUo0VzaS5Qh4dDtZawNR=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:15:42.813Z,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Savannah/data=!4m7!3m6!1s0x88fb7666df688b59:0x2f058ba775caacf8!8m2!3d31.9963497!4d-81.1050197!16s%2Fg%2F1tdm4l90!19sChIJWYto32Z2-4gR-KzKdaeLBS8,ASP - America's Swimming Pool Company of Savannah,4.4,23,Swimming pool contractor,"8111 Waters Ave, Savannah, GA 31406, United States","XVWV+GX Savannah, Georgia, USA",https://www.asppoolco.com/savannah/?utm_source=GMB&utm_medium=organic&utm_campaign=savannah,+1 912-875-8173,"Open ⋅ Closes 5 pm

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNo9kyBKYwv5PASulS1r8pYfnJveu8DSk4C74c=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:15:48.022Z,,
https://www.google.com/maps/place/Aloha+Pool+Service/data=!4m7!3m6!1s0x88fba58e99614467:0x59a4b4afc64e5270!8m2!3d32.0368678!4d-81.0133625!16s%2Fg%2F11jmxbqqf8!19sChIJZ0RhmY6l-4gRcFJOxq-0pFk,Aloha Pool Service,5.0,10,Pool cleaning service,"223 Hammocks View, Savannah, GA 31410, United States","2XPP+PM Savannah, Georgia, USA",http://alohapoolsav.com/,+1 912-667-0693,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxM8MG-Z7Ww5LKqdpV0g50eTCGSYzsVj5qTJOWPcbaByRuRz86Mg1fY-FoHkU2CKrFpnqxi7x2AX1COI16iBgAeKo51RSVd0_aypMDPUi31Cda5GzKdkq3LOsvdGsmvE4yFy_0=w408-h252-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:15:53.158Z,,
"https://www.google.com/maps/place/Southeast+Pool+Solutions+LLC/@32.0351839,-81.0491339,17z/data=!3m1!4b1!4m6!3m5!1s0x88fb77d40f4c9d0d:0xc27f22e6b2abc7be!8m2!3d32.0351839!4d-81.0491339!16s%2Fg%2F11h291s2fn",Southeast Pool Solutions LLC,5.0,5,Swimming pool repair service,"2612 Dogwood Ave, Savannah, GA 31404, United States","2XP2+38 Savannah, Georgia, USA",,+1 912-254-1179,Open ⋅ Closes 5 pm,,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:16:00.022Z,,
https://www.google.com/maps/place/Clearwater+Pools+%26+Patios/data=!4m7!3m6!1s0x88fb744bef86c3af:0xba806e389454e63a!8m2!3d31.9928625!4d-81.102056!16s%2Fg%2F11cr_tfgll!19sChIJr8OG70t0-4gROuZUlDhugLo,Clearwater Pools & Patios,4.3,36,Swimming pool contractor,"1225 E Montgomery Cross Rd, Savannah, GA 31406, United States","XVVX+45 Savannah, Georgia, USA",https://www.clearwaterpools-patios.com/,+1 912-921-7778,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipOTjg3Fm30VUVPf07Mke4-4eiwnFFblxvUXt5Ns=w408-h251-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:16:05.419Z,,
https://www.google.com/maps/place/Mixon+Pool+Services/data=!4m7!3m6!1s0x88fb74db7ae66501:0x30a52688df2e5daa!8m2!3d31.9926092!4d-81.1481116!16s%2Fg%2F1260p369m!19sChIJAWXmett0-4gRql0u34gmpTA,Mixon Pool Services,5.0,2,Swimming pool contractor,"704 S Williamsburg Rd, Savannah, GA 31419, United States","XVV2+2Q Savannah, Georgia, USA",,,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_saCEg1T7qEpUO4DnmlgcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.9261775&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:16:10.378Z,,
"https://www.google.com/maps/place/Advanced+Pool+Services+%26+Repair/@31.9858113,-81.0865035,13z/data=!3m1!4b1!4m6!3m5!1s0x88fb743aaaaaaaab:0x933b64d69f82ac7e!8m2!3d31.9858113!4d-81.0865035!16s%2Fg%2F1w0sdqr6",Advanced Pool Services & Repair,4.0,2,Swimming pool contractor,"Savannah, GA 31406, United States",,,+1 912-414-9965,,,,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:16:15.336Z,,
https://www.google.com/maps/place/Premier+Pool+Service+%7C+Savannah/data=!4m7!3m6!1s0xcf354ca782b6fb9:0x50bd24b96f5b4860!8m2!3d32.1579895!4d-81.4187756!16s%2Fg%2F11rgb76hmh!19sChIJuW8reMpU8wwRYEhbb7kkvVA,Premier Pool Service | Savannah,5.0,13,Pool cleaning service,,,https://premierpoolservice.com/locations/savannah/?utm_source=Synup&utm_medium=Synup&utm_campaign=Synup,+1 912-302-9292,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPATf3cwCijbjEKvanrqsmu-70VGxwKCibOI0F7=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2025-10-27T18:16:20.475Z,,
