placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,attributes,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,error
https://www.google.com/maps/place/Parking+-+Isle+of+Palms/data=!4m7!3m6!1s0x88fe73a8f3205895:0xfc2fba9997c7d99b!8m2!3d32.7857851!4d-79.7886232!16s%2Fg%2F11b7xmrvvs!19sChIJlVgg86hz_ogRm9nHl5m6L_w,Parking - Isle of Palms,3.8,45,Parking lot,"1116 Pavilion Dr, Isle of Palms, SC 29451, United States","Q6P6+8H Isle of Palms, South Carolina, USA",https://www.iop.net/beach-and-resident-parking,+1 843-886-6428,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1rm4S2q3aW8PbemfIInQc-N-NILFLXsVV3ukj81nCRi9qYicrmYh5FlmDpgPNnEOcPLGBEpRvdxrEtZz2VdDDowWy14nt0IjDAWFNMXLRDmriQmAkhGHhXvCvJ5qFOkDKq5Dm=w408-h266-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:31:36.794Z,,,,,,,,,,
https://www.google.com/maps/place/The+Boathouse+at+Breach+Inlet/data=!4m7!3m6!1s0x88fe73c1b191c207:0xb02ea824d8dfa15c!8m2!3d32.7774551!4d-79.8104403!16s%2Fg%2F1tkp5vb1!19sChIJB8KRscFz_ogRXKHf2CSoLrA,The Boathouse at Breach Inlet,4.1,1597,Seafood restaurant,"101 Palm Blvd, Isle of Palms, SC 29451, United States","Q5GQ+XR Isle of Palms, South Carolina, USA",http://www.boathouserestaurants.com/,,,https://lh3.googleusercontent.com/p/AF1QipNFt5huSJMVRVE5KzLZ9Q6zDxjvF6_p63UDtq2n=w408-h408-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:31:42.778Z,Vintage rowboats adorn the ceiling of this Southern restaurant with a diverse local seafood menu. · Dine-in · Takeaway · Delivery,5–9 pm,5–9 pm,5–9 pm,5–10 pm,5–10 pm,5–9 pm,5–9 pm,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x88fe7bf2f3389d5f:0x76224f53621d39fc!8m2!3d32.7893976!4d-79.9273776!16s%2Fg%2F11s196f2_k!19sChIJX5048_J7_ogR_DkdYlNPInY,Parking Management Company,1.2,15,Parking lot,"7 Calhoun St, Charleston, SC 29401, United States","Q3QF+Q2 Charleston, South Carolina, USA",http://www.parkingmgt.com/,+1 615-352-0418,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTcSLZcY3xiHQnT-JdPxtDDEZYFWBVZg2MG4GtZJQHwR7eY8jqG2GgzKYCRyCgMhPjSbWAWWjSZ5xIcDfBo_vTQ6HklEwGJ2F2kq_ZkgkCsJDS2rh9xmne0P7KZKuSnfn45m9TjA=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:31:48.512Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Oyster+Park+Apartments/data=!4m7!3m6!1s0x88fe71bc7450cad3:0x7572c14c28dccce6!8m2!3d32.7939062!4d-79.85425!16s%2Fg%2F11c6sq71nx!19sChIJ08pQdLxx_ogR5szcKEzBcnU,Oyster Park Apartments,4.4,68,Apartment building,"1421 Shucker Cir, Mt Pleasant, SC 29464, United States","Q4VW+H8 Mt Pleasant, South Carolina, USA",https://www.experienceoysterpark.com/?rccustomid=MTg3MDY=-NLBR/ndEj9Q=?utm_source=GoogleLocalListing&utm_medium=organic,+1 833-629-3644,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMnyWEdQRD6pibFoW7VBnB1fx-V_NJIdRLK0iWyNKLhRia3mBCzECT1XoyjKlR9N3YInzlyCPHLaG0wIVczIkYLDCRdu2a33vOdG1k0myEfmqDL_Xv7ouXl0OwDjAKdfqGBMBL=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:31:54.904Z,· Dogs allowed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,1–5 pm,9 am–6 pm,,
https://www.google.com/maps/place/MUSC+Office+of+Parking+Management/data=!4m7!3m6!1s0x88fe7a47881be69f:0x4866b5233de09987!8m2!3d32.786511!4d-79.9503399!16s%2Fg%2F11bv5t9qt8!19sChIJn-YbiEd6_ogRh5ngPSO1Zkg,MUSC Office of Parking Management,3.5,57,Association / Organization,"91 President St, Charleston, SC 29425, United States","Q2PX+JV Charleston, South Carolina, USA",http://academicdepartments.musc.edu/vpfa/operations/Parking,+1 843-792-3665,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrPwd1u1-WROpncAITm1vtUglocOmZO5Go2G7GtipAmsDiKb-p53z0-0H9smVSkdzE4aVNRr5glTL8i--NlvBZjHUMTXsfQalKO27PtE_R7a2iaZg8lL5iABaTGMMagjreo6rEQPbZQq9T=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:00.527Z,,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,,
https://www.google.com/maps/place/Palmetto+Parking+Inc./data=!4m7!3m6!1s0x88fe7a13a9edc6e7:0xb677be3d522fd648!8m2!3d32.7493256!4d-79.9757123!16s%2Fg%2F1tjv4cfy!19sChIJ58btqRN6_ogRSNYvUj2-d7Y,Palmetto Parking Inc.,2.3,104,Corporate office,"1756 Central Park Rd, Charleston, SC 29412, United States","P2XF+PP Charleston, South Carolina, USA",http://www.palmettoparking.com/,+1 843-958-9556,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxv0Onm81Ag6JKQyUz79Jout9Nw3G4O9lwr9m9MjmYzMdEylzrswNb6LrenOmKYg-9l8dq6wrYOE4ZOVzJsPq3baJovXL8v_JNlp4Bn-CRJ_RN5uwdV7RS5QXN-3NhUQWO61zxW=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:05.410Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,,
https://www.google.com/maps/place/Parking+Services+-+College+of+Charleston/data=!4m7!3m6!1s0x88fe7a14a03c0989:0xcc0c411529bb5ce6!8m2!3d32.7855425!4d-79.9375507!16s%2Fg%2F1thq647h!19sChIJiQk8oBR6_ogR5ly7KRVBDMw,Parking Services - College of Charleston,1.3,8,University,"162 Calhoun St, Charleston, SC 29401, United States","Q3P6+6X Charleston, South Carolina, USA",https://parkingservices.cofc.edu/,+1 843-953-1100,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F69nj-YaHwI2qMVup8uqoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.17923&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:10.192Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/George+Street+Lot/data=!4m7!3m6!1s0x88fe7bba7cb3ed59:0x9313f61665840227!8m2!3d32.7843733!4d-79.9347565!16s%2Fg%2F11j1cgrw7z!19sChIJWe2zfLp7_ogRJwKEZRb2E5M,George Street Lot,1.5,33,Parking lot,"31 George St, Charleston, SC 29401, United States","Q3M8+P3 Charleston, South Carolina, USA",,+1 843-566-5856,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyl4G39fW2XAypm55K6EFO1r7aoGLfRobNB_UB8eDVKnch1D1r1v3Ts56k_lktHyf0ijQudWtL64jKJid2Y-79zDwx3tHZ3T2ls4y0vGrah3x7hQiff3O6FKPm1LIS_SmKvjbwWEA=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:15.529Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88fe7bdeb75ea641:0x8358c1f3b994783e!8m2!3d32.7777527!4d-79.9274632!16s%2Fg%2F11vzfd8dvj!19sChIJQaZet957_ogRPniUufPBWIM,parkingmgt.com,,,Parking lot,"145 E Bay St, Charleston, SC 29401, United States","Q3HF+42 Charleston, South Carolina, USA",https://parkingmgt.com/145-e-bay-st-charleston/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M_iOHpsYLBXJGYtP_7YZUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.55101&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:21.843Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Tavern+%26+Table/data=!4m7!3m6!1s0x88fe70e4a370ece3:0x847c382fddab639d!8m2!3d32.7923606!4d-79.8810065!16s%2Fg%2F11b6xx_383!19sChIJ4-xwo-Rw_ogRnWOr3S84fIQ,Tavern & Table,4.4,2964,New American restaurant,"100 Church St, Mt Pleasant, SC 29464, United States","Q4R9+WH Mt Pleasant, South Carolina, USA",http://www.tavernandtable.com/,+1 843-352-9510,,https://lh3.googleusercontent.com/p/AF1QipNdN2mfE9CmeSF_506cRTyU646oI_aaXfGYeOC2=w408-h291-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sullivan's+Island+Charleston+SC/@32.7629024,-79.8362471,14z",2025-10-28T18:32:28.496Z,"Casual, rustic-chic restaurant with a waterfront deck offering a locally sourced New American menu. · Dine-in · Takeaway",11 am–9 pm,11 am–9 pm,11 am–9 pm,11 am–10 pm,11 am–10 pm,10 am–9 pm,11 am–9 pm,,
