placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Community+Regional+Medical+Center+-+Ambulatory+Infusion+Center/data=!4m7!3m6!1s0x80945f65e0f53e05:0x612ae498a5744ec8!8m2!3d36.7435288!4d-119.783538!16s%2Fg%2F11mcbts_3t!19sChIJBT714GVflIARyE50pZjkKmE,Community Regional Medical Center - Ambulatory Infusion Center,,,Medical Center,"2335 E Kashian Ln Ste 110, Fresno, CA 93701, United States","P6V8+CH Fresno, California, USA",https://www.communitymedical.org/locations/community-regional-medical-center,+1 559-459-3501,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G36g7LNf0SF7FM7u8ldtdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.20486&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:23.738Z,,,,,,,,,,,
https://www.google.com/maps/place/Pure+Infusion+Suites+of+Fresno/data=!4m7!3m6!1s0x809469ec5c2437f7:0x2ee7f2e2d9eff085!8m2!3d36.840696!4d-119.8057253!16s%2Fg%2F11srrj1bpc!19sChIJ9zckXOxplIARhfDv2eLy5y4,Pure Infusion Suites of Fresno,5.0,6,Medical Center,"660 W Locust Ave Ste 103, Fresno, CA 93650, United States","R5RV+7P Fresno, California, USA",https://pureinfusionsuites.com/locations/fresno/,+1 559-500-0910,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOUg3rortXu0cGwhaht0SLG4xScxdy1t4YxWh5j=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:29.433Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,,
https://www.google.com/maps/place/I+Vie+Infusions/data=!4m7!3m6!1s0x80945d08bcd9127b:0x14a3e65a7c79bda2!8m2!3d36.8387182!4d-119.7573834!16s%2Fg%2F11v44yb_vw!19sChIJexLZvAhdlIARor15fFrmoxQ,I Vie Infusions,5.0,49,Medical clinic,"1646 E Herndon Ave #106, Fresno, CA 93720, United States","R6QV+F2 Fresno, California, USA",http://www.ivieinfusions.com/,+1 559-338-5503,"Closed ⋅ Opens 9 am Mon

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMkbLWOJ-gmyRjTveg4zGojwpTYyIN_ACarEFP5=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:34.374Z,12–4 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Premier+Cancer+Care+%26+Infusion+Center/data=!4m7!3m6!1s0x80945d44624a172b:0x1df73e812654d29a!8m2!3d36.8249571!4d-119.7836895!16s%2Fg%2F11vk_89hc1!19sChIJKxdKYkRdlIARmtJUJoE-9x0,Premier Cancer Care & Infusion Center,4.1,27,Oncologist,"6121 N Thesta St Ste 204, Fresno, CA 93710, United States","R6F8+XG Fresno, California, USA",https://www.premiercancercare.net/,+1 559-554-2100,"Closed ⋅ Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3-xg76p210uB98P9T2aCRT5Jm1zTSJ0ByA6QjFHMrQhexpMdHKlFHndJVul4ZnUFGyXwILKkAIgY0E9nu2CQtQ72VJn8JRasIbd2Jdtm1JzMLpTEFm32Ihlgs_B1ukSX0hgquZouSK1BY=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:40.236Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,,
https://www.google.com/maps/place/East+Medical+Plaza/data=!4m7!3m6!1s0x80945e0455555555:0xded60340ad63da14!8m2!3d36.7436478!4d-119.7832153!16s%2Fg%2F12606m862!19sChIJVVVVVQRelIARFNpjrUAD1t4,East Medical Plaza,4.2,14,Doctor,"2335 E Kashian Ln, Fresno, CA 93701, United States","P6V8+FP Fresno, California, USA",,+1 559-459-7477,Closed ⋅ Opens 6:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHsjG3vwYVIQEhF_Y1GKbpiKLVP_itGQ-eG7dSQxTiQu8TNfPHVIvZfu0gxfMAOqgxLQNAxxgIfO7bYnve7pPmutEl4y0WT-XTQ4ghhIiSqGhcJXocEPYPiLWTFKnyELn46b6o=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:45.360Z,Closed,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,7 am–12 pm,,,,
https://www.google.com/maps/place/Infusion+for+Health+-+Fresno/data=!4m7!3m6!1s0x80945d89040089d5:0xae8faa6fbaf6b41f!8m2!3d36.8399941!4d-119.7615723!16s%2Fg%2F11vc35q1gc!19sChIJ1YkABIldlIARH7T2um-qj64,Infusion for Health - Fresno,,,Medical Center,"1125 E Spruce Ave Ste 201, Fresno, CA 93720, United States","R6QQ+X9 Fresno, California, USA",https://infusionforhealth.com/locations/southern-california/fresno/,+1 559-249-9281,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J7InwaxWWuKuDl309CKLHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.33747&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:50.366Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,,
https://www.google.com/maps/place/New+Life+Recovery/data=!4m7!3m6!1s0x809460b198d7f665:0x2688b3d2411f768d!8m2!3d36.7460721!4d-119.8032073!16s%2Fg%2F1tk9q_zf!19sChIJZfbXmLFglIARjXYfQdKziCY,New Life Recovery,4.8,52,Addiction treatment center,"207 N Broadway St, Fresno, CA 93701, United States","P5WW+CP Fresno, California, USA",https://newlife-recovery.com/,+1 559-717-5433,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMaCTL0R-ERK1UHgYMCNaFULi6D_eiK-F5Hd46B=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:18:55.386Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Community+Regional+Medical+Center/data=!4m7!3m6!1s0x80945e0a451bde4b:0xe6319ba89de3ea4d!8m2!3d36.742835!4d-119.7848543!16s%2Fm%2F0ch5drn!19sChIJS94bRQpelIARTerjnaibMeY,Community Regional Medical Center,2.9,737,Medical Center,"2823 Fresno St, Fresno, CA 93721, United States","P6V8+43 Fresno, California, USA",https://www.communitymedical.org/hospitals-facilities/Community-Regional-Medical-Center,+1 559-459-6000,,https://lh3.googleusercontent.com/p/AF1QipNr014AFP7KMkIXeOHSEPHnVA0w0_PnBX6Y2Sdb=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:19:00.832Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Option+Care/data=!4m7!3m6!1s0x809442cc4d14467d:0x72538dc4702aec45!8m2!3d36.8464298!4d-119.7571778!16s%2Fg%2F11f1vnxlh8!19sChIJfUYUTcxClIARRewqcMSNU3I,Option Care,5.0,2,Home health care service,"7585 N Cedar Ave #101, Fresno, CA 93720, United States","R6WV+H4 Fresno, California, USA",http://optioncare.com/,+1 866-628-1820,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YLa7EXu9J93MGBWl4GEH2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.478413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:19:05.873Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,,
https://www.google.com/maps/place/Community+Outpatient+Oncology/data=!4m7!3m6!1s0x80945e1c0a02ad9b:0xaad36cbcd75b8e78!8m2!3d36.7436808!4d-119.78318!16s%2Fg%2F11dfhj4zkk!19sChIJm60CChxelIAReI5b17xs06o,Community Outpatient Oncology,4.5,2,Oncologist,"2335 E Kashian Ln Suite 301, Fresno, CA 93701, United States","P6V8+FP Fresno, California, USA",,+1 559-459-4662,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A24NhhZ3Zy_VEPApYZO28A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.81454&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-09-28T23:19:11.047Z,,,,,,,,,,,
