placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Adams+Door+Company/data=!4m7!3m6!1s0x87ee9a92efe0fbf9:0x2fe6f55e0b57cc97!8m2!3d41.6094056!4d-93.615844!16s%2Fg%2F11b7xxb84s!19sChIJ-fvg75Ka7ocRl8xXC1715i8,Adams Door Company,4.9,361,Garage door supplier,"69 Washington Ave Suite J, Des Moines, IA 50314, United States","J95M+QM Des Moines, Iowa, USA",https://adamsdoor.com/,+1 515-289-2070,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMrfAsP2u2ZgAp7sOmG6Vo1lLfP10gz7m93JJM=w408-h245-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:45:38.063Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Des+Moines/data=!4m7!3m6!1s0x87ee9fa47c4f062f:0xd8fdc484a89dee00!8m2!3d41.5726346!4d-93.7329639!16s%2Fg%2F11s3cvh46x!19sChIJLwZPfKSf7ocRAO6dqITE_dg,Precision Garage Door of Des Moines,5.0,445,Garage door supplier,"1903 EP True Pkwy Suite 306, West Des Moines, IA 50265, United States","H7F8+3R West Des Moines, Iowa, USA",https://precisiondoordesmoines.com/?utm_source=gmb&utm_medium=location_westdesmoines&utm_campaign=website,+1 515-349-1898,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNNF2XdT44xywv4i3oKLHdvGJua2VAUh6Ocfybc=w796-h240-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:45:43.113Z,,,,
https://www.google.com/maps/place/Hicklin+Garage+Doors+Des+Moines/data=!4m7!3m6!1s0x87ee9a67c40e40f1:0x1916d8174cddf42e!8m2!3d41.6569337!4d-93.5939963!16s%2Fg%2F1hdzm_f40!19sChIJ8UAOxGea7ocRLvTdTBfYFhk,Hicklin Garage Doors Des Moines,4.9,1677,Garage door supplier,"1672 NE 53rd Ave, Des Moines, IA 50313, United States","MC44+QC Des Moines, Iowa, USA",https://www.hicklindoors.com/?utm_campaign=gmb&utm_medium=googlemybusiness&utm_source=googlemybusiness,+1 515-454-5483,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMTgjjmyNPBGVwysQJjbeWQPotDYWoFV9QXC9nV=w426-h240-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:45:48.161Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Des+Moines/data=!4m7!3m6!1s0x87ee99041d829fdd:0xf38451dcbadf7423!8m2!3d41.6605427!4d-93.5921454!16s%2Fg%2F11btthywp3!19sChIJ3Z-CHQSZ7ocRI3TfutxRhPM,Precision Garage Door of Des Moines,5.0,2705,Garage door supplier,"5485 NE 17th St Suite D, Des Moines, IA 50313, United States","MC65+64 Des Moines, Iowa, USA",https://precisiondoordesmoines.com/?utm_source=gmb&utm_medium=location_desmoines&utm_campaign=website,+1 515-207-6410,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTSav1lKB4huU7pnZGwarDAtvqwWYa_sd0YOnp6uYg19sJIsCt4tR5b4619rOoDRIg498JN3OeJHH9T2EfN_teFpagymhwicUTN6AMH6FnipXW3uxI9rHTlEXgyJAjk8KsxtI=w408-h306-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:45:52.535Z,,,,
"https://www.google.com/maps/place/AAA+Garage+Door+and+Opener,+Inc./data=!4m7!3m6!1s0x87ec3e67a5f5510b:0xcb2b150ef0fce798!8m2!3d41.563624!4d-94.006344!16s%2Fg%2F11d_bfn_kx!19sChIJC1H1pWc-7IcRmOf88A4VK8s","AAA Garage Door and Opener, Inc.",4.9,94,Garage door supplier,"32869 Hideaway Ln, Adel, IA 50003, United States","HX7V+CF Adel, Iowa, USA",https://www.aaadooropener.com/,+1 515-556-3667,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya3MGrl4RojgdQQbMUMNMqYdgpr1JggnGWjD1Jhma7YTKWhD4mtIIy6cVu6Ujk39tYHqdBC54t4BoJpiCPHIKMxyo6K5o9ZRcnzHScFQX_33IySOCQgMfZ_bF8YIOqDxjbjulO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:45:57.014Z,,,,
https://www.google.com/maps/place/Armstrong%E2%80%99s+Garage+Door+Service+And+Repair/data=!4m7!3m6!1s0x87ee9ddb587b1225:0x5ebe14024b12dd44!8m2!3d41.6272658!4d-93.7601515!16s%2Fg%2F124yqy_6v!19sChIJJRJ7WNud7ocRRN0SSwIUvl4,Armstrong’s Garage Door Service And Repair,4.9,36,Garage door supplier,"3505 104th St, Urbandale, IA 50322, United States","J6GQ+WW Urbandale, Iowa, USA",http://armstronggaragedoorrepair.com/,+1 515-276-0653,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPj11VwdW96ypZqWVTkA6g6NamdOcVK-1-0q7u1=w408-h269-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:46:01.473Z,,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Des+Moines/data=!4m7!3m6!1s0x87ec23ff2dd0aa9d:0x713add655e4b79e3!8m2!3d41.6768894!4d-93.7785975!16s%2Fg%2F1tppsj6v!19sChIJnarQLf8j7IcR43lLXmXdOnE,Overhead Door Company of Des Moines,4.8,517,Garage door supplier,"1300 SE Gateway Dr Suite #102, Grimes, IA 50111, United States","M6GC+QH Grimes, Iowa, USA",https://overheaddoordesmoines.com/,+1 515-276-1332,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMCuBLQvRM1j-p2E9JeI6QeV8iFZpzbqxNKvsFj=w408-h397-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:46:06.060Z,,,,
https://www.google.com/maps/place/Brodie+%26+Son+Corporation/data=!4m7!3m6!1s0x87ee9ebe3a0a91cd:0xcd717cbc0d3c7d06!8m2!3d41.605385!4d-93.6816498!16s%2Fg%2F1tpll8x1!19sChIJzZEKOr6e7ocRBn08Dbx8cc0,Brodie & Son Corporation,3.8,12,Door supplier,"1440 47th St, Des Moines, IA 50311, United States","J849+58 Des Moines, Iowa, USA",,+1 515-288-9227,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGexFmovth6GsOBajC9DTX8OmKUfGYUKw8BJL4vY295pVRS5pn4yA8EdW6ddmEUdA64tf5doNxDx2v3omIm7wIrdkt-vGcNkwv9X3werVnvmMtRLWrgRXiNQAR27oSCIqHABjPHQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:46:08.503Z,,,,
"https://www.google.com/maps/place/Dre%27s+Garage+Door+Service,+L.L.C./data=!4m7!3m6!1s0xa3400b0a306e307:0x1da867344c2165e7!8m2!3d41.2533941!4d-93.589127!16s%2Fg%2F11sj2h52wd!19sChIJB-MGo7AANAoR52UhTDRnqB0","Dre's Garage Door Service, L.L.C.",5.0,35,Garage door supplier,,,https://dresgaragedoor.com/,+1 515-681-4675,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP5lgOwjUNpmI-OP-kF5vMh5QimpL-yDYfxdPU1=w408-h437-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:46:12.848Z,,,,
https://www.google.com/maps/place/Ryan%27s+Rapid+Garage+Door+LLC/data=!4m7!3m6!1s0xab10a4d1592d8fbb:0xc90223f830bfcdce!8m2!3d41.609118!4d-94.0057306!16s%2Fg%2F11xsm4kqn6!19sChIJu48tWdGkEKsRzs2_MPgjAsk,Ryan's Rapid Garage Door LLC,5.0,1,Garage door supplier,"29456 Old Portland Rd #20, Adel, IA 50003, United States","JX5V+JP Adel, Iowa, USA",https://rrgaragedoors.org/,+1 515-402-9702,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-nCD0eEpEaK7JH7o9APrXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.710785&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Adel+Des+Moines+IA/@41.5896139,-93.6163963,14z",2025-11-07T22:46:17.316Z,,,,
