placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Burlington+Tax+%26+Business+Services/data=!4m7!3m6!1s0x4cca7a58809975ef:0x65d406133396dde0!8m2!3d44.4843119!4d-73.2141111!16s%2Fg%2F11cs4gd7g8!19sChIJ73WZgFh6ykwR4N2WMxMG1GU,Burlington Tax & Business Services,5.0,47,Tax preparation service,"139 Elmwood Ave, Burlington, VT 05401, United States","FQMP+P9 Burlington, Vermont, USA",,+1 802-393-9507,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNiRrza12RF9jkyjUfadsiHlgmzXfkoeRi4Fjk=w408-h306-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:06:50.411Z,,,
"https://www.google.com/maps/place/Professional+Tax+Services,+LLC/data=!4m7!3m6!1s0x4cca6fed84c85d85:0x6a87e27e9475c2ee!8m2!3d44.4750804!4d-73.2195849!16s%2Fg%2F11f4zdxwf7!19sChIJhV3IhO1vykwR7sJ1lH7ih2o","Professional Tax Services, LLC",5.0,6,Tax preparation service,"1 Steele St Ste 117, Burlington, VT 05401, United States","FQGJ+25 Burlington, Vermont, USA",http://professionaltaxservicesllc.com/,+1 802-377-1347,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1U1bCz-7Thv0C4HagJ25WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.37747&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–7 pm,7:30 am–6 pm,11 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:06:55.856Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Reconciled/data=!4m7!3m6!1s0x4cca7af95d06af89:0x83cc0e393d27f951!8m2!3d44.4765651!4d-73.2147961!16s%2Fg%2F11bv1p47jh!19sChIJia8GXfl6ykwRUfknPTkOzIM,Reconciled,4.2,20,Accountant,"1 Lawson Ln #200d, Burlington, VT 05401, United States","FQGP+J3 Burlington, Vermont, USA",https://reconciled.com/,+1 802-242-1352,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6tGhhmYXSHTq0wsOlgAAqAonvLPvVvQu-TPUy=w648-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:00.951Z,,,
"https://www.google.com/maps/place/Russell+M.+Blodgett,+Certified+Public+Accountant+%28CPA%29/data=!4m7!3m6!1s0x4cca7af7346e64d1:0x5598a75c08b2340d!8m2!3d44.4779286!4d-73.2154064!16s%2Fg%2F12mm84lyp!19sChIJ0WRuNPd6ykwRDTSyCFynmFU","Russell M. Blodgett, Certified Public Accountant (CPA)",,,Certified public accountant,"109 Bank St, Burlington, VT 05401, United States","FQHM+5R Burlington, Vermont, USA",,+1 802-985-5570,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipONjRLfCNzYx87U1u2_3dEzxXuiuhIxfY0xMhsn=w408-h304-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:05.583Z,,,
https://www.google.com/maps/place/Heritage+Business+Services+Inc/data=!4m7!3m6!1s0x4cca7abc3422aa55:0xab5716344d04abd8!8m2!3d44.4939821!4d-73.229593!16s%2Fg%2F12619f4cw!19sChIJVaoiNLx6ykwR2KsETTQWV6s,Heritage Business Services Inc,5.0,4,Accountant,"480 North Ave, Burlington, VT 05401, United States","FQVC+H5 Burlington, Vermont, USA",,+1 802-862-7602,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D5LxMHQ6WJONeSnbBCanSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.57411&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:08.330Z,,,
https://www.google.com/maps/place/Ian+M+Jeffers+CPA+PC/data=!4m7!3m6!1s0x4cca7aad9f977545:0xc6bab9cfca418b6d!8m2!3d44.5011705!4d-73.2443367!16s%2Fg%2F1262w40kg!19sChIJRXWXn616ykwRbYtBys-5usY,Ian M Jeffers CPA PC,5.0,1,Tax preparation service,"136 Killarney Dr, Burlington, VT 05408, United States","GQ24+F7 Burlington, Vermont, USA",http://www.imjcpa.com/,+1 802-862-1950,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iLFk8Vxj8DEaWoQHx15iHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.9481&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:11.104Z,,,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x4cca7a31d0b070e5:0x234b41337eda2e6b!8m2!3d44.4677253!4d-73.1762875!16s%2Fg%2F1tfzlzbb!19sChIJ5XCw0DF6ykwRay7afjNBSyM,Liberty Tax,4.9,129,Tax preparation,"1197 Williston Rd, South Burlington, VT 05403, United States","FR9F+3F South Burlington, Vermont, USA",https://www.libertytax.com/14421,+1 802-490-5265,"Closed ⋅ Opens 10 am Mon

Updated by this business 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ne9ag4Ru81tUxs3qEgoC1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.21603&pitch=0&thumbfov=100,true,Closed,10 am–2 pm,10 am–3 pm,10 am–2 pm,10 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:15.878Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Independent+Tax+Service+Inc./data=!4m7!3m6!1s0x4cca7a6ef5383ae9:0x41da409dc15a3c7!8m2!3d44.488416!4d-73.1846528!16s%2Fg%2F1tj57dfb!19sChIJ6To49W56ykwRx6MV3AmkHQQ,Independent Tax Service Inc.,5.0,3,Tax preparation service,"1 Mill St, Burlington, VT 05401, United States","FRQ8+94 Burlington, Vermont, USA",http://independenttaxvt.com/,+1 802-863-2271,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RhK8NnZ4Eyobv6mcCASNgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.34169&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:20.632Z,,,
https://www.google.com/maps/place/Crowe+LLP/data=!4m7!3m6!1s0x4cca7afa6d2f54a7:0x4955f6f8036fe8f0!8m2!3d44.4759163!4d-73.2179772!16s%2Fg%2F1vm7b24_!19sChIJp1Qvbfp6ykwR8OhvA_j2VUk,Crowe LLP,,,Accountant,"40 Main St #300, Burlington, VT 05401, United States","FQGJ+9R Burlington, Vermont, USA",https://www.crowe.com/about-us/our-offices/vermont?utm_source=gmb&utm_medium=Yext,+1 802-865-9300,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM6zo3efTkgFmpsmRaE3ZvhCno35_sHtHiz57so=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:25.313Z,,,
https://www.google.com/maps/place/Tapia+Wallace+w+CPA/data=!4m7!3m6!1s0x4cca7af82d379633:0xd057736280f3ee7f!8m2!3d44.4755088!4d-73.2137142!16s%2Fg%2F1tjt1kfn!19sChIJM5Y3Lfh6ykwRf-7zgGJzV9A,Tapia Wallace w CPA,,,Tax preparation service,"131 Main St, Burlington, VT 05401, United States","FQGP+6G Burlington, Vermont, USA",,+1 802-863-6370,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HLkWF90m15TmXQvvvw6t1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.12353&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:28.098Z,,,
https://www.google.com/maps/place/Sargent+Randall+L+CPA/data=!4m7!3m6!1s0x4cca7a585ae80703:0x3748a675274693b!8m2!3d44.4771768!4d-73.2072829!16s%2Fg%2F1tdz913w!19sChIJAwfoWlh6ykwRO2l0UmeKdAM,Sargent Randall L CPA,,,Accountant,"309 College St #1, Burlington, VT 05401, United States","FQGV+V3 Burlington, Vermont, USA",http://www.jmmcpa.net/,+1 802-658-0043,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BbTMo8MQbGPJXa1Ppk3wFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.1922&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:30.602Z,,,
https://www.google.com/maps/place/Kreisel+Peter+CPA/data=!4m7!3m6!1s0x4cca7a5868254ae7:0xc4b58f3dc4061982!8m2!3d44.477061!4d-73.208032!16s%2Fg%2F1tctldnz!19sChIJ50olaFh6ykwRghkGxD2PtcQ,Kreisel Peter CPA,,,Accountant,"289 College St, Burlington, VT 05401, United States","FQGR+RQ Burlington, Vermont, USA",,+1 802-859-0681,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wFFDwaovcg0xasGMLqE5Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.03958&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:33.116Z,,,
https://www.google.com/maps/place/Dunn+Judith+P+CPA/data=!4m7!3m6!1s0x4cca7a1dcc8dae8f:0xe38468d438f8a5cd!8m2!3d44.4828817!4d-73.1567812!16s%2Fg%2F1v3hzlzw!19sChIJj66NzB16ykwRzaX4ONRohOM,Dunn Judith P CPA,5.0,4,Accountant,"81 Ethan Allen Dr, South Burlington, VT 05403, United States","FRMV+57 South Burlington, Vermont, USA",,+1 802-865-0455,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xB0IEV_xE20EAR_l74uquw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.74768&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:35.728Z,,,
https://www.google.com/maps/place/Moss+Computer+Consulting+LLC:+Moss+Richard+S/data=!4m7!3m6!1s0x4cca7a5882029de9:0xf320c07f205dea8f!8m2!3d44.478225!4d-73.208905!16s%2Fg%2F1tgs0kbr!19sChIJ6Z0Cglh6ykwRj-pdIH_AIPM,Moss Computer Consulting LLC: Moss Richard S,5.0,2,Accountant,"82 S Union St, Burlington, VT 05401, United States","FQHR+7C Burlington, Vermont, USA",,+1 802-864-7267,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fmAmslKYmR73rz4lUCX7fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.64737&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:38.646Z,,,
https://www.google.com/maps/place/Small+Jeffery+CPA/data=!4m7!3m6!1s0x4cca7af734f3175f:0x5828c20c63c1159f!8m2!3d44.4499413!4d-73.2031128!16s%2Fg%2F1wrtcgzc!19sChIJXxfzNPd6ykwRnxXBYwzCKFg,Small Jeffery CPA,,,Accountant,"38 Eastwood Dr #110, South Burlington, VT 05403, United States","CQXW+XQ South Burlington, Vermont, USA",https://www.jeffsmallcpa.com/,+1 802-864-5779,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ju_ewMHkvVWaNpSToRiAoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.92292&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:41.161Z,,,
"https://www.google.com/maps/place/Green+Tax+Services/@44.4454537,-73.2079286,17z/data=!3m1!4b1!4m6!3m5!1s0x4cca7b95c46aa533:0xdcc0643854bfd6ac!8m2!3d44.4454537!4d-73.2079286!16s%2Fg%2F11vkr361lj",Green Tax Services,5.0,5,Tax preparation service,"45 Swift St, South Burlington, VT 05403, United States","CQWR+5R South Burlington, Vermont, USA",https://www.greentaxinc.com/Our-Process/,+1 352-633-2042,,,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:45.669Z,,,
https://www.google.com/maps/place/eFile4Less+-+Marketplace+Payroll/data=!4m7!3m6!1s0x4cca7af6e999da87:0x7323ddf077967a63!8m2!3d44.4775372!4d-73.2088553!16s%2Fg%2F1hhh12q6p!19sChIJh9qZ6fZ6ykwRY3qWd_DdI3M,eFile4Less - Marketplace Payroll,5.0,6,Tax preparation service,"270A College St, Burlington, VT 05401, United States","FQHR+2F Burlington, Vermont, USA",http://www.efile4less.com/,+1 802-238-5454,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1KLBC2b340cpg0xOGrgzCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.6989&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:48.347Z,,,
https://www.google.com/maps/place/Marketplace+Payroll+Services/data=!4m7!3m6!1s0x4cca7af6e9c1507d:0xa72113c2c4eac899!8m2!3d44.477496!4d-73.2088914!16s%2Fg%2F1hhjdqwz1!19sChIJfVDB6fZ6ykwRmcjqxMITIac,Marketplace Payroll Services,5.0,3,Accountant,"270- A College St, Burlington, VT 05401, United States","FQGR+XC Burlington, Vermont, USA",http://www.marketplacepayroll.com/,+1 802-238-5454,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fqO3mG_7GXPonJ3zXc5qlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.35217&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:51.066Z,,,
https://www.google.com/maps/place/Impireacht+L.L.C./data=!4m7!3m6!1s0x4cca7082de338769:0x1fa1a3277f9e4e73!8m2!3d44.5022597!4d-73.1828586!16s%2Fg%2F11f3s8dql1!19sChIJaYcz3oJwykwRc06efyejoR8,Impireacht L.L.C.,5.0,24,Tax preparation service,"476 Main St, Winooski, VT 05404, United States","GR28+WV Winooski, Vermont, USA",,+1 802-881-3207,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MR3_2knuTbyrOaNfTaNlxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.78796&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:53.769Z,,,
https://www.google.com/maps/place/Paul+Guyot+CPA/data=!4m7!3m6!1s0x4cca7a6521eabceb:0x7fa8400bc617f050!8m2!3d44.490729!4d-73.191239!16s%2Fg%2F11ddyj0gxd!19sChIJ67zqIWV6ykwRUPAXxgtAqH8,Paul Guyot CPA,,,Certified public accountant,"130 W Canal St, Winooski, VT 05404, United States","FRR5+7G Winooski, Vermont, USA",http://www.paulguyotcpa.com/contact.php,+1 614-886-2935,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DrNnDnxgiu3y2TBO6mUzUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.66347&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:07:56.644Z,,,
https://www.google.com/maps/place/LARA+TAX+%26+INSURANCE+SERVICES/data=!4m7!3m6!1s0x4cca7b8a5bf8e16d:0x810df3d9ac1351fa!8m2!3d44.4996597!4d-73.183305!16s%2Fg%2F11q83r_bz6!19sChIJbeH4W4p7ykwR-lETrNnzDYE,LARA TAX & INSURANCE SERVICES,5.0,1,Insurance agency,"357 Main St, Winooski, VT 05404, United States","FRX8+VM Winooski, Vermont, USA",,+1 802-999-2074,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qAnfLDl_KwSL0df1eN3kLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.835434&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:08:01.536Z,,,
"https://www.google.com/maps/place/Mcsoley+Mccoy+%26+Co/@44.4484301,-73.1547926,17z/data=!3m1!4b1!4m6!3m5!1s0x4cca796e1d44b013:0x9d2be6df6549163b!8m2!3d44.4484301!4d-73.1547926!16s%2Fg%2F1tdx8b26",Mcsoley Mccoy & Co,5.0,1,Accountant,"118 Tilley Dr, South Burlington, VT 05403, United States","CRXW+93 South Burlington, Vermont, USA",https://www.cpavt.com/,+1 802-658-1808,Closed ⋅ Opens 8 am Mon,,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:08:08.454Z,,,
https://www.google.com/maps/place/Lake+View+Accounting+Inc/data=!4m7!3m6!1s0x4cca799cd64fffff:0x811e705bdbed3a07!8m2!3d44.4602227!4d-73.1536246!16s%2Fg%2F11fnypd35x!19sChIJ__9P1px5ykwRBzrt21twHoE,Lake View Accounting Inc,5.0,1,Accountant,"20 Kimball Ave, South Burlington, VT 05403, United States","FR6W+3H South Burlington, Vermont, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WnW9MhyfgqL3LcSxBMsXKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.285088&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Burlington+Vermont+VT/@44.4758825,-73.212072,14z",2025-10-19T17:08:10.885Z,,,
