placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/PURE+Property+Management+of+Alabama/data=!4m7!3m6!1s0x888602f363a7406b:0xce435efea775372!8m2!3d33.190943!4d-87.5278782!16s%2Fg%2F1yfh_jnmk!19sChIJa0CnY_MChogRclN36u815Aw,PURE Property Management of Alabama,4.1,217,Property management company,"2110 McFarland Blvd E Suite H, Tuscaloosa, AL 35401, United States","5FRC+9R Tuscaloosa, Alabama, USA",https://al.purepm.co/,+1 205-409-3260,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrCPovsIt-yvqo2Iu3-GGXYJoUPXY23bQHdCkaVPMi-Nf7CWfVJ5iAJyQV5EdB_uqegtYUqKbnqZHjYi_SX8WLMYN4wHec8G38EtoGgUCmzbUcRmCccQ8elIXxjKvNGXIAx_ia=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:31.816Z,,,
https://www.google.com/maps/place/H+A+Edwards+Inc.+Real+Estate/data=!4m7!3m6!1s0x888602eb8f6a1c99:0x1b019487481dddf5!8m2!3d33.2074607!4d-87.5625436!16s%2Fg%2F1tqnmdfd!19sChIJmRxqj-sChogR9d0dSIeUARs,H A Edwards Inc. Real Estate,4.4,196,Property management company,"2030 9th St, Tuscaloosa, AL 35401, United States","6C4P+XX Tuscaloosa, Alabama, USA",http://www.haedwards.com/,+1 205-345-1440,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPWMoUsvWRvWJo-9UNvG6ELfmHJAShPGGAHlZ5S=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:38.046Z,,,
https://www.google.com/maps/place/Thetford+Properties/data=!4m7!3m6!1s0x888602f26f7418e1:0x92dde71857b3c79e!8m2!3d33.2004336!4d-87.5625097!16s%2Fg%2F1thy0kqf!19sChIJ4Rh0b_IChogRnsezVxjn3ZI,Thetford Properties,4.9,10,Property management company,"1429 23rd Ave, Tuscaloosa, AL 35401, United States","6C2P+5X Tuscaloosa, Alabama, USA",http://thetfordproperties.com/,+1 205-752-9317,"Open ⋅ Closes 4 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMxlM3s1hs8_3Is9CIskgP-lPJlyWnHruW2ENwZ=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:43.143Z,,,
https://www.google.com/maps/place/Sealy+Management+Co+Inc/data=!4m7!3m6!1s0x888602ee388c1817:0x273c0547e02a514f!8m2!3d33.2028087!4d-87.565809!16s%2Fg%2F1tgtg7wm!19sChIJFxiMOO4ChogRT1Eq4EcFPCc,Sealy Management Co Inc,3.0,118,Property management company,"1200 Greensboro Ave, Tuscaloosa, AL 35401, United States","6C3M+4M Tuscaloosa, Alabama, USA",http://www.sealyrealty.com/,+1 205-391-6000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMh_w-DLk66l2RG8ssd9gCInNi2dMMqcwCCdlXD=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:48.397Z,,,
https://www.google.com/maps/place/Triad+Property+Management/data=!4m7!3m6!1s0x8888a833a10c96a7:0x6cca3eac94e1556e!8m2!3d33.1907655!4d-87.5277562!16s%2Fg%2F1v_w33b9!19sChIJp5YMoTOoiIgRblXhlKw-ymw,Triad Property Management,5.0,1,Property management company,"2120 McFarland Blvd E D, Tuscaloosa, AL 35401, United States","5FRC+8V Tuscaloosa, Alabama, USA",,+1 205-247-9998,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cJ0Aqg3cvN_9KregRmVqwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.89021&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:53.348Z,,,
https://www.google.com/maps/place/Pritchett-Moore+Properties/data=!4m7!3m6!1s0x888602ecec691a1f:0x47b2220674e7b9e7!8m2!3d33.2052691!4d-87.5610177!16s%2Fg%2F11b6gm59lj!19sChIJHxpp7OwChogR57nndAYiskc,Pritchett-Moore Properties,3.7,15,Property management company,"2007 Maxie Thomas Wy, Tuscaloosa, AL 35401, United States","6C4Q+4H Tuscaloosa, Alabama, USA",http://www.pritchett-moore.com/rentals,+1 205-349-6514,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DzPqSjoWMkqEzZq6HNg1sQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.37688&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–3 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:00:58.611Z,,,
https://www.google.com/maps/place/Owen+Meredith+%26+Sons/data=!4m7!3m6!1s0x888602e664ebb5f3:0x3b1024e6991ff5e2!8m2!3d33.2077011!4d-87.5713963!16s%2Fg%2F1tdhml93!19sChIJ87XrZOYChogR4vUfmeYkEDs,Owen Meredith & Sons,3.3,24,Property management company,"2615 6th St #2, Tuscaloosa, AL 35401, United States","6C5H+3C Tuscaloosa, Alabama, USA",http://omsrentals.com/,+1 205-758-3344,,https://lh3.googleusercontent.com/p/AF1QipM7eeI2g0iXdP_tTy1gHC52ZOYvwDWOe-Jpv5Y=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:01.648Z,,,
https://www.google.com/maps/place/Blue+Moon+Properties+LLC/data=!4m7!3m6!1s0x888602d87c4c6733:0xe902c6711230fd68!8m2!3d33.2215221!4d-87.5790361!16s%2Fg%2F11bwlbffck!19sChIJM2dMfNgChogRaP0wEnHGAuk,Blue Moon Properties LLC,4.7,31,Property management company,"803 Main Ave, Northport, AL 35476, United States","6CCC+J9 Northport, Alabama, USA",http://bluemoonpropertiesllc.net/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPCT5J-XOU1hhLJ-DGLprpLOylj4SJgiHdf5Qg6=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:07.407Z,,,
https://www.google.com/maps/place/Spaces+Management/data=!4m7!3m6!1s0x8888a83230c148df:0xaac2293f184926e6!8m2!3d33.2619372!4d-87.5112705!16s%2Fg%2F1q6j4h0ff!19sChIJ30jBMDKoiIgR5iZJGD8pwqo,Spaces Management,4.0,243,Property management company,"1810 Commons N Dr Suite 1, Tuscaloosa, AL 35406, United States","7F6Q+QF Tuscaloosa, Alabama, USA",https://www.spacesmanagement.com/?utm_source=GMBlisting&utm_medium=organic,+1 205-750-2260,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP_Z-wa-fg8pmRKxPrjrKoJIv6PNB8g7-4KPQRo=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:12.682Z,,,
https://www.google.com/maps/place/Spaces+Associations/data=!4m7!3m6!1s0x8888a9a3a48e9365:0xa199235eace71deb!8m2!3d33.2616501!4d-87.5106804!16s%2Fg%2F11jtzcxkw8!19sChIJZZOOpKOpiIgR6x3nrF4jmaE,Spaces Associations,4.5,23,Property management company,"1810 Commons N Dr #3, Tuscaloosa, AL 35406, United States","7F6Q+MP Tuscaloosa, Alabama, USA",https://spacesassociations.com/?utm_source=GMB&utm_medium=Organic,+1 205-750-2260,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOl8vohW-oCl_W2NRJm4tFtqP-BlQoEyWxf2f9s=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:17.775Z,,,
https://www.google.com/maps/place/Attollo+Homes/data=!4m7!3m6!1s0x888602ebf9152bd9:0x85412d49794a4d9!8m2!3d33.2001434!4d-87.5616654!16s%2Fg%2F1tgzc30v!19sChIJ2SsV-esChogR2aSUl9QSVAg,Attollo Homes,4.1,92,Real estate agency,"1448 22nd Ave, Tuscaloosa, AL 35401, United States","6C2Q+38 Tuscaloosa, Alabama, USA",https://www.liveattollo.com/,+1 205-556-2242,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOrbI9prUyzxosMGs60Ar7odW3CvOwiXkSDX2Wn=w408-h271-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:23.041Z,,,
https://www.google.com/maps/place/Wright+Hurd+Properties/data=!4m7!3m6!1s0x888602f1f1b0bdc9:0xd7cc6adcd1d0839e!8m2!3d33.2003537!4d-87.5649763!16s%2Fg%2F1td4kwyr!19sChIJyb2w8fEChogRnoPQ0dxqzNc,Wright Hurd Properties,4.0,15,Apartment rental agency,"1418 Greensboro Ave B, Tuscaloosa, AL 35401, United States","6C2P+42 Tuscaloosa, Alabama, USA",http://wright-hurd.com/,+1 205-345-7333,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipP8xOasHBD835mpn7Am0imtxuq_1hU_hb3LAD9w=w408-h272-k-no,true,10 am–4 pm,10 am–12 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–12 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:27.909Z,Identifies as women-owned,,
https://www.google.com/maps/place/Holetah+Properties/data=!4m7!3m6!1s0x8886020a2eb40001:0xaba4a39becc9ae24!8m2!3d33.1956197!4d-87.5548198!16s%2Fg%2F11t9_tc9fl!19sChIJAQC0LgoChogRJK7J7JujpKs,Holetah Properties,3.7,3,Property management company,"1207 18th St, Tuscaloosa, AL 35401, United States","5CWW+63 Tuscaloosa, Alabama, USA",https://www.holetahproperties.com/,+1 205-754-1604,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ukfpaQf4egaISfTnjm9mXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.50563&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:32.731Z,,,
https://www.google.com/maps/place/Ard+Inc./data=!4m7!3m6!1s0x888602e5648d9765:0x995403a462eca000!8m2!3d33.2033244!4d-87.5696635!16s%2Fg%2F1wv_szwl!19sChIJZZeNZOUChogRAKDsYqQDVJk,Ard Inc.,2.6,14,Property management company,"2620 11th St, Tuscaloosa, AL 35401, United States","6C3J+84 Tuscaloosa, Alabama, USA",https://www.ard-inc.net/,+1 205-752-0009,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aI7Yc6SqibXCZpyK08fJ8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.73987&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:35.673Z,,,
https://www.google.com/maps/place/Beeker+Property+Group/data=!4m7!3m6!1s0x888602aace8fc331:0x6d7b4e789cd2b94a!8m2!3d33.2341952!4d-87.5412492!16s%2Fg%2F11fm3v338d!19sChIJMcOPzqoChogRSrnSnHhOe20,Beeker Property Group,5.0,1,Property management company,"1647 McFarland N Blvd, Tuscaloosa, AL 35406, United States","6FM5+MG Tuscaloosa, Alabama, USA",http://beekerpropertygroup.com/contact/,+1 205-343-2290,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qI75E64pAXcYDXfQp92lNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.40366&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:38.391Z,,,
https://www.google.com/maps/place/Monfore+Group/data=!4m7!3m6!1s0x888602835bab324b:0xa74b96edcd69fb36!8m2!3d33.2005772!4d-87.5453036!16s%2Fg%2F1thghszt!19sChIJSzKrW4MChogRNvtpze2WS6c,Monfore Group,4.5,2,Property management company,"620 14th St C, Tuscaloosa, AL 35401, United States","6F23+6V Tuscaloosa, Alabama, USA",http://monforegroup.com/,+1 205-750-8102,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Q-K2OZaALixr68UlOOlaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.51862&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:41.350Z,,,
https://www.google.com/maps/place/Championship+Rentals/data=!4m7!3m6!1s0x8888a800bcafd499:0x8eb03ec053e39490!8m2!3d33.2333872!4d-87.536368!16s%2Fg%2F11hd9kdvzm!19sChIJmdSvvACoiIgRkJTjU8A-sI4,Championship Rentals,4.5,2,Property management company,"500 Towncenter Blvd, Tuscaloosa, AL 35406, United States","6FM7+9F Tuscaloosa, Alabama, USA",http://championship.rentals/,+1 205-861-0635,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PJImqosVKJx3q_uIytJqPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.3751&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:44.666Z,,,
"https://www.google.com/maps/place/Delview+Properties,+LLC/data=!4m7!3m6!1s0x88860284332d0095:0xa6028924c72b9b62!8m2!3d33.1964073!4d-87.5468673!16s%2Fg%2F1hc0yz21v!19sChIJlQAtM4QChogRYpsrxySJAqY","Delview Properties, LLC",3.3,74,Apartment rental agency,"DELVIEW Building, 711 Black Bears Way, Tuscaloosa, AL 35401, United States","5FW3+H7 Tuscaloosa, Alabama, USA",http://www.delview.com/,+1 205-345-4600,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPhjsxDNGKxTSJZt4_rFKSEm59KM_kxG4ifz8zc=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:49.903Z,,,
https://www.google.com/maps/place/Carrie+Fitts+Real+Estate/data=!4m7!3m6!1s0x88860301346bed91:0x47fd36b4067e04db!8m2!3d33.2018621!4d-87.5611853!16s%2Fg%2F11h5drrx0g!19sChIJke1rNAEDhogR2wR-BrQ2_Uc,Carrie Fitts Real Estate,4.9,125,Real estate agency,"2111 14th St, Tuscaloosa, AL 35401, United States","6C2Q+PG Tuscaloosa, Alabama, USA",https://ahousethatfitts.com/,+1 205-248-7353,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPb4FxM6Zm9oyEYDEBpfZ_YXjxuUZ3rYiDe_Z6J=w408-h309-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:01:55.239Z,,,
https://www.google.com/maps/place/Red+Elephant+Rentals/data=!4m7!3m6!1s0x88860283a4d5b3e7:0x585de924f99a36eb!8m2!3d33.1974696!4d-87.5428692!16s%2Fg%2F1yglq8v4z!19sChIJ57PVpIMChogR6zaa-STpXVg,Red Elephant Rentals,3.5,8,Property management company,"1601 Hackberry Ln, Tuscaloosa, AL 35401, United States","5FW4+XV Tuscaloosa, Alabama, USA",https://redelephant.managebuilding.com/Resident/public/home,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CK2_6Yft25o8KyLpNiRYEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.709785&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:02:00.204Z,,,
https://www.google.com/maps/place/The+Morrow+Companies/data=!4m7!3m6!1s0x888602ebfbaf8e09:0x8af3d59468b20d5d!8m2!3d33.2074576!4d-87.5639871!16s%2Fg%2F1w0h88f7!19sChIJCY6v--sChogRXQ2yaJTV84o,The Morrow Companies,4.2,122,Real estate developer,"809 22nd Ave, Tuscaloosa, AL 35401, United States","6C4P+XC Tuscaloosa, Alabama, USA",http://www.morrowcompanies.com/,+1 205-759-5781,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNfdP3Efs9Sxz4NjYZ_jejMjD3t9QjfsMiscBmg=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Tuscaloosa+AL/@33.21031,-87.5658722,14z",2025-09-25T17:02:05.600Z,,,
