placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/Valenta+Plumbing/data=!4m7!3m6!1s0x87e4f18bee697bd3:0xd8b982daf50d8253!8m2!3d41.9961909!4d-91.6657356!16s%2Fg%2F1w0j04ln!19sChIJ03tp7ovx5IcRU4IN9dqCudg,Valenta Plumbing,4.7,97,Plumber,"1100 H Ave NE, Cedar Rapids, IA 52402, United States","X8WM+FP Cedar Rapids, Iowa, USA",https://www.valentaplumbing.com/,+1 319-365-6977,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPYfS1Y_X83jr5RFMl5lrldCkwZnjkR0u1bzFwX=w593-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:10:59.106Z,,
https://www.google.com/maps/place/Above+All+Plumbing+Service/data=!4m7!3m6!1s0x80a22dafd7ac0c89:0xaebc0badcbf8db95!8m2!3d42.0193549!4d-91.6273952!16s%2Fg%2F11ltj25s84!19sChIJiQys168tooARldv4y60LvK4,Above All Plumbing Service,4.9,66,Plumber,"4400 Pepperwood Hill, Cedar Rapids, IA 52403, United States","299F+P2 Cedar Rapids, Iowa, USA",http://callaboveall.com/,+1 319-551-5185,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipMdj68aY6z9FiVRxwoLDtbI4fg7aM-6_iG85JAz=w408-h271-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12:30–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:04.766Z,,
https://www.google.com/maps/place/Benjamin+Franklin+Plumbing+of+Eastern+Iowa/data=!4m7!3m6!1s0x87e4f76799b072a7:0xb23244af134f023c!8m2!3d41.963354!4d-91.7472973!16s%2Fg%2F1tdg3s1y!19sChIJp3KwmWf35IcRPAJPE69EMrI,Benjamin Franklin Plumbing of Eastern Iowa,4.7,1738,Plumber,"5801 16th Ave SW, Cedar Rapids, IA 52404, United States","X773+83 Cedar Rapids, Iowa, USA",https://www.benjaminfranklinplumbing.com/eastern-iowa/,+1 319-727-8091,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMF_TuiQzOC_741K8Td9pzngaT5kHwA0Rg9jOnJ=w408-h257-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:10.209Z,,
"https://www.google.com/maps/place/Master+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x87e4f11f0d014cbd:0x836a274f201f8441!8m2!3d42.0086638!4d-91.6343114!16s%2Fg%2F1tksnxx2!19sChIJvUwBDR_x5IcRQYQfIE8naoM","Master Plumbing, Heating & Cooling",4.7,1009,HVAC contractor,"3111 1st Ave SE, Cedar Rapids, IA 52402, United States","2958+F7 Cedar Rapids, Iowa, USA",https://www.masterplumbingcr.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-profile-cedarrapids,+1 319-318-1388,,https://lh3.googleusercontent.com/p/AF1QipOFC8utjx74ocVGA0qawwDFz8CCY5rslQjX9Gyp=w408-h288-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:15.264Z,,
"https://www.google.com/maps/place/Cedar+Rapids+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x87e4fbb71959aae9:0xc04b18cacb37040e!8m2!3d41.9891594!4d-91.6818562!16s%2Fg%2F11stp2xqjc!19sChIJ6apZGbf75IcRDgQ3y8oYS8A","Cedar Rapids Plumbing, Heating & Cooling",4.9,73,HVAC contractor,"1601 Ellis Blvd NW, Cedar Rapids, IA 52405, United States","X8Q9+M7 Cedar Rapids, Iowa, USA",https://cedarrapidsphc.com/cooling,+1 319-899-4381,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipOXefChzr4CeHKacI0m4jgIi8dsDObPaVujJGSW=w408-h306-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:20.272Z,,
"https://www.google.com/maps/place/Colony+Plumbing,+Heating+%26+Air+Conditioning/data=!4m7!3m6!1s0x87e4f9bc606492a5:0xde7ba36a2b34ccec!8m2!3d41.9630204!4d-91.7029083!16s%2Fg%2F1v4k71qt!19sChIJpZJkYLz55IcR7Mw0K2qje94","Colony Plumbing, Heating & Air Conditioning",4.9,2524,HVAC contractor,"2224 16th Ave SW, Cedar Rapids, IA 52404, United States","X77W+6R Cedar Rapids, Iowa, USA",https://colonyheating.com/,+1 319-364-4328,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPM7dAiLsyL1lM9mtWPyDhRxBa8SOcg1y62wKar=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:25.169Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Evans+Plumbing+LLC/data=!4m7!3m6!1s0x87e4f1f060372095:0x227ce76d992b6559!8m2!3d41.9624573!4d-91.7367387!16s%2Fg%2F11h38lt33b!19sChIJlSA3YPDx5IcRWWUrmW3nfCI,Evans Plumbing LLC,4.8,407,Plumber,"5070 18th Ave SW suite 1, Cedar Rapids, IA 52404, United States","X767+X8 Cedar Rapids, Iowa, USA",http://yourmstrplumber.com/,+1 319-431-9372,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2NVk0OaRVlK3C8VlyddW-65xbg9ZoEZsbZh0ySAZ6_JTomp9Ld4ZqjRJkulV5qiyDe2pX0PAsL3cW1HSzPId7prUyLYHGYPHCdKItxa3IjXO6AzXONGzwj1X4ZhOH6mTNQf0UxQ=w408-h544-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:30.242Z,,
https://www.google.com/maps/place/A-1+SAVE+PLUMBING+%26+DRAIN+CLEANING/data=!4m7!3m6!1s0x87e4fa2b99683635:0x3a6162163e2e7930!8m2!3d41.9855575!4d-91.66095!16s%2Fg%2F1tmpwjh1!19sChIJNTZomSv65IcRMHkuPhZiYTo,A-1 SAVE PLUMBING & DRAIN CLEANING,4.7,47,Plumber,,,http://sites.google.com/englander.la/a-1saveplumbingdraincleaning,+1 319-432-5500,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMzGa7DSjsn2DL1poUN98eYTFvOcM55xx_h2_lb=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:35.106Z,LGBTQ+ friendly,
https://www.google.com/maps/place/JP+Plumbing+%26+Heating/data=!4m7!3m6!1s0x87e4f18727c6e905:0x503b3051800d9566!8m2!3d42.0331094!4d-91.6007369!16s%2Fg%2F11b76vkqgb!19sChIJBenGJ4fx5IcRZpUNgFEwO1A,JP Plumbing & Heating,4.6,246,Plumber,"895 7th Ave, Marion, IA 52302, United States","29MX+6P Marion, Iowa, USA",https://plumbingandheatingjp.com/,+1 319-533-7631,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylhYjJM1mje_p21AeM1-e1sU3xrusY-cOnYqxAKRJ4AaVYhOm-QQGwhhi_wWIiSs4DbMRoY07f_f1Gt4HrStVDQVUk0D4-n2ZDdJ78MW-SUeRnCEhKUm_ruWLZDyJBGpP09p-f=w408-h612-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:40.035Z,,
https://www.google.com/maps/place/Corridor+Plumbing/data=!4m7!3m6!1s0x6054f0b700cf6ee3:0xace67b3055d8294f!8m2!3d41.9607049!4d-91.7396064!16s%2Fg%2F11w48ycr13!19sChIJ427PALfwVGARTynYVTB75qw,Corridor Plumbing,5.0,61,Plumber,"5300 20th Ave SW Suite 203, Cedar Rapids, IA 52404, United States","X766+75 Cedar Rapids, Iowa, USA",https://www.corridorplumbing.com/,+1 319-550-1419,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipPgwdRlK4thweiuF1bYsgcNri4xG_a4OS6s8Q15=w426-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-11-11T03:11:44.789Z,,
