placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Swedish+Ambulatory+Infusion+Center+-+First+Hill/data=!4m7!3m6!1s0x54906b252095d879:0xdde7aa2344e800e3!8m2!3d47.6083079!4d-122.3236773!16s%2Fg%2F11jb2ffc7y!19sChIJediVICVrkFQR4wDoRCOq590,Swedish Ambulatory Infusion Center - First Hill,4.5,4,Medical clinic,"1124 Columbia St Suite 420, Seattle, WA 98104, United States","JM5G+8G Seattle, Washington, USA",https://www.swedish.org/locations/first-hill-campus/ambulatory-infusion-center?Is=location&y_source=1_MTYzMzE3OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 206-386-3800,"Closed ⋅ Opens 7:30 am Mon

Confirmed by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rykba4k3Yl5MEOxr2LqNiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.52872&pitch=0&thumbfov=100,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:43:40.990Z,,,,
https://www.google.com/maps/place/Mobile+IV+Seattle+-+Intravene/data=!4m7!3m6!1s0x54906b7109083f97:0x4541c7c6ceebf183!8m2!3d47.6021717!4d-122.3334939!16s%2Fg%2F11sdxh8q3r!19sChIJlz8ICXFrkFQRg_HrzsbHQUU,Mobile IV Seattle - Intravene,5.0,256,IV therapy service,"600 1st Ave 1st Floor, Seattle, WA 98104, United States","JM28+VJ Seattle, Washington, USA",https://intravenewellnesstherapies.com/seattle/,,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOAdK8gSIUvzcnypE6rp1FSdcDurvQLw7SsfIKL=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:43:47.891Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Providence+Infusion+%26+Pharmacy+Services/data=!4m7!3m6!1s0x54906b3b1fe628b9:0xc0c51ba4c232c2bd!8m2!3d47.6100869!4d-122.3221134!16s%2Fg%2F11p4qny0wg!19sChIJuSjmHztrkFQRvcIywqQbxcA,Providence Infusion & Pharmacy Services,3.7,3,Pharmacy,"1229 Madison St Suite 1220, Seattle, WA 98104, United States","JM6H+25 Seattle, Washington, USA",https://www.providence.org/locations/wa/infusion-and-pharmacy-seattle?ls=location&y_source=1_MjI0ODk2MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 800-832-0319,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wVcvXkQBiHhSdWhGlYgxHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.42891&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:43:50.907Z,,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+South+Lake+Union+Seattle/data=!4m7!3m6!1s0x5490153563e76bb9:0x35e12a399c782734!8m2!3d47.6181087!4d-122.3371966!16s%2Fg%2F11lth3vmg5!19sChIJuWvnYzUVkFQRNCd4nDkq4TU,Prime IV Hydration & Wellness - South Lake Union Seattle,4.9,92,IV therapy service,"2121 Terry Ave Ste 100, Seattle, WA 98121, United States","JM97+64 Seattle, Washington, USA",https://primeivhydration.com/locations/washington/south-lake-union-seattle-98121/,+1 206-489-3492,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM5akfJNe-bTVErB-JvP1YwRxGYLQUH_4_iiXGg=w408-h550-k-no,true,10 am–7 pm,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:43:55.630Z,,,,
https://www.google.com/maps/place/Northwest+Ketamine+Clinics+-+Seattle/data=!4m7!3m6!1s0x54906bc328eff505:0xed6abc4197be116!8m2!3d47.6077909!4d-122.3200213!16s%2Fg%2F11gtg85hy6!19sChIJBfXvKMNrkFQRFuF7GcSr1g4,Northwest Ketamine Clinics - Seattle,4.4,22,Mental health clinic,"600 Broadway suite 130, Seattle, WA 98122, United States","JM5H+4X Seattle, Washington, USA",https://nwketamineclinics.com/seattle/?utm_source=google&utm_medium=local&utm_campaign=seattle_gbp,+1 206-203-4436,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipM7WDVLyXh_40TOGtDVFIiEOHBcAeHA03oQ7kM=w408-h272-k-no,true,Closed,Closed,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:00.992Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Fred+Hutch+Cancer+Center/data=!4m7!3m6!1s0x54901524d2553ecd:0xbd94de9cd960bdd0!8m2!3d47.6275434!4d-122.331226!16zL20vMDMzcHY2!19sChIJzT5V0iQVkFQR0L1g2ZzelL0,Fred Hutch Cancer Center,4.0,103,Cancer treatment center,"1100 Fairview Ave N, Seattle, WA 98109, United States","JMH9+2G Seattle, Washington, USA",https://www.fredhutch.org/,+1 206-667-5000,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMDyjzbl0Le-hx_kyTqqlOifNEKR54CrI8PQiKs=w408-h262-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:06.001Z,,,,
https://www.google.com/maps/place/Zen+Flow/data=!4m7!3m6!1s0x54906b5a94027789:0x458e1b3d0157e741!8m2!3d47.6154486!4d-122.3137212!16s%2Fg%2F11q24lt1gc!19sChIJiXcClFprkFQRQedXAT0bjkU,Zen Flow,5.0,10,Medical spa,"1406 E Pine St, Seattle, WA 98122, United States","JM8P+5G Seattle, Washington, USA",https://www.zenflowiv.com/,+1 206-939-1227,Closed ⋅ Opens 11 am Fri,https://lh3.googleusercontent.com/p/AF1QipODzziyQ-5LTR50YSdSUQEn7dvetVjQyek1QFM3=w408-h306-k-no,true,11 am–3 pm,Closed,Closed,Closed,Closed,11 am–3 pm,11 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:11.296Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Klinic/data=!4m7!3m6!1s0x54906b7c9ccea04b:0xbbbae98851d34ea5!8m2!3d47.606803!4d-122.3370264!16s%2Fg%2F11s00rztx0!19sChIJS6DOnHxrkFQRpU7TUYjpurs,Klinic,4.9,735,Addiction treatment center,"1201 2nd Ave, Seattle, WA 98101, United States","JM47+P5 Seattle, Washington, USA",https://www.klinic.com/,+1 206-495-0724,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJ7yyE4BjsRy9Rx9zLIIlU5SAK9SZIo_OdZYKz=w408-h611-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:16.419Z,,,,
https://www.google.com/maps/place/Fred+Hutch+Cancer+Center+-+South+Lake+Union+Clinic+Building+1/data=!4m7!3m6!1s0x5490153aafdcdba5:0x853d6ba0e480e2c4!8m2!3d47.6264634!4d-122.3298145!16s%2Fg%2F1tct8dz9!19sChIJpdvcrzoVkFQRxOKA5KBrPYU,Fred Hutch Cancer Center - South Lake Union Clinic Building 1,4.2,181,Cancer treatment center,"1354 Aloha St, Seattle, WA 98109, United States","JMGC+H3 Seattle, Washington, USA",https://www.fredhutch.org/en/about/fred-hutch-locations/fred-hutch-south-lake-union.html,+1 855-557-0555,Closes soon ⋅ 6 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noes_5r8VwDxiV__3w0yIY0pn17VbG__zc6VUpQA2xUKUVc33bOvBX15wdcMwxbgw6aoC-PHjQ7hDtCYeitfmWCRmYEaS8m_77Hv2vnadpFUbJHsQx4m5yydAFx7zsTDeeD3_7_=w408-h408-k-no,true,8 am–6 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:21.799Z,,,,
https://www.google.com/maps/place/Swedish+Cancer+Institute+-+Seattle/data=!4m7!3m6!1s0x54906ac997bb679f:0x74d00817d495296b!8m2!3d47.6096667!4d-122.3226272!16s%2Fg%2F1hc457_b9!19sChIJn2e7l8lqkFQRaymV1BcI0HQ,Swedish Cancer Institute - Seattle,3.5,15,Cancer treatment center,"1221 Madison St, Seattle, WA 98104, United States","JM5G+VW Seattle, Washington, USA",https://www.swedish.org/services/cancer?Is=location&y_source=1_MTUyNDEwMzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 855-922-6237,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZ0nvLzEuDjKHXgcOwXG0xDudBBJexNI8SmRKUrNGUhGv5jIroom38TuIaL93m8ZbW7Hpim-SazNJrn6xkxGf2RIlss-O_4C11GBa9aXs0MlPUJywnZS02jPyPeTIlMfsjvfRW=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-09-29T00:44:24.717Z,,,,
