placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/Professsional+Parking+%26+Pro+Valet/data=!4m7!3m6!1s0x88531f878d17e885:0x217c6cd0f89e47af!8m2!3d36.0941491!4d-79.8132893!16s%2Fg%2F11ng0w1d9k!19sChIJhegXjYcfU4gRr0ee-NBsfCE,Professsional Parking & Pro Valet,5.0,1,Valet parking service,"1825 Banking St SUITE 9215, Greensboro, NC 27408, United States","35VP+MM Greensboro, North Carolina, USA",http://www.provalet.com/,+1 888-943-0001,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=61RbD9oRfo4ln8VOMlne-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.2331&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-10-28T19:17:52.690Z,,
https://www.google.com/maps/place/NCAT+Parking+and+Transportation+Services/data=!4m7!3m6!1s0x885318c554e38825:0x84d6a6f418830169!8m2!3d36.072239!4d-79.773628!16s%2Fg%2F11c14yfsnr!19sChIJJYjjVMUYU4gRaQGDGPSm1oQ,NCAT Parking and Transportation Services,2.7,11,Parking garage,"102 Laurel Street, Greensboro, NC 27401, Greensboro, NC 27411, United States","36CG+VG Greensboro, North Carolina, USA",https://www.ncat.edu/campus-life/campus-enterprises/parking-and-transportation/index.php,+1 336-285-2027,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxo9_Eqsy7bOIrIdhWIp9CmseuUHoiY5W7Y_o_Ee6RcOIxi5SzOq9i3aWlrUHk-E117ZTrsFzS_6qXm9-83YLABg-7gc_z-Y73FWGVa4_fBdzOp5k3c7KybGiDE80q_PpTDZ60=w408-h240-k-no-pi-0.9005628-ya222.47655-ro0-fo100,false,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-10-28T19:17:58.570Z,,
https://www.google.com/maps/place/UNCG+Parking+Operations+%26+Campus+Access+Management/data=!4m7!3m6!1s0x88531980cf4b6b97:0xd1180f3db210db58!8m2!3d36.0674708!4d-79.8115668!16s%2Fg%2F11t6z1qfkh!19sChIJl2tLz4AZU4gRWNsQsj0PGNE,UNCG Parking Operations & Campus Access Management,,,University,"506 Stirling St, Greensboro, NC 27412, United States","358Q+X9 Greensboro, North Carolina, USA",https://parking.uncg.edu/,+1 336-334-5681,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPFfn09Xcz-3wfnc1PN7IBZgHP6f2Znln_UKxBZ=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-10-28T19:18:03.976Z,,
"https://www.google.com/maps/place/Event+Parking+Group,+LLC/data=!4m7!3m6!1s0x88531f4c21ac8afd:0x91c7914afef2e86c!8m2!3d36.0936907!4d-79.8131957!16s%2Fg%2F11r4m6r9kt!19sChIJ_YqsIUwfU4gRbOjy_kqRx5E","Event Parking Group, LLC",,,Valet parking service,"1852 Banking St SUITE 9215, Greensboro, NC 27408, United States","35VP+FP Greensboro, North Carolina, USA",,+1 888-706-8525,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipORTOCmLyyMl0bwyc5AB3Rxf-AMCXMwLR3rNhn5=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-10-28T19:18:08.776Z,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x88530325384ecbe3:0xfbf60d1ba62900ad!8m2!3d36.1114005!4d-79.9364154!16s%2Fg%2F11gl0_7hlf!19sChIJ48tOOCUDU4gRrQApphsN9vs,Parking,,,Parking garage,"1000 Ted Johnson Pkwy, Greensboro, NC 27409, United States","4367+HC Greensboro, North Carolina, USA",,+1 336-668-7894,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YIIJbqobayWlMJJA43rq9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.14348&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Adams+Farm+Greensboro+NC/@36.0237585,-79.9052768,14z",2025-10-28T19:18:13.562Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Summerfield+Greensboro+NC/@36.2087468,-79.9047583,14z",2025-10-28T19:18:23.323Z,No new results found,
https://www.google.com/maps/place/Piedmont+Triad+International+Airport/data=!4m7!3m6!1s0x885304a0c16ebc03:0x7cfb5c322ea44951!8m2!3d36.1029481!4d-79.9335219!16zL20vMDFyMTQy!19sChIJA7xuwaAEU4gRUUmkLjJc-3w,Piedmont Triad International Airport,4.4,1721,Domestic airport,"1000 Ted Johnson Pkwy, Greensboro, NC 27409, United States","4338+5H Greensboro, North Carolina, USA",https://flyfrompti.com/,+1 336-665-5600,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuKtcfG0x9IZbijXya48_OgK4SPxWfu5Z5CjSzguLoFG2mACGuwFxPN59Q1oOhQJKrZOSCW12g47Olsf1E1DIAK_sh2jloQ27t5n_eQAoJLH-9Z0YtHs_9HnGJHMsAxLQ94Qbr4Q=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jamestown+Greensboro+NC/@35.9943032,-79.9353141,14z",2025-10-28T19:18:35.378Z,,"Serving Greensboro & its surroundings, this hub offers many commercial flights & cargo services."
"https://www.google.com/maps/place/GTCC+Parking+Deck/@35.9968169,-79.9194406,17z/data=!3m1!4b1!4m6!3m5!1s0x88530f382f2ca5c9:0xfbdd6fe098d21465!8m2!3d35.9968169!4d-79.9194406!16s%2Fg%2F11fwfq7vns",GTCC Parking Deck,,,Parking garage,"603 E Main St, Jamestown, NC 27282, United States","X3WJ+P6 Jamestown, North Carolina, USA",https://www.gtcc.edu/student-life/campus-safety-and-police/traffic-and-parking-information.php,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jamestown+Greensboro+NC/@35.9943032,-79.9353141,14z",2025-10-28T19:18:40.049Z,,
https://www.google.com/maps/place/City+of+High+Point+Parking+Deck/data=!4m7!3m6!1s0x88530ecafa5e4aa3:0x56ab6c116d8a3457!8m2!3d35.956272!4d-80.006492!16s%2Fg%2F11jh75zb3x!19sChIJo0pe-soOU4gRVzSKbRFsq1Y,City of High Point Parking Deck,5.0,1,Parking lot,"120 W Commerce Ave, High Point, NC 27260, United States","XX4V+GC High Point, North Carolina, USA",https://www.highpointnc.gov/195/Off-Street-Parking,+1 888-852-2567 ext. 3,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AqV0z-nFR0ZoWselq9Ap1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.2047&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+High+Point+Greensboro+NC/@35.9556923,-80.0053176,14z",2025-10-28T19:18:53.175Z,,
https://www.google.com/maps/place/GSO-Long+Term+Parking/data=!4m7!3m6!1s0x8853035c8677776d:0x9985beebff88b5bf!8m2!3d36.1074664!4d-79.9366306!16s%2Fg%2F11tjbvt6y1!19sChIJbXd3hlwDU4gRv7WI_-u-hZk,GSO-Long Term Parking,4.5,11,Parking lot,"1000 Ted Johnson Pkwy, Greensboro, NC 27409, United States","4347+X8 Greensboro, North Carolina, USA",https://flyfrompti.com/airport-parking/,+1 336-665-5666,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xJLu0ksF5Ja_GW824FKnww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.2336&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+High+Point+Greensboro+NC/@35.9556923,-80.0053176,14z",2025-10-28T19:18:56.434Z,,
