placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Naples/data=!4m7!3m6!1s0x88dae15cede095e5:0x1713adeb50b43682!8m2!3d26.1549108!4d-81.796212!16s%2Fg%2F11ll9mdlm3!19sChIJ5ZXg7Vzh2ogRgja0UOutExc,Precision Garage Door Service of Naples,4.9,413,Garage door supplier,"660 9th St N, Naples, FL 34102, United States","5633+XG Naples, Florida, USA",https://precisiondoor-swfl.com/?utm_source=gmb&utm_medium=location_%20naples&utm_campaign=website,+1 239-294-2842,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM6EP3PZitBVggOpcqv78blEI0q3E9SXI3Bipl_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:12.999Z,,,
https://www.google.com/maps/place/Naples+Garage+Door+Services/data=!4m7!3m6!1s0x88db1b0b3d9500f3:0xd0b0bb103e845315!8m2!3d26.1185855!4d-81.6813033!16s%2Fg%2F11k507b6vq!19sChIJ8wCVPQsb24gRFVOEPhC7sNA,Naples Garage Door Services,5.0,26,Repair service,"3765 Milano Lks Ct Unit 403, Naples, FL 34114, United States","4899+CF Naples, Florida, USA",https://naplesgaragedoorservicesllc.com/,+1 239-788-4570,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPY9eMT_ojCGuAtw1P48ggrFFNYPXtBe5VASccE=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:18.940Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Speedy+Garage+Doors+Naples/data=!4m7!3m6!1s0x76aae17ef1b0e67:0x6dc9d3d9d53e0a53!8m2!3d26.1895406!4d-81.7284057!16s%2Fg%2F11tnfqprqv!19sChIJZw4b7xeuagcRUwo-1dnTyW0,Speedy Garage Doors Naples,4.9,305,Garage door supplier,"6025 Sea Grass Ln A, Naples, FL 34116, United States","57QC+RJ Naples, Florida, USA",https://speedygaragenaples.com/,+1 239-832-1866,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOYgNFrZ7efIh3H41RQq0hz0f67n8P5C3xRl0tW=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:24.460Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/SiSi+Garage+Door+Repair/data=!4m7!3m6!1s0x88dae311e0fbe697:0x312a196caedf632a!8m2!3d26.1281576!4d-81.7689147!16s%2Fg%2F11x6h0kbs3!19sChIJl-b74BHj2ogRKmPfrmwZKjE,SiSi Garage Door Repair,5.0,239,Garage door supplier,"3080 Tamiami Trl E #302, Naples, FL 34112, United States","46HJ+7C Naples, Florida, USA",https://sisigaragedoor.repair/,+1 239-426-6564,,https://lh3.googleusercontent.com/p/AF1QipO8hxMUSN7Vt9Zl-RK_3ky5VTKa2LKlfYIbpSd5=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:29.331Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/NAPLES+GOT+TALENT+Garage+Doors+Repair/data=!4m7!3m6!1s0x88dae3b001151c35:0x5b17bbf76f3ba10c!8m2!3d26.1068722!4d-81.7463677!16s%2Fg%2F11y9ngz02c!19sChIJNRwVAbDj2ogRDKE7b_e7F1s,NAPLES GOT TALENT Garage Doors Repair,5.0,24,Garage door supplier,"4995 Tamiami Trl E, Naples, FL 34113, United States","4743+PF Naples, Florida, USA",,+1 239-341-5907,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcq3TEFana4MmfaPJUZfOM-Diueh6ktcyRWbFFNafYo-gY4tHSCB_6ZsLXfi_f3qOFIg6jNvrWi_5r3nclDLofZ5iFPTx95V_1jk4_W0C5ESBmyb1On_VmJuQH_KeSnztNLGpv=w408-h268-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:34.004Z,,,
https://www.google.com/maps/place/CR+Garage+Door+Repair+Of+Naples/data=!4m7!3m6!1s0x88db1f7fe73434dd:0x1a90fca6526c193d!8m2!3d26.20583!4d-81.8013412!16s%2Fg%2F11sgrlz6lq!19sChIJ3TQ0538f24gRPRlsUqb8kBo,CR Garage Door Repair Of Naples,4.7,116,Garage door supplier,"4851 Tamiami Trl N, Naples, FL 34103, United States","654X+8F Naples, Florida, USA",https://cr-garagedoors.com/services-area/naples/,+1 239-946-6609,Closed ⋅ Opens 12 am Sat,https://lh3.googleusercontent.com/p/AF1QipMg_bDU94F7HnQg7ib3HP2_GeNdzwCQXwyfzkLD=w408-h306-k-no,true,7 am–4:30 pm,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:39.081Z,,,
https://www.google.com/maps/place/Mr+Top+Garage+Door+Repair+Inc/data=!4m7!3m6!1s0x4a26c8b7ab2adf01:0x6f43a2345b2ef4f!8m2!3d26.2123598!4d-81.7481185!16s%2Fg%2F11txrn76ck!19sChIJAd8qq7fIJkoRT--yRSM69AY,Mr Top Garage Door Repair Inc,4.9,175,Garage door supplier,"3463 Pine Ridge Rd #102, Naples, FL 34109, United States","6762+WQ Naples, Florida, USA",https://mr-top-garagedoor.com/,+1 239-880-2255,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOpK8vDvv-0mraFNeU17gjK6d-13mkBaKmCiu-9=w408-h268-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:44.537Z,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+Naples/data=!4m7!3m6!1s0x88db1dd795d28337:0xf08dd607d11021da!8m2!3d26.2206131!4d-81.7767416!16s%2Fg%2F11y8spbx1!19sChIJN4PSldcd24gR2iEQ0QfWjfA,Overhead Door Company of Naples,5.0,46,Door supplier,"6100 Lee Ann Ln, Naples, FL 34109, United States","66CF+68 Naples, Florida, USA",http://www.garagedoorswfl.com/,+1 239-597-4848,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHm6qFiwN_GN2ubGRWccsYc77ffnA5gpzR0DrAiJWYBCJQRX4o1ARJFP5NI2sMCUMO8ydIbcQC0XsSn7WW4Z0ykIeUow-TPNLSNCMWVpALWKlPbyO3QVFgEb1euEMLVWj6mirr=w408-h306-k-no,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:50.067Z,,,
https://www.google.com/maps/place/Empire+Garage+Doors+of+Naples/data=!4m7!3m6!1s0x8f147cb3f1f2ef95:0x9cb7772673899c77!8m2!3d26.1565375!4d-81.6784273!16s%2Fg%2F11pzg6_gvf!19sChIJle_y8bN8FI8Rd5yJcyZ3t5w,Empire Garage Doors of Naples,4.9,70,Garage door supplier,"3899 Mannix Dr STE 426, Naples, FL 34114, United States","584C+JJ Naples, Florida, USA",http://www.empiregaragedoorsofnaples.com/,+1 239-877-0014,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipObgxbAkryt9LpijUUDj7Q-kzR7zX2B7lb7nhOO=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:55:55.718Z,,,
https://www.google.com/maps/place/Joes+Doors+Garage+Door+Services/data=!4m7!3m6!1s0x88dae332dfdc2a41:0x9e8d23a01bd7373c!8m2!3d26.1638386!4d-81.7585053!16s%2Fg%2F11x3270rl6!19sChIJQSrc3zLj2ogRPDfXG6AjjZ4,Joes Doors Garage Door Services,5.0,37,Garage door supplier,"1193 Industrial Blvd B-30, Naples, FL 34104, United States","567R+GH Naples, Florida, USA",https://www.joesdoors.com/our-locations/naples/,+1 239-232-6970,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvYuAMvkKTo0rxR2JWb04uHoFcUvJaljYso_-YFWw2C91jMB_wDVVmKoEKz_fHF3ES_CZIppxZotdmfLz6hdvhsyvw0YWBnUL07bL9QNvqvW7d87rEFWgNHX095XF9W0aeAaQ=w408-h306-k-no,true,6 am–7 pm,6 am–7 pm,7 am–6 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:01.676Z,,,
https://www.google.com/maps/place/Titan+garage+door+service+%26+repair+LLC/data=!4m7!3m6!1s0x88db1d1097ca11d5:0xb6e899b790d5fb56!8m2!3d26.2033434!4d-81.719537!16s%2Fg%2F11ln3n_pfk!19sChIJ1RHKlxAd24gRVvvVkLeZ6LY,Titan garage door service & repair LLC,4.9,110,Garage door supplier,"5577 Lancewood Way, Naples, FL 34116, United States","673J+85 Naples, Florida, USA",https://titangarage-door.com/,+1 239-448-8009,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO2FMkata-HwalH1nmTbCwvhkU6VTHJZGBfp9Ue=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:06.619Z,,,
https://www.google.com/maps/place/AMBY+Garage+Door+Service+Naples/data=!4m7!3m6!1s0x88dae1a0504fe4f5:0xd2f91244a366eb03!8m2!3d26.158927!4d-81.5587535!16s%2Fg%2F1td3md9k!19sChIJ9eRPUKDh2ogRA-tmo0QS-dI,AMBY Garage Door Service Naples,4.6,42,Garage door supplier,,,,+1 239-248-8010,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOIdi_XRemD3PnFfP86iWhn7J2ZXBlZhTzWBopv=w408-h249-k-no,true,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:11.537Z,,,
https://www.google.com/maps/place/Lely+Garage+Door+Services/data=!4m7!3m6!1s0xaf3a3421e46367ff:0x8469fc67d0385825!8m2!3d26.0674242!4d-81.7074452!16s%2Fg%2F11y5z9hpc3!19sChIJ_2dj5CE0Oq8RJVg40Gf8aYQ,Lely Garage Door Services,5.0,89,Garage door supplier,"12264 Tamiami Trl E STE 202, Naples, FL 34113, United States","378V+X2 Naples, Florida, USA",https://garagedoorrepairlely.com/,+1 954-727-5426,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOCCR0ywC3vdwj40i8jcGrhRc8zJ69xhhgKmTyI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:16.449Z,,,
https://www.google.com/maps/place/Mo+Better+Garage/data=!4m7!3m6!1s0x88db1964ffa04bf3:0x8715dc18b6a9ed5b!8m2!3d26.3109246!4d-81.7867004!16s%2Fg%2F1tht27qr!19sChIJ80ug_2QZ24gRW-2pthjcFYc,Mo Better Garage,4.8,2164,Garage door supplier,"1509 Rail Head Blvd, Naples, FL 34110, United States","8667+98 Naples, Florida, USA",https://mobettergarage.com/locations/southwest-florida/naples-fl/,+1 239-359-6271,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOIMRVUSh8Lf6zQhB4mxMn5hRM5_dCkiW9dUI6I=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:21.630Z,,,
https://www.google.com/maps/place/Same+Day+Garage+Door+Repair/data=!4m7!3m6!1s0x866b794d9a3f4ee1:0x86d9a532caf8b39c!8m2!3d26.1450745!4d-81.7935125!16s%2Fg%2F11xp8_5bxg!19sChIJ4U4_mk15a4YRnLP4yjKl2YY,Same Day Garage Door Repair,4.8,69,Garage door supplier,,,,+1 877-882-8078,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNCMtl3a_hhsAPB7Y7FbuNouFfFxLyHE72h3fnZ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:26.818Z,,,
https://www.google.com/maps/place/Fuhrmann+OverHead+Door+Repair+%26+Installation/data=!4m7!3m6!1s0x88db03d354e66287:0x9157806660d9551e!8m2!3d26.1416744!4d-81.7956056!16s%2Fg%2F11xzw6cy_y!19sChIJh2LmVNMD24gRHlXZYGaAV5E,Fuhrmann OverHead Door Repair & Installation,5.0,12,Garage door supplier,"850B 5th Ave S, Naples, FL 34102, United States","46R3+MQ Naples, Florida, USA",,+1 239-366-4670,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPeLpKAxvo2imgsAF5Z4Cxpa3I-DWgllsRGRX31=w408-h298-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:31.928Z,,,
https://www.google.com/maps/place/Keith%27s+Garage+Door+Service/data=!4m7!3m6!1s0x88db1dffded761a9:0x6cc006eda657037a!8m2!3d26.295168!4d-81.667283!16s%2Fg%2F11c5bjd6cr!19sChIJqWHX3v8d24gRegNXpu0GwGw,Keith's Garage Door Service,4.9,95,Garage door supplier,,,http://www.keithsgaragedoorservice.com/,+1 239-398-5335,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMJ6U6tETlVdIQFxByxs4sETKH9K7ug925XBaVc=w408-h309-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Naples+Naples+FL/@40.8517746,14.2681244,14z",2025-11-07T22:56:36.942Z,,,
