placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,thursday,friday,saturday,sunday,monday,tuesday,wednesday,attributes,isBlackOwned
https://www.google.com/maps/place/Prestige+Property+Management/data=!4m7!3m6!1s0x87528cf5c264048f:0x66beb16976ed4bef!8m2!3d40.6784141!4d-111.9811013!16s%2Fg%2F1tjdm6sj!19sChIJjwRkwvWMUocR70vtdmmxvmY,Prestige Property Management,3.5,2,Property management company,"4258 S 3760 W, West Valley City, UT 84120, United States","M2H9+9H West Valley City, Utah, USA",,+1 801-967-7200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QcAFAYJXKUbI2840bKfOQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.0317&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:02.642Z,,,,,,,,,,
https://www.google.com/maps/place/Boyd+Enterprises/data=!4m7!3m6!1s0x8752f3369bc7b685:0xf28aa43bd1571ebe!8m2!3d40.7211883!4d-111.980259!16s%2Fg%2F1tplqt42!19sChIJhbbHmzbzUocRvh5X0TukivI,Boyd Enterprises,3.3,7,Property management company,"3739 W 2270 S F, West Valley City, UT 84120, United States","P2C9+FV West Valley City, Utah, USA",,+1 801-978-0260,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FL7EYhbTvLk8CESQ8D_bgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.65448&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:05.417Z,,,,,,,,,,
https://www.google.com/maps/place/Hunter+Villas+HOA/data=!4m7!3m6!1s0x875292acc9d55ee7:0x13f7067300bf80f2!8m2!3d40.7003077!4d-112.0545152!16s%2Fg%2F1thbx416!19sChIJ517VyaySUocR8oC_AHMG9xM,Hunter Villas HOA,4.5,10,Homeowners' association,"6836 Hunter Villa Ln, West Valley City, UT 84128, United States","PW2W+45 West Valley City, Utah, USA",https://www.huntervillashoa.com/,+1 801-250-7975,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3q12xZPKyhVAqZwZGnNlDZwCwRqEIo4x-fStlskxZkPc05AJNl8FZxULOL7O0n8wYIVJleayl5xWLvKQ4nRAGm7qF6d1fpyusAojtUufLt0BQaORSzGFtjPhutSNZdw5930OKFA=w408-h544-k-no,false,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:08.173Z,,,,,,,,,,
https://www.google.com/maps/place/IsoFocus+Properties/data=!4m7!3m6!1s0x87528979d1329acf:0x2b67c4e1da06fde5!8m2!3d40.6952444!4d-112.0256105!16s%2Fg%2F11g69gh66m!19sChIJz5oy0XmJUocR5f0G2uHEZys,IsoFocus Properties,,,Property management company,"3556 S 5600 W, West Valley City, UT 84128, United States","MXWF+3Q West Valley City, Utah, USA",http://www.isofocus.com/,+1 801-823-1742,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM42aF3QRk1j2MOxFH5iniACu9XgESHBD4Kssti=w408-h272-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:12.624Z,Identifies as veteran-owned,8 am–7 pm,8 am–7 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,,
https://www.google.com/maps/place/FCS+Community+Management+%28SLC%29/data=!4m7!3m6!1s0x875287055420b51d:0x2fba473de446b6e6!8m2!3d40.5288295!4d-111.8925371!16s%2Fg%2F1td7j6h5!19sChIJHbUgVAWHUocR5rZG5D1Hui8,FCS Community Management (SLC),4.7,1870,Property management company,"12227 Business Park Dr #100, Draper, UT 84020, United States","G4H4+GX Draper, Utah, USA",https://fcsutah.com/,+1 801-256-0465,,https://lh3.googleusercontent.com/p/AF1QipN1ViuCUQZAedeVRE6ZrXMedBIkY8gbvy9CgkU3=w408-h270-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:17.082Z,,9 am–9 pm,9 am–9 pm,9 am–9 pm,Closed,9 am–9 pm,9 am–9 pm,9 am–9 pm,,
"https://www.google.com/maps/place/EBR+Management/@40.6918846,-111.9694547,17z/data=!3m1!4b1!4m6!3m5!1s0x87528c917094398f:0x446b3e7f2a15259d!8m2!3d40.6918846!4d-111.9694547!16s%2Fg%2F1vy7h1bg",EBR Management,5.0,1,Property management company,"3275 W 3650 S, Salt Lake City, UT 84119, United States","M2RJ+Q6 Salt Lake City, Utah, USA",,+1 801-968-2643,,,false,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:21.502Z,,,,,,,,,,
https://www.google.com/maps/place/Millbrook+Real+Estate+Services+%7C+HOA+Management/data=!4m7!3m6!1s0x875261950b94ab83:0x58a7c2a5d8b72c3c!8m2!3d40.6867953!4d-111.830287!16s%2Fg%2F1v3lqfb0!19sChIJg6uUC5VhUocRPCy32KXCp1g,Millbrook Real Estate Services | HOA Management,4.5,14,Property management company,"2120 E 3900 S, Holladay, UT 84124, United States","M5P9+PV Holladay, Utah, USA",http://www.millbrookre.com/,+1 801-278-9696,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MvNT09U996SBWI7lI_j4Wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.39159&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:25.915Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/All+Seasons+HOA+Management/data=!4m7!3m6!1s0x6060760b832cfcef:0x15149726e334780f!8m2!3d40.7221081!4d-111.5456087!16s%2Fg%2F11txzvfgb_!19sChIJ7_wsgwt2YGARD3g04yaXFBU,All Seasons HOA Management,5.0,1,Property management company,"1794 Olympic Pkwy Suite 200, Park City, UT 84098, United States","PFC3+RQ Park City, Utah, USA",https://allseasonshoa.com/,+1 435-645-9626,"Open ⋅ Closes 4 pm

Confirmed by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C0pLcHKpdkkZUT5nKH5U8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.72903&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:30.384Z,,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,,
https://www.google.com/maps/place/Real+Property+Management+Wasatch/data=!4m7!3m6!1s0x8752863ccf526533:0x30e833c6d4bf57e4!8m2!3d40.6733178!4d-111.9153656!16s%2Fg%2F1vvdvps1!19sChIJM2VSzzyGUocR5Fe_1MYz6DA,Real Property Management Wasatch,4.0,356,Property management company,"4548 Atherton Dr #210, Salt Lake City, UT 84123, United States","M3FM+8V Salt Lake City, Utah, USA",https://www.rpmwasatch.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 801-363-7368,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNFCDwA4UHZqpmAUAsO6oVHwD2DuBP_EN3YKUcE=w408-h249-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:34.918Z,,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,,
"https://www.google.com/maps/place/Property+Management+Systems,+Inc./data=!4m7!3m6!1s0x87528a432bdb2a7d:0xd81c42f7289131f!8m2!3d40.6866078!4d-111.883958!16s%2Fg%2F1w04klb4!19sChIJfSrbK0OKUocRHxOJci_EgQ0","Property Management Systems, Inc.",3.4,209,Property management company,"262 E 3900 S #200, Salt Lake City, UT 84107, United States","M4P8+JC Salt Lake City, Utah, USA",http://www.pmsystems.net/,+1 801-262-3900,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOvlhIXNLd478PmTRzTbNiRoQ2eX3t5BishZMR6=w408-h248-k-no,true,"https://www.google.com/maps/search/HOA+management+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-09-25T18:50:39.390Z,LGBTQ+ friendly,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,,
