placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/HPS+Plumbing+Services/data=!4m7!3m6!1s0x80ea6b7521c78cc9:0x841409f919844153!8m2!3d35.3475!4d-118.9691953!16s%2Fg%2F1whdjnyh!19sChIJyYzHIXVr6oARU0GEGfkJFIQ,HPS Plumbing Services,4.7,192,Plumber,"3100 E Belle Terrace, Bakersfield, CA 93307, United States","82WJ+X8 Bakersfield, California, USA",http://www.hpsmechanical.com/,+1 661-397-2121,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQksg4jP1tgxi3_1ydwLQ6plTvP3pwKxVXEadUTyYyp2bBLf2dpCN9-Swe_b4-ELPh4YB8hwFdei4yIN1zZjibLNmmMwFsw31BA4WWrFf55jyCDyUz3GuRn4fTQqImQlm7LP_DgAIVaTxq=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:10:36.283Z,,,
https://www.google.com/maps/place/Can+Do+Crew+Plumbing+Heating+%26+AC/data=!4m7!3m6!1s0x80ea43ba7f2e528d:0x1ffa68c261c43c66!8m2!3d35.4027177!4d-119.0491786!16s%2Fg%2F1tffk2h6!19sChIJjVIuf7pD6oARZjzEYcJo-h8,Can Do Crew Plumbing Heating & AC,4.8,1873,Plumber,"4204 Armour Ave, Bakersfield, CA 93308, United States","CX32+38 Bakersfield, California, USA",https://callcandocrew.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Bakersfield-CA,+1 661-596-2139,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2QIHKyVoTZKnDN44ZfOVJmh19q1YAwWKlmvZZnX39fd0H-LUxzYu3uBYOWaMNqcY134J3UUXBLrYwO15igtMHQQapvtf5R4IcFlt-xYLqhXxotE23Z255bnMwG1S9mFeM8tskMmdpQpE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:10:42.808Z,,,
https://www.google.com/maps/place/J+Plumbing+Low+Prices+%23%23%23%23%23%23%23%23%23%23%23%23%23/data=!4m7!3m6!1s0x266ce43e2c36c5b5:0xb9f8c9d765b543be!8m2!3d35.48166!4d-119.0965941!16s%2Fg%2F11rwx23wcb!19sChIJtcU2LD7kbCYRvkO1ZdfJ-Lk,J Plumbing Low Prices #############,4.9,103,Plumber,,,https://jplumbingbakersfield.com/,+1 661-463-8767,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNA3OVYXa3zawCw4ktyn8HckhzyvFFw_071ysCZ=w408-h350-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:10:47.609Z,,,
https://www.google.com/maps/place/A1+Plumbing/data=!4m7!3m6!1s0x80ea694f7312a2dd:0xced7e6b253a275e0!8m2!3d35.3992996!4d-118.9631937!16s%2Fg%2F11f322cb2k!19sChIJ3aISc09p6oAR4HWiU7Lm184,A1 Plumbing,4.7,74,Plumber,"2721 Eric Ct, Bakersfield, CA 93306, United States","92XP+PP Bakersfield, California, USA",https://www.a-1-plumbing.com/,+1 661-376-3327,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOUqCU9woGiPALx8YSp0p9FdWG_DmQU2-WN9gTC=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:10:52.579Z,,,
"https://www.google.com/maps/place/Cisneros+Brothers+Plumbing,+Heating+%26+AC+Repair,+Water+Damage+Restoration+%26+Flood+Services+%7C+Plumber+Bakersfield,+CA/data=!4m7!3m6!1s0x80ea699415013da1:0xf595be8a79816d72!8m2!3d35.3745251!4d-119.0251492!16s%2Fg%2F11w1yndr1_!19sChIJoT0BFZRp6oARcm2BeYq-lfU","Cisneros Brothers Plumbing, Heating & AC Repair, Water Damage Restoration & Flood Services | Plumber Bakersfield, CA",5.0,162,Plumber,"2012 17th St, Bakersfield, CA 93301, United States","9XFF+RW Bakersfield, California, USA",https://www.855gotclog.com/bakersfield/?utm_source=google&utm_medium=search_engine&utm_campaign=gmb,+1 661-768-0616,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPBdW6kYNAKNAreBG-tKq1j5XLmV7vdFhoxCFU2=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:10:57.770Z,,,
https://www.google.com/maps/place/Payless+Plumbing+%26+Rooter/data=!4m7!3m6!1s0x80ea404b5b202073:0x7167fbd1d73918fc!8m2!3d35.3471692!4d-118.9746789!16s%2Fg%2F11xrph8f5!19sChIJcyAgW0tA6oAR_Bg519H7Z3E,Payless Plumbing & Rooter,4.9,676,Plumber,"2550 E Belle Terrace #300, Bakersfield, CA 93307, United States","82WG+V4 Bakersfield, California, USA",https://www.payless-plumbing.com/,+1 661-464-1557,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN2UDGF5XrAFsfDl_4xa8uOfmrPoXrIKVNQE45D=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:11:02.915Z,,,
https://www.google.com/maps/place/Bakersfield+Plumbing+Company/data=!4m7!3m6!1s0x80ea404b66369667:0xf867e7a8912e686e!8m2!3d35.3124724!4d-119.0541049!16s%2Fg%2F1tdcm8d4!19sChIJZ5Y2ZktA6oARbmgukajnZ_g,Bakersfield Plumbing Company,4.8,367,Plumber,"4625 District Blvd, Bakersfield, CA 93313, United States","8W6W+X9 Bakersfield, California, USA",http://www.bakersfieldplumbingco.com/,+1 661-382-3517,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLT9OXnQ2ROSMzYyDmW5VtHTOL1ob3AA23tUnV=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:11:08.017Z,,,
https://www.google.com/maps/place/Titan+Plumbing/data=!4m7!3m6!1s0x80ea6bd5222e02d7:0x2e0e4cebb4e4cd07!8m2!3d35.3917158!4d-119.0906642!16s%2Fg%2F1tgwb6h4!19sChIJ1wIuItVr6oARB83ktOtMDi4,Titan Plumbing,4.7,183,Plumber,"3535 Bowman Ct, Bakersfield, CA 93308, United States","9WR5+MP Bakersfield, California, USA",https://www.roboplumbing.com/,+1 661-323-6000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPXiHqhEBH1gS-BYK6kwl_fK8YYtWbzNsH_8Uh4=w475-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:11:13.349Z,,,
https://www.google.com/maps/place/The+Plumbing+Doc/data=!4m7!3m6!1s0x80ea6a569bd610e9:0xf42a95658d5b457e!8m2!3d35.3384383!4d-119.0057859!16s%2Fg%2F11nyzdfykn!19sChIJ6RDWm1Zq6oARfkVbjWWVKvQ,The Plumbing Doc,4.9,304,Plumber,"Lawson Rd, Bakersfield, CA 93307, United States","8XQV+9M Bakersfield, California, USA",https://www.plumbingdoc.net/,+1 661-462-9774,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVRMQOeKoAEMf-wWDa1uc1C1zj5j2ncZFpUk7M=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:11:18.414Z,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x80ea40fc46f182c9:0x44abf291ed1c52b0!8m2!3d35.4133538!4d-119.0549846!16s%2Fg%2F1tctxw9f!19sChIJyYLxRvxA6oARsFIc7ZHyq0Q,Roto-Rooter Plumbing & Water Cleanup,4.6,1375,Plumber,"5801 State Rd, Bakersfield, CA 93308, United States","CW7W+82 Bakersfield, California, USA",https://rotorooterca.com/plumber/bakersfield-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bakersfield,+1 661-214-5465,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFu_MT8hSVZAbTPN341A6F7gTWX3Ssz90oKRFi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-11T03:11:23.482Z,LGBTQ+ friendly,,
