placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Imber+Pool+%26+Outdoor+-+St+Louis/data=!4m7!3m6!1s0x87d8cbf91a86758f:0x3fa30f5cc9214c5c!8m2!3d38.6505215!4d-90.3354411!16s%2Fg%2F11vw_w62cl!19sChIJj3WGGvnL2IcRXEwhyVwPoz8,Imber Pool & Outdoor - St Louis,5.0,1,Swimming pool contractor,"7733 Forsyth Blvd #1100, Clayton, MO 63105, United States","MM27+6R Clayton, Missouri, USA",https://imberconstruction.com/saint-louis-mo/,+1 636-369-1070,Open ⋅ Closes 4:30 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOlbFd24H5GVxHlmu5-h7G5KUJQ-kmwVzs3S4bz=w426-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:07.977Z,,,
https://www.google.com/maps/place/T.+Chaney+Pool+Services/data=!4m7!3m6!1s0x87d8cd3489d427c7:0x913888537da95dae!8m2!3d38.6368758!4d-90.3905535!16s%2Fg%2F1xcbq4vc!19sChIJxyfUiTTN2IcRrl2pfVOIOJE,T. Chaney Pool Services,3.0,21,Swimming pool repair service,"9900 Clayton Rd, St. Louis, MO 63124, United States","JJP5+QQ St. Louis, Missouri, USA",,+1 314-220-7665,Open ⋅ Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxh60uDt8TIdKqYibMsOuft_Nlc5EULaAefZogiJfbf5Y59FgNmxlSlwvP3VxcaOp-q1AMTe21--2Rw4IC9S2vVPHBbMr5bUWNOI-XjflaoQvO5Xf1Ox84zcfYYS_ohxwFQD036ZA=w408-h408-k-no,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:14.540Z,,,
"https://www.google.com/maps/place/The+Pool+Company+STL,+LLC/data=!4m7!3m6!1s0x87df32a221224243:0xe426b89a03a49bd4!8m2!3d38.6893187!4d-90.3981882!16s%2Fg%2F1tmy5lsg!19sChIJQ0IiIaIy34cR1JukA5q4JuQ","The Pool Company STL, LLC",3.5,16,Swimming pool contractor,"10764 Indian Head Industrial Blvd, St. Louis, MO 63132, United States","MJQ2+PP St. Louis, Missouri, USA",https://www.aquaticsconnect.com/st-louis/services-vendors/the-pool-company-stl-llc,+1 314-567-7665,Open ⋅ Closes 4:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tEf_K01rC0E1B1wbDarElg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.15321&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:19.683Z,,,
https://www.google.com/maps/place/Midwest+Pool+Services+%26+Supply+Co/data=!4m7!3m6!1s0x87d8caf9a8bff279:0xb2074198f197fec9!8m2!3d38.613751!4d-90.329892!16s%2Fg%2F1tsykqwq!19sChIJefK_qPnK2IcRyf6X8ZhBB7I,Midwest Pool Services & Supply Co,4.1,19,Swimming pool contractor,"7841 Manchester Rd, Maplewood, MO 63143, United States","JM7C+G2 Maplewood, Missouri, USA",http://www.midwestpoolstl.com/,+1 314-781-1000,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhbS3DSgclsS6w-wSkE7ewfRjtJ68s06Qg64GRwQpK8BMv7rg7eor6DvsUWHlcPF7v5MZoKAqklFk_SsGCCXxqctGuIzSfF7gOPd5hyKoEfMgae6fwaeFftQS-0oVC0lfBb7nn=w426-h240-k-no,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:25.024Z,,,
https://www.google.com/maps/place/Florida+Pool+%26+Spa/data=!4m7!3m6!1s0x87df2cc080b83a7b:0xfb25f97c389166d9!8m2!3d38.7135862!4d-90.4279751!16s%2Fg%2F1thw2pqd!19sChIJezq4gMAs34cR2WaROHz5Jfs,Florida Pool & Spa,4.8,214,Pool cleaning service,"394 Fee Fee Rd, Maryland Heights, MO 63043, United States","PH7C+CR Maryland Heights, Missouri, USA",http://www.floridapoolandspa-stl.com/,+1 636-940-9313,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZEjPUMJmmPzB1t6Qsx0b1OXm9gIYqXZpFBsQBOBYowKQr-y8PxH0dW9D0k-okcugj4Tr5yIJSA_QYVmTWjj7Vau6iQsBReQMFFRpw7M7pakrdViZh_wuuh6h8HTsB3Y9tutA=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:30.407Z,,,
https://www.google.com/maps/place/Unique+Pool+Management+LLC/data=!4m7!3m6!1s0x87df330be5793c11:0x8636cbdc1ddd6224!8m2!3d38.6894882!4d-90.386949!16s%2Fg%2F11f3xghmb9!19sChIJETx55Qsz34cRJGLdHdzLNoY,Unique Pool Management LLC,2.9,39,Swimming pool repair service,"10268 Bach Blvd, St. Louis, MO 63132, United States","MJQ7+Q6 St. Louis, Missouri, USA",http://www.uniquepoolmanagement.com/,+1 314-455-6350,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO3cMbPmiCluaF3rYQGv8a1WTIHfVSIFfDQKRLO=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:36.181Z,,,
https://www.google.com/maps/place/Aquadoc/data=!4m7!3m6!1s0x87d8b4d5afc144fb:0xd2636c7bcfcff213!8m2!3d38.6495439!4d-90.2601954!16s%2Fg%2F1tgm3dd0!19sChIJ-0TBr9W02IcRE_LPz3tsY9I,Aquadoc,3.4,7,Swimming pool contractor,"4757 Westminster Pl, St. Louis, MO 63108, United States","JPXQ+RW St. Louis, Missouri, USA",,+1 314-367-7111,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ueDlA8_ZFHaXAt4vZOLZZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.914242&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:41.407Z,,,
https://www.google.com/maps/place/Worthy+Pool+Contracting/data=!4m7!3m6!1s0x87d8b772e12059fb:0xf61051b8eaaad356!8m2!3d38.703618!4d-90.4077358!16s%2Fg%2F11qpxqlp5c!19sChIJ-1kg4XK32IcRVtOq6rhREPY,Worthy Pool Contracting,5.0,13,Swimming pool contractor,"2332 N Lindbergh Blvd, St. Louis, MO 63114, United States","PH3R+CW St. Louis, Missouri, USA",http://worthypools.com/,+1 314-412-1831,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxx3OuMfBnJDOz_5YaeGoed2wHn0qrGpbjhbNUYTEfLFqOxkMmyRfXrzpS8jsGhmRDDG4BxqDnn3f8m9z1wrH43Ncj9trumaY9TX3GMHuH1WP8XIjmnyXTPmO39IRI6kRs1PWwYSDeHIwU=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:47.023Z,,,
https://www.google.com/maps/place/Best+Buy+Pools+Inground+Service/data=!4m7!3m6!1s0x87d8c839e4fde635:0x9cca3095f492e6e2!8m2!3d38.541677!4d-90.2788729!16s%2Fg%2F1tnjk35s!19sChIJNeb95DnI2IcR4uaS9JUwypw,Best Buy Pools Inground Service,4.5,68,Pool cleaning service,"605 Lemay Ferry Rd, St. Louis, MO 63125, United States","GPRC+MF St. Louis, Missouri, USA",https://bestbuypoolsllc.wixsite.com/bestbuypoolsllc,+1 314-892-7863,Closes soon ⋅ 3 pm ⋅ Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN0qnCgDJCs-R6Wuez4eQzSqzKBYkc7nAbKFehh=w408-h298-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:52.071Z,"Chain retailer with big array of electronics, appliances & more (plus kiosks & phone-only branches).",,
https://www.google.com/maps/place/Aqua+Ridge+Pool+Finishing/data=!4m7!3m6!1s0x87d8c7de95b0c927:0x187c52d6cae3c4cb!8m2!3d38.6246812!4d-90.2830069!16s%2Fg%2F11y1rxvjzb!19sChIJJ8mwld7H2IcRy8TjytZSfBg,Aqua Ridge Pool Finishing,,,Swimming pool repair service,"5731 Dale Ave, St. Louis, MO 63110, United States","JPF8+VQ St. Louis, Missouri, USA",http://aquaridgepoolfinishing.com/,+1 636-377-0122,Open ⋅ Closes 6 pm,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TpUFMMBOSdWEHDKYY-VDHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.216372&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-27T19:11:57.267Z,,,
