placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,error
https://www.google.com/maps/place/Mr.+Electric+of+Amarillo/data=!4m7!3m6!1s0x87014e5a3802c9d7:0x91677741579912f1!8m2!3d35.2136089!4d-101.850884!16s%2Fg%2F1tfb701t!19sChIJ18kCOFpOAYcR8RKZV0F3Z5E,Mr. Electric of Amarillo,4.8,231,Electrician,"200 S Ong St, Amarillo, TX 79106, United States","647X+CJ Amarillo, Texas, USA",https://mrelectric.com/amarillo/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 806-310-9568,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipO9ITPZiVUjxsgU2RooRkpC81ZQ7OCs1fTGLLg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:22:59.880Z,,
https://www.google.com/maps/place/American+Electric/data=!4m7!3m6!1s0x87014e5ac5b835ab:0x53370298aa66a8c5!8m2!3d35.2129024!4d-101.8545266!16s%2Fg%2F1tdzx53t!19sChIJqzW4xVpOAYcRxahmqpgCN1M,American Electric,4.1,19,Electrical installation service,"300 S Travis St, Amarillo, TX 79106, United States","647W+55 Amarillo, Texas, USA",http://www.americanelectricamarillo.com/,+1 806-373-8461,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNrw2D_YfZDEjzMbk4MCVaIhzxnSYJDG-p6JmFk=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:05.093Z,,
https://www.google.com/maps/place/Mister+Sparky/data=!4m7!3m6!1s0x87014fe1b19a9dcf:0xac6d1a68b6d08391!8m2!3d35.168121!4d-101.8845495!16s%2Fg%2F11wxl134h9!19sChIJz52aseFPAYcRkYPQtmgabaw,Mister Sparky,5.0,33,Electrician,"4200 Ridgecrest Cir A5, Amarillo, TX 79109, United States","5498+65 Amarillo, Texas, USA",https://www.mistersparky.com/amarillo/?utm_source=gbp&utm_medium=organic&utm_campaign=MS0387_-644718-,+1 806-807-7507,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNAgO8BYn5GwCT7AkUN11wy55swduYRQoqpszh6=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:10.607Z,,
https://www.google.com/maps/place/Triangle+Electric/data=!4m7!3m6!1s0x87014facbb01d42b:0x99f239772884a496!8m2!3d35.2000454!4d-101.8500481!16s%2Fg%2F1tmklf73!19sChIJK9QBu6xPAYcRlqSEKHc58pk,Triangle Electric,3.7,9,Electrician,"1414 S Hughes St, Amarillo, TX 79102, United States","642X+2X Amarillo, Texas, USA",https://www.triangleelectrictx.com/,+1 806-376-9950,"Closed · Opens 8 am Mon

Confirmed by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOI2PfG8Dp6eoH6NRt4Oz3KG9NbwNF0YDV5B2mV=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:15.393Z,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x870148c1fa16e727:0xa893376e8ed152de!8m2!3d35.1918125!4d-101.7756791!16s%2Fg%2F1wtbvbc8!19sChIJJ-cW-sFIAYcR3lLRjm43k6g,Cummins Sales and Service,4.1,63,Manufacturer,"5224 I-40 Expressway, E Interstate 40 Hwy, Amarillo, TX 79103, United States","56RF+PP Amarillo, Texas, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 806-373-3793,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMx8TnXIReWtmCswwIqmGbzPEH6JdXfScsV1czV=w426-h240-k-no,true,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:20.267Z,,
https://www.google.com/maps/place/A-Town+Standby+Generators/data=!4m7!3m6!1s0x87015b3734cf76a1:0x7ac740266966c172!8m2!3d35.1412276!4d-101.8902112!16s%2Fg%2F11l2y8qvxb!19sChIJoXbPNDdbAYcRcsFmaSZAx3o,A-Town Standby Generators,5.0,11,Electric generator shop,"6309 Canyon Dr, Amarillo, TX 79110, United States","44R5+FW Amarillo, Texas, USA",http://atowngen.generacdealers.com/,+1 806-877-2463,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNfHjyY-rhv52aqMAunEyHIbeRP5TdECbcu1k4B=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:25.161Z,,
"https://www.google.com/maps/place/CodeWell+Services,+LLC/data=!4m7!3m6!1s0x87014f64dd30b171:0x7d7660bd35bc0d7!8m2!3d35.1669518!4d-101.8315657!16s%2Fg%2F11ghr0bh6z!19sChIJcbEw3WRPAYcR18Bb0wtm1wc","CodeWell Services, LLC",5.0,101,Electrician,"4304 Tradewind St, Amarillo, TX 79118, United States","5589+Q9 Amarillo, Texas, USA",https://www.codewellservices.com/,+1 806-290-8865,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP9EgdJ4Ks-r8NmP9L-SOaHpgdchicHlCnehnHA=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:30.028Z,,
"https://www.google.com/maps/place/Amarillo+Electric+Contracting/@35.1908877,-101.768036,17z/data=!3m1!4b1!4m6!3m5!1s0x87014f34ed78c217:0xc8ad25631b773771!8m2!3d35.1908877!4d-101.768036!16s%2Fg%2F11qyqjsrtv",Amarillo Electric Contracting,4.5,39,Electrician,"6000 I-40, Amarillo, TX 79118, United States","56RJ+9Q Amarillo, Texas, USA",,,Open · Closes 7 pm,,,false,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:36.973Z,,
https://www.google.com/maps/place/Chambers+Electric+LLC/data=!4m7!3m6!1s0x87014f67720aabed:0x74b4ef4c494849c2!8m2!3d35.2141947!4d-101.8558499!16s%2Fg%2F11pv2g18z2!19sChIJ7asKcmdPAYcRwklISUzvtHQ,Chambers Electric LLC,4.8,38,Electrician,"205 S Crockett St, Amarillo, TX 79106, United States","647V+MM Amarillo, Texas, USA",https://chamberselec.com/,+1 806-373-2600,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMjHGDu09xHdQU5CdR3TbmLQ_9mHnT86yWo-JZq=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:41.974Z,,
https://www.google.com/maps/place/Cooke+Electrical/data=!4m7!3m6!1s0x87014e1962aa25bd:0x5e2740974eae1b52!8m2!3d35.2248865!4d-101.8813579!16s%2Fg%2F1tdpb1nq!19sChIJvSWqYhlOAYcRUhuuTpdAJ14,Cooke Electrical,4.5,15,Electrician,"1000 N Forest St, Amarillo, TX 79106, United States","64F9+XF Amarillo, Texas, USA",https://www.cookeelectric.com/,+1 806-322-1202,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3wsXz1PFK1gpwK9aBEYbHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.74842&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Amarillo+Amarillo+TX/@35.2069816,-101.8320065,14z",2026-01-10T21:23:46.796Z,,
