placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x887539a3f2950737:0x4d4f28ddccf2428d!8m2!3d39.7609031!4d-89.6491022!16s%2Fg%2F11ghfcrwn3!19sChIJNweV8qM5dYgRjULyzN0oT00,Metro Infusion Center,5.0,3,Medical Center,"510 E Apple Orchard Rd, Springfield, IL 62703, United States","Q962+99 Springfield, Illinois, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qfiI9AJF4q5tfzhiOfzeRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.6812&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:00.678Z,,
https://www.google.com/maps/place/HSHS+St.+John%E2%80%99s+Cancer+Center/data=!4m7!3m6!1s0x887539c28d9506bf:0x259bb80f3dd5bb99!8m2!3d39.8044672!4d-89.645904!16s%2Fg%2F126352dbc!19sChIJvwaVjcI5dYgRmbvVPQ-4myU,HSHS St. John’s Cancer Center,,,Pediatric hematologist,"301 N 8th St, Springfield, IL 62701, United States","R933+QJ Springfield, Illinois, USA",http://www.st-johns.org/,+1 217-544-6464,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v3wkgSewm6IVwrtSFa4Frw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.06738&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:03.432Z,,
https://www.google.com/maps/place/MedMark+Treatment+Centers+Springfield/data=!4m7!3m6!1s0x887539df8fda49b5:0x356bc72aed1e09d6!8m2!3d39.7884158!4d-89.6443322!16s%2Fg%2F11pz7dkvgm!19sChIJtUnaj985dYgR1gke7SrHazU,MedMark Treatment Centers Springfield,4.1,16,Addiction treatment center,"1227 S 9th St, Springfield, IL 62703, United States","Q9Q4+97 Springfield, Illinois, USA",https://medmark.com/locations/illinois/springfield/,+1 217-858-4340,Closed ⋅ Opens 5:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u8aJUnMTkxpQ6dm1_Lm-pA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.036476&pitch=0&thumbfov=100,true,Closed,5:30 am–2 pm,5:30 am–2 pm,5:30 am–2 pm,5:30 am–2 pm,5:30 am–2 pm,7–11 am,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:07.835Z,,
https://www.google.com/maps/place/Memorial+Medical+Center+Rad/data=!4m7!3m6!1s0x887539d0f548a06d:0xea1343ee81335834!8m2!3d39.808838!4d-89.6554633!16s%2Fg%2F1thxrd1h!19sChIJbaBI9dA5dYgRNFgzge5DE-o,Memorial Medical Center Rad,5.0,3,Medical Center,"701 N 1st St, Springfield, IL 62781, United States","R85V+GR Springfield, Illinois, USA",https://www.memorialmedical.com/Medical-Services-Programs/Neurointerventional-Radiology,+1 217-788-3260,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqMpRxE6d-6hTkQtmPqwXov-44Lrq_hSDhLTfwXnExFoJhWKrqc97jYjHcdU5AsKzGDf0KyA6rNqKxsVyWxaIuSBCYLLnK1glhB2M88KtLfnxxJnfEtp-7pVZcfz2HRdLr_8k=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:10.477Z,,
https://www.google.com/maps/place/SIU+Medicine+Simmons+Cancer+Institute/data=!4m7!3m6!1s0x887539d18c08c98b:0xc5a09c849e1e2f30!8m2!3d39.8082262!4d-89.6582975!16s%2Fg%2F1tdbg5cp!19sChIJi8kIjNE5dYgRMC8enoScoMU,SIU Medicine Simmons Cancer Institute,4.2,25,Cancer treatment center,"315 W Carpenter St, Springfield, IL 62702, United States","R85R+7M Springfield, Illinois, USA",https://www.siumed.org/buildings/simmons-cancer-institute?utm_source=gmb&utm_medium=Yext,+1 217-545-8000,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOeQrZKzAVQL9KiJ9-BRhc18Qlvbp1gAehk-VES=w408-h326-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:14.794Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Gateway+Foundation/data=!4m7!3m6!1s0x88753bd933adc537:0x1dcd217e9d4c0314!8m2!3d39.7591816!4d-89.6225084!16s%2Fg%2F1tm895jd!19sChIJN8WtM9k7dYgRFANMnX4hzR0,Gateway Foundation,4.5,210,Addiction treatment center,"2200 Lake Victoria Dr, Springfield, IL 62703, United States","Q95G+MX Springfield, Illinois, USA",https://www.gatewayfoundation.org/locations/springfield/?utm_source=google&utm_medium=organic&utm_campaign=GMB_Springfield,+1 217-405-4540,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOLfJY7efNmf2pwdDppE9bJL0_SJ3lFKegdt7PX=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:19.201Z,,
https://www.google.com/maps/place/Springfield+Clinic+Telenurse/data=!4m7!3m6!1s0x887539be8ebea32b:0xd31e70d3d87e566d!8m2!3d39.7908901!4d-89.6481788!16s%2Fg%2F1trxl0kc!19sChIJK6O-jr45dYgRbVZ-2NNwHtM,Springfield Clinic Telenurse,3.5,13,Medical clinic,"1025 S 6th St, Springfield, IL 62703, United States","Q9R2+9P Springfield, Illinois, USA",https://www.springfieldclinic.com/,+1 217-525-4507,Open ⋅ Closes 11:59 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zZe2MZNDAqlX2Rj1pTASPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.626175&pitch=0&thumbfov=100,true,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:23.569Z,,
https://www.google.com/maps/place/Triangle+Center/data=!4m7!3m6!1s0x887539e96b62912d:0xc61df66d5933297!8m2!3d39.8023652!4d-89.6400524!16s%2Fg%2F1trc5qcq!19sChIJLZFia-k5dYgRlzKT1WbfYQw,Triangle Center,4.5,4,Medical clinic,"120 N 11th St, Springfield, IL 62703, United States","R925+WX Springfield, Illinois, USA",,+1 217-544-9858,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LagrOpXGA3jixT1oL0myBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.26678&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:25.812Z,,
https://www.google.com/maps/place/Redefine+HealthCare/data=!4m7!3m6!1s0x8875478fbb1aaaab:0xd952ad318b69313a!8m2!3d39.7704037!4d-89.7173934!16s%2Fg%2F11dxnk_5py!19sChIJq6oau49HdYgROjFpizGtUtk,Redefine HealthCare,5.0,11,Medical office,"3274 W Iles Ave, Springfield, IL 62711, United States","Q7CM+52 Springfield, Illinois, USA",https://redefinehc.com/,+1 217-441-2546,,https://lh3.googleusercontent.com/p/AF1QipNq2hg6v1NURMReNi1WdQZpJvt2H7ZZYz73379F=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:28.212Z,,
https://www.google.com/maps/place/Springfield+Clinic+1st+-+900+Building/data=!4m7!3m6!1s0x887539431592428b:0x5b36fae845ee54d6!8m2!3d39.8109311!4d-89.6538307!16s%2Fg%2F11ff5b1t1v!19sChIJi0KSFUM5dYgR1lTuRej6Nls,Springfield Clinic 1st - 900 Building,4.9,512,Medical clinic,"900 N 1st St, Springfield, IL 62702, United States","R86W+9F Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-1st-900-building,+1 217-528-7541,"Closed ⋅ Opens 8 am Mon

Confirmed by others 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNg9ouZsEGIeV0qnuHRTA1_vLuZsYFVwe4D-Z0z=w424-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-09-29T00:39:32.844Z,,
