placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,tuesday,thursday,friday,saturday,sunday,monday,info,attributes,error
"https://www.google.com/maps/place/Tr%EF%BB%BFee+Ser%EF%BB%BFvice%EF%BB%BF+Cupertino/@37.3229978,-122.0321823,14z/data=!4m6!3m5!1s0x808fb5b2fee20241:0x852a066570588afd!8m2!3d37.3062407!4d-122.0317582!16s%2Fg%2F11jznv8l2l",Tr﻿ee Ser﻿vice﻿ Cupertino,4.9,,Tree service,"1090 S De Anza Blvd, San Jose, CA 95129, United States","8X49+F7 San Jose, California, USA",https://cupertinotreeservices.com/,+1 408-359-5826,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJvTUiN1Anxu0DjvAQtEdPzav7c9ScirxbA6iHhb7qPzIc3jcwDY25e0fzpwUK4EndwsXC6qGfb2oCn0fGnKeGaR7rWLV36WGfbatL42pk3OcMr-2-2VLOS1CRdTBMJpNurrve=w426-h240-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-04-29T04:59:35.814Z,,,,,,,,,
https://www.google.com/maps/place/Santa+Clara+Ser%EF%BB%BFvice/data=!4m7!3m6!1s0x808fcbbffe8ecbfd:0xa7a84d9347ea6fed!8m2!3d37.3513811!4d-121.9677069!16s%2Fg%2F11jzq96cn3!19sChIJ_cuO_r_Lj4AR7W_qR5NNqKc,Santa Clara Ser﻿vice,4.9,28,Tree service,"2493 Anna Dr, Santa Clara, CA 95050, United States","922J+HW Santa Clara, California, USA",http://santaclaratreeservices.com/,+1 408-617-9827,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7eDtwd6vfi8f-pYtEBSwAdFzKrvQmSKIS_mgJvJMu0zedEz44Vou94QTQpkGI9mCYm236Jd9bQAorV52pdolDpqHKeDttx_XAlUjqV5eaRzG5rGf66Dc9xnXywbckd92IR9HO=w408-h271-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T04:59:57.582Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–6 pm,7 am–6 pm,7 am–7 pm,,,
https://www.google.com/maps/place/New+Sky+Tree+Service/data=!4m7!3m6!1s0x808fcca3a50604d9:0x52745822ae400b20!8m2!3d37.346742!4d-121.9298!16s%2Fg%2F11clghbp0c!19sChIJ2QQGpaPMj4ARIAtAriJYdFI,New Sky Tree Service,4.6,36,Tree service,"1185 Campbell Ave #25, San Jose, CA 95126, United States","83WC+M3 San Jose, California, USA",http://www.newskytreeservice.com/,+1 650-677-1461,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF67VCHFfYXEN4ZX_fjQC9q9aJPtrmrEOEGxNM_jhmg0qFawpjBgbSqNsQi14b9yDRxvxNdKVON7TlJV3cVL1IDveylBXHcoBu60ZP2zI7vDDjDrcBINdgQ6XzVXCfLkf15zRo=w408-h270-k-no,true,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:03.184Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,LGBTQ+ friendly,,
https://www.google.com/maps/place/Blue+Ox+Tree+Service/data=!4m7!3m6!1s0x808fca402f3aaaab:0x1f04c980422b4d6a!8m2!3d37.3501512!4d-121.9610855!16s%2Fg%2F11f63xn4c8!19sChIJq6o6L0DKj4ARak0rQoDJBB8,Blue Ox Tree Service,5.0,11,Tree service,"2010 El Camino Real #825, Santa Clara, CA 95050, United States","922Q+3H Santa Clara, California, USA",http://www.blueoxtreeservicecalifornia.com/contact-us/,+1 408-509-8216,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBSbBTmdCDjUht6JrvLOqmtBG17T2zvkHoJFTRaTzkuLlco4_EgNzsKHwUhwSZpedOVys0wsMlXuZwSyhz2z0DK-ecAO9BMzimdFVNbgPgz7laph3xzEVNMKQebrX_ZZwGfXU=w408-h544-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:07.991Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
https://www.google.com/maps/place/West+Coast+Arborists/data=!4m7!3m6!1s0x808fcbc90ccc1801:0xa47063f6efdc8bbc!8m2!3d37.3653139!4d-121.9399099!16s%2Fg%2F1hc1fdf7s!19sChIJARjMDMnLj4ARvIvc7_ZjcKQ,West Coast Arborists,4.8,21,Tree service,"390 Martin Ave, Santa Clara, CA 95050, United States","9386+42 Santa Clara, California, USA",https://westcoastarborists.com/,+1 408-855-8660,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxXQI1SuxNAvkg5q2J8TNxcVifGhmpcZZQLouEesohncPJGwv8W-omYk1i6FR3zmoHrL-iemcqeKRmQuvbgBgeYfJDWGzzbgtpCAE2VrFgYwEK4p2gNjYkgTREcbKugzRNmZ-G=w408-h544-k-no,true,,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:10.605Z,,,,,,,,,
https://www.google.com/maps/place/NewVista+Tree+Service/data=!4m7!3m6!1s0x808fcb636d8f7e4b:0x300979ca39b6395d!8m2!3d37.3184693!4d-121.9143319!16s%2Fg%2F11lh52wtjp!19sChIJS36PbWPLj4ARXTm2Ocp5CTA,NewVista Tree Service,5.0,91,Tree service,"545 Meridian Ave #26231, San Jose, CA 95126, United States","839P+97 San Jose, California, USA",https://www.newvistainc.com/,+1 408-646-9790,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxeyIpYbHBmVoS9XhN2tsoSGr4jvVYCRSypw1MT7K48EPezXMXU8rI5eHkegV8Ho8oyzYBALzwyzve14PvsobJPoNMbKZRfJg1kNzOsmkapAP9aV4-d7lOiXV6LfKcjKBvh5k5=w408-h544-k-no,true,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:15.497Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/A1+Tree+care+LLC/data=!4m7!3m6!1s0x808fcb3482142849:0x2fe4b05e221e7d65!8m2!3d37.3195162!4d-121.9214219!16s%2Fg%2F11trr5h5rj!19sChIJSSgUgjTLj4ARZX0eIl6w5C8,A1 Tree care LLC,5.0,31,Tree service,"1608 Scott St, San Jose, CA 95126, United States","839H+RC San Jose, California, USA",https://a1treecarellcca.com/,+1 408-417-7922,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOEbocvYhYeWAGm5wdL5s9DloUC5qJDB6y8QzwKSXAZCJmJ5OCCs70-BwQdqCvBJBqp2W3HjCPxEesqrLc5TpxgSakWTl6tlzR7gPvSX6C9UHL7PJQ42cSTODY0ZNDY2bvERPB4YINVOU=w408-h544-k-no,true,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:20.717Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as women-owned,,
https://www.google.com/maps/place/West+Coast+Tree+Care/data=!4m7!3m6!1s0x808fcb4438052de7:0x1d6eb66a4e13998!8m2!3d37.3162355!4d-121.9440094!16s%2Fg%2F11vwlymdch!19sChIJ5y0FOETLj4ARmDnhpGbr1gE,West Coast Tree Care,4.9,39,Tree service,"2845 Moorpark Ave #205, San Jose, CA 95128, United States","8384+F9 San Jose, California, USA",https://westcoasttreecare.com/,+1 408-539-4988,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjoOXMSn46eDCt8HHrAiEglCVbP5ReMYCwBeCg_lTwy-oPByM1e158aTE3mpN_CqHzlWoRRjZ0gSQi_cgH5JFjrZ9TQhixFf9WBupiR2dUvysxX12TWGQ_TnOAdDIMmvS3uXc2oenw94yF=w408-h306-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:30.607Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Majestic+Tree+Service/data=!4m7!3m6!1s0x808fceee4a815555:0xdcd2e47709a6c33c!8m2!3d37.2670444!4d-121.8323858!16s%2Fg%2F11hd9kf93p!19sChIJVVWBSu7Oj4ARPMOmCXfk0tw,Majestic Tree Service,4.8,160,Tree service,"171 Branham Ln Ste 10 #209, San Jose, CA 95136, United States","7589+R2 San Jose, California, USA",https://www.majestictreeservice.com/,+1 669-216-9118,"Open · Closes 5 am Wed

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHb45KatACPD12YBIfTyOeIHyk5B-E8aS31fI0nl3r2I1zddpDNxc-BgwSDCaL1-xWHLCTtfd1o0qWZr9e5WjmA37ao2wB0Mfcp_AjGy6q9KPeWwThvGUeJ9jwwUKPcjhP__LKyd12pocz5=w408-h271-k-no,true,7 am–5 am,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:35.501Z,7 am–5 am,7 am–5 am,7 am–5 am,8:30 am–3:30 am,Closed,7 am–5 am,,,
https://www.google.com/maps/place/The+Davey+Tree+Expert+Company/data=!4m7!3m6!1s0x808fcc6f749a3adf:0xbe61dd18037b57ee!8m2!3d37.3693882!4d-121.8884258!16s%2Fg%2F1tdkxxy4!19sChIJ3zqadG_Mj4AR7ld7AxjdYb4,The Davey Tree Expert Company,4.7,114,Tree service,"88 Phelan Avenue, San Jose, CA 95112, United States","9496+QJ San Jose, California, USA",https://www.davey.com/local-offices/south-bay-tree-service/?utm_source=gmb&utm_medium=organic&utm_campaign=rc_south_bay,+1 408-755-9824,"Closed · Opens 8 am Wed

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGer1pVDUFAPFREy0Ak98u0KZ07A6nSfhvudlFtCL5kGe3Ze1CVXVHdEs12EcjMr0LTGhdh30TjRJXfk_eVk8hx9_On7krWdPaxnZntA7vuHXkF7PhNJixdtb40LfXsDF-SjPHIaQ=w408-h612-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Santa+Clara+San+Jose+CA/@37.3541079,-121.9552356,14z",2026-04-29T05:00:40.271Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
