placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Kaufmann+Property+Management/data=!4m7!3m6!1s0x8815e4fb31cef535:0x701067f4b638cc7f!8m2!3d41.0648179!4d-85.1382536!16s%2Fg%2F1tj2clx0!19sChIJNfXOMfvkFYgRf8w4tvRnEHA,Kaufmann Property Management,3.2,225,Property management company,"2216 S Calhoun St, Fort Wayne, IN 46802, United States","3V76+WM Fort Wayne, Indiana, USA",http://www.kpmhousing.com/,+1 260-745-4839,"Closes soon ⋅ 4:30 pm ⋅ Opens 9 am Fri

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKku6U_mfFZfEPDncTk-zP8DOGnECb_ClV1axAX6DFkEjLgltAzNDo0t4-uBbzM6SEyoTZ-pgdnFxUsxxq2CDcPYMBgaiug75MVDC5n3GsJAJvSeuoxuz65cT-tKdoapWxJgYj=w513-h240-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:34:34.650Z,,,,
https://www.google.com/maps/place/Capital+Property+Management+LLC/data=!4m7!3m6!1s0x8815e48d40e63829:0xd73597de7b842e81!8m2!3d41.079308!4d-85.1385336!16s%2Fg%2F12645qprq!19sChIJKTjmQI3kFYgRgS6Ee96XNdc,Capital Property Management LLC,4.0,36,Property management company,"3614 Felician Street, Fort Wayne, IN 46802, United States","3VH6+PH Fort Wayne, Indiana, USA",https://04426cb.netsolhost.com/,+1 260-422-1455,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPVkqriA_ADh8RzspGxPEP61HcUxFGBvds_dt3_=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:34:40.982Z,,,,
https://www.google.com/maps/place/Alliance+Property+Management/data=!4m7!3m6!1s0x8815e48608d6991f:0x2939160f4188cf8b!8m2!3d41.0890986!4d-85.1431294!16s%2Fg%2F1tjcq15r!19sChIJH5nWCIbkFYgRi8-IQQ8WOSk,Alliance Property Management,3.6,64,Property management company,"1616 N Harrison St, Fort Wayne, IN 46808, United States","3VQ4+JP Fort Wayne, Indiana, USA",http://alliancefortwayne.com/,+1 260-420-1428,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DHkJM-CBd1CsoGozQu5OiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.09851&pitch=0&thumbfov=100,true,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:34:45.928Z,,,,
https://www.google.com/maps/place/Sturges+Property+Group/data=!4m7!3m6!1s0x8815e48cbf0cb817:0x91663a5f1fcd2a31!8m2!3d41.0792179!4d-85.1415485!16s%2Fg%2F1tdn4q54!19sChIJF7gMv4zkFYgRMSrNH186ZpE,Sturges Property Group,4.5,55,Commercial real estate agency,"202 W Berry St # 500, Fort Wayne, IN 46802, United States","3VH5+M9 Fort Wayne, Indiana, USA",https://sturgesproperty.com/,+1 260-424-8448,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM9JhlhYOxPobX1pHeUTvbMj_iPoxXm5PhTU8_H=w408-h306-k-no,true,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:34:51.159Z,,,,
https://www.google.com/maps/place/SMS+Property+Management/data=!4m7!3m6!1s0x8815e49658cf0e69:0x91bd679896c2efcf!8m2!3d41.0843839!4d-85.1296448!16s%2Fg%2F11cmysjv_6!19sChIJaQ7PWJbkFYgRz-_ClphnvZE,SMS Property Management,2.9,119,Property management company,"1116 St Joseph Blvd, Fort Wayne, IN 46805, United States","3VMC+Q4 Fort Wayne, Indiana, USA",http://smspropmgt.com/,+1 260-498-2926,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqifXYvhEFLEiLJOXBGdpWL1JE8KqdKWW8sQ4w7aAnrKUYnt6TON13UA2EqpKZj8XVL6snLDB6V90LAdxI_MH-Qk8FaggnpcWtMRp4FKqpQ1IwcCWWbJOLjyE-9Fg5VZVgqmRtU8A=w426-h240-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:34:56.117Z,,,,
https://www.google.com/maps/place/Midtowne+Realty/data=!4m7!3m6!1s0x8815e48aae92bba3:0x6a414ae0bdb71db!8m2!3d41.0788391!4d-85.1474916!16s%2Fg%2F1tr9p0dt!19sChIJo7uSrorkFYgR23HbC64UpAY,Midtowne Realty,4.0,88,Property management company,"727 Fulton St, Fort Wayne, IN 46802, United States","3VH3+G2 Fort Wayne, Indiana, USA",http://www.midtownerealty.net/,+1 260-420-8700,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPoiODG_1Kn0hGYE8p3mi2NG3k-mVuqcE3u3uSs=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:35:01.398Z,,,,
https://www.google.com/maps/place/Celisa+Expert+Investor/data=!4m7!3m6!1s0x8815e526e4a49a97:0xec364b70f3b32ca4!8m2!3d41.0664008!4d-85.1156726!16s%2Fg%2F11r_d6mn9y!19sChIJl5qk5CblFYgRpCyz83BLNuw,Celisa Expert Investor,3.1,41,Property management company,"1615 E Wallace St, Fort Wayne, IN 46803, United States","3V8M+HP Fort Wayne, Indiana, USA",https://celisaproperties.com/,+1 260-498-2652,Closes soon ⋅ 4 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnta09JMWrhQmqODqTCpz5Pwze9bicTCHgZoa72fT2oLg18EV0NDZkr59EzBe8tL7PwRWcrm3gYcd1M5vYYqMOjO1_NZN7dTdFLN39_sdw9c0Kv3hj67vD-1eNR9utJMxyqMSY=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:35:06.393Z,,,,
https://www.google.com/maps/place/dbd+homes+llc+home+page/data=!4m7!3m6!1s0x8815e49bb5b46c5b:0x14ee054ad4ba5470!8m2!3d41.0892188!4d-85.1337934!16s%2Fg%2F11fx7xh2n8!19sChIJW2y0tZvkFYgRcFS61EoF7hQ,dbd homes llc home page,2.3,304,Property management company,"520 Tennessee Ave, Fort Wayne, IN 46805, United States","3VQ8+MF Fort Wayne, Indiana, USA",http://www.mydbdhome.com/contact-us/,+1 260-423-1414,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nquzHfkPCww7MEbo3P7_wt6BDwYrhYLYcnJYppRiwtDQD4oUP695dauXCGkCtpbkslPFIh0NLKkXXjBHNsXSipEyJOdyABFIgzTYQuZxhOuiAxcI9Z3WA_cH9GxWmCctd8gbVY6XA=w408-h272-k-no,false,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:35:11.544Z,,,,
https://www.google.com/maps/place/Reliable+Property+Group+LLC/data=!4m7!3m6!1s0x8815e5b5f63ba13d:0xbf9a21736f0a1d25!8m2!3d41.0992897!4d-85.154837!16s%2Fg%2F11h_k8264k!19sChIJPaE79rXlFYgRJR0Kb3Mhmr8,Reliable Property Group LLC,3.9,34,Property management company,"929 Goshen Ave, Fort Wayne, IN 46808, United States","3RXW+P3 Fort Wayne, Indiana, USA",http://www.reliablepropertygroup.com/,+1 260-222-4088,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMBpfPrVBjCxAjs5qwohdb6M-iRqtRhgGSrM5_O=w408-h306-k-no,true,9 am–5 pm,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:35:16.395Z,,,,
https://www.google.com/maps/place/RM+Rentals+%26+Property+Management/data=!4m7!3m6!1s0x8b2522b22e094f39:0x3f9439f961930cd!8m2!3d41.077489!4d-85.1392678!16s%2Fg%2F11shqgktj1!19sChIJOU8JLrIiJYsRzTAZlp9D-QM,RM Rentals & Property Management,3.5,6,Property management company,"928 S Calhoun St, Fort Wayne, IN 46802, United States","3VG6+X7 Fort Wayne, Indiana, USA",https://www.rmrpm.com/,+1 260-691-7368,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_q_QWzXWbFfm4Rgt6W8n_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.33408&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-09-25T19:35:21.613Z,,,,
