placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
"https://www.google.com/maps/place/The+Valet,+LLC/data=!4m7!3m6!1s0x88579e2c2e9c240d:0x86785de501003ef7!8m2!3d34.2920456!4d-79.86097!16s%2Fg%2F1pxwrr1np!19sChIJDSScLiyeV4gR9z4AAeVdeIY","The Valet, LLC",5.0,7,Automobile storage facility,,,http://www.thevalet864.com/,+1 864-384-8079,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMI1Q9D3KPURTNMHN7j2WqGoWOrtrijQ5-sVhlo=w599-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-28T18:57:49.065Z,,,
https://www.google.com/maps/place/151+Memorial+Dr+Parking/data=!4m7!3m6!1s0x885775f298876463:0x269ae9833c3fd34c!8m2!3d34.9573065!4d-81.9330499!16s%2Fg%2F11sb4v7h0q!19sChIJY2SHmPJ1V4gRTNM_PIPpmiY,151 Memorial Dr Parking,4.0,1,Parking lot,"151 Memorial Dr, Spartanburg, SC 29303, United States","X348+WQ Spartanburg, South Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KYX_-0oYFPFi9tY9hr8x4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.53043&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-28T18:57:52.673Z,,,
https://www.google.com/maps/place/The+Parking+Lot+Pro/data=!4m7!3m6!1s0x88579f5221087579:0xf5eedfe9e4813e1d!8m2!3d34.9233844!4d-81.8807211!16s%2Fg%2F11xdv1mhwc!19sChIJeXUIIVKfV4gRHT6B5Onf7vU,The Parking Lot Pro,5.0,6,Asphalt contractor,"113 Plantation Rd, Spartanburg, SC 29302, United States","W4F9+9P Spartanburg, South Carolina, USA",https://theparkinglotpro.com/,+1 864-256-3484,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxnIuaZL2nxnCBXPS7rL6iqyXAdFeC5_mZBaP6dzPLS1GXd1wh-QUgbjGfJuaAFH5gabioxQ_sZRILx6tNv-skDffESZ8MCFRhbck5ECsm7KuleDM7use8zuX6nDULYBPzCcQ0pf-eZVtK=w471-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-28T18:57:57.519Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/GSP+Parking+Garage+A/data=!4m7!3m6!1s0x88582a086cab1dbd:0x6d28f1c5d7777b20!8m2!3d34.8896985!4d-82.2162822!16s%2Fg%2F11gfzp_2sc!19sChIJvR2rbAgqWIgRIHt318XxKG0,GSP Parking Garage A,4.2,76,Parking garage,"1960 GSP Dr, Greer, SC 29651, United States","VQQM+VF Greer, South Carolina, USA",http://www.gspairport.com/parking,+1 864-877-7426,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxo4W-iWsWLn3KTQbftRrHmYZqDyf1pqLghlmeEJIiQzO_kxAQVMpm-K8BTx-BgF8T5alOAJiVgbEeCAgq7vZqbhmb4cGQQlyLqFpIT7L4p45uSMEUyzrI96tts3Yh4thWQcBlbZQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-28T18:58:03.136Z,,,
https://www.google.com/maps/place/Spartanburg+Parking+Division/data=!4m7!3m6!1s0x885775f4c2198061:0x1fdb611c4573ba12!8m2!3d34.950592!4d-81.932957!16s%2Fg%2F1td0bnc3!19sChIJYYAZwvR1V4gRErpzRRxh2x8,Spartanburg Parking Division,5.0,1,City government office,"100 N Church St, Spartanburg, SC 29306, United States","X328+6R Spartanburg, South Carolina, USA",,+1 864-562-4179,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwI-aTacd_p-KC0w5tWY23f5lbcptyccDfBXc8u7RLI8tPa4_CPvBPe1kF6sXLM-I7UWFIq8w0CqQ7wFoiDk5DT4d4G-DHCbtnmTUqUGnRNbO0ZPo51X3lqNlteyY6T9ZfWv2Y=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-28T18:58:06.076Z,,,
https://www.google.com/maps/place/Greenville+Parking+Services/data=!4m7!3m6!1s0x885831ce3d481b25:0xc4f04b9ee80c280c!8m2!3d34.8655423!4d-82.4040377!16s%2Fg%2F1tknl4pp!19sChIJJRtIPc4xWIgRDCgM6J5L8MQ,Greenville Parking Services,2.5,13,Transportation service,"516 Rutherford St, Greenville, SC 29609, United States","VH8W+69 Greenville, South Carolina, USA",http://parking.greenvillesc.gov/,+1 864-467-4900,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXraAVoVqvIwtJ0hKwjAUCxsDWH4p57DDM98yCYsuoDBkFoq6Molsyau8sj8DPe2Ixl8Hx0rgwjCrPZjND2pJ075ucLZNlwbFxes7jNAo9DJo-5RDTer42Go_fOsFay0sTqkb7Gw=w408-h543-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greenville+Spartanburg+SC/@34.8484984,-82.4000158,14z",2025-10-28T18:58:23.966Z,,,
https://www.google.com/maps/place/301+River+Lot+%28Southern+Valet%29/data=!4m7!3m6!1s0x885831cc882bb9a3:0x1b392b72636c9759!8m2!3d34.8484242!4d-82.4040102!16s%2Fg%2F11c0pvn2ct!19sChIJo7kriMwxWIgRWZdsY3IrORs,301 River Lot (Southern Valet),3.8,13,Parking lot,"301 River St, Greenville, SC 29601, United States","RHXW+99 Greenville, South Carolina, USA",http://www.propark.com/,+1 864-438-5928,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwizsweAlquzkO5IK_4ITYKXxnZbJF9LPyGrYZo5b3z9PAdkWGarWdnNWgvKG25oHVr2RRThDvAvDpnyRHhnTyc8E0IF-bTLJDQLZRTuWFtohCz-f5fl79z_50UAJVm3ArqWaid=w408-h724-k-no,true,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,Closed,Closed,10:30 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greenville+Spartanburg+SC/@34.8484984,-82.4000158,14z",2025-10-28T18:58:29.175Z,,,
https://www.google.com/maps/place/Lanier+Parking+Systems/data=!4m7!3m6!1s0x885831da9315580b:0x579869384402bfc5!8m2!3d34.8541341!4d-82.3905091!16s%2Fg%2F1tsbmvdm!19sChIJC1gVk9oxWIgRxb8CRDhpmFc,Lanier Parking Systems,2.0,4,Parking garage,"635 N Academy St, Greenville, SC 29601, United States","VJ35+MQ Greenville, South Carolina, USA",,+1 864-240-8146,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3Sdc0Bj965obeT_4x5zRRcrLUXFggo9xJAAFgS_qaSgE1NJp9bn_1D2HeiBAd8MIFBmkR0wKP83g6jB1wps6dcoVs8SG1IfkX_cjQuK-f3bgp0O4TQcrCPhOZT-Whfu1VaqX-oA=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greenville+Spartanburg+SC/@34.8484984,-82.4000158,14z",2025-10-28T18:58:32.088Z,,,
https://www.google.com/maps/place/Poinsett+Garage/data=!4m7!3m6!1s0x885831cdbe09d469:0x481fa63da1e30fb6!8m2!3d34.8491279!4d-82.4011849!16s%2Fg%2F11bccm4b46!19sChIJadQJvs0xWIgRtg_joT2mH0g,Poinsett Garage,4.1,58,Parking garage,"120 S Main St, Greenville, SC 29601, United States","RHXX+MG Greenville, South Carolina, USA",https://www.greenvillesc.gov/facilities/facility/details/poinsett-garage-32,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9CCswxmrJYA2kix8TqMEfdxagVNFKXORGfIlO7IlMxdMkN-RS4PRGyG_ejri8ECU4jFgm4BR651BgJ3FC9Wwz1IDc69URbK7zHJgoS0S23x7D2zIzZxulHhwPLdvomXZGoyZLNw=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greenville+Spartanburg+SC/@34.8484984,-82.4000158,14z",2025-10-28T18:58:34.879Z,,,
https://www.google.com/maps/place/Riverplace+Garage/data=!4m7!3m6!1s0x885831ccf38943d5:0x1150e4d145baad25!8m2!3d34.8479463!4d-82.403306!16s%2Fg%2F11c2lcxnb3!19sChIJ1UOJ88wxWIgRJa26RdHkUBE,Riverplace Garage,4.4,41,Parking garage,"300 River St, Greenville, SC 29601, United States","RHXW+5M Greenville, South Carolina, USA",https://www.greenvillesc.gov/513/Parking,+1 864-467-4900,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDdnxZue84-C2Xo1J1vGGGr0kMLCzbOPyTglP5TUke1IF0fVdz21GRLaXH5M4PxMyymZd3RAWhG1JhzGaIKKPpp6R0HPPT1d5mzfrvDxh91wVSLxeMYfAspF0x3_84EswiMwLofNEXOOk=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Greenville+Spartanburg+SC/@34.8484984,-82.4000158,14z",2025-10-28T18:58:37.877Z,,,
