placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Boston+Condominium+Management/data=!4m7!3m6!1s0x89e37a1e2c7a6305:0x113aa7ac23cce880!8m2!3d42.3424548!4d-71.0970084!16s%2Fg%2F11x9v2fgn!19sChIJBWN6LB5644kRgOjMI6ynOhE,Boston Condominium Management,4.5,46,Property management company,"125 Jersey St, Boston, MA 02215, United States","8WR3+X5 Boston, Massachusetts, USA",http://www.bostoncondominiummanagement.com/,+1 617-262-9966,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNnZdUp7ziOZhDR4Pbze1LWi8BASXpBnvT8BxE=w408-h272-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:20.925Z,,,,
https://www.google.com/maps/place/Bay+Property+Management+Group+Boston/data=!4m7!3m6!1s0x89e3715ecf764455:0xcc9a0cf32db66d20!8m2!3d42.3577981!4d-71.0705724!16s%2Fg%2F11w98fd3tc!19sChIJVUR2z15x44kRIG22LfMMmsw,Bay Property Management Group Boston,4.9,72,Property management company,"121 Mt Vernon St Suite 18, Boston, MA 02108, United States","9W5H+4Q Boston, Massachusetts, USA",https://bmgboston.com/,+1 617-634-0376,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wdhEup85uUHDHYhA80O6lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.83893&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:27.059Z,,,,
https://www.google.com/maps/place/SGH+Property+Management/data=!4m7!3m6!1s0x89e37a6b00000001:0x5e66ba70a45e67cc!8m2!3d42.3495275!4d-71.0799749!16s%2Fg%2F1tkf1_4r!19sChIJAQAAAGt644kRzGdepHC6Zl4,SGH Property Management,3.4,41,Property management company,"715 Boylston St Suite 210, Boston, MA 02116, United States","8WXC+R2 Boston, Massachusetts, USA",http://www.sghmanagement.com/,+1 617-307-7777,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqE57V4C0PqLs8tlbAEpvnz-MqMgFJwyZPqSvDvQ9IANYWo4oFrHCMoNc_muO9O2gu5-DxwgGytCy1RTeykMklT-BJvWg3iXgq0piNPQyhG13p58w1_4One3albKYxJ3NUEwJX-=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:32.231Z,,,,
https://www.google.com/maps/place/Boston+Green+Property+Management/data=!4m7!3m6!1s0x89e371675fbc36eb:0x765e4d7981a13175!8m2!3d42.3518033!4d-71.0721548!16s%2Fg%2F11ls6vsc3n!19sChIJ6za8X2dx44kRdTGhgXlNXnY,Boston Green Property Management,3.6,13,Property management company,"399 Boylston St, Boston, MA 02116, United States","9W2H+P4 Boston, Massachusetts, USA",https://bostongreenmanagement.com/,+1 617-262-3075,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNXtM_wwnqiz5tbfQpQglyUHMsJSmXbW95oIMbv=w408-h306-k-no,true,9 am–6 pm,9 am–3 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:37.395Z,,,,
"https://www.google.com/maps/place/Prkos+Property+Management,+Inc.,/data=!4m7!3m6!1s0x89e37b44ad448b03:0x1b04a5c8b2be5190!8m2!3d42.3483451!4d-71.0879591!16s%2Fg%2F11jz47jl5p!19sChIJA4tErUR744kRkFG-ssilBBs","Prkos Property Management, Inc.,",5.0,5,Property management company,"361 Newbury St 5th floor, Boston, MA 02115, United States","8WX6+8R Boston, Massachusetts, USA",http://www.prkoscompany.com/,+1 617-861-3256,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOA2bAx-3jkEzz1N5ZcjekiCToyWbUHH4JxjqBk=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:41.944Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Homie+Property+Management/data=!4m7!3m6!1s0x8613f0e981602163:0x44a1e392f695fd35!8m2!3d42.3470414!4d-71.0753582!16s%2Fg%2F11yc_vf2gr!19sChIJYyFggenwE4YRNf2V9pLjoUQ,Homie Property Management,4.0,1,Property management company,"131 Dartmouth St, Boston, MA 02116, United States","8WWF+RV Boston, Massachusetts, USA",https://homiepropertymanagement.com/,+1 617-982-0074,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uZpPuFn67KuK8qMfJECROA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.82047&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:46.471Z,,,,
https://www.google.com/maps/place/Stratford+Management+Company/data=!4m7!3m6!1s0x89e37a0c7c247691:0x455ce94d0fb9efcb!8m2!3d42.3504071!4d-71.0768891!16s%2Fg%2F1tlmpbbt!19sChIJkXYkfAx644kRy--5D03pXEU,Stratford Management Company,3.4,5,Property management company,"585 Boylston St Fl 4, Boston, MA 02116, United States","9W2F+56 Boston, Massachusetts, USA",http://www.stratford.com/,+1 617-536-0878,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGUiKUq3bNZu1G2XqcZIdD6m4W2m1OVFaYpP0P=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:51.494Z,,,,
https://www.google.com/maps/place/Volnay+Management/data=!4m7!3m6!1s0x484f7cfa1aa25afb:0x7073dc968680aa95!8m2!3d42.3334459!4d-71.054016!16s%2Fg%2F11m6031q0h!19sChIJ-1qiGvp8T0gRlaqAhpbcc3A,Volnay Management,4.8,57,Property management company,"190 Old Colony Ave, Boston, MA 02127, United States","8WMW+99 Boston, Massachusetts, USA",https://www.volnaymanagement.com/,+1 617-826-0677,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWUpsc3OSIorHPTw_XfvBRQolmKNZdwVG1ev33=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:01:57.147Z,,,,
https://www.google.com/maps/place/GB+Property+Management+LLC/data=!4m7!3m6!1s0x89e37b0e6a276583:0x1efcedb66e3bd2c!8m2!3d42.3353675!4d-71.0403464!16s%2Fg%2F11hzqh2tgm!19sChIJg2Unag5744kRLL3jZtvO7wE,GB Property Management LLC,4.5,69,Property management company,"597 E Broadway, Boston, MA 02127, United States","8XP5+4V Boston, Massachusetts, USA",http://gbpmboston.com/,+1 617-701-9100,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPoh_yuDX2bopOyifJ0DRIm7VthrJr_3yAXIfRo=w468-h240-k-no,true,8 am–6 pm,8 am–4 pm,9 am–2 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:02:01.926Z,,,,
"https://www.google.com/maps/place/A%26S+Realty,+Inc/data=!4m7!3m6!1s0x89e37a0fa6dcc27b:0xcbfedab0bd976eaa!8m2!3d42.3494444!4d-71.0836382!16s%2Fg%2F1v26n3f0!19sChIJe8Lcpg9644kRqm6XvbDa_ss","A&S Realty, Inc",4.9,50,Real estate agency,"271 Newbury St, Boston, MA 02116, United States","8WX8+QG Boston, Massachusetts, USA",https://www.bostonmove.com/,+1 617-267-3485,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6zDVFI-yv05Jm28UjOFDkyWJp8WznwYu7B71Tixtrnx3gLJQSU8_2hrBrm3w8dTWb0Hl8dmE2GUCQGA74k8qdcc_zx2QoF2PvtE8WWXSpP54GckCqeMz04fQ7AjH8tWOuugCk=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,11 am–3 pm,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-25T17:02:07.071Z,,,,
