placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned
"https://www.google.com/maps/place/Morey+CPA+%26+Associates,+Inc./data=!4m7!3m6!1s0x80d9558b5ceafe5b:0x23cabecaf46f559f!8m2!3d32.7164128!4d-117.1672584!16s%2Fg%2F11q8tnl0rf!19sChIJW_7qXItV2YARn1Vv9Mq-yiM","Morey CPA & Associates, Inc.",4.9,37,Certified public accountant,"402 W Broadway Suite 400 - #3743, San Diego, CA 92101, United States","PR8M+H3 San Diego, California, USA",https://www.cpafirm-sandiego.com/,+1 619-782-9131,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipOg9O8odrUX9207NyjvTS7iHNZpeT9srvo04iM4=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:03:41.870Z,,
https://www.google.com/maps/place/Launch+CPA/data=!4m7!3m6!1s0x80dbf8192cd59fa9:0x2a47ff606a36a562!8m2!3d32.7179793!4d-117.1680637!16s%2Fg%2F11bxjqsvnp!19sChIJqZ_VLBn424ARYqU2amD_Ryo,Launch CPA,4.9,27,Certified public accountant,"550 W B St 4th Floor Ste 404, San Diego, CA 92101, United States","PR9J+5Q San Diego, California, USA",https://www.launchcpa.com/,+1 619-663-7275,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=20kAb_pocDs21qzFmBYlUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.00873&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:03:47.975Z,,
"https://www.google.com/maps/place/M.W.+Orlando+CPA,+Inc./data=!4m7!3m6!1s0x80d954a979e0e74f:0x17f4712ce391b53b!8m2!3d32.7158152!4d-117.1609444!16s%2Fg%2F1tczqnb3!19sChIJT-fgealU2YARO7WR4yxx9Bc","M.W. Orlando CPA, Inc.",4.8,59,Certified public accountant,"402 W Broadway, 4th Floor, San Diego, CA 92101, United States","PR8Q+8J San Diego, California, USA",http://mworlandocpa.com/,+1 619-331-0069,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipNh2BFlkFu4iMnw_7nm14tZyZ96BHqHfJoWMbX_=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:03:52.979Z,,
https://www.google.com/maps/place/San+Diego+CPA+-+Tax+and+Accounting/data=!4m7!3m6!1s0x80d954a61e46f5e5:0x38689f644bc63293!8m2!3d32.7185964!4d-117.1617336!16s%2Fg%2F1q6j5cyxv!19sChIJ5fVGHqZU2YARkzLGS2SfaDg,San Diego CPA - Tax and Accounting,5.0,3,Certified public accountant,"303 A St #300b, San Diego, CA 92101, United States","PR9Q+C8 San Diego, California, USA",,+1 619-501-9259,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FbnTa9ghRnLk7aOKziHvAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.65588&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:03:58.159Z,,
https://www.google.com/maps/place/B+%26+K+Financial+-+Accounting+%26+Tax+Services/data=!4m7!3m6!1s0x80d95563fa17049b:0x576bffe79d13ace6!8m2!3d32.716243!4d-117.166963!16s%2Fg%2F11krbz648r!19sChIJmwQX-mNV2YAR5qwTnef_a1c,B & K Financial - Accounting & Tax Services,4.9,26,Certified public accountant,"402 W Broadway Suite 400, San Diego, CA 92101, United States","PR8M+F6 San Diego, California, USA",http://www.bkfinancial.org/,+1 858-868-7232,"Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNzLjiWRE2Kv0fBIKgd4bjQNXjZQWebmKgFbMJ-=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,10 am–3 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:03.213Z,,
https://www.google.com/maps/place/Paragon+Accountants/data=!4m7!3m6!1s0x80d954baf20499c9:0x91c10d315be81f9e!8m2!3d32.727458!4d-117.159956!16s%2Fg%2F1pv2f1ys1!19sChIJyZkE8rpU2YARnh_oWzENwZE,Paragon Accountants,5.0,13,Tax preparation service,"2121 Fifth Ave #207, San Diego, CA 92101, United States","PRGR+X2 San Diego, California, USA",http://paragonaccountants.com/,+1 619-358-9799,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipO4E5YffQRZpPFcERWz2lbEiZnCCQGfuMPIEGZj=w644-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:08.536Z,,
"https://www.google.com/maps/place/Jennifer+G+Thomas,+CPA+an+Accountancy+Corporation/data=!4m7!3m6!1s0x80d9531f74ef8d85:0x693ab53c0848484f!8m2!3d32.7381405!4d-117.1606427!16s%2Fg%2F11j68x9rbs!19sChIJhY3vdB9T2YART0hICDy1Omk","Jennifer G Thomas, CPA an Accountancy Corporation",5.0,17,Accounting firm,"3130 Fifth Ave Suites 5-6, San Diego, CA 92103, United States","PRQQ+7P San Diego, California, USA",https://jgthomascpa.com/,+1 619-736-0077,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOn6lJwlMbNrNOXvJMEV7DH3ONMjXXSY7Drumaj=w426-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:13.746Z,,
https://www.google.com/maps/place/Golden+State+CPAs/data=!4m7!3m6!1s0x80d953586db4d30d:0x31a638fbce7a0d02!8m2!3d32.7142083!4d-117.1598754!16s%2Fg%2F1hc0xlqdy!19sChIJDdO0bVhT2YARAg16zvs4pjE,Golden State CPAs,5.0,1,Certified public accountant,"835 Fifth Ave #314, San Diego, CA 92101, United States","PR7R+M2 San Diego, California, USA",http://goldenstatecpas.com/,+1 619-255-4660,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vWd5vaWCB0la3-osgRi3Gg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.14526&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:18.606Z,,
https://www.google.com/maps/place/West+Rhode+%26+Roberts/data=!4m7!3m6!1s0x80d954c7d68ffc1d:0xfe571493ca2d9bc8!8m2!3d32.734051!4d-117.160901!16s%2Fg%2F1tdgkk1_!19sChIJHfyP1sdU2YARyJstypMUV_4,West Rhode & Roberts,5.0,3,Certified public accountant,"2741 Fourth Ave, San Diego, CA 92103, United States","PRMQ+JJ San Diego, California, USA",http://www.wrr-cpa.com/,+1 619-615-5380,Closes soon ⋅ 5 pm ⋅ Opens 8 am Fri,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eusdHOyAEapSjB45mu-uPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.49803&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:23.517Z,,
https://www.google.com/maps/place/Paul+Anderson+-+CPA+and+Bookkeeping+Firm/data=!4m7!3m6!1s0x80dbf8af3768570f:0xca9cd46d3d008ca0!8m2!3d32.889318!4d-117.1668526!16s%2Fg%2F1ptvvbxv0!19sChIJD1doN6_424ARoIwAPW3UnMo,Paul Anderson - CPA and Bookkeeping Firm,5.0,38,Tax preparation service,"7220 Trade St, San Diego, CA 92121, United States","VRQM+P7 San Diego, California, USA",https://sdbookkeepingsolutions.com/,+1 858-433-7287,Closes soon ⋅ 5 pm ⋅ Opens 9 am Fri,https://lh3.googleusercontent.com/p/AF1QipPiEUNz-uXH5vTBezX0RKNZiFs9Avzws1Lo2Ybh=w451-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountants+firms+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-10-09T23:04:28.691Z,,
