placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/UVU+Parking+Services/data=!4m7!3m6!1s0x874d9ae42bd0270b:0x737d7aa48a36e89!8m2!3d40.2805429!4d-111.7051943!16s%2Fg%2F11fy8_myph!19sChIJCyfQK-SaTYcRiW6jSKrXNwc,UVU Parking Services,1.7,56,Parking lot,"936 S 400 W St, Orem, UT 84058, United States","77JV+6W Orem, Utah, USA",https://www.uvu.edu/parking/,+1 801-863-8188,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHjKRsiJqpvsmuB416ddPPhfPUB-2mg8h5Vu0sKMP2ededl41flmUiZ__6_o-XyXY63P4W7Fzdpr637iHkyg5qWxWhJjxf31Ddo1Pt-XOztr51zQT82w2g48rX88IxmCVBzFrGjA=w414-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:18.359Z,,,
https://www.google.com/maps/place/Utah+Parking+Authority/data=!4m7!3m6!1s0x874d9ba193c55933:0x791f86621bd00442!8m2!3d40.2550978!4d-111.6675165!16s%2Fg%2F11lck_qbl3!19sChIJM1nFk6GbTYcRQgTQG2KGH3k,Utah Parking Authority,1.2,117,Towing service,"1530 Riverside Ave, Provo, UT 84604, United States","784J+2X Provo, Utah, USA",https://utahparkingauthority.com/,+1 801-377-8200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOZ25YydvHydFYX-1qe-aMg_sUG938XPN9VYGyd=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:25.089Z,,,
https://www.google.com/maps/place/University+Parking+Enforcement/data=!4m7!3m6!1s0x874d9a75bbd8f403:0x6ef64f4bc95538a6!8m2!3d40.4590875!4d-111.8191045!16s%2Fg%2F1trxf593!19sChIJA_TYu3WaTYcRpjhVyUtP9m4,University Parking Enforcement,1.4,687,Towing service,,,http://www.utahparkingauthority.com/,+1 801-377-8200,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMlKEKyv_pzuQM8_O2z5xfYn3uGXvQwA3kyu9ly=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:31.787Z,,,
https://www.google.com/maps/place/Parking+Provo+Airport/data=!4m7!3m6!1s0x874d994a089de7e5:0xf9597e72bc58a00e!8m2!3d40.2137112!4d-111.7111476!16s%2Fg%2F11shx9p3kw!19sChIJ5eedCEqZTYcRDqBYvHJ-Wfk,Parking Provo Airport,3.1,17,Parking lot,"Airport, Provo, UT 84601, United States","677Q+FG Provo, Utah, USA",https://airport.provo.gov/167/Parking-Transportation,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAs5Z2rnUXUK-uLjEwA3V3BmakAFX7lPJv1Lns5WPe4l30tu0o0HHd9afle0vjB-JVDrIdfrVAhzPxJstd45jIKy1pVjUTT-m7iMvFZpkTmjF6v3c321sbceUTlSIQODH5k-4=w532-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:34.928Z,,,
https://www.google.com/maps/place/Parking+Lot+M29/data=!4m7!3m6!1s0x874d9ae48d3b0781:0x7b1e595ccfef0f19!8m2!3d40.2771242!4d-111.7067711!16s%2Fg%2F11c2lp01sk!19sChIJgQc7jeSaTYcRGQ_vz1xZHns,Parking Lot M29,4.0,5,Parking lot,"800 W University Pkwy, Orem, UT 84058, United States","77GV+R7 Orem, Utah, USA",https://www.uvu.edu/parking/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P035GmbfZcwAua7JyfVGZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.362013&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:38.684Z,,,
https://www.google.com/maps/place/Parking+Lot+L5/data=!4m7!3m6!1s0x874d9b18caf4070d:0xfb729bc56a8612fb!8m2!3d40.2809466!4d-111.7198949!16s%2Fg%2F11g6pwm39y!19sChIJDQf0yhibTYcR-xKGasWbcvs,Parking Lot L5,5.0,1,Parking lot,"800 W University Pkwy, Orem, UT 84058, United States","77JJ+92 Orem, Utah, USA",https://www.uvu.edu/parking/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqTaus9LSsbsSRLpL262RN0J5oRmtIOtz8yRTBn3xEzv_IdS7emXQ4WJi7oRn3h3Kw4Ta_ga5SfsQ2Me6cuzaeYp7jnsXjSPNa1MFfLulYWAGGENnfBiGG8PCII6Z_NZ_xGd6G=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:41.546Z,,,
https://www.google.com/maps/place/Goldstar+Management/data=!4m7!3m6!1s0x874d9ac61e39323d:0x2ac7cd0d843cf81f!8m2!3d40.2968979!4d-111.6946475!16s%2Fg%2F1263_ryqg!19sChIJPTI5HsaaTYcRH_g8hA3Nxyo,Goldstar Management,1.0,1,Valet parking service,"Orem, UT 84058, United States",,https://goldstarmanagementllc.com/,+1 317-429-6781,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N0Goym9yuwcl-F73jUYJ4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.66867&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:44.893Z,,,
"https://www.google.com/maps/place/Admin+parking+lot/@40.2916783,-111.68471,17z/data=!3m1!4b1!4m6!3m5!1s0x874d9bcb0db11c59:0xe91b368431b1c55!8m2!3d40.2916783!4d-111.68471!16s%2Fg%2F11kb8yfjwk",Admin parking lot,,,Parking lot,"434 E 300 S St, Orem, UT 84097, United States","78R8+M4 Orem, Utah, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:50.139Z,,,
https://www.google.com/maps/place/Park+N%E2%80%99+Ride/data=!4m7!3m6!1s0x874d85a46f381265:0x89871363bbc87c34!8m2!3d40.310754!4d-111.7245814!16s%2Fg%2F11vchfr_vf!19sChIJZRI4b6SFTYcRNHzIu2MTh4k,Park N’ Ride,,,Park & ride,"708 1200 W, Orem, UT 84057, United States","876G+85 Orem, Utah, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oiabsZcMGfjYpi32urRuhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.17786&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:54.258Z,,,
https://www.google.com/maps/place/The+Hangar/data=!4m7!3m6!1s0x874d978928f49667:0xac8f83a145e04047!8m2!3d40.2103664!4d-111.651241!16s%2Fg%2F11w7kp5tz4!19sChIJZ5b0KImXTYcRR0DgRaGDj6w,The Hangar,4.9,35,Parking lot,"1771 S E Bay Blvd, Provo, UT 84606, United States","686X+4G Provo, Utah, USA",https://www.provoairportparking.com/,+1 801-697-3748,,https://lh3.googleusercontent.com/p/AF1QipNp6lW7F7nFXmYTX87xyjpH0timc6EpJ0cosWSI=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2025-10-28T18:53:57.735Z,,,
