placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,error,info
https://www.google.com/maps/place/Albuquerque+Courtesy+%26+Parking+LLC/data=!4m7!3m6!1s0x872274b72ac5551d:0x891c72d6cab546fe!8m2!3d35.1667307!4d-106.6323027!16s%2Fg%2F11dxd5jst3!19sChIJHVXFKrd0IocR_ka1ytZyHIk,Albuquerque Courtesy & Parking LLC,2.0,153,Security guard service,"7615 Peck Rd, Albuquerque, NM 87107, United States","5989+M3 Albuquerque, New Mexico, USA",https://www.nmaptconf.com/members/albuquerque-courtesy--parking--llc,+1 505-232-0105,Open ⋅ Closes 5 pm ⋅ Reopens 11:09 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNFzOPPhdqCmXGEJ3Kvq2vxjev67cu1JSmFrlimoxMHU9NxruvA_jbabglMq-5g_Z-xamnrg4OfxfpvjQBdVIF9Qbm4EKJY9-ZB0XkFGlejVxWv5GuVX4iKuqiTq8B825ODsWeQQ=w408-h306-k-no,false,"12 am–5 pm, 11:09 pm–5 am",11 am–5 pm,11 pm–12 am,Open 24 hours,12–5 am,Closed,11 pm–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:30:44.336Z,,,
https://www.google.com/maps/place/City+of+Albuquerque+Parking+Office/data=!4m7!3m6!1s0x87220d68c8aefdf3:0x63f5f8148c8ef431!8m2!3d35.0877794!4d-106.651829!16s%2Fg%2F11sg8bh436!19sChIJ8_2uyGgNIocRMfSOjBT49WM,City of Albuquerque Parking Office,2.3,12,Government office,"1 Civic Plz, Albuquerque, NM 87102, United States","38QX+47 Albuquerque, New Mexico, USA",http://www.cabq.gov/municipaldevelopment/residents/parking,+1 505-924-3950,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCV_5wn4LsDnmbRITA8VejbV9gT11X_FtXB_e45Ao5USFViav2R6dBfKB3nkr-yQtclJOrPwldxEZIx4LCRVJrPv4PVCbcDRVHxJmvpS-SlHZkAjbm9-7QV0BJB-BpkmuW-Qk7Ww=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:30:50.216Z,,,
https://www.google.com/maps/place/Precision+Parking+LLC/data=!4m7!3m6!1s0x87220ba84167d547:0x4dd4e9a62740bbcf!8m2!3d35.0786558!4d-106.5840737!16s%2Fg%2F11pdlstzbl!19sChIJR9VnQagLIocRz7tAJ6bp1E0,Precision Parking LLC,5.0,1,Valet parking service,"5500 Copper Ave NE, Albuquerque, NM 87108, United States","3CH8+F9 Albuquerque, New Mexico, USA",,+1 505-489-7559,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipO4ODIkEV2J2-bswgCUcIga2sq2EC-QRaccFELd=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–4 pm,Closed,8 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:30:55.628Z,,,
https://www.google.com/maps/place/5511+Office+Boulevard+NE+Parking/data=!4m7!3m6!1s0x872274f18643ee21:0xd917aa95a5ac43e!8m2!3d35.1415195!4d-106.5991539!16s%2Fg%2F11f2gswy4w!19sChIJIe5DhvF0IocRPsRaWql6kQ0,5511 Office Boulevard NE Parking,4.0,2,Parking lot,"5511 Office Blvd NE, Albuquerque, NM 87109, United States","4CR2+J8 Albuquerque, New Mexico, USA",,+1 505-345-3131,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=urz62Nla4diKp7bcHyZKRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=68.7075&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:30:58.444Z,,,
https://www.google.com/maps/place/Ups+Customer+Parking/data=!4m7!3m6!1s0x8722750908f0199b:0x9b8953d308575c69!8m2!3d35.1240838!4d-106.6193882!16s%2Fg%2F11ghrd4vvt!19sChIJmxnwCAl1IocRaVxXCNNTiZs,Ups Customer Parking,5.0,2,Free parking lot,"2401 Comanche Rd NE, Albuquerque, NM 87107, United States","49FJ+J6 Albuquerque, New Mexico, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ey-0vQs8Nq4J4lf48DnMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.5933&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:01.322Z,,,
https://www.google.com/maps/place/Parking+Lot+Services+of+New+Mexico/data=!4m7!3m6!1s0x87220ac4addff8d1:0xe165de13c2e1d01c!8m2!3d35.0962737!4d-106.569825!16s%2Fg%2F1tkkvb5b!19sChIJ0fjfrcQKIocRHNDhwhPeZeE,Parking Lot Services of New Mexico,5.0,3,Paving contractor,"1837 Kentucky St NE, Albuquerque, NM 87110, United States","3CWJ+G3 Albuquerque, New Mexico, USA",,+1 505-259-9727,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rd4OYd_6hGr4NYKzCG0OPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.89108&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:04.187Z,,,
https://www.google.com/maps/place/Paid+Public+Parking+Lot/data=!4m7!3m6!1s0x87220cd31fcaac51:0xb0cf9657304b05ad!8m2!3d35.0965192!4d-106.6675385!16s%2Fg%2F11c2lb4jr9!19sChIJUazKH9MMIocRrQVLMFeWz7A,Paid Public Parking Lot,4.6,14,Parking lot,"2000 Mountain Rd NW, Albuquerque, NM 87104, United States","38WJ+JX Albuquerque, New Mexico, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7-nPUa2OY0xeB3SPDvtsqlJbgIqUq4V5IHxjtmN5KmHC1ArEHPgTwELlogzDDUaybA8LJWthzEv_3rpeXRYT9xY9JVFp_fvI6EOWzRT7pFDw8Fkl72Lkv-gy1ByCRA4P1Yyj_=w408-h272-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:08.981Z,,,
https://www.google.com/maps/place/City+Parks+Management/data=!4m7!3m6!1s0x8722744ca6540537:0xd90a35f8a0e1db5a!8m2!3d35.169641!4d-106.5801102!16s%2Fg%2F1tk_pq_n!19sChIJNwVUpkx0IocRWtvhoPg1Ctk,City Parks Management,4.1,20,Corporate office,"5501 Pino Ave NE, Albuquerque, NM 87109, United States","5C99+VX Albuquerque, New Mexico, USA",http://cabq.gov/,+1 505-857-8650,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4mw-m4rL7B9AgK0dYMrMfY3lJ7XbIDkYyHJ8-0x3AgZG7s6aEMSBrDwZti4krYhyAgkg8vVKW8N01WH3eRORe9BMK8hxdzBMV1qD2-dJBl0M0rUVVrn_66zwpxH2_-p9KKE4=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:12.077Z,,,
https://www.google.com/maps/place/Public+Parking+-+ParkPoolr/data=!4m7!3m6!1s0x87220ddfac027413:0xa99fa1242d7ef593!8m2!3d35.0852681!4d-106.6548048!16s%2Fg%2F11q7fsykn2!19sChIJE3QCrN8NIocRk_V-LSShn6k,Public Parking - ParkPoolr,,,Parking lot,"615 Central Ave NW, Albuquerque, NM 87102, United States","38PW+43 Albuquerque, New Mexico, USA",https://parkpoolr.io/7thandcentral,+1 833-432-0888,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mLCaOH2YIjTv7RjjbOZLfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.39957&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:17.107Z,,,
https://www.google.com/maps/place/Second+and+Gold+Parking+Facility/data=!4m7!3m6!1s0x87220cbee9a824bd:0x345112421b3fd0f3!8m2!3d35.0828138!4d-106.6491252!16s%2Fg%2F11ck68mgmx!19sChIJvSSo6b4MIocR89A_G0ISUTQ,Second and Gold Parking Facility,3.7,14,Parking garage,"Albuquerque, NM 87102, United States","39M2+48 Albuquerque, New Mexico, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZPiv66qtLEqpTz5qvg5fjpFkH6PGoxqOdk1J6oSHHWPfmB_RjSVDIgFznUio8FfKzs08MmC0moU0PW9IRpYMcpo1EX8M4sCBCXEFg_DWGOXRGo4gXqluLIPb3ric3KB5EU-e9=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-10-28T18:31:20.173Z,,,
