placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/NoraCare/data=!4m7!3m6!1s0x8816cdbaac962019:0x81dd594d588173e7!8m2!3d41.692419!4d-86.2360649!16s%2Fg%2F11sfqvdvp2!19sChIJGSCWrLrNFogR53OBWE1Z3YE,NoraCare,4.9,10,Home health care service,"1251 N Eddy St #200, South Bend, IN 46617, United States","MQR7+XH South Bend, Indiana, USA",http://www.mynoracare.com/,+1 574-222-5992,Open ⋅ Closes 6 pm,Identifies as veteran-owned,true,https://lh3.googleusercontent.com/p/AF1QipOVPd6Jd1l3tlWExm1uVPbMJBzTpo5sEoyNxMwj=w408-h752-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:16.061Z,,
https://www.google.com/maps/place/Always+Best+Care+Senior+Services+-+Home+Care+Services+in+South+Bend/data=!4m7!3m6!1s0x8816cf215aa970db:0xea802d68201de6cb!8m2!3d41.6794366!4d-86.2157306!16s%2Fg%2F11j_z70kfw!19sChIJ23CpWiHPFogRy-YdIGgtgOo,Always Best Care Senior Services - Home Care Services in South Bend,4.4,14,Home health care service,"310 N Ironwood Dr, South Bend, IN 46615, United States","MQHM+QP South Bend, Indiana, USA",https://alwaysbestcare.com/mishawaka/,+1 574-232-8487,Open 24 hours,,,https://lh3.googleusercontent.com/p/AF1QipOeTMzyhdZliQFM12GU4yio4LBOi8NkKpEEiNFr=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:22.520Z,,
https://www.google.com/maps/place/Altra+Homecare+of+South+Bend/data=!4m7!3m6!1s0x8816d3803c6da27b:0x6f03620216c21367!8m2!3d41.7004698!4d-86.2188989!16s%2Fg%2F11w4kt80k6!19sChIJe6JtPIDTFogRZxPCFgJiA28,Altra Homecare of South Bend,5.0,28,Home health care service,"2045 South Bend Ave, South Bend, IN 46637, United States","PQ2J+5C South Bend, Indiana, USA",https://altrahomecare.com/,+1 574-208-5213,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WhGes81JKrn519cqOhWCaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.12173&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:27.438Z,,
https://www.google.com/maps/place/Saint+Joseph+Health+System+VNA+Home+Care/data=!4m7!3m6!1s0x8816cdf8be47b3b5:0x97b8fed39f95d435!8m2!3d41.6820768!4d-86.2407699!16s%2Fg%2F11c807d3bv!19sChIJtbNHvvjNFogRNdSVn9P-uJc,Saint Joseph Health System VNA Home Care,5.0,1,Home health care service,"707 Cedar St suite 320, South Bend, IN 46617, United States","MQJ5+RM South Bend, Indiana, USA",http://saintjosephvna.org/,+1 574-335-8600,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K2eeCU1_B-ZdaEUl0K0k8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.4839735&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:32.481Z,,
https://www.google.com/maps/place/Helping+Hands+In+Home+Care/data=!4m7!3m6!1s0x8816cdc727fffe83:0xf7684782dd8f1258!8m2!3d41.6782061!4d-86.2458576!16s%2Fg%2F11r6zsc83j!19sChIJg_7_J8fNFogRWBKP3YJHaPc,Helping Hands In Home Care,5.0,3,Home health care service,"401 E Colfax Ave, South Bend, IN 46617, United States","MQH3+7M South Bend, Indiana, USA",https://hhinhomecare.org/,+1 574-217-8550,Closes soon ⋅ 4 pm ⋅ Opens 8 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cg6lIKxvKaZTKEaZ1kZ3zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.07745&pitch=0&thumbfov=100,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:37.310Z,,
https://www.google.com/maps/place/Help+at+Home/data=!4m7!3m6!1s0x8816d26f26a3dc35:0x3cc52083e2385aad!8m2!3d41.6613329!4d-86.2505529!16s%2Fg%2F1tfl0tnz!19sChIJNdyjJm_SFogRrVo44oMgxTw,Help at Home,4.0,10,Home health care service,"1201 S Michigan St, South Bend, IN 46601, United States","MP6X+GQ South Bend, Indiana, USA",https://www.helpathome.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU1MzkwMDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 574-234-9158,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNXhfXafWprj7SIdQawwN8I_qa0Stez0ab3puUFdYDO2CynCiHPEE4gUrqKB4XzoedBgvVcRXFlxbCn1vpVUI5jqk8Qtl_3hy7YbJMhUKy8rymbLZLRnoeBTww_knQSVyTC2w=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:42.402Z,,
https://www.google.com/maps/place/Concept+Care+at+Home/data=!4m7!3m6!1s0x296c6db22a5440af:0x6053bf86180a9b39!8m2!3d41.6655141!4d-86.2016674!16s%2Fg%2F11vq2z6857!19sChIJr0BUKrJtbCkROZsKGIa_U2A,Concept Care at Home,4.8,6,Home health care service,"3222 E Mishawaka Ave, South Bend, IN 46615, United States","MQ8X+68 South Bend, Indiana, USA",https://www.conceptcareathome.com/,+1 574-387-5459,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dnafx8GsJhmzvjQcL4o_Kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.905&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:47.501Z,,
https://www.google.com/maps/place/Soothing+Souls+Home+Care/data=!4m7!3m6!1s0x881133be15931651:0x9425f43dfc1ec6eb!8m2!3d41.6726441!4d-86.2794632!16s%2Fg%2F11lp69___4!19sChIJURaTFb4zEYgR68Ye_D30JZQ,Soothing Souls Home Care,5.0,4,Home health care service,"2015 Western Ave Suite 326, South Bend, IN 46619, United States","MPFC+36 South Bend, Indiana, USA",https://www.soothingsoulshomecare.com/,+1 574-213-2303,Open ⋅ Closes 5 pm,,,https://lh3.googleusercontent.com/p/AF1QipM4BRcd_xeNVsGGjUrns9NARjtt33GH7Vq64max=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:52.549Z,,
https://www.google.com/maps/place/TMG+Homecare/data=!4m7!3m6!1s0x8816cda9c575bf23:0xcc122b924141b7ca!8m2!3d41.6766641!4d-86.2516505!16s%2Fg%2F1vfzfsb9!19sChIJI791xanNFogRyrdBQZIrEsw,TMG Homecare,5.0,1,Home health care service,"Trigon Building, 224 W Jefferson Blvd Ste 200, South Bend, IN 46601, United States","MPGX+M8 South Bend, Indiana, USA",http://www.in.gov/isdh/reports/QAMIS/hharpt/ha011556.htm,+1 574-233-9564,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zPHBBIAPQdPeXP5UBzmEqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.46609&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:36:55.460Z,,
https://www.google.com/maps/place/Miami+Homecare+Services/data=!4m7!3m6!1s0x8816cce734bf4175:0x928dd649434dca76!8m2!3d41.6726563!4d-86.2099987!16s%2Fg%2F11gfb3zg55!19sChIJdUG_NOfMFogRdspNQ0nWjZI,Miami Homecare Services,5.0,1,Home help service agency,"2610 E Jefferson Blvd, South Bend, IN 46615, United States","MQFR+32 South Bend, Indiana, USA",http://www.mymiamihomecare.com/,+1 574-404-6024,Open ⋅ Closes 5 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fdTwxauP04g2HQv6okza8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.71101&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:37:00.385Z,,
https://www.google.com/maps/place/Elite+Home+Care+South+Bend/data=!4m7!3m6!1s0x8816cd20ad677711:0x464e7d503741e2fb!8m2!3d41.6796818!4d-86.2533886!16s%2Fg%2F11rn28pb2k!19sChIJEXdnrSDNFogR--JBN1B9TkY,Elite Home Care South Bend,5.0,3,Home health care service,"320 N Lafayette Blvd, South Bend, IN 46601, United States","MPHW+VJ South Bend, Indiana, USA",https://www.elitehomecaresbn.com/,+1 574-222-2264,Closes soon ⋅ 4 pm ⋅ Opens 9 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PYzQDMft9enle_GA3Uk23w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.8416&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-09-10T19:37:05.567Z,,
