placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Digestive+Disease+Specialists,+Inc/@35.4808225,-97.7650344,17z/data=!3m1!4b1!4m6!3m5!1s0x87b2080cf4b8f251:0xb0a1ffbb3f281d65!8m2!3d35.4808225!4d-97.7650344!16s%2Fg%2F1v9gkhy4","Digestive Disease Specialists, Inc",4.8,70,Medical clinic,"1601 Health Center Pkwy building 500, Yukon, OK 73099, United States","F6JM+8X Yukon, Oklahoma, USA",http://okddsi.net/,+1 405-717-5380,"Closed ⋅ Opens 8 am Mon

Updated by this business 6 weeks ago",,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:22:43.699Z,,,
https://www.google.com/maps/place/Yukon+Wound+Care+Rehab/data=!4m7!3m6!1s0x87b2099ef0067bb5:0x700659cd87690354!8m2!3d35.480194!4d-97.7653503!16s%2Fg%2F11b5qyts0q!19sChIJtXsG8J4JsocRVANph81ZBnA,Yukon Wound Care Rehab,4.9,55,Physical therapist,"1601 Health Center Pkwy building 1100, Yukon, OK 73099, United States","F6JM+3V Yukon, Oklahoma, USA",http://yukonwoundcarerehab.com/,+1 405-265-2255,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3it5MoLmxFNaNwufxh6JNLum3YkM1ZyKAFRA2=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:22:50.180Z,Identifies as women-owned,,
https://www.google.com/maps/place/Prime+Aesthetics+%26+IV+Infusions/data=!4m7!3m6!1s0x87b205770602eaaf:0x6633dc21628cb1e1!8m2!3d35.461949!4d-97.7235304!16s%2Fg%2F11rr8b40r8!19sChIJr-oCBncFsocR4bGMYiHcM2Y,Prime Aesthetics & IV Infusions,5.0,59,Medical spa,"436 S Mustang Rd, Yukon, OK 73099, United States","F76G+QH Yukon, Oklahoma, USA",http://www.primeaestheticsok.com/,+1 405-839-4191,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMBullFi9mMO48i_0y-ab1sHCnbt1qVWvT7XJ_=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:22:55.071Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Insight+Wellness/data=!4m7!3m6!1s0x87b209a3713bb19f:0xfaad09645198b5a4!8m2!3d35.4832443!4d-97.7648583!16s%2Fg%2F11fjzbs9k3!19sChIJn7E7caMJsocRpLWYUWQJrfo,Insight Wellness,5.0,21,Medical diagnostic imaging center,"1605 Professional Cir Suite J, Yukon, OK 73099, United States","F6MP+73 Yukon, Oklahoma, USA",http://www.insightwellness.health/,+1 405-306-6340,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOflBgE1IlgqG40JBlt6YobVHr0wdo6F4KhT6c6=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,Closed,8–11 am,1–5 pm,9 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:00.049Z,,,
https://www.google.com/maps/place/INTEGRIS+Health+Medical+Group+ENT+Yukon/data=!4m7!3m6!1s0x87b20913d8327e47:0x633daeab940ba638!8m2!3d35.4828629!4d-97.7657346!16s%2Fg%2F11f9gcdpxb!19sChIJR34y2BMJsocROKYLlKuuPWM,INTEGRIS Health Medical Group ENT Yukon,4.9,146,Otolaryngology clinic,"1608 Professional Cir, Yukon, OK 73099, United States","F6MM+4P Yukon, Oklahoma, USA",https://integrisok.com/locations/specialty-clinic/integris-ent-yukon,+1 405-494-9300,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8dGJJntPRfZ3WlgrDeuoFHxmHGzul5uxEyTXufgIznfFxbpuJmY0J8jxeGRdtwuoksZP2EYgTtP8FG8VOAWfN5MrdcOfmB_lFV3x-2ymeQ_cemUXbV18Hav2PufamuLkW7DCr=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:05.144Z,,,
https://www.google.com/maps/place/INTEGRIS+Health+Medical+Group+Yukon/data=!4m7!3m6!1s0x87dfe970b372f44b:0x6a41a006ebfddacf!8m2!3d35.484865!4d-97.763261!16s%2Fg%2F1tfzmwwp!19sChIJS_Rys3Dp34cRz9r96wagQWo,INTEGRIS Health Medical Group Yukon,4.9,882,Family practice physician,"1205 Health Center Pkwy #100, Yukon, OK 73099, United States","F6MP+WM Yukon, Oklahoma, USA",https://integrishealth.org/locations/family-care-clinic/medical-group-yukon,+1 405-717-5400,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OawrSh3YLshELMNqeLEfEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.39755&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:10.336Z,,,
https://www.google.com/maps/place/XO+medical+aesthetics+%2B+wellness/data=!4m7!3m6!1s0x87b2075a29ae73db:0x814cc5050731ab14!8m2!3d35.5082851!4d-97.7293806!16s%2Fg%2F11thdy5j24!19sChIJ23OuKVoHsocRFKsxBwXFTIE,XO medical aesthetics + wellness,5.0,28,Medical spa,"815 E Main St Suite 105, Yukon, OK 73099, United States","G75C+86 Yukon, Oklahoma, USA",https://www.xomedicalspa.com/,+1 405-609-4418,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMQyQINBOjG208P1kBDcYFoJLaL2oEQSPAvaQ3b=w426-h240-k-no,true,Closed,9 am–3 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:15.234Z,,,
https://www.google.com/maps/place/Immediate+Care+of+Oklahoma+-+Yukon/data=!4m7!3m6!1s0x87b2071336d16f77:0x7cb30c90e966321f!8m2!3d35.5136337!4d-97.7087249!16s%2Fg%2F11hf1y1n1k!19sChIJd2_RNhMHsocRHzJm6ZAMs3w,Immediate Care of Oklahoma - Yukon,4.4,512,Urgent care center,"10616 U.S. Rte 66 Suite 100, Yukon, OK 73099, United States","G77R+FG Yukon, Oklahoma, USA",https://www.immediatecareok.com/locations-yukon-ok,+1 405-467-2400,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOPvXGi68_9Bw_kl9UWIAd6nbpZxwDwTrGmLXA9=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:20.181Z,,,
https://www.google.com/maps/place/Healthcare+One/data=!4m7!3m6!1s0x87b2079a8fba6ebd:0x9ca76b4b47039d6b!8m2!3d35.4930268!4d-97.7506292!16s%2Fg%2F11j32dmpvm!19sChIJvW66j5oHsocRa50DR0trp5w,Healthcare One,3.8,23,Medical clinic,"508 W Vandament Ave, Yukon, OK 73099, United States","F6VX+6P Yukon, Oklahoma, USA",http://www.myhealthcare1.com/,+1 405-350-8100,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGEszHtlIIrAKZcANELmCvFFwmW-jK0ILjRDhJvElHvl61aBS0yQDjSFWa6A2f-c6RMrpS4JaBCdQnyPa2Hb7J6coffwGmREadYgc2ZnfLjW8J5-0rFF2upu68AZztzxi5UYr_CA=w408-h544-k-no,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:24.964Z,,,
https://www.google.com/maps/place/Nerve+Renewal+Neuropathy+Clinic/data=!4m7!3m6!1s0x87b2098cec749ebd:0x718db018012f451!8m2!3d35.4793559!4d-97.7541405!16s%2Fg%2F11wnmm_xh5!19sChIJvZ507IwJsocRUfQSgAHbGAc,Nerve Renewal Neuropathy Clinic,5.0,22,Medical clinic,"12801 NW 10th St Suite 500, Yukon, OK 73099, United States","F6HW+P8 Yukon, Oklahoma, USA",https://nerverenewalnow.com/neuropathy-clinics/yukon/,+1 405-914-6677,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPP-Eeue_6Jo402LWeWU650STusXAc5dqK4zAEJ=w408-h306-k-no,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-29T00:23:29.891Z,,,
