placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Mr.+Tree/data=!4m7!3m6!1s0x80c8c4a9cfba6c15:0x4aa8d734c2662179!8m2!3d36.0296195!4d-115.0891231!16s%2Fg%2F1wfcpf02!19sChIJFWy6z6nEyIAReSFmwjTXqEo,Mr. Tree,4.9,559,Tree service,"2260 Corporate Cir suite 405, Henderson, NV 89074, United States","2WH6+R9 Henderson, Nevada, USA",http://mrtreelv.com/,+1 702-401-6277,"Closed · Opens 7 am Wed

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4ynNA3tfZ0zUx7nrczbTqD9bUT8KCawTWroTFdUH0DRAPOQE097dcPP77RO9NEgvHZjZGBHby8_tt4bk-HvONYw7oDNvMlcsBrb1LE0wl5FUQgYesaE68t_nUrFuWk4O_B1fjmc-6__gu=w408-h544-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:38:54.917Z,,,
https://www.google.com/maps/place/Tree+Service+HQ+Henderson/data=!4m7!3m6!1s0x80c8d73269fb9317:0x92f6e9b5046c546d!8m2!3d36.0341876!4d-114.9957771!16s%2Fg%2F11f7930kns!19sChIJF5P7aTLXyIARbVRsBLXp9pI,Tree Service HQ Henderson,2.5,2,Tree service,"407 Ilmenite Way, Henderson, NV 89015, United States","22M3+MM Henderson, Nevada, USA",http://www.treeservicehq.com/tree-service-henderson-nv.php,+1 725-255-2008,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bd2QRp37HEdpi7XwU4NORQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.89583&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:38:58.575Z,,,
https://www.google.com/maps/place/Arbor+CPR/data=!4m7!3m6!1s0x89e40765140beb61:0x7b5a0d00d58c7ed4!8m2!3d36.0599392!4d-114.9979616!16s%2Fg%2F11lptkjmxb!19sChIJYesLFGUH5IkR1H6M1QANWns,Arbor CPR,5.0,6,Tree service,"425 E Rolly St, Henderson, NV 89011, United States","3252+XR Henderson, Nevada, USA",,+1 774-249-4738,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGi9G53vVO4_3QrCUQy0xh5t1TQJshc-ZlcRZPF5N5csnqLYKeYG2XhQZhL0UxlnHQfvPH-ywTBeCnfwHqPuJBPz2X37TI49IeMxDXQOZSRjwnh_cFjRh-OT5d3ZQavMuKL8QU=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:03.316Z,,,
https://www.google.com/maps/place/Affordable+Tree+Service/data=!4m7!3m6!1s0x80c8c0a155555555:0xf2227c89662f5dda!8m2!3d36.046888!4d-115.124944!16s%2Fg%2F1tf5f06_!19sChIJVVVVVaHAyIAR2l0vZol8IvI,Affordable Tree Service,4.8,381,Tree service,"1955 Mimosa Cir, Las Vegas, NV 89123, United States","2VWG+Q2 Las Vegas, Nevada, USA",https://lvtreeservice.com/,+1 702-837-5000,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_PvhSnf0s12Fv-BhyZayDK1RpBqTCXgyG11a_-tZ4VaqQf4enZIyoavGFTHStZHi7rmiyyt0evz45SogbJWoPLZrlyNlI3E81qCt8vEUIY-Vc3B0_n8MA06HPD2G5qkQkgDJtbQdikGfD=w408-h262-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:08.759Z,,,
https://www.google.com/maps/place/3+Brothers+Tree+Service/data=!4m7!3m6!1s0x80c8d01c59685a59:0x6a0cb3c10a5f6e35!8m2!3d36.067434!4d-115.09007!16s%2Fg%2F11f54qmt8j!19sChIJWVpoWRzQyIARNW5fCsGzDGo,3 Brothers Tree Service,4.5,35,Tree service,"3165 High View Dr, Henderson, NV 89014, United States","3W85+XX Henderson, Nevada, USA",http://3brotherstreeservicelasvegas.com/,+1 702-335-3671,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5zZnGtLKOlXWk3fccNjbP_ZGFXR-f_fILdLxDcvPFHwzo0d5KgRqmkpYyZaMz5kr5yjc5TzJMNX4UsSD8FY5ScqNBJI_SPXZ0GGY2KB0VCE_ydxUjV6GdRAeC2IOUaUL8FMd7dKiILLJp=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:13.799Z,,,
https://www.google.com/maps/place/Green+America+Tree+%26+Landscaping+LLC/data=!4m7!3m6!1s0x80c8cfd1ed3bb659:0xacb6c30bc84184e6!8m2!3d36.006268!4d-115.1110479!16s%2Fg%2F11c52k9g0n!19sChIJWbY77dHPyIAR5oRByAvDtqw,Green America Tree & Landscaping LLC,4.8,208,Landscaper,"10120 S Eastern Ave Suite #244, Henderson, NV 89052, United States","2V4Q+GH Henderson, Nevada, USA",https://greenamericalv.com/,+1 702-462-8378,"Closed · Opens 8 am Wed

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTKUOoHOpKABbc78KCmO8sG2ofg_CivvuXgh4zTehDN8MEpJmjbdEcFO72UM1EC5JcQlti9UniDyldcdiLr-IyB2GgkRdWKrLjf0DrvtRAPl8C_JXo1evOY-757y9JcvNdEtZG0H9W9O-V=w408-h294-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,8 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:18.716Z,,,
https://www.google.com/maps/place/RedGator+Tree+Trimmin%E2%80%99+and+Landscape+LLC/data=!4m7!3m6!1s0x80c8d50ec52b302d:0x8146288e8258aec9!8m2!3d35.9277595!4d-114.969872!16s%2Fg%2F11g1ks4kb1!19sChIJLTArxQ7VyIARya5Ygo4oRoE,RedGator Tree Trimmin’ and Landscape LLC,5.0,122,Tree service,,,https://redgatorttal.com/,+1 702-372-7745,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdcaYaFP7eMXUMaPzPCLPmaYnPl25ATmLNl8dkkJBXs-rvojQpCR3V7qE-XXFtVAFgupon5JHR-MYYCyeo_oiM5IueL8v4JP1dQGrapfw8xidFfoiUtT8HNDukvl6faQNqYebLxA=w408-h644-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:23.587Z,,,
https://www.google.com/maps/place/WestCo+Tree+Services/data=!4m7!3m6!1s0x817bfce8f771a2b3:0xbf18a2210b735492!8m2!3d36.0561135!4d-115.0880966!16s%2Fg%2F11rv6j7_4t!19sChIJs6Jx9-j8e4ERklRzCyGiGL8,WestCo Tree Services,5.0,7,Tree service,,,https://westcotreeservices.com/,+1 702-439-6697,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBPCBIgpDXi1Pz5hoiY3N6PBy9_brF1g_7XQbTCI3FFyaVvLwSDCM3M_bk4lPHaLXHff1uJZTwCAk4x-7T7kRkfSFB6jB3g72t4g2MtklhsDVyfz9SqagAmV95gGQbWin1oZBeLA=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–3 pm,8 am–3 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:28.225Z,,,
https://www.google.com/maps/place/Bullseye+Landscaping+and+Outdoor+Services/data=!4m7!3m6!1s0x80c8d182d03a8acb:0x2ab0bf84cd5aadaa!8m2!3d36.0702322!4d-115.0798907!16s%2Fg%2F11f7b_94jt!19sChIJy4o60ILRyIARqq1azYS_sCo,Bullseye Landscaping and Outdoor Services,4.8,95,Tree service,"2764 N Green Valley Pkwy #562, Henderson, NV 89014, United States","3WCC+32 Henderson, Nevada, USA",https://www.bullseyeoutdoorservices.com/,+1 702-806-0640,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwiNMCNwDbPaWjsulscN09GIOJtPsLrjLVPJHeUThcOy4uAN5B85Qi8pnHOAhj3MN0N-Ckgix2PQFkoHWB05bsChRH-oNRqpcsg8vnSSvq3mytPqxzY2F8Ea7HlgwZ1y5R2d4=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:33.349Z,,,
https://www.google.com/maps/place/First+Choice+Tree+Service/data=!4m7!3m6!1s0x80c8c59aaaaaaaab:0x22a87848576d9d46!8m2!3d36.0660576!4d-115.122962!16s%2Fg%2F1261bstdw!19sChIJq6qqqprFyIARRp1tV0h4qCI,First Choice Tree Service,4.6,110,Tree service,"2155 E Pama Ln, Las Vegas, NV 89119, United States","3V8G+CR Las Vegas, Nevada, USA",https://firstchoicetree.com/,+1 702-564-1998,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf_OAzpNASiLTxG88xGfTPePjOxYL9ajS5Qbi-h2uhdV1MS8a1_y59kMqgC5ZftRYbte8QTMOfp1IhE5csWtHITPgr8u4_dw7C5zMEd2KLdW4CoUsTe0pSkL1upU7AwLYgR9pA=w408-h315-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T06:39:38.292Z,LGBTQ+ friendly,,
