placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Clay%27s+Tree+Service/data=!4m7!3m6!1s0x5495a1d144caeeb7:0xeca7823f5179379a!8m2!3d45.4987626!4d-122.6527855!16s%2Fg%2F1vjdps6y!19sChIJt-7KRNGhlVQRmjd5UT-Cp-w,Clay's Tree Service,4.8,11,Tree service,"1216 SE Pershing St, Portland, OR 97202, United States","F8XW+GV Portland, Oregon, USA",http://www.treeserviceportland.biz/,+1 503-761-1377,"Closed · Opens 7:30 am Wed

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFX3PPmHhAOMhcjX1ja2X6HDbXjCtSMaX6UL8jaL8-s2LhbZgLO7cqltBYFqOCbbwYFLKQmi9W5WkIr-29KKfP9iqA157U4eMg2MmH5VvCbJe9QjV07KgVm3suisUD-81GliU3R=w426-h240-k-no,true,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:06:41.316Z,,,
https://www.google.com/maps/place/Monster+Tree+Service+of+Portland/data=!4m7!3m6!1s0x5495b92ab90d1b6f:0xfd608e00cf3e5e20!8m2!3d45.5989108!4d-122.492008!16s%2Fg%2F11hdh8g4q1!19sChIJbxsNuSq5lVQRIF4-zwCOYP0,Monster Tree Service of Portland,4.9,240,Tree service,,,https://www.monstertreeservice.com/portland/,+1 971-340-4870,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEid2sMw2oiU8Nu9KGgiBcBxeDDxF6LEXr2I9G1qoLJnIld8gwzBCok94M6tX_VKzGGiTgK6CfANp8Cd4p9Mp87Ff0FLMkDJUgtjXLX0WIJtucpD9dIYesaq5ha1wxTrOLon-FmUQ=w457-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:06:47.782Z,,,
https://www.google.com/maps/place/Arborist+Portland+OR/data=!4m7!3m6!1s0x54950b00568d4215:0xf8742a3ecbc15029!8m2!3d45.5196934!4d-122.675768!16s%2Fg%2F11wtqx3jcg!19sChIJFUKNVgALlVQRKVDByz4qdPg,Arborist Portland OR,,,Tree service,"Portland, OR 97204, United States","G89F+VM Portland, Oregon, USA",https://arboristportlandor.com/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhK-pIbxgYOSN1yII43VHaDM9gfaNUwtJzMaHoSmnpgw9swLPxYiEyM3qOkNNygo0ZlLiMfkSmOD0F9SbA9dLzLTwDacE-C2vTDnuFetk90Wcc5vBaqS5K9djNI30bMITGFjI6Iw=w408-h272-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:06:52.675Z,,,
https://www.google.com/maps/place/TRG+Tree+Service/data=!4m7!3m6!1s0x5495117fa5136a9d:0xace122e7736cce1b!8m2!3d45.5486995!4d-122.9790505!16s%2Fg%2F11s5w_5pyq!19sChIJnWoTpX8RlVQRG85sc-ci4aw,TRG Tree Service,5.0,28,Tree service,,,https://www.trgtree.com/,+1 971-228-9975,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1uqA3s5MwxL2qMtrVAnPR9azUnBTKPXGBN7-KKHieJsFiKm_1GodlqGmOQ0AdhZmk1yB5IYCPkULKRwVWySUlZVxfpsxA2btg35BmszMWEY6HN8gpcF13dWjqYCKollDO-2Wv=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:06:57.717Z,,,
https://www.google.com/maps/place/Portland+Tree+Service+by+Urban+Timber/data=!4m7!3m6!1s0x54950a79e3b40ebf:0x1848ded11a2fb88c!8m2!3d45.4818073!4d-122.552283!16s%2Fg%2F11cnlv57j5!19sChIJvw6043kKlVQRjLgvGtHeSBg,Portland Tree Service by Urban Timber,4.9,164,Tree service,"10808 SE Harold St, Portland, OR 97266, United States","FCJX+P3 Portland, Oregon, USA",https://www.urbantimbertree.com/,+1 503-449-4066,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRAKZunxDzMkkhkZvCGlCZ7Nt6xkVlYmH-ilRyMVKKeJSMqTDlUlKGPixqCC2fsY9eGYsrTOKPhn7-hf5G_Q08rztB5jDk54Lc7LCRZDZP_UMfGiZGN6cdSYr-zoSMIR490joNLfbRTrdS=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:02.823Z,,,
https://www.google.com/maps/place/Tree+Talk+Arbor+Society/data=!4m7!3m6!1s0x54951b351fd622ef:0xe592f3722caa2cc7!8m2!3d45.4952805!4d-122.7713896!16s%2Fg%2F11sq1tkv03!19sChIJ7yLWHzUblVQRxyyqLHLzkuU,Tree Talk Arbor Society,5.0,80,Tree service,,,https://www.treecarepdx.com/,+1 503-521-6573,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9jYL6NJzfTVaEcC6opiMbsoM0FrH_5rd5Czj1jcPb0mIalau38-hZ_K_349aAW0WL3y02UKZWcFbMCVO_KIr_KSMnYqbTF-td2QDdyLUnc-80AiLLvLg-sn8s5Uh1cuQ-pt35Cg=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:05.896Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Portland+Tree+Co/data=!4m7!3m6!1s0x883bcec7f33eb14f:0x5e5e0a09b1cc073b!8m2!3d45.46724!4d-122.5981296!16s%2Fg%2F11m6z50jn6!19sChIJT7E-88fOO4gROwfMsQkKXl4,Portland Tree Co,5.0,105,Tree service,"6334 SE Lambert St, Portland, OR 97206, United States","FC82+VP Portland, Oregon, USA",http://portlandtreeco.com/,+1 971-357-6750,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGX-8YXbUm5Q-3n4CepIOnNu4Gzi6Ka1wo5O9o4kM3qIQCjI2dyCDI77egnCvRyYfNVKnqqsx31bFtMCAJs7r33S55jaa8Asa-jibdFzQjZucAkUGu4l-nfgNKqtFTPb7LJoLsWqb4nEcLE=w408-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:10.993Z,,,
https://www.google.com/maps/place/Urban+Forest+Pro/data=!4m7!3m6!1s0x5495a7b2c85c00bb:0xd605a375cec5806f!8m2!3d45.5386981!4d-122.6946441!16s%2Fg%2F1tdp4rtn!19sChIJuwBcyLKnlVQRb4DFznWjBdY,Urban Forest Pro,4.9,365,Tree service,"2214 NW 21st Ave, Portland, OR 97209, United States","G8Q4+F4 Portland, Oregon, USA",https://www.urbanforestprofessionals.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 503-776-0934,"Closes soon · 11 pm · Opens 5 am Wed

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGT0sPzCTF7It15L1Gt57j_aQnIgvkKBx-oG-gXJeTILv12oQN5DUX815P6GZ9bsXxsdKvGbaqj3qhvDKtnLdj88O8lnOZ6yXoDaQLft0HwT2f4bqBXIr9YqZMz5B9pSeP92Ak=w408-h544-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:15.918Z,Identifies as women-owned,,
https://www.google.com/maps/place/Falcon+Tree+Experts+LLC/data=!4m7!3m6!1s0x54bffe01e9c751ff:0x2ddd22ea51428ae1!8m2!3d45.077245!4d-123.2488535!16s%2Fg%2F1tgxhss1!19sChIJ_1HH6QH-v1QR4YpCUeoi3S0,Falcon Tree Experts LLC,4.9,72,Tree service,,,http://www.falcontreeexperts.com/,+1 503-393-3301,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgAtsNLEE63YTDVBmtzhUXwVQZSZbZCFM9r9SKs8MlPnSu_yPqjqpI235oriLoi7OU3-9CahWtZivMMEGLjtUyAcxvJsB0w_DnJuc8NWALY1bcucwjWXyzMl00h47lwR0rsKPc=w408-h723-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:20.784Z,,,
https://www.google.com/maps/place/Arbor+Viking+Northwest/data=!4m7!3m6!1s0x5495a1b722a184db:0x2c5c4078df17af25!8m2!3d45.503063!4d-122.640192!16s%2Fg%2F11gydnhlhq!19sChIJ24ShIrehlVQRJa8X33hAXCw,Arbor Viking Northwest,4.6,23,Tree service,"2722 SE 25th Ave, Portland, OR 97202, United States","G935+6W Portland, Oregon, USA",https://www.arborvikingnw.com/,+1 503-717-2205,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGTPHnr1St46PO0ur38iDFqbYgD56lvePL5BQTthubOgY6yC62u-AyzvZxqdeXwyPXlcWp1F4in-azwMFOruZKdrQkhJ7F2mgzuBosdGeQKDh5KyXinLm8En6m7iGA1rn1geNp=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–7 pm,1–5 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-04-29T05:07:25.477Z,LGBTQ+ friendly,,
