placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/NOR+CAL+Natural+Medicine/data=!4m7!3m6!1s0x54d2ed21e0fd2679:0xaf1fcf6bccf667a8!8m2!3d40.5887984!4d-122.3903606!16s%2Fg%2F11cm40fdz8!19sChIJeSb94CHt0lQRqGf2zGvPH68,NOR CAL Natural Medicine,4.9,102,Alternative medicine practitioner,"1135 Pine St # 112, Redding, CA 96001, United States","HJQ5+GV Redding, California, USA",http://www.drjunestevens.com/,+1 530-691-4115,Open · Closes 4:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPiG1Ucogu-hjRLu8JdVC-14vcP4SNnJ3OTxfOp=w648-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:06.853Z,,,
"https://www.google.com/maps/place/Holistic+Health+and+Wellness,+Integrated+Ayurveda/data=!4m7!3m6!1s0x54d2eb9006912df3:0x334f069db5f24b7f!8m2!3d40.5376581!4d-122.3452468!16s%2Fg%2F11nn37z6zj!19sChIJ8y2RBpDr0lQRf0vytZ0GTzM","Holistic Health and Wellness, Integrated Ayurveda",5.0,1,Holistic medicine practitioner,"5200 Churn Crk Rd C2, Redding, CA 96002, United States","GMQ3+3W Redding, California, USA",https://integrated-ayurveda.com/?fbclid=IwY2xjawGTfaNleHRuA2FlbQIxMQABHbEUegPHq3EfjcBbgeMHZ44oaRpIUNxNK3gAcQJRANwU6_AMgky-PGB3lg_aem_3jwqHAKvlOP1oDqsozj69g,+1 530-557-5381,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOzUy98jSn2f5t5k7miy5m9QScra0_iuIYgAXOn=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:12.816Z,,,
https://www.google.com/maps/place/Anderson+Wellness+Center/data=!4m7!3m6!1s0x54d2c15ecf9f8435:0xa790b591963c494e!8m2!3d40.4523584!4d-122.298878!16s%2Fg%2F1tcw3bjz!19sChIJNYSfz17B0lQRTkk8lpG1kKc,Anderson Wellness Center,3.0,2,Wellness center,"2985 East St, Anderson, CA 96007, United States","FP22+WC Anderson, California, USA",,+1 530-378-1987,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h1gugHpqqm7daKBVxT4G0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.15631&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:15.482Z,,,
https://www.google.com/maps/place/Nutravie/data=!4m7!3m6!1s0x54d2ecc82faaaaab:0xc67a71992ffc75f6!8m2!3d40.5672216!4d-122.3589402!16s%2Fg%2F11t13sbzpw!19sChIJq6qqL8js0lQR9nX8L5lxesY,Nutravie,5.0,2,Holistic medicine practitioner,"691 Maraglia St, Redding, CA 96002, United States","HJ8R+VC Redding, California, USA",https://www.nutravie.us/,+1 530-215-9068,Closed · Opens 10 am Tue,,https://lh3.googleusercontent.com/p/AF1QipP4levuE02L0nFJlGC4A9_xxHrbPv7Pu63iEPlm=w408-h306-k-no,true,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:20.066Z,,,
"https://www.google.com/maps/place/Functional+Medicine+Biodynamic+Natural+Healing/@40.574794,-122.36238,11z/data=!3m1!4b1!4m6!3m5!1s0x54d293d1ced6d1cb:0x92d0fc057de88fc7!8m2!3d40.574794!4d-122.36238!16s%2Fg%2F11rv6jvt7y",Functional Medicine Biodynamic Natural Healing,5.0,3,Alternative medicine practitioner,,,http://bionathealing.com/,+1 707-572-7197,Open · Closes 6 pm,,,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:26.765Z,,,
https://www.google.com/maps/place/Redding+Nutrition+and+Functional+Wellness/data=!4m7!3m6!1s0x54d2ed60eb47fdaf:0xe81d7420bd1f2271!8m2!3d40.5911939!4d-122.3558268!16s%2Fg%2F11fv11vhr8!19sChIJr_1H62Dt0lQRcSIfvSB0Heg,Redding Nutrition and Functional Wellness,5.0,28,Wellness program,"1151 Hilltop Dr, Redding, CA 96003, United States","HJRV+FM Redding, California, USA",http://www.reddingnutrition.com/,+1 530-605-4466,Open · Closes 3 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOnzFmvrUysoZ98DeUDqZBXXeKlmAtWZiVfoNtZ=w408-h612-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:31.425Z,,,
"https://www.google.com/maps/place/Dr.+Joseph+LaVolpa+P.M.D.,+Ph.D./data=!4m7!3m6!1s0x54d2c1c99d0f6a33:0x2a609d45f75ee148!8m2!3d40.4857099!4d-122.2998206!16s%2Fg%2F11cn79z8zj!19sChIJM2oPncnB0lQRSOFe90WdYCo","Dr. Joseph LaVolpa P.M.D., Ph.D.",,,Holistic medicine practitioner,"20350 Hole in 1 Dr SPC 16, Redding, CA 96002, United States","FPP2+73 Redding, California, USA",,+1 530-378-2557,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zMzKrlgAU4sDhv87iKLONw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.13156&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:34.189Z,,,
https://www.google.com/maps/place/Judith+Crabtree/data=!4m7!3m6!1s0x54d2ecf7ceb648c1:0x4e453f30aa508d5e!8m2!3d40.5734283!4d-122.4022772!16s%2Fg%2F11bwkb72d6!19sChIJwUi2zvfs0lQRXo1QqjA_RU4,Judith Crabtree,5.0,20,Nurse practitioner,"2420 Sonoma St suite a, Redding, CA 96001, United States","HHFX+93 Redding, California, USA",http://perfectbalancehealthcare.com/,+1 530-227-3206,Open · Closes 12 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dAJjbJD9AZeCh522VISYIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.126728&pitch=0&thumbfov=100,true,8 am–12 pm,8 am–3:30 pm,8 am–3:30 pm,8 am–3:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:39.247Z,,,
https://www.google.com/maps/place/Refresh+and+Health/data=!4m7!3m6!1s0x54d293298793ffff:0xf82d4f0893902cb3!8m2!3d40.5938171!4d-122.3569124!16s%2Fg%2F11t2pzht8_!19sChIJ__-ThymT0lQRsyyQkwhPLfg,Refresh and Health,5.0,2,Alternative medicine practitioner,"979 Mission De Oro Dr, Redding, CA 96003, United States","HJVV+G6 Redding, California, USA",https://www.refreshandhealth.com/contact,+1 530-945-2108,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PtVLzFp9QXM_ef7XzMrwNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.1364&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:42.198Z,,,
https://www.google.com/maps/place/West+Coast+Functional/data=!4m7!3m6!1s0x54d2c17ad7770e5d:0xe78e8637d0fac9b8!8m2!3d40.4553033!4d-122.2909588!16s%2Fg%2F11n478yn41!19sChIJXQ5313rB0lQRuMn60DeGjuc,West Coast Functional,5.0,4,Weight loss service,"2877 Childress Dr, Anderson, CA 96007, United States","FP45+4J Anderson, California, USA",https://westcoastfunctional.com/,+1 530-255-0097,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqronaSwC2zTOuNGNmUFPLqGLloxPrjYQAbxGXJOh1BlmyZQjtsFb2o0IpdcH6RbTDVROnaxAVMHiZLOn53HVw-33vP080ELJw5NNbs00yHAcv1EXMRTTDDwOtKb-AIvUf-DntmZQUMCxXt=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-02-23T17:24:45.357Z,,,
