placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info
https://www.google.com/maps/place/Fat+Boys+Tire+%26+Auto/data=!4m7!3m6!1s0x876f3adf778a68a1:0x41dc0cac1daed88!8m2!3d41.135635!4d-104.799555!16s%2Fg%2F1tdr8pcq!19sChIJoWiKd986b4cRiO3awcrAHQQ,Fat Boys Tire & Auto,4.8,311,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"1151 E Lincolnway, Cheyenne, WY 82001, United States","46P2+75 Cheyenne, Wyoming, USA",https://fatboystires.com/,+1 307-632-1671,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmJY8CQWRBAm4gcOCwbW2lfmW2MX2hDZdh3XZulq_GRMbND86An9lRIjuvJTpbfz3bnOiZLITnW1BYogT1TzsREb8r6JQY58WUyCI4b4LDChJ-Pef1SugtCASivIgzUNHc0LI9=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:29:38.572Z,
https://www.google.com/maps/place/The+Tire+Spot/data=!4m7!3m6!1s0x876f2529859ba2d7:0x15f7324f4e32825f!8m2!3d41.1130398!4d-104.8009789!16s%2Fg%2F11c0xcyfxt!19sChIJ16KbhSklb4cRX4IyTk8y9xU,The Tire Spot,4.7,277,Tire shop,· In-store shopping · In-store pick-up,"501 S Greeley Hwy, Cheyenne, WY 82001, United States","457X+6J Cheyenne, Wyoming, USA",http://www.thetirespotcheyenne.com/,+1 307-369-6171,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprjgl54C1UKGOPhClcPs_LduGVoGRnJvEOX9izmHWOjUYEksaO5uG1BXCWS4AGftvekczKJ5XQVfKfxR5xAaPj2O6c2P-uUtKlFiUkzSFXOQb261VuDu1j01q3mVZO0akOT6Ms=w513-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:29:44.003Z,Identifies as veteran-owned
https://www.google.com/maps/place/Kustom+Illusions+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x876f24d237838e47:0x46117e39fc5ccbfe!8m2!3d41.1164154!4d-104.7894603!16s%2Fg%2F11b6dt4sdq!19sChIJR46DN9Ikb4cR_stc_Dl-EUY,Kustom Illusions Tire & Auto Repair,4.8,487,Auto repair shop,,"909 E Fox Farm Rd #1, Cheyenne, WY 82007, United States","4686+H6 Cheyenne, Wyoming, USA",https://www.kustomillusionsllc.com/,+1 307-634-3477,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEBly2SimMpgr1a3ZQBeH44Mn2lp4HoASz5WidMtqRFTUqbpfMhaF-spj5r-7ofYDyFqre-umP4naxmW68u49HZZwn-Nsk67nOUZqRkDw4plAdD33PJFztCeKGwlCriuzWsh8=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:29:48.509Z,
https://www.google.com/maps/place/Fat+Boys+Tire+%26+Auto/data=!4m7!3m6!1s0x876f24b86dda9903:0x9eacdb6081c2e514!8m2!3d41.10997!4d-104.7744369!16s%2Fg%2F11bxg0q_4y!19sChIJA5nabbgkb4cRFOXCgWDbrJ4,Fat Boys Tire & Auto,4.8,204,Tire shop,· In-store shopping · In-store pick-up · Delivery,"2203 E Allison Rd, Cheyenne, WY 82007, United States","465G+X6 Cheyenne, Wyoming, USA",https://fatboystires.com/,+1 307-632-5544,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUT248PTycpl_P-vEiP8Bs6p3-lnrnH6LlFyCkDwEo2Kh1_LHexY05srXos9PsJC64-rChaGXal35-OCybCxLWb_fQzEa89LM4RjwJ30fCAqpwV43B-LE1_mIqEsxZ_CQCVfw=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:29:52.906Z,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x876f3bb3160404b5:0xdcb00347c94a38c6!8m2!3d41.159626!4d-104.7784118!16s%2Fg%2F11kmd6psjj!19sChIJtQQEFrM7b4cRxjhKyUcDsNw,Firestone Complete Auto Care,4.0,399,Tire shop,· In-store shopping · Kerbside pickup,"4439 Windmill Rd, Cheyenne, WY 82009, United States","565C+VJ Cheyenne, Wyoming, USA",https://www.firestonecompleteautocare.com/wyoming/cheyenne/4439-windmill-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 307-316-8589,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqC0uwwN4EA06m14wWyxvQ_seDnc9cURkRNA9lIn6i5Q-xqccUe1FqhOxdooj76gmOY2GI5QwpypwhZFNiGlGiR1myE-0-Tse_8E9pBpMYRnRYUT-MixPxOA9FKgCqYmWzSZmPrbw=w425-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:29:57.371Z,LGBTQ+ friendly
https://www.google.com/maps/place/Tom+The+Tireman/data=!4m7!3m6!1s0x876f3ade07a2ceb9:0xc3547260186e844e!8m2!3d41.1370927!4d-104.8045637!16s%2Fg%2F1tdpgpxm!19sChIJuc6iB946b4cRToRuGGByVMM,Tom The Tireman,4.5,78,Tire shop,,"920 E 16th St, Cheyenne, WY 82001, United States","45PW+R5 Cheyenne, Wyoming, USA",http://tomthetireman.com/,+1 307-632-4835,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqldQYodwAub69511vzZCToowwSMyeDZpmd8tcQRGhTo7j51ppWj2YUS8c_JqQyiXr00GKPJNO3-RIDe-sM-sOql6uwCrfgFQiiSFaW22lPswjtbVhzR-ql-ACofRvh3Q3rRSVt=w408-h371-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:30:01.674Z,
https://www.google.com/maps/place/Take+5+Oil+Change/data=!4m7!3m6!1s0x876f3bbdcfc4a1c7:0xc88b697067b5fdb2!8m2!3d41.1603672!4d-104.7768272!16s%2Fg%2F11l6mc1cwb!19sChIJx6HEz707b4cRsv21Z3Bpi8g,Take 5 Oil Change,4.9,1228,Oil change service,,"2628 Dell Range Blvd, Cheyenne, WY 82009, United States","566F+47 Cheyenne, Wyoming, USA",https://www.take5.com/locations/oil-change/wyoming/cheyenne/31691/,+1 307-514-0222,"Open · Closes 7 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepS_kZmHV7WqLyBpojbUKgHsbVpKLtwcELV5o34jVjID1y_NmZ8P8LQzjVKgM2_m9u0Bdzk-Y_De2KJ3ei7Er1lJ3-naJwC17SouT2APvDArgKkXWseICuK0gqK3QR5tVCg73boFuiKdekK=w437-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:30:06.432Z,
https://www.google.com/maps/place/Nick%27s+Fast+Track+Auto+Service+and+Tire/data=!4m7!3m6!1s0x876f3bbc432a88f5:0x2405f511f2c2c927!8m2!3d41.1381168!4d-104.7877842!16s%2Fg%2F11kr_1xtrb!19sChIJ9YgqQ7w7b4cRJ8nC8hH1BSQ,Nick's Fast Track Auto Service and Tire,4.8,64,Auto repair shop,,"2423 E Lincolnway, Cheyenne, WY 82001, United States","46Q6+6V Cheyenne, Wyoming, USA",http://www.nicksfasttrack.com/,+1 307-634-0200,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-v5dfxS8Zq0Z3inc_VdhaAv1jmjp6BjWJbNzVUw__QqMslKpltJiBcoKvrbz3cyYqslVMRfYCj32VbbFNskyYSF6vhqjblUWnSCc-7-gOgN_6XmilzmVIjQDbIDYlIsQstFw=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:30:10.898Z,
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x876f3b4328066ad9:0x72d1d44067cdc1a9!8m2!3d41.1406786!4d-104.7648042!16s%2Fg%2F1v3_355w!19sChIJ2WoGKEM7b4cRqcHNZ0DU0XI,Big O Tires,4.7,1138,Auto repair shop,,"3714 E Lincolnway, Cheyenne, WY 82001, United States","46RP+73 Cheyenne, Wyoming, USA",https://www.bigotires.com/location/wy/cheyenne/3714-east-lincolnway-82001/050081?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTYwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 307-459-1266,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxBkA-UBHn34xilb7BZoSFEi1OsL0TOADs5EcUSb6xnsKViWk5v13gnmQQ76g3sjp_WKQBGRDRRazb6Iar33B1gE2yRc9oaxuO7O6AsK3Xc6M5xHSPp71DVnfjZu_2Oj_arP1-fxAtNraw=w408-h272-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:30:15.296Z,
https://www.google.com/maps/place/D%26K+Tire+%26+Service/data=!4m7!3m6!1s0x876f3b44180d82e1:0x68ffd65611a311e1!8m2!3d41.1360535!4d-104.7689757!16s%2Fg%2F1vnnjx30!19sChIJ4YINGEQ7b4cR4RGjEVbW_2g,D&K Tire & Service,4.6,267,Tire shop,· In-store shopping · In-store pick-up,"3309 Nationway, Cheyenne, WY 82001, United States","46PJ+CC Cheyenne, Wyoming, USA",https://www.dktireandservice.com/,+1 307-634-0333,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5-woukkrXy_TOZbYZTxWPR2Eu3YSIDYxdtnj7j6PsgzhMy9dcMZwN5_nz0A7ACqERGqFbTlc56keNntT3g6IhczNzSZgDwXzsOjoolCwpugUzduQ0VKJojfk-T-qwrHAMvA0=w426-h240-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-03-23T17:30:19.735Z,
