placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Rizzo+Pools/data=!4m7!3m6!1s0x89e7b324c9a85579:0xecc2e74e177335c1!8m2!3d41.7258666!4d-72.7220943!16s%2Fg%2F1tf_22_4!19sChIJeVWoySSz54kRwTVzF07nwuw,Rizzo Pools,3.8,76,Swimming pool contractor,"37 Custer St, West Hartford, CT 06110, United States","P7GH+85 West Hartford, Connecticut, USA",http://www.rizzopools.com/,+1 860-666-1531,Closes soon ⋅ 4 pm ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipPHA4lys5VB4nxeJa_1H95KfLq-OtdRXMJFytVG=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:17.070Z,,,
https://www.google.com/maps/place/Savol+Pools/data=!4m7!3m6!1s0x89e656998a8d83ff:0xcf5a84a450d7c9c1!8m2!3d41.7857329!4d-72.6037389!16s%2Fg%2F1tfrc64x!19sChIJ_4ONiplW5okRwcnXUKSEWs8,Savol Pools,4.4,37,Swimming pool contractor,"91 Prestige Park Cir #1, East Hartford, CT 06108, United States","Q9PW+7G East Hartford, Connecticut, USA",http://www.savolpools.com/,+1 860-282-0878,Closes soon ⋅ 4 pm ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipP3f-UnHrocowkaGrB2yNY7rEB6I3OiZOyfXFss=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:22.845Z,,,
https://www.google.com/maps/place/Pool+Doctorz/data=!4m7!3m6!1s0x89e7ae6e3e54ee71:0x6c9fce9be5230853!8m2!3d41.8041493!4d-72.7203212!16s%2Fg%2F1tg_mnmc!19sChIJce5UPm6u54kRUwgj5ZvOn2w,Pool Doctorz,4.4,7,Pool cleaning service,"89 Northbrook Dr, West Hartford, CT 06117, United States","R73H+MV West Hartford, Connecticut, USA",https://www.pooldoctorz.com/,+1 860-209-9433,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h7MC7ntJcf59IS8ki-itYA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.684616&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:28.297Z,,,
https://www.google.com/maps/place/Splash+Pool+Supply/data=!4m7!3m6!1s0x89e6560caa13ddc1:0x59c9ec06fa427fc7!8m2!3d41.8198532!4d-72.6097777!16s%2Fg%2F1tg2lprn!19sChIJwd0TqgxW5okRx39C-gbsyVk,Splash Pool Supply,4.5,75,Swimming pool supply store,"637 John Fitch Blvd, South Windsor, CT 06074, United States","R99R+W3 South Windsor, Connecticut, USA",https://www.splashpoolsupply.com/,+1 860-289-1826,Open ⋅ Closes 5 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzERNmZsFxyGXxYJs5P17uWReN5Kqp4R4823mhJp210I0wyHBm2CF_Spxt71CaIrL5Lylg-OSPGjW2t-AnMQ5Ac8xIgeWt4R1-490yIOqI47yqygIgkNBHADOIfNsgoCmpo-w95ew=w408-h244-k-no,true,9 am–5 am,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:33.406Z,· In-store shopping · Kerbside pickup,,
https://www.google.com/maps/place/Quick+Industries/data=!4m7!3m6!1s0x89e7afbfc94423e1:0x72f28a9c1aedd93a!8m2!3d41.792236!4d-72.8567069!16s%2Fg%2F11p0sbcrjn!19sChIJ4SNEyb-v54kROtntGpyK8nI,Quick Industries,5.0,1,Swimming pool contractor,,,https://swimquickpools.com/,+1 860-302-6814,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNw9iMd2UL3djyH4B-iLyuOPQ_sk_si1_EOT5XF=w408-h276-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:38.168Z,,,
https://www.google.com/maps/place/Swimming+Pool+Cleaning+Hartford/data=!4m7!3m6!1s0x89e653f56a624d1f:0x33b43f0894a64034!8m2!3d41.765599!4d-72.6802775!16s%2Fg%2F11h5wb9vjh!19sChIJH01iavVT5okRNECmlAg_tDM,Swimming Pool Cleaning Hartford,1.0,2,Pool cleaning service,,,,+1 475-325-5069,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPmQcgY-ZydQ1yaffzI6gv8h1Y6Ai1K7Py9aKFy=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:42.861Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Connecticut+Pool+and+Repair/data=!4m7!3m6!1s0xd4b6460e114dbb3:0xca65e0c2293b53f8!8m2!3d41.6836924!4d-72.9406706!16s%2Fg%2F11q9sr5qf_!19sChIJs9sU4WBkSw0R-FM7KcLgZco,Connecticut Pool and Repair,5.0,20,Swimming pool contractor,,,http://www.connecticutpoolandrepair.com/,+1 860-308-5510,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOx1P_e4MAdsKNWspCib-xsAX1a0zLAnorrOdYE=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:47.897Z,,,
https://www.google.com/maps/place/Domenic%27s+Pool+Services/data=!4m7!3m6!1s0x89e6528b09b0f6a9:0x9d476488e3684108!8m2!3d41.710561!4d-72.666163!16s%2Fg%2F1wn_73kt!19sChIJqfawCYtS5okRCEFo44hkR50,Domenic's Pool Services,5.0,1,Swimming pool contractor,"39 Fairmont St, Wethersfield, CT 06109, United States","P86M+6G Wethersfield, Connecticut, USA",,+1 860-529-7275,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RczRE8v3YOTAl_fzniqofQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.31477&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:53.102Z,,,
https://www.google.com/maps/place/Mermaid+Pool+and+Spa/data=!4m7!3m6!1s0x89e65182016be913:0xceecc31a06590ed1!8m2!3d41.7233395!4d-72.609525!16s%2Fg%2F1262fkwkp!19sChIJE-lrAYJR5okR0Q5ZBhrD7M4,Mermaid Pool and Spa,4.3,49,Swimming pool contractor,"119 Griswold St Building B, Glastonbury, CT 06033, United States","P9FR+85 Glastonbury, Connecticut, USA",https://www.aquaticsconnect.com/glastonbury/services-vendors/mermaid-pool-and-spa,+1 860-633-1313,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM9Bk_MaTOtmiyorD5m6ys8aKcaJeRoeTDY1hKo=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,10 am–2 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:25:58.102Z,,,
https://www.google.com/maps/place/Aqua+Masters+Of+Simsbury/data=!4m7!3m6!1s0x89e7012433d57e09:0x28195304304abbcf!8m2!3d41.9115825!4d-72.7894513!16s%2Fg%2F1tfzc69g!19sChIJCX7VMyQB54kRz7tKMARTGSg,Aqua Masters Of Simsbury,4.4,38,Swimming pool supply store,"1553 Hopmeadow St, Simsbury, CT 06070, United States","W666+J6 Simsbury, Connecticut, USA",https://www.aquamasterspool.com/,+1 860-651-0024,"Open ⋅ Closes 5 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsJyUncCQo5ZTlhfM8hQOKm-kHAXLWKWkJH_aznoqfrVApvjZOYF0EJV2idFC5-tT7rKcTCZ_vN9dNX5Ev97nyBCQmrlMz7QYSTYNFOv0hZCsZOxxpR67qgz1I3zaF1UHvvsqS=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Avon+Hartford+CT/@41.7658043,-72.6733723,14z",2025-10-27T19:26:03.152Z,,,
