placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/NorCal+Vein+Specialists/data=!4m7!3m6!1s0x809adb2aa6848259:0xda256aa1ddc9b7f7!8m2!3d38.5717601!4d-121.4084923!16s%2Fg%2F11y561ky62!19sChIJWYKEpirbmoAR97fJ3aFqJdo,NorCal Vein Specialists,5.0,101,Vascular surgeon,"107 Scripps Dr Suite 220, Sacramento, CA 95825, United States","HHCR+PJ Sacramento, California, USA",https://norcalvein.com/specialist-sacramento-ca/,+1 916-282-3159,Open · Closes 4 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOO3-HeD2fJ6MkyM_qiE6DBr6XcraLZYmtDgEui=w408-h405-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:53:38.110Z,,,
https://www.google.com/maps/place/TLC+Vascular+Northern+California/data=!4m7!3m6!1s0x809adba34a73c6b1:0xd339341608b8f4b2!8m2!3d38.5682857!4d-121.4178693!16s%2Fg%2F11grtxmx2w!19sChIJscZzSqPbmoARsvS4CBY0OdM,TLC Vascular Northern California,4.5,62,Medical clinic,"500 University Ave, Sacramento, CA 95825, United States","HH9J+8V Sacramento, California, USA",https://www.tlcvascular.com/?utm_source=google_business_profile&utm_medium=website_link&utm_campaign=google_business_profile,+1 916-235-9100,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOgwE_4M_aB9UemorZxA3s-T9YPXW9nbCZofpW-=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:53:42.894Z,,,
https://www.google.com/maps/place/The+Coronado+Vein+Center/data=!4m7!3m6!1s0x809adaf5c3042ba1:0x9ff473b856c8dfe6!8m2!3d38.5683083!4d-121.4179157!16s%2Fg%2F11hbtdn2nm!19sChIJoSsEw_XamoAR5t_IVrhz9J8,The Coronado Vein Center,5.0,1,Medical clinic,"500 University Ave #102, Sacramento, CA 95825, United States","HH9J+8R Sacramento, California, USA",https://www.coronadoveincenter.com/,+1 916-701-4700,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q7tb2MuAeOHLBDtkXIuHtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.611535&pitch=0&thumbfov=100,true,8 am–4 pm,Closed,Closed,Closed,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:53:47.583Z,,,
"https://www.google.com/maps/place/Josefina+A+Dominguez,+M.D./data=!4m7!3m6!1s0x809ad0eaf0886319:0x5d931be964a41481!8m2!3d38.5710767!4d-121.4708953!16s%2Fg%2F11f3rlrvvg!19sChIJGWOI8OrQmoARgRSkZOkbk10","Josefina A Dominguez, M.D.",5.0,84,Vascular surgeon,"2725 Capitol Ave #402, Sacramento, CA 95816, United States","HGCH+CJ Sacramento, California, USA",https://www.sutterhealth.org/find-doctor/dr-josefina-a-dominguez?utm_source=yelp&utm_medium=social&utm_content=branded-url&utm_campaign=smf-yelp-doctors,+1 916-262-9400,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CcPCPgkjMiq_SS4mxmctXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.05307&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:53:52.572Z,,,
https://www.google.com/maps/place/Laser+%26+Skin+Surgery+Center+of+Northern+California/data=!4m7!3m6!1s0x809ad09a5ee47c8b:0x958dfd69deb2b292!8m2!3d38.5706609!4d-121.4556892!16s%2Fg%2F1tgwshy7!19sChIJi3zkXprQmoARkrKy3mn9jZU,Laser & Skin Surgery Center of Northern California,4.8,747,Skin care clinic,"3835 J St, Sacramento, CA 95816, United States","HGCV+7P Sacramento, California, USA",https://www.skinlasers.com/,+1 916-456-0400,Open · Closes 6:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP8jkEbrAIVGCSm8pRA_0qEaXPt4Z6BsL7ajEBT=w426-h240-k-no,true,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–2 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:53:57.247Z,,,
https://www.google.com/maps/place/Zen+ReGen/data=!4m7!3m6!1s0x809adb6c710356b5:0x41f550dda8874154!8m2!3d38.5671099!4d-121.4434169!16s%2Fg%2F11fs_p6mfr!19sChIJtVYDcWzbmoARVEGHqN1Q9UE,Zen ReGen,4.9,239,Medical spa,"4801 J St, Sacramento, CA 95819, United States","HH84+RJ Sacramento, California, USA",,+1 916-936-1231,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNZGKFTuDlH6oJ_sGzkw3c5aDKTTb7JI9nSaXd8=w426-h240-k-no,true,"9 am–12 pm, 1–5:30 pm","9 am–12 pm, 1–5:30 pm","9 am–12 pm, 1–5:30 pm","9 am–12 pm, 1–5:30 pm",9 am–4 pm,Closed,"9 am–12 pm, 1–5:30 pm","https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:54:01.767Z,,,
https://www.google.com/maps/place/UC+Davis+Health+Vascular+Care/data=!4m7!3m6!1s0x809ad079c733d88b:0xa5c1237153a09e00!8m2!3d38.551882!4d-121.4496512!16s%2Fg%2F11clw6b6fn!19sChIJi9gzx3nQmoARAJ6gU3EjwaU,UC Davis Health Vascular Care,3.0,4,Medical clinic,"4860 Y St #2100, Sacramento, CA 95817, United States","HH22+Q4 Sacramento, California, USA",https://health.ucdavis.edu/vascular/,+1 916-734-3800,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNd9t7wAoij4BWZHWlFm_rPQymUKtqwi78yqLHW=w408-h273-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-12-16T22:54:06.364Z,,,
https://www.google.com/maps/place/Destination+Aesthetics+Medical+Spa/data=!4m7!3m6!1s0x809ac71e6f52d3a5:0x7a6aa2f561aab6e9!8m2!3d38.4201488!4d-121.3958018!16s%2Fg%2F11fjtwfg_8!19sChIJpdNSbx7HmoAR6baqYfWiano,Destination Aesthetics Medical Spa,4.8,277,Medical spa,"9299 Laguna Springs Dr Suite #110 Suite #110, Elk Grove, CA 95758, United States","CJC3+3M Elk Grove, California, USA",https://www.destinationaesthetics.com/contact/da-elk-grove/,+1 916-259-8415,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOr7S2ad268WhYC3G8PD5iB1lejPCN7Vf0k8o1i=w426-h240-k-no,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,8:30 am–4 pm,Closed,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:21.927Z,,,
https://www.google.com/maps/place/Urban+Medical+Aesthetics+Beauty+Bar+%28Laser+Medspa%29/data=!4m7!3m6!1s0x809ac9e04c27bf01:0x49166548c647806!8m2!3d38.4050484!4d-121.3711403!16s%2Fg%2F11pzfpb7nh!19sChIJAb8nTODJmoARBnhkjFRmkQQ,Urban Medical Aesthetics Beauty Bar (Laser Medspa),4.9,31,Medical spa,"9717 Elk Grove Florin Rd suite d, Elk Grove, CA 95624, United States","CJ4H+2G Elk Grove, California, USA",https://www.myaestheticspro.com/BN/index.cfm?AD658D65216D33AC2F313D73A4CE6310,+1 916-307-1462,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8X_HGzrPhIWYzf8WVgLTRgDOk4Uk2iF79731p3w0jbpLefHbP7QcwlDhbcbZxsu2f4ZV6v3x2AYVvks8rfE6MwgjlGRUmweIfr3pNyzJSsEc1yA6HD8WRdFX5v84CUs7YWRcX=w408-h544-k-no,true,10:30 am–6 pm,10:30 am–2 pm,Closed,10:30 am–4:30 pm,10:30 am–2:30 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:26.309Z,true,,
https://www.google.com/maps/place/Rosalind+Poise+Aesthetics+and+Wellness/data=!4m7!3m6!1s0x809ac739daeec0f9:0x115e572276b7acb8!8m2!3d38.4095431!4d-121.3781073!16s%2Fg%2F11xgj634lr!19sChIJ-cDu2jnHmoARuKy3diJXXhE,Rosalind Poise Aesthetics and Wellness,5.0,5,Medical spa,"8763 Elk Grove Blvd ste 1, Elk Grove, CA 95624, United States","CJ5C+RQ Elk Grove, California, USA",https://rpoisehq.com/,+1 916-360-5777,Open · Closes 5 pm,Identifies as women-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GypsrRG2XbDPaLL9Zarbfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.64337&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:30.588Z,,,
https://www.google.com/maps/place/Calvine+Medical+Aesthetics/data=!4m7!3m6!1s0x809ac6bc0104ff75:0xe04e10ec9695c6bf!8m2!3d38.4234461!4d-121.411999!16s%2Fg%2F1v7tlmnt!19sChIJdf8EAbzGmoARv8aVluwQTuA,Calvine Medical Aesthetics,3.8,33,Medical spa,"7811 Laguna Blvd #170, Elk Grove, CA 95758, United States","CHFQ+96 Elk Grove, California, USA",http://www.calvineaesthetics.com/,+1 916-226-6190,Closed · Opens 10 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOvidxFIsTmChTkxkRLq-W6KE9DW_SUgs2v5qIj=w408-h247-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,11 am–3 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:34.957Z,,,
https://www.google.com/maps/place/Elk+Grove+Urgent+Care/data=!4m7!3m6!1s0x809ac6467c6bf89d:0x19f9d75382a77821!8m2!3d38.4292631!4d-121.4169522!16s%2Fg%2F1tddsftd!19sChIJnfhrfEbGmoARIXinglPX-Rk,Elk Grove Urgent Care,2.7,305,Urgent care center,"9045 Bruceville Rd, Elk Grove, CA 95758, United States","CHHM+P6 Elk Grove, California, USA",http://elkgrove-urgentcare.com/,+1 916-479-9110,Open · Closes 8:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeLNPMU_7--sdHt9oU3dZ7AXM6TGk45D4K23UGnjg1MD75srq_Q2BsujQNaUMJVMC-0I5559h_bu74HDrMZXpzozUtoA6mBhlmXg6QxgVESDPSvZfhwuL39wEnyJGpeVuWpbUSulBTPuw=w408-h544-k-no,true,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:39.359Z,,,
https://www.google.com/maps/place/At+Your+Best+Wellness+%26+Aesthetics+Nursing+Corp/data=!4m7!3m6!1s0x809ac9221b031a1b:0xe830650b1ef1677b!8m2!3d38.4203448!4d-121.3962696!16s%2Fg%2F11rnk76mjs!19sChIJGxoDGyLJmoARe2fxHgtlMOg,At Your Best Wellness & Aesthetics Nursing Corp,5.0,41,Wellness center,"9291 Laguna Springs Dr #110, Elk Grove, CA 95758, United States","CJC3+4F Elk Grove, California, USA",http://www.atyourbestwellness.com/,+1 916-461-9828,Closes soon · 3 pm · Opens 10 am Sat,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOcQmLh0NaMC0WSwZPd1UO1bI1KLF63mbFjiomw=w408-h612-k-no,true,11 am–3 pm,Closed,Closed,Closed,10 am–3 pm,Closed,10 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:43.949Z,true,,
https://www.google.com/maps/place/AB+House+of+Aesthetics/data=!4m7!3m6!1s0x809adbdbebe6206f:0x8fa80ce3ea145d29!8m2!3d38.4263627!4d-121.4145864!16s%2Fg%2F11w9hnkp3n!19sChIJbyDm69vbmoARKV0U6uMMqI8,AB House of Aesthetics,5.0,7,Medical spa,"7601 Laguna Blvd Suite 140, Elk Grove, CA 95758, United States","CHGP+G5 Elk Grove, California, USA",https://www.abhouseofaesthetic.com/,+1 916-910-0018,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xmy7KwaYKWRn883QXzhAQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.98727&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/vein+clinics+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-12-16T22:54:48.371Z,,,
