placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,error
https://www.google.com/maps/place/Reflections+Vein+Center/data=!4m7!3m6!1s0x8830d63a4c6a99cb:0x6aedcd33fa66b9ee!8m2!3d41.079314!4d-81.5302973!16s%2Fg%2F1v0llf4m!19sChIJy5lqTDrWMIgR7rlm-jPN7Wo,Reflections Vein Center,5.0,2,Surgical center,"224 W Exchange St Suite #300, Akron, OH 44307, United States","3FH9+PV Akron, Ohio, USA",https://my.clevelandclinic.org/locations/akron-general/specialties/vein-center,+1 330-344-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=22Rg948SssDIocKW-fA-mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.23648&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:56:48.670Z,,,,,,,,,,
https://www.google.com/maps/place/Akron+Vascular+Care/data=!4m7!3m6!1s0x88312773fe40b8a1:0x8ee39f845fafc9a4!8m2!3d41.1381231!4d-81.4401131!16s%2Fg%2F11vspg3cnx!19sChIJobhA_nMnMYgRpMmvX4Sf444,Akron Vascular Care,5.0,54,Vascular surgeon,"43 S Main St # 2, Munroe Falls, OH 44262, United States","4HQ5+6X Munroe Falls, Ohio, USA",https://preferredvasculargroup.com/locations/akron-vascular-care/,+1 234-349-8100,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipObwmOHI5Q5zWAsGemkxTqP4wv1jdAoRLKYMZ_t=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:56:53.784Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Joseph+R+McShannic,+MD/data=!4m7!3m6!1s0x883129cbeff48563:0x43fbbbf5f89d534e!8m2!3d41.0820492!4d-81.4993465!16s%2Fg%2F1ths9_px!19sChIJY4X078spMYgRTlOd-PW7-0M","Joseph R McShannic, MD",4.4,30,Surgeon,"95 Arch St Ste 215, Akron, OH 44304, United States","3GJ2+R7 Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/JosephMcShannicMD/WP-24c8FegmgKXiwPxc9iAH-2BGew-3D-3D-24GsCtRUaKGNupMHx4e-2F-2FHRsesZjgicM3AXY-2F3KfjwFyY-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-434-4145,,https://lh3.googleusercontent.com/p/AF1QipOSCZipF1I4kEsG0Xyo28r9XyeHIdK906cV-z9K=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:56:56.685Z,,,,,,,,,,
https://www.google.com/maps/place/Canton+Vein+and+Vascular+-+Dr.+Michael+Levy/data=!4m7!3m6!1s0x8836d7fa126bc5dd:0x3c4bde0d6e52ee22!8m2!3d40.8712841!4d-81.4424754!16s%2Fg%2F11l31x4j8k!19sChIJ3cVrEvrXNogRIu5Sbg3eSzw,Canton Vein and Vascular - Dr. Michael Levy,5.0,3,Medical Center,"6225 Frank Ave NW, North Canton, OH 44720, United States","VHC5+G2 North Canton, Ohio, USA",https://www.loveyourveins.com/,+1 234-262-0280,Open · Closes 5 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d0O9KfN1UCzU8hHhQn-14w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.79224&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:02.002Z,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,Closed,Closed,9 am–5 am,,,
https://www.google.com/maps/place/Portage+Lakes+Aesthetics+and+Wellness/data=!4m7!3m6!1s0x8830d5e259ec5507:0xc70ea13c842fdeae!8m2!3d40.9806278!4d-81.5368668!16s%2Fg%2F11st6dmt4h!19sChIJB1XsWeLVMIgRrt4vhDyhDsc,Portage Lakes Aesthetics and Wellness,5.0,12,Medical spa,"442 W Turkeyfoot Lake Rd, New Franklin, OH 44319, United States","XFJ7+77 New Franklin, Ohio, USA",http://portagelakesaesthetics.com/,+1 330-689-6567,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPfAXekjmtLDp1mF9TfDu801gfiyczB4cFFFBic=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:06.906Z,4–8 pm,Closed,10 am–2 pm,10 am–4 pm,Closed,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Summa+Health+Vascular+Surgery+-+201+Fifth+St.+NE/data=!4m7!3m6!1s0x8831273ac0b583b7:0x4b45f12115f37074!8m2!3d41.0160223!4d-81.5893625!16s%2Fg%2F11h2fkp0t7!19sChIJt4O1wDonMYgRdHDzFSHxRUs,Summa Health Vascular Surgery - 201 Fifth St. NE,5.0,1,Surgical center,"201 5th St NE #8, Barberton, OH 44203, United States","2C86+C7 Barberton, Ohio, USA",https://www.summahealth.org/medicalservices/heart?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 330-475-1616,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJJwkMJYRFcVglrTpTXCI-Wv0Uz31nBuhxpmV67wvFrRtcwQrcZIBTTXFGG-xCTWhMVYdMSwtKlkocRdX30w7Zh-N4Xzeq8nxJ7ez-6uszKR0WeYmha4hykkJv7DFwzLSVxzzG=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:09.664Z,,,,,,,,,,
"https://www.google.com/maps/place/Drazen+Petrinec,+MD/data=!4m7!3m6!1s0x883129cbeff48563:0xe5b2f28450b90d56!8m2!3d41.0820492!4d-81.4993465!16s%2Fg%2F1td_hxdr!19sChIJY4X078spMYgRVg25UITysuU","Drazen Petrinec, MD",4.8,14,Surgeon,"95 Arch St Ste 215, Akron, OH 44304, United States","3GJ2+R7 Akron, Ohio, USA",https://mychart.summahealth.org/mychart/app/providers/DrazenPetrinecMD/WP-24NZweMYygStkNc4Klg2KMyA-3D-3D-24CIWge2F4OtkeIcPsi2Ja5vrXjF9OuklXAw4mdx0Bkds-3D?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 330-434-4145,,https://lh3.googleusercontent.com/p/AF1QipOEKLnNiBdj07G8DyO9f-iHe2gWv6d8SOxwkJw5=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:12.594Z,,,,,,,,,,
https://www.google.com/maps/place/Circulatory+Centers/data=!4m7!3m6!1s0x8830d09e7330793f:0x43ec14c378ab8f3d!8m2!3d41.1340937!4d-81.6304116!16s%2Fg%2F1tjypc1s!19sChIJP3kwc57QMIgRPY-reMMU7EM,Circulatory Centers,5.0,1,Medical clinic,"3618 W Market St #102, Fairlawn, OH 44333, United States","49M9+JR Fairlawn, Ohio, USA",,+1 234-738-3986,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6nKNpIboUrYtOxbkhQgExg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.66354&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:17.333Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,9 am–7 pm,,,
https://www.google.com/maps/place/Heart+%26+Vascular+Center/data=!4m7!3m6!1s0x8830d63a3a49b8e3:0x8664fc5f4b3218d8!8m2!3d41.0782631!4d-81.5309907!16s%2Fg%2F1pty16qlm!19sChIJ47hJOjrWMIgR2BgyS1_8ZIY,Heart & Vascular Center,4.3,18,Heart hospital,"1 Akron General Ave, Akron, OH 44307, United States","3FH9+8J Akron, Ohio, USA",http://www.akrongeneral.org/portal/page/portal/AGMC_PAGEGROUP/Clinical_services/heart_vascular,+1 330-344-6000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxq8XkIDG0cgadOxr257iryevmWMXqpytl97F4zsdYkAx0ysqRUTJ09p-n81r0AwlhFhafyagB2kH1RY3-SeZkkW_vsUzKC0O7fnXIOC83dK9t5S-XuJHXTlJK9blM-XbJZFQ6R=w408-h544-k-no,false,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:20.243Z,,,,,,,,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Fairlawn/data=!4m7!3m6!1s0x8830d09e84febb5d:0xff9f164c6dfcac98!8m2!3d41.1341316!4d-81.6303961!16s%2Fg%2F11hbsh0s_x!19sChIJXbv-hJ7QMIgRmKz8bUwWn_8,USA Vein Clinics - Fairlawn,4.0,26,Medical clinic,"3618 W Market St #102, Fairlawn, OH 44333, United States","49M9+MR Fairlawn, Ohio, USA",https://www.usaveinclinics.com/locations/,+1 330-237-9880,,https://lh3.googleusercontent.com/p/AF1QipMUUXjj_2Bhyof6mCKLzs9YgHpb97w6tUDyw189=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2025-12-16T21:57:25.340Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
