placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Dry+Kings/data=!4m7!3m6!1s0x8085bd786c18e38f:0x857ef3be18b7968b!8m2!3d37.7712133!4d-122.399453!16s%2Fg%2F1tvw54mt!19sChIJj-MYbHi9hYARi5a3GL7zfoU,Dry Kings,4.8,87,Water damage restoration service,"420 Berry St suite 420, San Francisco, CA 94158, United States","QJC2+F6 Mission Bay, San Francisco, CA, USA",https://www.drykings.com/?utm_source=gbp&utm_medium=organic,+1 415-430-9372,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqh_pHtW5eBHfxb0Y5N-vfgXgDqSltSjtvlw_W-sIQriXjcAlsZyAmu85koJ0Z5iP8_ZpxsmHSZz1zFbktSjUoUzO0WRqm6exUhbO4gmRkbHnrDMTZiUgm_lz3XgGch9qrZoA4=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:08.341Z,,,
https://www.google.com/maps/place/Crystal+Guard+Water+Damage+Experts/data=!4m7!3m6!1s0x808f7fa6254e73ff:0x8c14c57b71252cd0!8m2!3d37.7574311!4d-122.4286533!16s%2Fg%2F11xz22zq3q!19sChIJ_3NOJaZ_j4AR0CwlcXvFFIw,Crystal Guard Water Damage Experts,5.0,12,Fire damage restoration service,"324 Liberty St, San Francisco, CA 94114, United States","QH4C+XG Dolores Heights, San Francisco, CA, USA",https://lincolnwaterdamagerestoration.com/,+1 415-915-7098,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zW1_ZvoqYaegOuSA_MZikg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.06644&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:14.210Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Water+Damage+Restoration+San+Francisco/data=!4m7!3m6!1s0x808580aed04f00a7:0xce2d49e307928912!8m2!3d37.7538757!4d-122.4207002!16s%2Fg%2F11b75pwcrz!19sChIJpwBP0K6AhYAREomSB-NJLc4,Water Damage Restoration San Francisco,4.9,9,Water damage restoration service,"1195 Valencia St, San Francisco, CA 94110, United States","QH3H+HP Mission District, San Francisco, CA, USA",,+1 415-520-9352,Closed · Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KFnVG0P3dg_q9K6T6zW9Ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.732124&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:18.914Z,,,
https://www.google.com/maps/place/Allied+Restoration+Company/data=!4m7!3m6!1s0x808f7e32e7aa651b:0xa1a2869042684a8d!8m2!3d37.7978722!4d-122.4050258!16s%2Fg%2F11bbrp2t0c!19sChIJG2Wq5zJ-j4ARjUpoQpCGoqE,Allied Restoration Company,4.8,24,Water damage restoration service,"222 Columbus Ave Ste 201, San Francisco, CA 94133, United States","QHXV+4X North Beach, San Francisco, CA, USA",https://www.sanfranciscofloodrepair.com/,+1 415-529-5637,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomG0tyf-6bIvKAZqTcqAuvwb7Wi5bYfWF07072ZZoHNN1lWJscNj8nRMsNmfEmwW0IyXIhEUg1ax2UFTV03xHDydHIth25gSZk8SC_kwENBEN4r3H0Zf7XhGSqXS2saHwCjSAE9BzNN6gY=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:23.680Z,,,
https://www.google.com/maps/place/Golden+City+Pro/data=!4m7!3m6!1s0x864e99c20c2d0af9:0x89bf7e01137a6087!8m2!3d37.7716289!4d-122.4355473!16s%2Fg%2F11l67_kncn!19sChIJ-QotDMKZToYRh2B6EwF-v4k,Golden City Pro,4.8,38,Water damage restoration service,"800 Haight St, San Francisco, CA 94117, United States","QHC7+MQ Lower Haight, San Francisco, CA, USA",http://sanfranciscoca-waterdamage.com/,+1 628-210-1614,Closed · Opens 12 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CnEIdFHae2iLd_NiWRE9sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.93484&pitch=0&thumbfov=100,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:28.400Z,Identifies as Asian-owned,,
https://www.google.com/maps/place/Everon+Water+Damage+Restoration+CO./data=!4m7!3m6!1s0x808f7f1a500ac92b:0x6ccd3ace72dfc111!8m2!3d37.7486283!4d-122.4184153!16s%2Fg%2F11ypln5p89!19sChIJK8kKUBp_j4AREcHfcs46zWw,Everon Water Damage Restoration CO.,5.0,2,Water damage restoration service,"Reboot, San Francisco, CA 94110, United States","PHXJ+FJ Mission District, San Francisco, CA, USA",,+1 415-907-3310,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CO6r3gsZO6dw1Bdg2ddnKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.81635&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:33.001Z,,,
https://www.google.com/maps/place/Lincoln/data=!4m7!3m6!1s0x88d9a11304a5d14f:0xba9d8228fa38e0bf!8m2!3d37.75872!4d-122.4152914!16s%2Fg%2F11v0nrn7qp!19sChIJT9GlBBOh2YgRv-A4-iiCnbo,Lincoln,4.8,22,Water damage restoration service,"3325 20th St, San Francisco, CA 94110, United States","QH5M+FV Mission District, San Francisco, CA, USA",,+1 844-978-3251,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrfYIBz20koqfkRnlZlm-bq7Ica9MR59tToOMopkrqj-Zui2ryKLmqnmPAy96sqjohK9LkGrClhug4boj6wihTf7KEEIUl5dFwQJ5NTRlbL_3YfCnHzaDCiE9-qzJ0iGnnDDbv=w408-h611-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:38.020Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Giants+Restoration/data=!4m7!3m6!1s0x80858091b951364d:0xbd24678a0871dd18!8m2!3d37.7864091!4d-122.414605!16s%2Fg%2F11b70dctcz!19sChIJTTZRuZGAhYARGN1xCIpnJL0,Giants Restoration,5.0,9,Water damage restoration service,"685 Geary Blvd, San Francisco, CA 94102, United States","QHPP+H5 Tenderloin, San Francisco, CA, USA",http://giantsrestoration.com/,+1 415-579-3130,Open · Closes 11:59 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUso5SVpcr5PvDVdQ1dXocQpCoQ5C3IiZNJ8wDlZ8q_pJ68zRbHP7FadzyAFfcjt2kz-qpHYa-Hiigu4aODYP-3OcAlzxbZjq-tAPiAwYgoynO3F0hL-PkFUSi45dWLPGfMFPrdg=w408-h306-k-no,true,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,12 am–11:59 pm,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:42.718Z,,,
https://www.google.com/maps/place/Reactic+Restoration/data=!4m7!3m6!1s0x808587b7f120fa07:0xdeb3bc2dfd8a89f0!8m2!3d37.7392192!4d-122.3840267!16s%2Fg%2F11h75jwpf8!19sChIJB_og8beHhYAR8ImK_S28s94,Reactic Restoration,4.9,64,Water damage restoration service,"1355 Fairfax Ave b2, San Francisco, CA 94124, United States","PJQ8+M9 Bayview, San Francisco, CA, USA",https://reacticrestoration.com/san-francisco,+1 415-322-3519,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9WVyvF5FqxI3IWklkkIBfwGFAHX7gpO5N3K7e4w6wjta4d6lnGU7bOGpe4c_NuEYNHwUaKPtY1_CZ4rQFaZOArgsr7zPp-muOMGmgo-x9-6rrvrd7Al57I-Xgz8vvtWQP6KDI=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:47.446Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mariner+Restoration/data=!4m7!3m6!1s0x8085805fb7c90e8f:0xb034398206b65f3a!8m2!3d37.7986912!4d-122.3990435!16s%2Fg%2F11bbrlpcm2!19sChIJjw7Jt1-AhYAROl-2BoI5NLA,Mariner Restoration,5.0,1,Water damage restoration service,"75 Broadway #202, San Francisco, CA 94111, United States","QJX2+F9 Northern Waterfront, San Francisco, CA, USA",,+1 628-242-2089,Closes soon · 11:30 pm · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rvrgu81cwMIL5sCbQq4dlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.42952&pitch=0&thumbfov=100,false,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+San+Francisco+San+Francisco+CA/@37.7749295,-122.4194155,14z",2026-03-23T05:42:52.205Z,,,
