placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Sarasota+Landscape+Solutions+LLC/data=!4m7!3m6!1s0x88c33fa953412c21:0xc293ecea99c9bb7!8m2!3d27.3593809!4d-82.491752!16s%2Fg%2F11qh84z29v!19sChIJISxBU6k_w4gRt5ucqc4-KQw,Sarasota Landscape Solutions LLC,4.9,24,Landscaper,"3925 Nottingham Dr, Sarasota, FL 34235, United States","9G55+Q7 Sarasota, Florida, USA",https://sarasotalandscapesolutions.com/,+1 941-879-6783,Closes soon · 6 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkb77Ftb1jKJr8AHE3c_OSsIFqNFUXxpYAz0C5xwiUMZX6geDYCeTC5lpZ7wT9rmpufbd15pavVKsBawuTgv0pboP-KM-6QXq30jVLb_O_HOFHL1GaVjzdMcXot4Anhf49eCFMnw=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:29:54.808Z,,,
https://www.google.com/maps/place/Tropical+Gardens+Landscape/data=!4m7!3m6!1s0x88c341a5685cefd7:0x197a7cfb3eb07d7a!8m2!3d27.3688081!4d-82.5348688!16s%2Fg%2F11bycg0rjr!19sChIJ1-9caKVBw4gRen2wPvt8ehk,Tropical Gardens Landscape,4.7,107,Landscape designer,"3951 N Osprey Ave, Sarasota, FL 34234, United States","9F98+G3 Sarasota, Florida, USA",https://www.tropicalgardenslandscape.com/,+1 941-993-2442,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv2Wz-xmJ1rdBnanpVHnl7jKtaHj7e8X6KpXzCnJQhcpTwijtOPe7iB2KxkF06ELdrQSkaMmFWNA6bIu0qA-X4-B0YpjeMcCf8i2R2dsPHR0RRGKTyazeyX-mZL9xpnMKgCIc6tfjKCs5E=w408-h272-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:29:59.950Z,,,
https://www.google.com/maps/place/All+Seasons+Landscape/data=!4m7!3m6!1s0xabf235fbd00a9613:0x153803e1da0471c0!8m2!3d27.3644225!4d-82.5524099!16s%2Fg%2F11pzn101gc!19sChIJE5YK0Ps18qsRwHEE2uEDOBU,All Seasons Landscape,5.0,88,Landscaper,"938 Highland St, Sarasota, FL 34234, United States","9C7X+Q2 Sarasota, Florida, USA",https://mikesallseasonslandscaping.jobbersites.com/,+1 941-600-8356,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1gDVR24-NubrhGbQZ1tDdSOeIXRpJIn5SQZK-7uRt-cLB6gwWu7dOF-nUm6MVUGQ7F8sLYZ0IF3XaYrwWQKSqaPJdDR4JGBUuq5IJtaPP-ILY7DePWE8LzqV-WQzyBgf-cVFUK2cI4vrR=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:04.283Z,,,
https://www.google.com/maps/place/Sarasota+Landscape/data=!4m7!3m6!1s0x88c341dd2ed07931:0xa5a4aedaf7961553!8m2!3d26.6411026!4d-81.5488524!16s%2Fg%2F11l7bj3vy3!19sChIJMXnQLt1Bw4gRUxWW99qupKU,Sarasota Landscape,4.9,9,Landscaper,,,https://www.sarasota-landscape.com/,+1 941-499-5997,Closes soon · 6 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHl-6PUuG_IDOH0DWmyrF-D48T0dP4nEALdtB8fKo22zs9X71gnBeT59DaTGe_sxIy4t8iJtK5aeOs5PODmUH2ITRVLgWLMN5YzBahUx7TINzxSypeq6A2865NIzwrBTt0XcL01=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,9 am–1 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:08.453Z,,,
https://www.google.com/maps/place/Siesta+Key+Landscape/data=!4m7!3m6!1s0x88c346d62526afe7:0xac22145dd223791b!8m2!3d27.2961641!4d-82.4874979!16s%2Fg%2F1260sgmh1!19sChIJ568mJdZGw4gRG3kj0l0UIqw,Siesta Key Landscape,4.9,100,Landscaper,"4030 Sawyer Ct, Sarasota, FL 34233, United States","7GW7+F2 Sarasota, Florida, USA",https://www.siestakeylandscape.com/,+1 941-379-3479,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZWiB7OvQESdFHczaTCAFXeGZ5gdZuEq4wFmchtVBG4Zh44ka4XbH1f6NefdTlDCfYdFyhaeTh8li69-_EvtKa462FlkC67gfPZuWdSJsXL-GsAy1DZGv698pXfl9IGa8ID39Jb0ev0nHj=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:12.866Z,,,
https://www.google.com/maps/place/Arbor+Landscapes/data=!4m7!3m6!1s0x88c341eb61869ea1:0x679b319901dcd001!8m2!3d27.3748138!4d-82.5251068!16s%2Fg%2F11h64j6lbq!19sChIJoZ6GYetBw4gRAdDcAZkxm2c,Arbor Landscapes,4.8,82,Landscaper,"2315 Industrial Blvd, Sarasota, FL 34234, United States","9FFF+WX Sarasota, Florida, USA",https://arborlandscapes.com/,+1 941-927-8002,Closed · Opens 8:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5JQIctp7TvMm2PBa_MeA6Jr5Q-LVG0oyK_2_MT5EGLGP0FJByAFisc3Vb-2iQuLomCMuppJxJZMTPr_JMBDEXUVpdsnTymWLpw6WL-uuGVBA70qHDYn54G7zE9ywyjKeJLUtg=w427-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–12:30 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:17.151Z,,,
https://www.google.com/maps/place/Robinson+Lawn+Service+%26+Landscaping+Inc/data=!4m7!3m6!1s0x88c33f4104827b39:0x902015007e653800!8m2!3d27.3411454!4d-82.5347465!16s%2Fg%2F11pz7pxm2s!19sChIJOXuCBEE_w4gRADhlfgAVIJA,Robinson Lawn Service & Landscaping Inc,5.0,71,Lawn care service,,,https://landscapersarasota.com/,+1 941-246-2669,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESsUa4aP0g57-zcGKGUhj2uf79TdCsyVTAkaavD9lb3QheKkpVNsw6_k4eWShQRN1BCoYxYZHLvpnvsMGqWPazrYZGj4HK6feaXVl0z58bwcrtwqH5Hi8dgZkur1OumtUJPqMK=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:21.503Z,,,
https://www.google.com/maps/place/Grant%27s+Gardens/data=!4m7!3m6!1s0x88c33fc026bf288f:0xd4409feeed0a9c7f!8m2!3d27.3740837!4d-82.5417423!16s%2Fg%2F1tzvxc1l!19sChIJjyi_JsA_w4gRf5wK7e6fQNQ,Grant's Gardens,4.7,96,Landscaper,"1465 Northgate Blvd, Sarasota, FL 34234, United States","9FF5+J8 Sarasota, Florida, USA",http://www.grantsgardens.com/,+1 941-343-9396,Closed · Opens 7:30 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIj60SM5x2OZcCzDNk54a8PLMoPzSNBLrime1DW0J7_OYf4yL0HHYxp-m0xYEI5qhaSE5AEusIQiNj9tQpZ0nknOQ4_Z7Q2SeZnHsRsnQIn1Y4k1hmHBFjokftG5LmkXKEXHKs=w408-h860-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–12:30 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:25.883Z,,,
https://www.google.com/maps/place/U.S.+Lawns+-+Sarasota/data=!4m7!3m6!1s0x88c3476a69a44165:0xac7392f287d23e11!8m2!3d27.36968!4d-82.5376482!16s%2Fg%2F1tdpmwfz!19sChIJZUGkaWpHw4gRET7Sh_KSc6w,U.S. Lawns - Sarasota,4.6,32,Landscaper,"1662 Independence Blvd, Sarasota, FL 34234, United States","9F96+VW Sarasota, Florida, USA",https://uslawns.com/locations/fl/sarasota/,+1 941-379-0272,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgBycW_CY7dEkCNh5PsfHHsvbSzEN7MlIhlQ0eiHCQ60eXR6tmUn7YgPQN618M8tIfLtWrh3yD0C_C1gNwQk28q2AUW3RGeFvik5F1ucNDnlaiLd_dbqXIXu36tNekXx-NhddA=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:30.384Z,,,
https://www.google.com/maps/place/Greenscapes/data=!4m7!3m6!1s0x88c347f39e03b2ab:0xccfd4abeb663756!8m2!3d27.3685069!4d-82.5349266!16s%2Fg%2F1tdy9w0n!19sChIJq7IDnvNHw4gRVjdm66vUzww,Greenscapes,4.5,31,Landscaper,"3815 N Osprey Ave, Sarasota, FL 34234, United States","9F98+C2 Sarasota, Florida, USA",http://www.greenscapessrq.com/,+1 941-379-8440,Closed · Opens 7 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DwlCIU32imK0eWXoAsX_xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.663&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2026-04-29T21:30:34.817Z,,,
